"Gene_Symbols","p_cogdx","p_ceradsc","acrophase_cog4","acrophase_cog5","acrophase_cerad1to2","acrophase_cerad3to5","amplitude_cog4","amplitude_cog5","amplitude_cerad1to2","amplitude_cerad3to5","BHQ_cogdx","Bonf_cogdx","BHQ_cerad","Bonf_cerad"
"KLHL17","0.627587758617544","0.19259569486094","4.72068219858561","0.130128367670229","4.68834209581451","0.301676455354247","1.46099438197723","2.14370184182503","1.68262805032194","0.998433644557487",0.937753063922379,1,0.998051165407591,1
"HES4","0.883101905185017","0.731368980235118","2.19107938407319","2.47314830634793","2.19104686432459","2.23412061825245","8.10990372356963","9.42577847571251","7.91631819871652","10.1469100656017",0.970028334262794,1,0.998051165407591,1
"GABRD","0.0899456299901086","0.945280921957801","2.68633178028418","1.16209825906796","2.65410401778573","2.64382757972431","20.8280982185515","21.4675176842179","19.0714249392764","21.251667120228",0.68121189212965,1,0.998051165407591,1
"PEX10","0.0819343476452141","0.417347528374707","2.64738696541744","3.46877304841056","2.67394366374686","3.17283796318502","1.78755278673698","6.12521580857233","1.82384961609704","2.95739787641782",0.68121189212965,1,0.998051165407591,1
"PANK4","0.648141878711161","0.658234274942374","3.14930569564767","3.42359565821107","3.15448077552208","3.2044823649165","2.50867113606289","4.86378195934088","2.76147645139678","1.47968294447799",0.947518937327336,1,0.998051165407591,1
"LRRC47","0.0448583441734266","0.595774522065815","3.02237245206005","1.18708161476743","2.9931865966499","2.58817619402422","5.40867546185674","7.54800940670625","5.22375628741272","3.8442872043272",0.647848512882753,1,0.998051165407591,1
"NMNAT1","0.387313890754007","0.120615464878481","0.722666735586223","4.22707656198868","0.733319491947067","0.515932687960557","3.46100212528021","0.832442084359232","2.90136479037504","6.236779936847",0.897411661884294,1,0.998051165407591,1
"CORT","0.479452250586405","0.133561766105526","1.79593829744144","1.60061258743583","1.68887606423224","2.45069085666161","2.6233851031979","4.54312723893795","2.70858467017301","4.08363276560956",0.916168654683655,1,0.998051165407591,1
"SRM","0.516125262134911","0.460784914481863","2.67480771505068","1.58817140326199","2.67841554772655","2.0683780033474","8.77399597996903","9.46100739087371","8.62694613619483","8.51184479399084",0.916168654683655,1,0.998051165407591,1
"FAM131C","0.639470581892038","0.692419979384669","3.02204206480333","1.49702908669067","2.86140850444379","3.19663210870497","1.98309096933602","1.81368668547494","1.80483163588893","2.81347690441058",0.94488936727331,1,0.998051165407591,1
"CROCC","0.558282970435372","0.867709391094944","4.98026373883587","0.0328187553512622","4.98487131497268","5.37289558421015","6.62985079848534","7.66562415432666","6.4632598966842","6.40510784088875",0.916168654683655,1,0.998051165407591,1
"IGSF21","0.158552544798161","0.0540796115819995","0.143989102171217","4.09999268538146","0.202063691738287","4.55048137234788","8.65460662586903","5.55002504438062","9.29440004861595","1.62848486382293",0.788778991709444,1,0.998051165407591,1
"MUL1","0.726091730914839","0.629616073413861","2.81112719372898","1.92732877311609","2.80543156274947","2.54057825532609","2.06897268955176","2.2846434924878","1.97026859152982","2.62895296550406",0.962415784318749,1,0.998051165407591,1
"PINK1","0.398395260011043","0.400265704896412","2.93445652745819","3.50553248052517","2.91215152987991","3.32052693839788","12.8223189573808","19.4183227258021","12.763303643745","12.6267547550144",0.900482437011262,1,0.998051165407591,1
"ZNF436","0.652241353250984","0.855236473875834","3.40595205966895","3.61806677393737","3.35209316202637","3.3026119943982","1.30233888352859","3.18992086361284","1.39433943787767","0.759548698177344",0.947518937327336,1,0.998051165407591,1
"PITHD1","0.246163411950689","0.650936906397555","3.39860624960519","1.41074623118026","3.42613517014414","3.14099320326452","13.2911470980107","3.70928871651672","12.491176201121","11.7462776821085",0.845222637350777,1,0.998051165407591,1
"RCAN3","0.832533108640553","0.934670467837235","2.7609363432064","2.97701323770096","2.87340043706724","2.54764058810513","1.55345705678889","2.65212786962315","1.69276536579478","1.3674558388957",0.970028334262794,1,0.998051165407591,1
"RHD","0.0634734240426995","0.782926618530158","2.81941681241194","3.84858727131894","3.02706181601717","2.502411959502","2.44326252086918","11.0822733928845","2.5816261982434","1.02705573407588",0.647848512882753,1,0.998051165407591,1
"TRNP1","0.94022726731254","0.80089256450927","3.17551171588688","3.40915208756665","3.13452748078346","3.41215774043875","3.17456979265577","3.93226709617286","3.08053702895194","3.57283612214646",0.981416212969545,1,0.998051165407591,1
"CCDC28B","0.905464509606812","0.775453450548135","3.08600576348791","2.56312580179365","3.05108714240383","2.86248117859229","1.77618374680881","1.43175359114331","1.65937512682934","2.1108593932203",0.971909511487796,1,0.998051165407591,1
