"CHEM_ID","SUPER_PATHWAY","SUB_PATHWAY","CHEMICAL_NAME","SHORT_NAME","CHEMSPIDER","HMDB","PUBCHEM","KEGG","acrophase","amplitude","p_statistic","amp_ratio","sin_coff","cos_coeff","BHQ","Bonf"
"100001619","Lipid","Glycerolipid Metabolism","glycerophosphoglycerol","glycerophosphoglycerol",388990,"HMDB0240316",54575349,"C03274","2.90224320585731","0.00200687969942928","0.997572965539627","0.00201447316389519","0.000475772315052633","-0.00194966839031944",0.997572965539627,1
"100001620","Lipid","Phospholipid Metabolism","glycerophosphoethanolamine","glycerophosphoethanolamine",110410,"HMDB0000114",123874,"C01233","4.97670948157893","0.122465629499997","0.00036599807158626","0.119954420449269","-0.11821242820403","0.0319945655844489",0.00772552686240187,0.285844493908869
"100001621","Lipid","Phospholipid Metabolism","glycerophosphoinositol*","glycerophosphoinositol*",NA,NA,167572,NA,"5.05715765537327","0.00400334427639868","0.986002718232872","0.00409715122924099","-0.00376776212108316","0.00135304619075069",0.992151017673917,1
"100001628","Carbohydrate","Pentose Phosphate Pathway","sedoheptulose-7-phosphate","sedoheptulose-7-phosphate",596,"HMDB0001068",616,"C05382","5.41999295845531","0.0720865672185934","0.358727201202135","0.0737742971070511","-0.0547801326985435","0.0468573391785188",0.561778832756223,1
"100001644","Carbohydrate","Nucleotide Sugar","adenosine-5'-diphosphoglucose","adenosine-5'-diphosphoglucose",193,"HMDB0006557",16500,"C00498","5.64665671238178","0.113208149805795","0.361517235305036","0.115778329345487","-0.0672917675630788","0.0910379217726764",0.564689921546466,1
"100001654","Lipid","Lysophospholipid","1-arachidonoyl-GPI (20:4)*","1-arachidonoyl-GPI* (20:4)*",NA,"HMDB0061690",121596217,NA,"2.42941446561889","0.0545796978812224","0.782232509239117","0.0513316308662401","0.0356669635538823","-0.0413135707927981",0.853245237033171,1
"100001655","Lipid","Lysophospholipid","1-palmitoyl-GPI (16:0)","1-palmitoyl-GPI* (16:0)",NA,"HMDB0061695",71296207,NA,"2.67737331723422","0.16607532598984","0.234247075645954","0.146961061743749","0.0743560572055338","-0.148499800200132",0.434476296041277,1
"100001662","Lipid","Carnitine Metabolism","deoxycarnitine","deoxycarnitine",705,"HMDB0001161",22620,"C01181","0.306314435679235","0.00473608898783495","0.989610298038389","0.00482607720004527","0.00142815193841296","0.00451563073573324",0.992151017673917,1
"100001664","Nucleotide","Purine Metabolism, Adenine containing","N6-succinyladenosine","N6-succinyladenosine",NA,"HMDB0000912",165243,NA,"4.18963273758411","0.0172415488650045","0.890255931797839","0.0163701339187364","-0.0149388773023358","-0.00860819099521462",0.922135122989539,1
"100001668","Amino Acid","Histidine Metabolism","1-ribosyl-imidazoleacetate*","1-ribosyl-imidazoleacetate*",4292299,"HMDB0002331",440569,"C05131","5.46350087769788","0.245791659490052","0.00220429006737407","0.258552418980722","-0.179656621654524","0.16774098536302",0.0260067140521816,1
"100001694","Nucleotide","Purine Metabolism, Adenine containing","adenosine 2'-monophosphate (2'-AMP)","2'-AMP",NA,"HMDB0011617",94136,"C00946","5.34351838917667","0.192413371977091","0.0162964959890817","0.192031269477418","-0.15534716936911","0.113534852290384",0.0964209346020667,1
"100001734","Amino Acid","Lysine Metabolism","N6-acetyllysine","N6-acetyllysine",83801,"HMDB0000206",92832,"C02727","5.46792933212789","0.214861081772724","0.000548845720354364","0.238049978201764","-0.156397626354038","0.147326395908432",0.0104548416487014,0.428648507596758
"100001739","Lipid","Long Chain Polyunsaturated Fatty Acid (n3 and n6)","dihomo-linolenate (20:3n3 or n6)","dihomolinolenate (20:3n3 or 3n6)",4471954,"HMDB0002925",5280581,"C03242","2.44605184599664","0.226428547348622","0.0995408380664777","0.197623960050742","0.145095575068452","-0.173830840618005",0.2680737742411,1
"100001740","Carbohydrate","Fructose, Mannose and Galactose Metabolism","mannitol/sorbitol","mannitol/sorbitol",440,"HMDB0000247,HMDB0000765",57806251,"C00392,C00794","5.35100693616931","0.175849868813087","2.50007669537779e-06","0.197846841997098","-0.141193436826852","0.104821704615988",0.000278937128441436,0.00195255989909005
"100001743","Amino Acid","Tryptophan Metabolism","tryptophan betaine","tryptophan betaine",390633,"HMDB0061115",442106,"C09213","0.248547951156401","0.367183680672592","0.163211057058798","0.384102427420332","0.0903260070680414","0.355900362179384",0.350186361436597,1
"100001768","Carbohydrate","Advanced Glycation End-product","N6-carboxymethyllysine","N6-carboxymethyllysine",11217184,"HMDB0240347",123800,NA,"5.23961575112438","0.0763144971731974","0.163143945488451","0.0750529181262629","-0.0659514242689634","0.0383967722040948",0.350186361436597,1
"100001777","Lipid","Lysophospholipid","1-oleoyl-GPI (18:1)","1-oleoyl-GPI (18:1)",NA,"HMDB0061693",86289645,NA,"2.87084569906572","0.128695845366223","0.500339370667047","0.114906068755309","0.0344198653877418","-0.124007634769866",0.661895668003038,1
"100001778","Lipid","Lysophospholipid","1-linoleoyl-GPI (18:2)*","1-linoleoyl-GPI* (18:2)*",NA,NA,11124828,NA,"3.34232312967333","0.0419810887065364","0.935308896449877","0.0432376545945473","-0.00837040747083992","-0.0411381585363053",0.953624344813778,1
"100001791","Xenobiotics","Drug - Analgesics, Anesthetics","2-hydroxyacetaminophen sulfate*","2-hydroxyacetaminophen sulfate*",34448632,"HMDB0062547",86290013,NA,"3.80329344227647","0.345144779561198","0.484066853869507","0.308146325685894","-0.212077514355446","-0.27230138957259",0.654457489856637,1
"100001797","Xenobiotics","Drug - Analgesics, Anesthetics","3-(cystein-S-yl)acetaminophen*","3-(cystein-S-yl)acetaminophen*",4403253,"HMDB0240217",171264,NA,"4.87473412589589","0.273127000714279","0.682360424168716","0.210113169079555","-0.269535638653823","0.044146325041312",0.799760116186747,1
"100001805","Nucleotide","Purine and Pyrimidine Metabolism","methylphosphate","methylphosphate",12578,"HMDB61711",13130,NA,"5.96619640474916","0.0572823397578182","0.433603942221126","0.0580677473349637","-0.0178553004609705","0.0544284364425306",0.622508600872609,1
"100001810","Amino Acid","Urea cycle; Arginine and Proline Metabolism","dimethylarginine (SDMA + ADMA)","dimethylarginine (ADMA + SDMA)",110375,"HMDB0003334,HMDB0001539",123831169148,"C21189,C03626","5.46688033724091","0.176766473762097","0.0183899356003568","0.169613381439326","-0.128795591001267","0.121070566137771",0.101861983715451,1
"100001851","Amino Acid","Glycine, Serine and Threonine Metabolism","N-acetylserine","N-acetylserine",58744,"HMDB0002931",65249,NA,"1.66370157807009","0.0520473300458341","0.206624815833667","0.0510774278321573","0.0518228712742028","-0.00482851714270452",0.40383071957521,1
"100001856","Lipid","Phosphatidylethanolamine (PE)","1-stearoyl-2-oleoyl-GPE (18:0/18:1)","1-stearoyl-2-oleoyl-GPE (18:0/18:1)",NA,"HMDB0008993",9546742,NA,"1.30356718481255","0.0481312224368405","0.120235145730519","0.0486419584281526","0.0464228658525838","0.0127095278943643",0.297495772704616,1
"100001859","Lipid","Inositol Metabolism","chiro-inositol","chiro-inositol",10254647,"HMDB0240209",NA,"C19891","0.0435756635052852","0.365866945709712","0.0510465907494788","0.284058716773368","0.0159378498959828","0.365519639559418",0.192596074277019,1
"100001866","Lipid","Phosphatidylglycerol (PG)","1-stearoyl-2-oleoyl-GPG (18:0/18:1)","1-stearoyl-2-oleoyl-GPG (18:0/18:1)",NA,"HMDB0010604",24779551,NA,"1.91270366457742","0.0153066577198959","0.60921557723262","0.015237304885646","0.0144206605919863","-0.00513208716262512",0.74391692464367,1
"100001869","Lipid","Phosphatidylcholine (PC)","1-stearoyl-2-arachidonoyl-GPC (18:0/20:4)","1-stearoyl-2-arachidonoyl-GPC (18:0/20:4)",17347139,"HMDB0008048",16219824,NA,"1.2860590478749","0.0362699499173834","0.0569909316784215","0.035896507051051","0.0348095579939907","0.0101884218244287",0.207022872748126,1
"100001872","Lipid","Phosphatidylserine (PS)","1-stearoyl-2-arachidonoyl-GPS (18:0/20:4)","1-stearoyl-2-arachidonoyl-GPS (18:0/20:4)",NA,"HMDB0012383",24779545,NA,"3.31010967272611","0.00874786595338377","0.947992452405724","0.00859638172119821","-0.0014671969784158","-0.00862394873389786",0.962785572599311,1
"100001880","Lipid","Glycosphingolipid Sulfates","3-sulfo-nervonoyl-galactosylceramide (d18:1/24:1)","3-sulfo-nervonoyl-galactosylceramide (d18:1/24:1)",NA,NA,NA,NA,"4.7403315934831","0.0816392630145614","0.319806616969006","0.0857452908855741","-0.0816073935434057","0.00228091749356186",0.519694089638468,1
"100001882","Lipid","Hexosylceramides (HCER)","glycosyl-N-stearoyl-sphingosine (d18:1/18:0)","glycosyl-N-stearoyl-sphingosine (d18:1/18:0)",NA,NA,NA,NA,"5.02038159142925","0.128538560132251","0.161111495738568","0.136899404856458","-0.12249005248043","0.0389659913798406",0.349522439366171,1
"100001948","Energy","TCA Cycle","succinylcarnitine (C4-DC)","succinylcarnitine (C4-DC)",28639166,"HMDB0061717",71464481,NA,"6.02863178007973","0.0446568690338121","0.650776569401231","0.0453219740234858","-0.0112451957057137","0.0432178380468441",0.771254174055177,1
"100001977","Cofactors and Vitamins","Vitamin A Metabolism","beta-cryptoxanthin","beta-cryptoxanthin",4904571,"HMDB0033844",5281235,"C08591","0.600871757251855","0.346148695822307","0.0226694941117984","0.273267598985635","0.195699232796675","0.28551835300428",0.118032499342097,1
"100001993","Lipid","Pregnenolone Steroids","pregnenediol disulfate (C21H34O8S2)*","pregnen-diol disulfate*",NA,NA,NA,NA,"2.29898528604808","0.12234059505544","0.745189232259265","0.110187049706956","0.0913126843896778","-0.0814199905924229",0.833800559304421,1
"100002070","Lipid","Fatty Acid, Dicarboxylate","2-hydroxyglutarate","2-hydroxyglutarate",42,"HMDB0059655",43,"C02630","4.97513194096967","0.0470910089142434","0.697077826614138","0.0454242912503825","-0.0454749011367759","0.0122309642776768",0.807553790511074,1
"100002102","Nucleotide","Pyrimidine Metabolism, Uracil containing","N-acetyl-beta-alanine","N-acetyl-beta-alanine",68881,"HMDB0061880",76406,"C01073","4.13658238616951","0.0567839563784441","0.490425876873862","0.0559376239996135","-0.0476277350858253","-0.0309195173407264",0.655990527349542,1
"100002103","Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism","5-methylthioribose**","5-methylthioribose",480,"HMDB0001087",6419710,NA,"4.98395652486545","0.12243741988278","0.22528178626808","0.125507059579866","-0.117950284228745","0.0328428415017706",0.421930635672351,1
"100002106","Lipid","Sphingomyelins","sphingomyelin (d18:1/18:1, d18:2/18:0)","sphingomyelin (d18:1/18:1, d18:2/18:0)",4947837,"HMDB0012101",6443882,NA,"5.65725880406522","0.0388688081633522","0.440411406090219","0.038980270990313","-0.0227712283557727","0.031500085828593",0.6242491981061,1
"100002107","Lipid","Sphingomyelins","palmitoyl sphingomyelin (d18:1/16:0)","palmitoyl sphingomyelin (d18:1/16:0)",8115562,"HMDB0010169",9939941,NA,"0.892144474293102","0.0225217993974597","0.683774537528395","0.0224258760900613","0.0175314127271885","0.0141379282742695",0.799760116186747,1
"100002113","Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism","cysteine sulfinic acid","cysteine sulfinic acid",107,"HMDB0000996",109,"C00606","0.734141657247391","0.0574576201686114","0.650115360095902","0.055218516896587","0.038493742034151","0.0426568861926026",0.771254174055177,1
"100002137","Lipid","Eicosanoid","5-HETE","5-HETE",8038582,"HMDB0011134",5280733,"C04805","2.1533537720992","0.157128238432249","0.220318979285856","0.137619253778203","0.131211251412191","-0.086445883740455",0.417643501995761,1
"100002154","Xenobiotics","Food Component/Plant","ergothioneine","ergothioneine",2297320,"HMDB0003045",5351619,"C05570","2.11336564361851","0.0882242297249703","0.519152693065269","0.0949441520596642","0.075553895815431","-0.0455535238776906",0.67807043966386,1
"100002167","Lipid","Eicosanoid","12-HETE","12-HETE",21509475,"HMDB0006111",5283155,"C14777","2.31253244840294","0.199184679473525","0.0286266278412296","0.161387018373407","0.146858226902126","-0.134562987957813",0.13822026746079,1
"100002180","Carbohydrate","Glycolysis, Gluconeogenesis, and Pyruvate Metabolism","fructose 1,6-diphosphate/glucose 1,6-diphosphate/myo-inositol diphosphates","Isobar: hexose diphosphates",NA,"HMDB0001058,HMDB0003514",3.9341243839561e+46,"C01231,C00354,C05378","0.667047436536235","0.100692648504946","0.520056585606469","0.0875796935890216","0.0622954202006908","0.0791093552303391",0.67807043966386,1
"100002196","Lipid","Fatty Acid, Monohydroxy","13-HODE + 9-HODE","13-HODE + 9-HODE",NA,"HMDB0004670,HMDB0004667",5.31283052829451e+31,"C14767,C14762","4.46701853545205","0.0204710527390867","0.923090043771984","0.0189682357383406","-0.019857891579955","-0.00497273991328957",0.942396502203816,1
"100002204","Amino Acid","Histidine Metabolism","N-acetyl-3-methylhistidine*","N-acetyl-3-methylhistidine*",19993498,NA,193270,NA,"1.78547164017792","0.707213355493903","0.000190195537540071","0.442411625916469","0.690979706980124","-0.15065780673635",0.00479170047802566,0.148542714818795
"100002227","Lipid","Sterol","4-cholesten-3-one","4-cholesten-3-one",427,"HMDB0000921",91477,"C00599","0.0447597816167852","0.0290503660463619","0.637307216835357","0.028076298198263","0.00129985390919016","0.0290212706000682",0.759903719615899,1
"100002254","Lipid","Endocannabinoid","stearoyl ethanolamide","stearoyl ethanolamide",25958,"HMDB0013078",27902,NA,"5.37780910540185","0.0370413019525592","0.416199967486818","0.0384814339671767","-0.0291388170169273","0.0228689176218441",0.614465358425718,1
"100002284","Lipid","Fatty Acid, Dihydroxy","2S,3R-dihydroxybutyrate","2S,3R-dihydroxybutyrate",9139682,"HMDB0002453",10964471,NA,"5.17231809768078","0.303758070839578","0.000656855829671701","0.317929778721329","-0.272192736068107","0.134833527106353",0.0111522696298608,0.513004402973599
"100002285","Lipid","Fatty Acid, Dihydroxy","2,4-dihydroxybutyrate","2,4-dihydroxybutyrate",167259,"HMDB0000360",192742,NA,"4.71150907972765","0.12754492710044","0.045512960175683","0.127916032389005","-0.127544877726197","-0.000112226850675904",0.180437756313078,1
"100002356","Lipid","Fatty Acid, Branched","(16 or 17)-methylstearate (a19:0 or i19:0)","(16 or 17)-methylstearate (a19:0 or i19:0)",2340933,"HMDB0037397",3083779,NA,"2.58827771643656","0.13790988998085","0.145965433356871","0.127105039965908","0.0724730838080891","-0.117331964433721",0.329476888588775,1
"100002367","Lipid","Fatty Acid, Dihydroxy","2R,3R-dihydroxybutyrate","2R,3R-dihydroxybutyrate",17215960,"HMDB0000498",13120901,NA,"4.90619103900505","0.085269079163454","0.262554179999241","0.0803990080196452","-0.08367276410919","0.0164220707497941",0.46497690380818,1
"100002376","Xenobiotics","Chemical","dexpanthenol","dexpanthenol",4516,"HMDB0004231",4678,"D03726","2.4598948766142","0.0694931165976214","0.897222029074118","0.0655567587086558","0.0437884649074926","-0.053961686366309",0.926892069718103,1
"100002417","Xenobiotics","Food Component/Plant","2,3-dihydroxyisovalerate","2,3-dihydroxyisovalerate",657,"HMDB0012141",677,"C04039","4.79555617207212","0.103966116810562","0.8286193109494","0.0903981250654222","-0.103606768539121","0.00863660567285863",0.885296418401479,1
"100002458","Amino Acid","Leucine, Isoleucine and Valine Metabolism","3-methylglutaconate","3-methylglutaconate",1267861,"HMDB0000522",1551553,NA,"4.59579710993027","0.138986941879638","0.000861976061978601","0.151581095187991","-0.13804334061118","-0.0161680588185334",0.0132000647922605,0.673203304405287
"100002462","Amino Acid","Lysine Metabolism","5-(galactosylhydroxy)-L-lysine","5-(galactosylhydroxy)-L-lysine",NA,NA,66995551,NA,"5.1996341041999","0.0746876080111443","0.039321356099128","0.0747533710372349","-0.0659959141732112","0.0349682442062577",0.161631469017995,1
"100002466","Amino Acid","Glutathione Metabolism","cysteinylglycine disulfide*","cysteinylglycine disulfide*",17215992,"HMDB0000709",22833544,NA,"6.13030222353829","0.168864647637032","0.38443403216091","0.148460696390201","-0.0257160961311552","0.166895031745562",0.57976883383014,1
"100002500","Amino Acid","Histidine Metabolism","formiminoglutamate","formiminoglutamate",388370,"HMDB0000854",439233,"C00439","4.87119527393986","0.179618277161045","0.04745086172073","0.189990183902799","-0.177358097115441","0.0284047685766216",0.186226748763267,1
"100002514","Amino Acid","Histidine Metabolism","hydantoin-5-propionate","hydantoin-5-propionate",761,"HMDB0001212",782,"C05565","4.73230651619112","0.454652804751258","0.113030965172729","0.518380617940896","-0.454562625477246","0.009054964793905",0.287405707265533,1
"100002528","Xenobiotics","Chemical","sulfate*","sulfate*",1086,"HMDB01448",5152822,"C00059","4.69021722954253","0.149591228321743","0.00282084056446658","0.152591294922472","-0.149554461311132","-0.00331642770840403",0.0310292462091324,1
"100002619","Carbohydrate","Pentose Metabolism","sedoheptulose","sedoheptulose",4573620,"HMDB0003219",5459879,"C02076","5.81567834645756","0.0480482566582495","0.418857738661457","0.0533829165087582","-0.0216535313951255","0.0428924182812922",0.615138896630296,1
"100002668","Xenobiotics","Drug - Other","N-carbamoylglutamate","N-carbamoylglutamate",108351,"HMDB0062795",3679006,"C05829","5.86277944944023","0.105215504035678","0.201512310170811","0.0990298625198716","-0.0429417092647034","0.0960536927708007",0.402509243589267,1
"100002704","Nucleotide","Purine Metabolism, Guanine containing","guanosine 3'-monophosphate (3'-GMP)","guanosine 3'-monophosphate (3'-GMP)",3402,NA,135398727,NA,"4.79017086411641","0.0686222941211482","0.318667919703933","0.0662435366819323","-0.0684148155816934","0.00533219086044875",0.519694089638468,1
"100002733","Nucleotide","Purine Metabolism, Guanine containing","guanosine 2'-monophosphate (2'-GMP)*","guanosine 2'-monophosphate (2'-GMP)*",392466,"HMDB0240586",135460966,NA,"5.36651187240899","0.244517860748176","0.00974718869618809","0.280931856960675","-0.194044953751792","0.148780173908787",0.0692050397429354,1
"100002749","Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism","S-methylcysteine","S-methylcysteine",22826,"HMDB0002108",24417705817488180,NA,"0.927953039544981","0.0507326544992643","0.506814351786363","0.0466466344519918","0.0406061386364167","0.0304128876889688",0.66524707352126,1
"100002769","Amino Acid","Urea cycle; Arginine and Proline Metabolism","argininate*","argininate*",140984,"HMDB0003148",160437,NA,"2.85978466817657","0.0319023001300822","0.787465624687264","0.0320318443100838","0.00887179901746336","-0.030643889044695",0.854181462334379,1
"100002784","Amino Acid","Urea cycle; Arginine and Proline Metabolism","2-oxoarginine*","2-oxoarginine*",542,"HMDB0004225",558,"C03771","0.470060302939123","0.0528184168856923","0.249877443777965","0.0522929890899843","0.0239235763187755","0.0470897829516181",0.451625270529724,1
"100002841","Lipid","Eicosanoid","15-KETE","15-KETE",4444287,"HMDB0010210",5280701,"C04577","5.14087955687646","0.13812938520704","0.0344561367920365","0.141793541579439","-0.125641652901246","0.0573925266382107",0.148761990622042,1
"100002910","Amino Acid","Histidine Metabolism","1-methyl-5-imidazoleacetate","1-methyl-5-imidazoleacetate",4954265,"HMDB04988",6451814,NA,"0.10052492456958","0.139175817517514","0.82108631999788","0.102297556093225","0.0139670872861569","0.138473205546811",0.879654891520362,1
"100002945","Lipid","Fatty Acid, Branched","(14 or 15)-methylpalmitate (a17:0 or i17:0)","(14 or 15)-methylpalmitate (a17:0 or i17:0)",NA,"HMDB0061859",818117903417,"C16995","2.41026187224285","0.175435775381378","0.13693722625673","0.152892637162211","0.11716666122489","-0.130574441530788",0.319247682705988,1
"100002957","Carbohydrate","Nucleotide Sugar","UDP-N-acetylglucosamine/galactosamine","UDP-N-acetylglucosamine/galactosamine",NA,"HMDB0000304,HMDB0000290",445761167,"C00203,C00043","5.22124900291541","0.144231607698049","0.490523006366367","0.145552877113041","-0.125957528123389","0.0702670461041985",0.655990527349542,1
"100002990","Lipid","Diacylglycerol","oleoyl-linoleoyl-glycerol (18:1/18:2) [2]","oleoyl-linoleoyl-glycerol (18:1/18:2) [2]",29788004,"HMDB0007219",71433693,NA,"1.81202303948652","0.170738299807265","0.561146136850311","0.143320519725801","0.165794683529701","-0.0407883553770152",0.708131383822628,1
"100003000","Lipid","Lysoplasmalogen","1-(1-enyl-palmitoyl)-GPE (P-16:0)*","1-(1-enyl-palmitoyl)-GPE (P-16:0)*",10471193,"HMDB0011152",NA,NA,"5.75502330448096","0.101221675599526","0.00223104973302966","0.104593304508234","-0.0510103244397213","0.0874286818597311",0.0260067140521816,1
"100003001","Lipid","Lysoplasmalogen","1-(1-enyl-stearoyl)-GPE (P-18:0)*","1-(1-enyl-stearoyl)-GPE (P-18:0)*",NA,NA,NA,NA,"6.06427813922112","0.0858579436438049","0.00655847376295828","0.0886193771894282","-0.0186451686994413","0.0838089742862431",0.0537244180814294,1
"100003119","Lipid","Endocannabinoid","N-oleoyltaurine","N-oleoyltaurine",4941625,NA,6437033,NA,"2.59021012443142","0.13434602903426","0.459782732407045","0.117272115406715","0.07037923207862","-0.114436092249334",0.640089686292161,1
"100003151","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)","linoleoylcarnitine (C18:2)*","linoleoylcarnitine (C18:2)*",4952667,"HMDB0006469",6450015,NA,"4.769322952077","0.217899387882302","0.0699819431885546","0.216983319079197","-0.217546325326591","0.0123991764395536",0.226406509959826,1
"100003169","Peptide","Dipeptide","isoleucylglycine","isoleucylglycine",303621,"HMDB0028907",342532,NA,"5.57947730654542","0.312256020814382","0.0616540608096031","0.340277998886092","-0.202045035722554","0.238079033253043",0.216900096812162,1
"100003185","Peptide","Dipeptide","leucylglycine","leucylglycine",71402,"HMDB0028929",79070,NA,"5.68442500165017","0.160108912041756","0.0152654825376178","0.16933355754455","-0.0902404050066516","0.132255559502919",0.0938767075738543,1
"100003258","Cofactors and Vitamins","Ascorbate and Aldarate Metabolism","2-O-methylascorbic acid","2-O-methylascorbic acid",90149,"HMDB0240294",54726398,NA,"4.73344685667385","0.078925540371059","0.0970852942752032","0.0792059955971318","-0.0789080418775883","0.0016618814363363",0.265117534366901,1
"100003260","Amino Acid","Glutamate Metabolism","carboxyethyl-GABA","carboxyethyl-GABA",2474,"HMDB0002201",2572,NA,"4.00510383245481","0.0918553582449213","0.0890382992126553","0.0901891976891122","-0.0698218950940024","-0.05968508862174",0.252868769763941,1
"100003271","Amino Acid","Glutamate Metabolism","beta-citrylglutamate","beta-citrylglutamate",19992713,NA,189741,"C20775","1.56629298486089","0.0925222583687473","0.0556868447721216","0.0903854207598997","0.0925213201905355","0.000416657957627462",0.205051651005351,1
"100003397","Lipid","Phospholipid Metabolism","trimethylamine N-oxide","trimethylamine N-oxide",1113,"HMDB0000925",1145,"C01104","5.78939965170955","0.314959944483452","0.0677757032956177","0.260501934399546","-0.14927927074873","0.277336376903115",0.223345250100749,1
"100003415","Amino Acid","Lysine Metabolism","N6-methyllysine","N6-methyllysine",144469,"HMDB0002038",164795,"C02728","3.10996737750362","0.16289832404477","0.658695103286057","0.150024514716131","0.00515084576168544","-0.162816868796001",0.777510033546588,1
"100003434","Amino Acid","Histidine Metabolism","imidazole propionate","imidazole propionate",63798,"HMDB0002271",70630,NA,"4.18202185265242","0.240055971958486","0.451319855917773","0.24608022918589","-0.20707742270551","-0.121432329626738",0.632304415782471,1
"100003588","Peptide","Dipeptide","phenylalanylglycine","phenylalanylglycine",88678,"HMDB0028995",6992304,NA,"5.63416781506732","0.369181348686236","0.00468523352644272","0.35894819518414","-0.223134667313841","0.294118663910555",0.04260745367868,1
"100003598","Peptide","Dipeptide","tyrosylglycine","tyrosylglycine",227627,"HMDB0029105",7021854,NA,"5.51301641262763","0.226521449846896","0.00917712149957691","0.253764876883005","-0.157717027291998","0.162595530513342",0.0666238140342694,1
"100003674","Peptide","Dipeptide","prolylglycine","prolylglycine",4932143,"HMDB0011178",6426709,NA,"5.8140380723149","0.0867511483961852","0.225277545688152","0.0883216893666719","-0.0392224343169299","0.0773780485300002",0.421930635672351,1
"100003695","Xenobiotics","Food Component/Plant","mannonate*","mannonate*",2496757,NA,3246006,NA,"5.36765428434358","0.272963790767654","0.000125928222332062","0.281594034827759","-0.216429246775105","0.166335841629542",0.00364259043116076,0.0983499416413404
"100003823","Xenobiotics","Food Component/Plant","3-hydroxyindolin-2-one","3-hydroxyindolin-2-one",5872,NA,6097,"C11130","5.28892068562696","0.31208497498856","0.00577285017881111","0.342582732126985","-0.261639036490677","0.170123620340741",0.0500955109961275,1
"100003892","Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism","lanthionine","lanthionine",88959,NA,98504,NA,"4.81873035730279","0.137390079166563","0.00921302421984775","0.150359637578663","-0.136613973900397","0.0145827291182418",0.0666238140342694,1
"100003901","Lipid","Lysophospholipid","2-stearoyl-GPE (18:0)*","2-stearoyl-GPE (18:0)*",24769218,"HMDB0011129",9065845353480668,NA,"2.45205548861836","0.195064652331261","0.0922374023810223","0.172065922157749","0.124096260635162","-0.150500287991371",0.256841482178408,1
"100003926","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)","(R)-3-hydroxybutyrylcarnitine","(R)-3-hydroxybutyrylcarnitine",NA,"HMDB0013127",53481617,NA,"5.85830107339929","0.241484343724745","0.00204844883272648","0.227019613409633","-0.0995435439637742","0.220013115789271",0.0249974771618653,1
"100004054","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)","margaroylcarnitine (C17)*","margaroylcarnitine (C17)*",35015987,"HMDB0006210",53477803,NA,"5.46331397532192","0.238507478900609","0.0279809696893346","0.254847926007075","-0.174362810894616","0.162737296488705",0.136582108296065,1
"100004089","Lipid","Fatty Acid, Monohydroxy","2-hydroxydecanoate","2-hydroxydecanoate",20195,"HMDB0094656",21488,NA,"0.716790559718552","0.0537242817233374","0.477943585303024","0.0501089043977526","0.035295155648171","0.0405037088975801",0.649513293585619,1
"100004111","Xenobiotics","Benzoate Metabolism","4-methylcatechol sulfate","4-methylcatechol sulfate",NA,"HMDB0240459",54104170,NA,"4.84256105665381","0.61054982812342","0.108416155373204","0.63111798939264","-0.605384315308017","0.0792522769425686",0.282118762978779,1
"100004290","Amino Acid","Tyrosine Metabolism","o-Tyrosine","o-Tyrosine",82607,"HMDB0006050",91482,NA,"5.28422394923782","0.107168324214933","0.00179458180161629","0.109485246190517","-0.0901188458915225","0.0579969251789869",0.0229765309354479,1
"100004295","Xenobiotics","Food Component/Plant","2-piperidinone","2-piperidinone",12144,"HMDB0011749",12665,NA,"4.62365873569813","0.147041029955709","0.584139634011189","0.125700883138522","-0.146462578464996","-0.0130298733616386",0.72645390790245,1
"100004299","Amino Acid","Histidine Metabolism","N-acetyl-1-methylhistidine*","N-acetyl-1-methylhistidine*",NA,NA,53859791,NA,"0.0802869572005177","0.330990984634839","0.215863106492128","0.267187859377754","0.026545718624925","0.329924774353528",0.411719543333873,1
"100004327","Lipid","Lysophospholipid","1-stearoyl-GPS (18:0)*","1-stearoyl-GPS (18:0)*",7826051,"HMDB0061698",74819135,NA,"5.79949156240904","0.0857357024877888","0.108320316736892","0.0831911749352814","-0.0398715899853568","0.0759003754477817",0.282118762978779,1
"100004328","Lipid","Sphingomyelins","sphingomyelin (d18:1/14:0, d16:1/16:0)*","sphingomyelin (d18:1/14:0, d16:1/16:0)*",9608732,"HMDB0012097",11433862,NA,"5.79458950371644","0.0553071855147561","0.370095199517928","0.0559342428753897","-0.0259604437918908","0.0488358487966752",0.571233894908106,1
"100004329","Lipid","Sphingomyelins","sphingomyelin (d18:2/16:0, d18:1/16:1)*","sphingomyelin (d18:2/16:0, d18:1/16:1)*",NA,NA,NA,NA,"6.21756219022489","0.0357687336004799","0.833279370729677","0.0332129181419057","-0.00234557144992768","0.0356917441147863",0.889059000737538,1
"100004396","Lipid","Fatty Acid, Dicarboxylate","3-hydroxyadipate","3-hydroxyadipate",133894,"HMDB0000345",151913,NA,"4.97635232044054","0.30251926788942","0.0191591978570789","0.307676277056125","-0.292041057181308","0.078929895253794",0.105299536648066,1
