"CHEM_ID","SUPER_PATHWAY","SUB_PATHWAY","CHEMICAL_NAME","SHORT_NAME","CHEMSPIDER","HMDB","PUBCHEM","KEGG","p_val","acrophase_AD","acrophase_CTL","amplitude_AD","amplitude_CTL","BHQ","Bonf","Log_AD_CTL_ampRatio"
"100003674","Peptide","Dipeptide","prolylglycine","prolylglycine",4932143,"HMDB0011178",6426709,NA,0.303940564126902,"5.8174110458295","0.385513663267188","0.0821869392467927","0.127648771359347",0.905923300185419,1,-0.440286119071414
"100003695","Xenobiotics","Food Component/Plant","mannonate*","mannonate*",2496757,NA,3246006,NA,0.145306702962918,"5.36684520387617","4.81085673825232","0.252777055816149","0.122284864498423",0.821427688178128,1,0.726154620065671
"100003823","Xenobiotics","Food Component/Plant","3-hydroxyindolin-2-one","3-hydroxyindolin-2-one",5872,NA,6097,"C11130",0.549721251830137,"5.3327655925185","4.75815678576851","0.262967478082201","0.206033048654056",0.996057507306226,1,0.24399378076792
"100003892","Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism","lanthionine","lanthionine",88959,NA,98504,NA,0.932922736626278,"4.91342578027222","4.86848391821568","0.131153944091166","0.112324529368248",0.996057507306226,1,0.154979513955509
"100003926","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)","(R)-3-hydroxybutyrylcarnitine","(R)-3-hydroxybutyrylcarnitine",NA,"HMDB0013127",53481617,NA,0.338554419958507,"5.80488418904299","5.14750522207608","0.253848563588154","0.178650494403394",0.905923300185419,1,0.351306530964087
"100004054","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)","margaroylcarnitine (C17)*","margaroylcarnitine (C17)*",35015987,"HMDB0006210",53477803,NA,0.569049435692505,"5.41057548392229","4.75445353952979","0.209206201441872","0.177507921283453",0.996057507306226,1,0.164305140486251
"100004290","Amino Acid","Tyrosine Metabolism","o-Tyrosine","o-Tyrosine",82607,"HMDB0006050",91482,NA,0.715654750369314,"5.31246864534097","5.62064054660773","0.106817185178643","0.0907365258826185",0.996057507306226,1,0.163158836495094
"100004396","Lipid","Fatty Acid, Dicarboxylate","3-hydroxyadipate","3-hydroxyadipate",133894,"HMDB0000345",151913,NA,0.858371263058991,"4.99325319096999","4.68665584377434","0.309636888416785","0.272413224714541",0.996057507306226,1,0.128080161275427
"100004488","Amino Acid","Urea cycle; Arginine and Proline Metabolism","N-monomethylarginine","N-monomethylarginine",117259,"HMDB0029416",132862,"C03884",0.564553812228052,"5.86066554606196","0.119388073626118","0.12879811637568","0.145261845878989",0.996057507306226,1,-0.120291758360606
"100004499","Amino Acid","Lysine Metabolism","6-oxopiperidine-2-carboxylate","6-oxopiperidine-2-carboxylate",2282737,"HMDB0061705",3014237,NA,0.212379577937718,"5.03030553720212","5.59815115349079","0.456833208698347","0.145557458921579",0.865134457187469,1,1.14374743891699
"100004541","Amino Acid","Polyamine Metabolism","acisoga","acisoga",114601,"HMDB0061384",129397,NA,0.457228319241425,"4.83458863332112","5.13199725284775","0.434993635533711","0.342097729392518",0.996057507306226,1,0.240234945325576
"100004561","Amino Acid","Tryptophan Metabolism","N-formylanthranilic acid","N-formylanthranilic acid",91624,"HMDB0004089",101399,"C05653",0.556080168327948,"5.54011088810525","5.7078814017789","0.158048498183082","0.101916904166135",0.996057507306226,1,0.438744120226646
"100005383","Xenobiotics","Bacterial/Fungal","N-methylpipecolate","N-methylpipecolate",9461516,NA,11286529,NA,0.569115878593965,"4.57163520047865","4.74254698139393","0.148971660763015","0.3236528368183",0.996057507306226,1,-0.775915358399106
"100005384","Xenobiotics","Chemical","O-sulfo-L-tyrosine","O-sulfo-L-tyrosine",448617,NA,514186,NA,0.930834638480753,"4.96728793068889","4.80706056805613","0.0549733098049912","0.0671875909771925",0.996057507306226,1,-0.200640781225263
"100005805","Lipid","Lysophospholipid","1-palmitoyl-GPS (16:0)*","1-palmitoyl-GPS (16:0)*",7826050,NA,9547100,NA,0.0537123043773415,"2.13722377374943","0.86148523708709","0.284121444480232","0.187856743270719",0.522422909202572,1,0.413722099688227
"100006051","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)","myristoleoylcarnitine (C14:1)*","myristoleoylcarnitine (C14:1)*",34999520,"HMDB0240588",129691961,NA,0.893571912754959,"4.94903897009418","5.14683514513319","0.238546217433157","0.262836426767718",0.996057507306226,1,-0.0969688118906181
"100006115","Carbohydrate","Pentose Metabolism","arabonate/xylonate","arabonate/xylonate",NA,"HMDB0000539",1220456602431,"C00502,C05411",0.488586398897552,"5.05769857892499","5.00604781446434","0.135888074830697","0.0642151470583568",0.996057507306226,1,0.749592449360777
"100006435","Carbohydrate","Aminosugar Metabolism","N-acetylglucosamine/N-acetylgalactosamine","N-acetylglucosamine/N-acetylgalactosamine",NA,"HMDB0000212,HMDB0000215",43917484265,"C01074",0.637810236444394,"1.54210265355227","1.18865131309282","0.126426990745925","0.15572214452359",0.996057507306226,1,-0.208408301012035
"100008928","Amino Acid","Glutathione Metabolism","2-hydroxybutyrate/2-hydroxyisobutyrate","2-hydroxybutyrate/2-hydroxyisobutyrate",NA,"HMDB0000729,HMDB00008",4408644277439,"C21297,C05984",0.746564026486466,"5.05439125931315","5.30599078193687","0.26087481555773","0.271873695423078",0.996057507306226,1,-0.0412969450044422
"100008929","Energy","TCA Cycle","2-methylcitrate/homocitrate","2-methylcitrate/homocitrate",NA,"HMDB0003518,HMDB0000379",439459515,"C01251",0.531551586632021,"4.70174659449093","4.70744119428266","0.0564314476685178","0.119663889172829",0.996057507306226,1,-0.751660303408261
"100008930","Lipid","Long Chain Monounsaturated Fatty Acid","oleate/vaccenate (18:1)","oleate/vaccenate (18:1)",NA,"HMDB0003231,HMDB0000573,HMDB0240219,HMDB0000207",5.28276163751753e+25,"C21944,C08367,C01712,C00712",0.0107260259869538,"2.55879732818489","0.309491476296424","0.249090158314286","0.177641883842354",0.345919069793039,1,0.338045277312811
"100008933","Lipid","Fatty Acid, Monohydroxy","3-hydroxystearate","3-hydroxystearate",4446034,"HMDB10737",5282907,NA,0.00403715868549269,"2.4061771607362","6.17097481604257","0.241451154645572","0.117128174024371",0.341611117024688,1,0.723398354786877
"100008977","Lipid","Phosphatidylethanolamine (PE)","1-stearoyl-2-arachidonoyl-GPE (18:0/20:4)","1-stearoyl-2-arachidonoyl-GPE (18:0/20:4)",4451158,"HMDB0009003",5289133,"C05210",0.315825797087691,"1.68983893315454","2.57225319063893","0.048393777468901","0.0482532439255958",0.905923300185419,1,0.00290818362169274
"100008990","Lipid","Phosphatidylethanolamine (PE)","1-palmitoyl-2-arachidonoyl-GPE (16:0/20:4)*","1-palmitoyl-2-arachidonoyl-GPE (16:0/20:4)*",7825750,"HMDB0005323",9546800,"C05210",0.247456788937365,"1.62626212522568","2.42019957326636","0.0589872252402333","0.0420236602957706",0.890201695268183,1,0.339088099067373
"100008993","Lipid","Phosphatidylinositol (PI)","1-palmitoyl-2-arachidonoyl-GPI (16:0/20:4)*","1-palmitoyl-2-arachidonoyl-GPI (16:0/20:4)*",24767674,"HMDB0009789",NA,NA,0.397257449030218,"1.70874960018453","2.2900444373264","0.0564291984827312","0.044720566791035",0.973808083020977,1,0.232553225151604
"100009025","Lipid","Sphingomyelins","sphingomyelin (d18:1/21:0, d17:1/22:0, d16:1/23:0)*","sphingomyelin (d18:1/21:0, d17:1/22:0, d16:1/23:0)*",NA,NA,NA,NA,0.0137760225180995,"0.390097588637049","3.07828917586639","0.066245242187137","0.111305266263181",0.346905294319415,1,-0.51891292684946
"100009075","Lipid","Phosphatidylcholine (PC)","1-palmitoleoyl-2-linoleoyl-GPC (16:1/18:2)*","1-palmitoleoyl-2-linoleoyl-GPC (16:1/18:2)*",24766675,"HMDB0008006",24778768,NA,0.311590345470485,"5.61547738881728","4.68126828584719","0.0774260215624604","0.143255825563603",0.905923300185419,1,-0.615309101886706
"100009078","Lipid","Phosphatidylethanolamine (PE)","1-oleoyl-2-linoleoyl-GPE (18:1/18:2)*","1-oleoyl-2-linoleoyl-GPE (18:1/18:2)*",7825703,"HMDB0005349",9546753,NA,0.229992341578394,"5.82613805291654","4.62645682541663","0.12633330232202","0.108145855854314",0.890201695268183,1,0.155442837776431
"100009204","Lipid","Phosphatidylethanolamine (PE)","1,2-dipalmitoyl-GPE (16:0/16:0)*","1,2-dipalmitoyl-GPE (16:0/16:0)*",393103,"HMDB0008923",445468,NA,0.829391528813889,"2.02740161314665","2.38978198647089","0.110711418782332","0.109314343747393",0.996057507306226,1,0.012699365699749
"100009232","Xenobiotics","Chemical","thioproline","thioproline",84120,NA,93176,NA,0.246745032696142,"3.4249004936891","2.36460052085316","0.381435265301759","0.456190076295376",0.890201695268183,1,-0.178968404979065
"100009271","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)","(S)-3-hydroxybutyrylcarnitine","(S)-3-hydroxybutyrylcarnitine",NA,"HMDB0013127",71464477,NA,0.911873148133308,"4.87669974309725","4.68658522839222","0.178960060054017","0.174037037106978",0.996057507306226,1,0.0278945192537472
"100009406","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)","palmitoleoylcarnitine (C16:1)*","palmitoleoylcarnitine (C16:1)*",28639183,NA,71464547,NA,0.973315116146369,"4.69161230196044","4.79545779840335","0.249831019059348","0.245824521087391",0.998566790368301,1,0.0161668130809882
"100010901","Peptide","Gamma-glutamyl Amino Acid","gamma-glutamyl-alpha-lysine","gamma-glutamyl-alpha-lysine",58747,NA,65254,NA,0.555600671785619,"0.687886825616175","1.15537025715176","0.284897087302872","0.220742211985744",0.996057507306226,1,0.255132458805515
"100010917","Lipid","Diacylglycerol","palmitoyl-oleoyl-glycerol (16:0/18:1) [2]*","palmitoyl-oleoyl-glycerol (16:0/18:1) [2]*",NA,"HMDB0007102",5282283,"C13861",0.587543787055871,"4.48259111380631","5.18189297024331","0.230870153672064","0.242570628077377",0.996057507306226,1,-0.0494374706105298
"100015643","Lipid","Sphingolipid Synthesis","sphingadienine","sphingadienine",4952479,NA,6449795,NA,0.754810039677805,"6.24435833318671","6.16923429999891","0.103642976608271","0.143613717930103",0.996057507306226,1,-0.326175104880213
"100015752","Lipid","Hexosylceramides (HCER)","glycosyl-N-(2-hydroxynervonoyl)-sphingosine (d18:1/24:1(2OH))*","glycosyl-N-(2-hydroxynervonoyl)-sphingosine (d18:1/24:1(2OH))*",NA,NA,NA,NA,0.173828572314064,"5.2953157120851","3.97031033648296","0.101348687038385","0.0920753913520853",0.865134457187469,1,0.0959592054026236
"100015832","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)","behenoylcarnitine (C22)*","behenoylcarnitine (C22)*",28639204,"HMDB0062468",71464577,NA,0.193888138506543,"5.48023581942015","4.88980650595011","0.175762059222657","0.133545217975438",0.865134457187469,1,0.274691012195921
"100015833","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)","arachidoylcarnitine (C20)*","arachidoylcarnitine (C20)*",28639199,"HMDB0006460",53477833,NA,0.366812386525083,"5.32300792084802","4.75344842344584","0.177696923537236","0.156555261170499",0.915378658265297,1,0.126670368159863
"100015834","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)","lignoceroylcarnitine (C24)*","lignoceroylcarnitine (C24)*",NA,NA,NA,NA,0.00451985659639762,"5.84810829241463","4.43120691563984","0.213286173653015","0.112870636383652",0.341611117024688,1,0.636392450094731
"100015836","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)","ximenoylcarnitine (C26:1)*","ximenoylcarnitine (C26:1)*",NA,NA,NA,NA,0.958492515497217,"5.12431794516689","5.11555467824031","0.173512483444165","0.149023671587652",0.996057507306226,1,0.15214438444263
"100015837","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)","arachidonoylcarnitine (C20:4)","arachidonoylcarnitine (C20:4)",NA,"HMDB0006455",136212424,NA,0.580742500507199,"4.9137665845693","4.32062110028074","0.11071157600532","0.176831790504405",0.996057507306226,1,-0.468270539376979
"100015838","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)","eicosenoylcarnitine (C20:1)*","eicosenoylcarnitine (C20:1)*",NA,NA,NA,NA,0.876482211098794,"4.9712311367942","4.81311516636679","0.198524512246764","0.227589887825504",0.996057507306226,1,-0.136632691783434
"100015839","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)","dihomo-linoleoylcarnitine (C20:2)*","dihomo-linoleoylcarnitine (C20:2)*",NA,NA,NA,NA,0.849593224935557,"5.00680435149798","4.85594087343146","0.208375771645174","0.257062478987334",0.996057507306226,1,-0.209976120028866
"100015840","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)","dihomo-linolenoylcarnitine (C20:3n3 or 6)*","dihomo-linolenoylcarnitine (C20:3n3 or 6)*",NA,NA,NA,NA,0.655367247714682,"5.0607677455695","4.53590476303946","0.177002957828841","0.159561276838734",0.996057507306226,1,0.103738414078152
"100015841","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)","erucoylcarnitine (C22:1)*","erucoylcarnitine (C22:1)*",NA,NA,NA,NA,0.998084122709252,"5.06089628834673","5.08382190487831","0.194458266771263","0.1970758958071",0.998566790368301,1,-0.0133713391422359
"100015846","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)","nervonoylcarnitine (C24:1)*","nervonoylcarnitine (C24:1)*",NA,NA,NA,NA,0.695759297489867,"5.41622021438748","5.01715510145591","0.181014306694385","0.16987656562389",0.996057507306226,1,0.0635039818947011
"100015848","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)","docosadienoylcarnitine (C22:2)*","docosadienoylcarnitine (C22:2)*",NA,NA,71464511,NA,0.869888844300933,"5.1660783242627","5.09836065994728","0.208212864204843","0.256806107331886",0.996057507306226,1,-0.20976041197857
"100015849","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)","docosatrienoylcarnitine (C22:3)*","docosatrienoylcarnitine (C22:3)*",NA,NA,NA,NA,0.736578145171653,"4.84273568849179","4.74388883131781","0.214689328239503","0.137937403162021",0.996057507306226,1,0.44239201622333
"100015850","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)","adrenoylcarnitine (C22:4)*","adrenoylcarnitine (C22:4)*",NA,NA,NA,NA,0.699019217938759,"5.14973679828658","4.69250365435691","0.208385335926903","0.170346939746805",0.996057507306226,1,0.20155176292745
"100016038","Amino Acid","Polyamine Metabolism","(N(1) + N(8))-acetylspermidine","(N(1) + N(8))-acetylspermidine",NA,"HMDB0002189,HMDB0001276",496123689,"C01029,C00612",0.288740355319913,"4.49981989029999","4.47928488253619","0.0577363474347052","0.192424814749863",0.905923300185419,1,-1.2038185913104
"100016069","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)","5-dodecenoylcarnitine (C12:1)","5-dodecenoylcarnitine (C12:1)",NA,"HMDB13326",91825571,NA,0.947112082803548,"4.98962550576845","4.83740577664755","0.198767448571042","0.182231237193681",0.996057507306226,1,0.0868591265707485
"100019800","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)","3-hydroxypalmitoylcarnitine","3-hydroxypalmitoylcarnitine",NA,"HMDB0013336",126456228,NA,0.960460350641211,"4.90448085640993","5.04564870816716","0.212306532544696","0.208822095145074",0.996057507306226,1,0.0165484685126499
"100019801","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)","3-hydroxyoleoylcarnitine","3-hydroxyoleoylcarnitine",48061587,NA,129637446,NA,0.82920172221598,"4.74002928460019","5.07596291141515","0.249502647102366","0.205307994436449",0.996057507306226,1,0.194958261232061
"100019957","Lipid","Endocannabinoid","N-stearoylserine*","N-stearoylserine*",15545488,NA,NA,NA,0.00653416487445727,"2.88116627442156","6.23131121361266","0.202454251014757","0.193308517991287",0.341611117024688,1,0.0462264886912008
"100020217","Amino Acid","Urea cycle; Arginine and Proline Metabolism","N,N,N-trimethyl-alanylproline betaine (TMAP)","N,N,N-trimethyl-alanylproline betaine (TMAP)",NA,"HMDB0240365",NA,NA,0.326149395828243,"5.80419881966842","4.94081700095156","0.245479160785795","0.237319382285808",0.905923300185419,1,0.0338052203362567
"100020219","Xenobiotics","Food Component/Plant","3-formylindole","3-formylindole",9838,"HMDB29737",10256,"C08493",0.721178824897361,"5.19724228998913","5.1191163493669","0.109014937905583","0.0690860286772947",0.996057507306226,1,0.456132397423099
"100020361","Amino Acid","Urea cycle; Arginine and Proline Metabolism","3-amino-2-piperidone","3-amino-2-piperidone",4371576,"HMDB0000323",5200225,NA,0.998566790368301,"4.97891836611254","4.94046681443572","0.134223883868507","0.134038776117916",0.998566790368301,1,0.0013800487923219
"100020419","Amino Acid","Phenylalanine Metabolism","1-carboxyethylphenylalanine","1-carboxyethylphenylalanine",19276386,NA,59100900,NA,0.0112392477550085,"5.4555893743798","0.0273959920901283","0.262905557699503","0.162864299764386",0.345919069793039,1,0.478877534198374
"100020421","Amino Acid","Tyrosine Metabolism","1-carboxyethyltyrosine","1-carboxyethyltyrosine",NA,NA,NA,NA,0.0344272539223684,"5.27017849855307","6.12555495630913","0.22236983931131","0.194337647092313",0.444298373025921,1,0.134744843405901
"100020423","Amino Acid","Leucine, Isoleucine and Valine Metabolism","1-carboxyethylvaline","1-carboxyethylvaline",NA,NA,NA,NA,0.0347062416618176,"5.38680455493959","0.26734831099999","0.182521933598658","0.178987741520121",0.444298373025921,1,0.0195530295353883
"100020425","Amino Acid","Leucine, Isoleucine and Valine Metabolism","1-carboxyethylleucine","1-carboxyethylleucine",NA,NA,NA,NA,0.116433880933248,"5.53898274890365","6.27964871011065","0.187860184498299","0.152330493638841",0.73300420496613,1,0.209645525939348
"100020427","Amino Acid","Leucine, Isoleucine and Valine Metabolism","1-carboxyethylisoleucine","1-carboxyethylisoleucine",NA,NA,NA,NA,0.420366929607968,"6.16956450212188","0.380717396795543","0.185289011656204","0.222849905217898",0.986793555096671,1,-0.184581642831874
"100020825","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)","3-hydroxyhexanoylcarnitine (1)","3-hydroxyhexanoylcarnitine (1)",NA,NA,NA,NA,0.470665086729506,"5.17306268201532","4.4867537528313","0.119593798661389","0.102863959573637",0.996057507306226,1,0.150693655123587
"100020893","Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism","2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*","2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*",NA,"HMDB0240388",NA,NA,0.346256847392569,"4.40833103139102","5.05168792823999","0.111585337543192","0.144854817560862",0.905923300185419,1,-0.260942325331789
"100020899","Amino Acid","Glutathione Metabolism","3'-dephospho-CoA-glutathione*","3'-dephospho-CoA-glutathione*",NA,NA,NA,NA,0.513891047952638,"4.83059430178727","5.41687225352687","0.143433186598309","0.22221716859322",0.996057507306226,1,-0.437785812459838
"100021770","Cofactors and Vitamins","Nicotinate and Nicotinamide Metabolism","NADHX*","NADHX*",2267,"HMDB0059644",2.52035235692786e+24,"C20482,C04856",0.605657167049743,"2.39081477458614","1.78579191399043","0.141818524348537","0.127860348476681",0.996057507306226,1,0.103609601930537
"1052","Carbohydrate","Glycolysis, Gluconeogenesis, and Pyruvate Metabolism","glycerate","glycerate",732,"HMDB0000139,HMDB0006372",439194752,"C00258",0.730486342622483,"5.65115394599852","5.34170555475289","0.0557960091664325","0.0717907457337198",0.996057507306226,1,-0.252053231729967
"1053","Nucleotide","Pyrimidine Metabolism, Uracil containing","3-ureidopropionate","3-ureidopropionate",109,"HMDB0000026",111,"C02642",0.512518349378463,"4.77039355891961","5.31644327383629","0.202215473221435","0.122292330691521",0.996057507306226,1,0.502919496252978
"1083","Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism","N-acetylmethionine","N-acetylmethionine",395338,"HMDB0011745",448580,"C02712",0.409515593961445,"0.176992046804998","6.08886663023702","0.0720005700479564","0.105259570756334",0.98096401745197,1,-0.379755365662712
"1084","Amino Acid","Leucine, Isoleucine and Valine Metabolism","N-acetylvaline","N-acetylvaline",60154,"HMDB0011757",66789,NA,0.406053984916789,"5.03792515904114","5.82711254373535","0.0515485066720523","0.0747016462200294",0.98096401745197,1,-0.370978888138357
"1096","Carbohydrate","Nucleotide Sugar","UDP-glucose","UDP-glucose",8308,"HMDB0000286",8629,"C00029",0.240336125445748,"5.06692299437233","5.74685357344327","0.32487875866504","0.296928498960784",0.890201695268183,1,0.0899606968883944
"1105","Cofactors and Vitamins","Tocopherol Metabolism","alpha-tocopherol","alpha-tocopherol",14265,"HMDB0001893",86472,"C02477",0.0313595164654725,"0.833019878561545","4.70843694495995","0.0706420108414093","0.186385693698779",0.444298373025921,1,-0.970193126827566
"111","Amino Acid","Leucine, Isoleucine and Valine Metabolism","3-hydroxyisobutyrate","3-hydroxyisobutyrate",10140307,"HMDB0000023,HMDB0000336",11966314,"C01188,C06001",0.995533783238083,"5.53121551217188","5.56119207005659","0.15852908978775","0.166506761068942",0.998566790368301,1,-0.0490978073553789
"1114","Nucleotide","Pyrimidine Metabolism, Thymine containing","3-aminoisobutyrate","3-aminoisobutyrate",58481,"HMDB0002166",64956,"C05145",0.776541328707196,"5.37203030254647","5.36874254944487","0.121520139638828","0.172758852780884",0.996057507306226,1,-0.351816700145306
"1134","Nucleotide","Purine Metabolism, (Hypo)Xanthine/Inosine containing","urate","urate",NA,"HMDB0000289",1175,"C00366",0.200707266207901,"4.63865664974454","5.20576187726568","0.293038931892847","0.210439994278603",0.865134457187469,1,0.331104923869788
"1212","Carbohydrate","Aminosugar Metabolism","N-acetyl-glucosamine 1-phosphate","N-acetyl-glucosamine 1-phosphate",389323,"HMDB0001367",440364,"C04256",0.789615563868184,"5.16977471815455","5.57790750846421","0.189632742616381","0.207833198619563",0.996057507306226,1,-0.091646560234485
"1213","Carbohydrate","Aminosugar Metabolism","N-acetylglucosamine 6-phosphate","N-acetylglucosamine 6-phosphate",8216065,"HMDB0002817",439219,"C00357",0.954646030509758,"4.46912248825649","4.42866350906095","0.0901209644074895","0.0754688882705653",0.996057507306226,1,0.177432321435236
"1220","Lipid","Phospholipid Metabolism","cytidine 5'-diphosphocholine","CDP-choline",21531769,"HMDB0001413",13804,"C00307",0.813197636796678,"4.86074232696876","5.02910517995642","0.123199387953372","0.0970529943546465",0.996057507306226,1,0.23854692030554
"1221","Amino Acid","Creatine Metabolism","creatine","creatine",566,"HMDB0000064",586,"C00300",0.882948360818059,"5.11911223396796","5.38585701076811","0.0255139922203116","0.022143490632291",0.996057507306226,1,0.141683439542702
"1232","Carbohydrate","Glycolysis, Gluconeogenesis, and Pyruvate Metabolism","fructose-6-phosphate","fructose 6-phosphate",19969987,"HMDB0003971",440641,"C05345",0.433114064141757,"5.58039445586249","4.93278643027504","0.261242224516651","0.223726635106298",0.991509055927824,1,0.155023112623958
"1242","Nucleotide","Purine Metabolism, Adenine containing","N1-methyladenosine","1-methyladenosine",4573813,"HMDB0003331",27476,"C02494",0.991683609579245,"5.39718604040966","5.3338874566687","0.0770534857940111","0.0798442650301125",0.998566790368301,1,-0.0355782488744374
"1256","Lipid","Phospholipid Metabolism","choline","choline",149278,"HMDB0000097",305,"C00114",0.80650923245172,"2.24751161372729","2.54823838055059","0.105102001843582","0.0812630946905424",0.996057507306226,1,0.257239351092294
"141","Amino Acid","Glutamate Metabolism","gamma-aminobutyrate (GABA)","gamma-aminobutyrate (GABA)",116,"HMDB0000112",119,"C00334",0.346671010179258,"1.91756648082093","2.47252652499041","0.0616420693557618","0.0599832214691576",0.905923300185419,1,0.0272797005920984
"1442","Amino Acid","Leucine, Isoleucine and Valine Metabolism","beta-hydroxyisovalerate","beta-hydroxyisovalerate",62571,"HMDB0000754",69362,NA,0.866789303187966,"4.50415100466777","4.55658478701248","0.142996744373196","0.19172403605421",0.996057507306226,1,-0.29323516250635
"1526","Lipid","Phosphatidylethanolamine (PE)","1-palmitoyl-2-oleoyl-GPE (16:0/18:1)","1-palmitoyl-2-oleoyl-GPE (16:0/18:1)",4446615,"HMDB0005320",5283496,NA,0.200271619614687,"1.74925931300132","2.98668731812347","0.0294206767346334","0.0470344417414764",0.865134457187469,1,-0.469182418905606
"1531","Lipid","Phosphatidylserine (PS)","1-palmitoyl-2-oleoyl-GPS (16:0/18:1)","1-palmitoyl-2-oleoyl-GPS (16:0/18:1)",4446618,"HMDB0012357",5283499,"C13880",0.84475950605966,"2.22801812916509","2.04258249413998","0.091734070294414","0.0709518396913677",0.996057507306226,1,0.25689251841546
"1830","Lipid","Fatty Acid Metabolism","acetyl CoA","acetyl-CoA",392413,"HMDB0001206",444493,"C00024",0.0405265102028404,"3.40232555355084","5.42291007965528","0.0846957927634964","0.205558390172946",0.46774347192445,1,-0.886664202461052
"194","Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism","N-formylmethionine","N-formylmethionine",388809,"HMDB0001015",439750,"C03145",0.354067336051621,"5.02669221776101","5.54453782849961","0.0868915787518139","0.138740287061857",0.908117148947213,1,-0.467942626786808
"197","Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism","S-adenosylhomocysteine (SAH)","S-adenosylhomocysteine (SAH)",16788012,"HMDB00939",439155,"C00021",0.896548768641539,"5.25507548246554","5.36852038300171","0.1791482165303","0.161729407348006",0.996057507306226,1,0.102288874853949
"2050","Lipid","Long Chain Polyunsaturated Fatty Acid (n3 and n6)","eicosapentaenoate (EPA; 20:5n3)","eicosapentaenoate (EPA; 20:5n3)",393682,"HMDB0001999",446284,"C06428",0.0079965268524066,"2.49943327718914","6.25252069007915","0.295197526995917","0.105883761919734",0.341611117024688,1,1.02530280854691
"2054","Amino Acid","Leucine, Isoleucine and Valine Metabolism","ethylmalonate","ethylmalonate",11263,"HMDB0000622",11756,NA,0.670132283346561,"4.93799866596853","4.44183036256778","0.116389659668266","0.0994272728000031",0.996057507306226,1,0.157517246611951
"209","Nucleotide","Purine Metabolism, Adenine containing","adenosine 5'-monophosphate (AMP)","AMP",10239183,"HMDB0000045",6083,"C00020",0.703201597584026,"5.86111310404961","5.55423942334328","0.125294352263224","0.153645186140928",0.996057507306226,1,-0.203980170887057
"212","Amino Acid","Polyamine Metabolism","5-methylthioadenosine (MTA)","5-methylthioadenosine (MTA)",388321,"HMDB0001173",439176,"C00170",0.920748932936137,"4.9511181119374","4.77054065369171","0.16127711603196","0.173814691761691",0.996057507306226,1,-0.0748656388576689
"229","Lipid","Long Chain Polyunsaturated Fatty Acid (n3 and n6)","arachidonate (20:4n6)","arachidonate (20:4n6)",392692,"HMDB0001043",444899,"C00219",0.0129876681999388,"2.49360223731882","0.48021503099934","0.299270505180106","0.165229997752349",0.346905294319415,1,0.594009434935946
"231","Amino Acid","Urea cycle; Arginine and Proline Metabolism","arginine","arginine",227,"HMDB0000517",6322,"C00062",0.554953297470988,"5.76353336485745","6.15529419013002","0.0930290662101211","0.107468642056412",0.996057507306226,1,-0.144287118997041
"240","Amino Acid","Tyrosine Metabolism","3-(4-hydroxyphenyl)lactate","3-(4-hydroxyphenyl)lactate (HPLA)",9010,"HMDB0000755",9378,"C03672",0.646572978282161,"5.14863704918063","5.54772744587986","0.225411640541724","0.200197458165688",0.996057507306226,1,0.118624073876305
"249","Amino Acid","Histidine Metabolism","carnosine","carnosine",388363,"HMDB0000033",439224,"C00386",0.720530807425971,"5.84870242312615","5.38035255571676","0.223933644833959","0.251762460771244",0.996057507306226,1,-0.117136247431561
