"CHEM_ID","SUPER_PATHWAY","SUB_PATHWAY","CHEMICAL_NAME","SHORT_NAME","CHEMSPIDER","HMDB","PUBCHEM","KEGG","p_val","acrophase_AD","acrophase_CTL","amplitude_AD","amplitude_CTL","BHQ","Bonf","Log_AD_CTL_ampRatio"
"100000007","Lipid","Carnitine Metabolism","carnitine","carnitine",10455,"HMDB0000062",288,"C00487,C00308",0.733114646390544,"5.09163012767477","5.46531281573566","0.160187410665326","0.146991763571488",0.965719430998663,1,0.0859678913529046
"100000008","Xenobiotics","Benzoate Metabolism","benzoate","benzoate",238,"HMDB0001870",243,"C00180",0.223866183388941,"2.20162550620288","2.91175488244832","0.131266958198011","0.0514951216485715",0.869633858265618,1,0.935746020531112
"100000039","Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism","methionine sulfoxide","methionine sulfoxide",139840,"HMDB0002005",158980,"C02989",0.325990591236258,"5.59259517040363","6.26286275374224","0.173913679688534","0.125681737511339",0.869841646053757,1,0.324806263640108
"100000042","Amino Acid","Histidine Metabolism","3-methylhistidine","3-methylhistidine",58494,"HMDB0000479",64969,"C01152",0.155063924203223,"2.46607016194213","2.24902399997607","0.615447676706541","0.192247258643898",0.866210306792007,1,1.16356758364384
"100000096","Amino Acid","Guanidino and Acetamido Metabolism","4-guanidinobutanoate","4-guanidinobutanoate",486,"HMDB0003464",500,"C01035",0.680564669332539,"1.59543752459687","2.14545048887106","0.0664275770506799","0.0931919344546372",0.965719430998663,1,-0.338548890469977
"100000125","Nucleotide","Pyrimidine Metabolism, Cytidine containing","2'-deoxycytidine","2'-deoxycytidine",13117,"HMDB0000014",13711,"C00881",0.301646358713091,"1.92265999432507","2.1076764808291","0.378119286746489","0.237420284696323",0.869841646053757,1,0.465377795490239
"100000135","Nucleotide","Purine Metabolism, (Hypo)Xanthine/Inosine containing","2'-deoxyinosine","2'-deoxyinosine",58569,"HMDB0000071",135398593,"C05512",0.727556506873915,"5.72299615846477","6.13678936982016","0.152455978368905","0.156451839154899",0.965719430998663,1,-0.0258723376481702
"100000265","Amino Acid","Tryptophan Metabolism","kynurenine","kynurenine",141580,"HMDB0000684",161166,"C00328",0.712445786075474,"4.86245906853574","5.02700838152954","0.363267509252015","0.314380553934899",0.965719430998663,1,0.144535295655957
"100000269","Lipid","Phospholipid Metabolism","glycerophosphorylcholine (GPC)","glycerophosphorylcholine (GPC)",571409,"HMDB0000086",71920,"C00670",0.0661412440642687,"4.85401273725581","5.53862911066226","0.229530764301717","0.127776009487409",0.637839142385228,1,0.585758264630628
"100000272","Amino Acid","Glycine, Serine and Threonine Metabolism","allo-threonine","allo-threonine",89699,"HMDB0004041",99289,"C05519",0.708003135020437,"5.44917350052013","5.04668770057231","0.104124896104753","0.142227308222465",0.965719430998663,1,-0.311835437184223
