"Gene_Symbols","p_cogdx","p_ceradsc","p_braak","acrophase_cog1","acrophase_cog2","acrophase_cog4","acrophase_cog5","acrophase_cerad1to2","acrophase_cerad3to5","acrophase_braak0to3","acrophase_braak3to5","acrophase_braak5to7","amplitude_cog1","amplitude_cog2","amplitude_cog4","amplitude_cog5","amplitude_cerad1to2","amplitude_cerad3to5","amplitude_braak0to3","amplitude_braak3to5","amplitude_braak5to7","BHQ_cogdx","Bonf_cogdx","BHQ_cerad","Bonf_cerad","BHQ_braak","Bonf_braak"
"CFAP74","0.811673967730516","0.896693715022587","0.968475480537252","1.7079281236202","1.308453768264","1.8258862832615","2.54210807128546","1.70713177494232","1.56039889508992","1.89174204677913","1.69897508990397","1.5304267605339","11.6173812220108","6.92412446673422","8.80388192891728","6.43776935448934","8.18701164651224","9.16697359676014","9.56946304757025","8.43451563020373","10.1545149174516",0.981462509119485,1,0.996302902293294,1,0.998812026174934,1
"ACOT7","0.468283825979292","0.460742540355969","0.317824764582641","2.40015114797573","2.39824289536415","2.76276143040929","3.35004884150584","2.55722828490133","2.54260389648014","2.75687269548318","2.33139600185011","2.6228346442537","5.2775760805241","3.0628363493446","7.4442852259685","18.9988181180902","6.44511499142398","3.86077918466998","7.40699157811723","4.24673912961833","9.24842257144498",0.860557764131436,1,0.996302902293294,1,0.998812026174934,1
"PLEKHG5","0.278899850533774","0.0259187365826556","0.584317412281639","1.84175737480098","2.05038192700052","2.12457081047442","1.44379794293289","1.88023208093122","2.40374057978051","1.39595737519982","2.00661554440281","1.99318115585866","4.96589303861242","2.77642891746782","8.02898690939116","16.6921702411348","7.47536993174541","2.58744966606351","2.28927461627151","6.43582095202076","6.09245025816484",0.713829241178598,1,0.813748292334009,1,0.998812026174934,1
"PER3","0.62014074501147","0.754813573765265","0.720675814480358","1.61300471121741","1.24017503316093","1.71635773817472","3.03781053648526","1.62803874248943","1.45399247693519","1.5616433591951","1.59300808257028","1.50847747454823","23.9472671785057","24.4075550690532","25.6086194384567","27.3483241481103","24.2872057144243","23.5331650757256","20.3134854312449","23.3699550544808","31.8465373677837",0.936738002155168,1,0.996302902293294,1,0.998812026174934,1
"SLC2A5","0.821686707206625","0.515317919588444","0.701931744344535","3.68370628997731","4.12237484911149","4.1584488729682","4.73178586120402","4.1385737126841","3.8461716973072","3.75872172048164","4.07216051681044","3.60136985603268","70.9509765511807","48.492977497572","65.3448387565558","58.4158872408314","59.4953692314199","79.611858262874","74.4207724837052","73.7265406803676","44.7342480439957",0.981462509119485,1,0.996302902293294,1,0.998812026174934,1
"TNFRSF1B","0.250888359759478","0.992014275089238","0.520339699543719","4.87210063372291","4.44234537129331","4.17498291329008","4.22639691578662","4.41872734635363","4.48131181521094","5.02327874688939","4.49953655220103","3.87171734385605","17.85280361716","80.6967287204079","52.2864116286084","181.108182594631","46.7810524552502","46.8973961944741","24.4115671077705","58.9440245983164","48.074265590105",0.704269041251907,1,0.996302902293294,1,0.998812026174934,1
"KAZN","0.218659005676577","0.789135787353497","0.105872061016544","0.0722801490041283","0.650959112349703","0.493854592391759","3.12666699272895","0.429770179532765","0.304318119609138","0.189248652418421","0.436542022615685","0.400412988385071","31.6687668644333","22.8552012404067","23.9210782482589","17.5331617506785","26.3089298263075","22.3435874837298","47.6196643790229","18.7520750666999","27.615576996519",0.696949486778583,1,0.996302902293294,1,0.997478931353308,1
"MICOS10","0.703685038264763","0.933872627950873","0.756753711028132","1.84978126084253","1.65859183293408","1.69665482697173","2.33582503269388","1.76800924895178","1.7379335471648","1.76504853719914","1.68736549052556","2.02188888431422","73.9849918788554","46.8551037814023","82.682470335051","63.82699505688","65.0891339356627","70.7948217193501","83.440042518955","69.837573587509","56.6882096320806",0.953989112278404,1,0.996302902293294,1,0.998812026174934,1
"CLIC4","0.99367584075306","0.710122916529783","0.975376355262074","4.39934738020988","4.47110486485518","4.5489106087114","4.20955912719437","4.55137180279922","4.29623974855586","4.45163719745083","4.44878522625259","4.48373848711052","10.7756632487809","11.5603315070135","11.1590552898509","23.4269021992663","11.7150366395067","11.5107595471198","13.6333176288026","11.3681312265393","9.79262209249467",0.999221556736204,1,0.996302902293294,1,0.999099405984348,1
"STMN1","0.195643774910006","0.0796458709663066","0.451931612657752","2.85524492183009","2.58570458546495","2.52061855141421","3.78437125014825","2.53125679810014","2.96740179596248","2.732055877326","2.81290627157991","2.48318351341175","38.7722047888288","30.833349357469","36.2438120748954","57.9863860476532","31.8564007953525","39.3609435279804","44.8448746384993","31.7049957116244","37.670160667832",0.677720967903767,1,0.964746428906004,1,0.998812026174934,1
"EXTL1","0.438867339853375","0.758885953850378","0.429980516937194","1.34582088264624","1.08919002552711","2.14733033782711","1.83937170037396","1.59638346853167","1.86883274114013","0.749590757473156","1.88513712940617","1.87185824140128","2.68710393915718","1.67240982079962","3.87490222819055","2.68922459838313","2.92296496875452","2.22278245078309","4.02928621182597","2.57514201904215","2.73031912498547",0.834757087103406,1,0.996302902293294,1,0.998812026174934,1
"FGR","0.822295495086266","0.712693105512414","0.348712469766189","4.94110925768289","4.41553446839568","4.41607585888575","4.46760665202114","4.50961383425673","4.74965610680574","5.57372511402767","4.4949973550817","4.14021439175959","4.70671426643091","7.84789154073105","6.44075767877722","16.8616575950947","6.77713069755375","4.63767365375223","6.47651818278033","8.08808152375803","3.43801046675069",0.981462509119485,1,0.996302902293294,1,0.998812026174934,1
"THEMIS2","0.317197642653817","0.842589969396976","0.329072032178144","3.73801826672116","4.22595929507563","3.97129264632054","4.16438217434929","4.07680144285947","4.19740253672359","2.72977396884214","4.22300699535282","3.82197910922015","7.69815368058244","25.5696665820321","19.6059496766028","83.5047976336751","18.887400950053","13.6116952557098","2.09389259171963","22.2866725195271","21.4709577386716",0.748527147384007,1,0.996302902293294,1,0.998812026174934,1
"ATP5IF1","0.394189284587319","0.19403182188342","0.323561116249729","2.72014989881696","2.87613433119146","2.76441522929504","4.28361428157398","2.89552072111554","2.82855574201225","2.70317973973779","2.90590385705045","2.58382698394408","18.7468589395121","19.0868335094319","14.5156724156226","13.3492249886137","13.0483366793378","20.8686094421776","22.3077177683202","17.3518525073273","8.59158847186442",0.810857795179618,1,0.996302902293294,1,0.998812026174934,1
"SNHG3","0.617685272286707","0.278359060889213","0.762524467099965","3.38138904053805","3.59684308031993","3.95566119403812","4.28034995076146","3.86868706997518","3.41211495515363","3.45956516970076","3.68596913961507","3.83279858130254","9.16219891974625","7.97479835117228","6.32878634927394","10.6181536258093","7.82751792797692","8.73070181476387","9.94974590778439","8.89562218995848","5.37188030404714",0.936738002155168,1,0.996302902293294,1,0.998812026174934,1
"SNHG12","0.899444941109592","0.457116249523117","0.520787022314346","3.88406110708602","3.99452047737288","3.95746789715265","4.44690562814283","4.11709162983838","3.70494459402251","4.9283703232768","3.98761395987753","3.84621570396933","5.67626783021437","10.3656286220687","10.9881023509565","10.3162232112377","9.84688133717375","8.01279750205874","3.19405322552853","9.07278638077578","11.9891125971113",0.990840680506095,1,0.996302902293294,1,0.998812026174934,1
"TXLNA","0.188049115937918","0.94832913789107","0.297993366841318","4.11847117999048","3.88015977411164","5.14417055638196","0.183614287698457","4.16440488748889","4.30188067883729","3.81799340698423","4.47024489330533","3.95310691028703","6.02542643739352","6.48983467643595","2.13590264431756","8.60357684436185","4.42533104687862","4.12066010678722","8.54362034032287","3.35232700712579","4.21686266915964",0.672956503720989,1,0.996302902293294,1,0.998812026174934,1
"MARCKSL1","0.2515759080247","0.218311412279303","0.25201696774859","3.13181874558832","2.60687545237098","2.57230378739677","1.06885619825274","2.61706757877271","2.96870254734124","2.93173601302238","2.75054466638195","2.51399000263596","7.41215939176397","9.07305011481266","8.78944171545593","7.96971537916809","6.75120898204766","9.45320670984897","13.1962006911095","7.01987186217616","6.39631928240262",0.704269041251907,1,0.996302902293294,1,0.998812026174934,1
"HPCA","0.500015042994944","0.384782677620623","0.474071729980615","3.13194150573729","3.10745823919844","2.79173816719047","3.46906538995996","2.92163352778178","3.12360866563212","2.84137747943846","3.15232061606091","2.64873230962916","4.96323522646889","4.82586232473401","7.70640881606345","20.4821070365648","5.03994763989589","7.96722707825847","2.42359688114982","7.15720184829194","6.6577325441584",0.86834378715915,1,0.996302902293294,1,0.998812026174934,1
"RNF19B","0.526367262658279","0.959971524767926","0.977336844665877","1.44618359423902","1.45464215732143","1.82372958799877","1.05307899671744","1.50529622682567","1.43163037942291","1.39063309178095","1.51482548091105","1.38795994722504","9.93689191971137","12.1668708047198","6.40341663948597","16.2384542525852","9.55705394190629","9.44058659899775","10.7281746374438","9.36176169597928","8.91577681917392",0.890239690297188,1,0.996302902293294,1,0.999099405984348,1
"AZIN2","0.881051146668185","0.68568008733207","0.691609850379483","1.66247968236652","1.52067167253475","1.64276755423352","1.71265658149641","1.54974000464952","1.66389730318385","1.82102352054528","1.49841316012557","1.69766509565125","34.6117202339269","36.7941460397057","39.5459931182248","18.1024649785951","38.1106960190346","34.0967740585238","37.9472921560358","37.8736786898051","33.2237765326527",0.990840680506095,1,0.996302902293294,1,0.998812026174934,1
"C1orf216","0.27010882724162","0.0999880746496439","0.656677157991035","3.36866940467663","2.67265729310359","2.76345292068023","3.29559370421343","2.69633777770555","3.28835865554718","2.69727648868104","2.97269194620437","2.80739550678781","5.12887012747139","5.79600443493592","8.53650312428683","6.44988652298547","6.76755861470265","5.86458257402623","3.21521419600908","6.09232918902229","8.01836512389759",0.713829241178598,1,0.964746428906004,1,0.998812026174934,1
"LSM10","0.625393680830614","0.0442988924238641","0.0827022673564968","3.0503458527935","3.07965425231608","3.65306081878138","6.11883969369993","3.69367183774272","2.71695411205155","2.67845639490534","3.27879527221573","4.16434394984367","3.20203158788605","3.80511154401826","1.91195899972988","2.28744181841976","3.07406713598463","3.49550688181746","5.41390715057204","2.73965605394578","3.24952964209699",0.941352634335201,1,0.909236707836485,1,0.988087963426708,1
