"Ensembl","Gene_Symbols","p_val","acrophase_AD","acrophase_CTL","amplitude_AD","amplitude_CTL","amp_ratio_CTL","amp_ratio_AD","mesor_CTL","mesor_AD","BHQ","Bonf","Log_AD_CTL_ampRatio"
"ENSG00000188976","NOC2L",0.584252880445792,"4.31495563175086","5.43611428558645","2.0408184413742","0.547568318721506","0.0218910472626047","0.081658541154244","25.0133450516499","24.9921001836086",0.644776409841267,1,1.31561896617355
"ENSG00000131591","C1orf159",0.0109422513570199,"0.23256156885254","0.0974978683484838","0.649063115663244","3.20160217253294","0.141816113160786","0.0300556369296155","22.5757292396181","21.5953871542707",0.0236739992549283,1,-1.5958766797942
"ENSG00000078808","SDF4",0.033477036836995,"3.41343688672403","2.38363733508205","3.13388210011105","3.27081923452615","0.078954048725333","0.0769580270081234","41.4268715453054","40.7219652315183",0.0603727852003216,1,-0.0427679603615494
"ENSG00000160087","UBE2J2",0.275021924651948,"5.2690137338479","5.25190311677545","2.44125598709423","1.4868859541387","0.0365034832477326","0.0602559140160847","40.7327143014784","40.5147947211051",0.347217510567361,1,0.495828686406223
"ENSG00000131584","ACAP3",0.366763597442218,"1.63583952776818","0.560085565591699","3.50814891698399","4.24185164297078","0.0706721608041547","0.0554708873476205","60.02153598679","63.2430646908423",0.441092205603783,1,-0.189911357873879
"ENSG00000127054","INTS11",0.644154193740812,"4.15703553860214","1.88013827572155","2.07379329791694","0.7618824025565","0.0237351315557777","0.0648557891980963","32.0993545271098","31.9754539040875",0.697977388330117,1,1.00134250390714
"ENSG00000107404","DVL1",0.200333961778041,"2.73697996092582","3.51725175262517","1.15181436135432","2.31606142299104","0.0979379197381938","0.0451222454942979","23.6482603386135","25.5265301789973",0.26738955248213,1,-0.698529675881572
"ENSG00000175756","AURKAIP1",0.00469325493116968,"3.54225462541933","3.11454731812199","3.97152516313657","3.97328200340563","0.124519325763122","0.120620184622202","31.9089585416176","32.9258753464514",0.0116220469851385,1,-0.000442261281077937
"ENSG00000221978","CCNL2",0.809175992505138,"2.05638176984636","5.5873493091887","1.14514927934813","1.80200356164777","0.0248402184166913","0.0156873875527567","72.5437889240506","72.9980868705507",0.840218318971266,1,-0.453364132196634
"ENSG00000242485","MRPL20",0.0555604092202137,"1.03479668550755","3.3298711515686","2.1335917419123","3.72449482761089","0.0873963099370715","0.0466199590366807","42.6161565664805","45.7656288422216",0.0921651470246588,1,-0.557124402502606
"ENSG00000160072","ATAD3B",0.44454916409056,"1.3085919597749","4.56727042952722","0.724772534331473","1.58343919572255","0.0756843629338936","0.0340129683688183","20.9216162274577","21.3087116205921",0.517270340770708,1,-0.781496606705376
