"Ensembl","Gene_Symbols","acrophase","amplitude","p_statistic","amp_ratio","sin_coff","cos_coeff","BHQ","Bonf"
"ENSG00000086666","ZFAND6","5.64930161343413","14.0783768804306","2.91392567267047e-06","0.092308514646675","-8.33831907368573","11.3434179422629",3.03432301957448e-05,0.0351739967948052
"ENSG00000103876","FAH","0.785902505874402","1.21756221256003","0.0261636280854141","0.0887426305449463","0.861380599392366","0.86051217565152",0.0528659448642507,1
"ENSG00000259417","CTXND1","0.26396186294535","9.57615390564642","6.69403143953507e-05","0.199354394574559","2.49848777913427","9.24447307541884",0.000391490569315057,0.808036535066278
"ENSG00000172379","ARNT2","0.247230347474495","37.9491822563715","1.25184781047957e-06","0.105811900276373","9.2869035044135","36.7952966726321",1.51717418878503e-05,0.0151110549202989
"ENSG00000136379","ABHD17C","0.147442966227641","0.769079926644936","0.784082565378434","0.0188713283220239","0.112985013390429","0.760735381270876",0.824088867800007,1
"ENSG00000103888","CEMIP","3.28775865202925","5.37606300075448","0.0027044765232701","0.166684573519817","-0.783002574838967","-5.31873672556527",0.0082522083196141,1
"ENSG00000117899","MESD","3.85120756773815","1.35854610112489","0.179404281987381","0.0475141393761657","-0.885149420318598","-1.03061050479378",0.253968463453697,1
"ENSG00000140598","EFL1","0.251125116695176","1.72653240095747","0.230023655918414","0.0539083185705166","0.429032842259016","1.67237703638238",0.310211560924157,1
"ENSG00000188659","SAXO2","5.94992488447879","2.9167275118409","0.000277119857628923","0.175833671291174","-0.954136816369964","2.75625149686617",0.00126087968391961,1
"ENSG00000278662","GOLGA6L10","0.801179530543473","0.421353239460166","0.354526972499709","0.0885301043483924","0.302606364949166","0.293202899535165",0.437665686750254,1
"ENSG00000197978","GOLGA6L9","5.96572122535326","1.22797166873278","0.0950578005267558","0.0710899150073391","-0.383321632527072","1.16661002277845",0.15133773544691,1
"ENSG00000182774","RPS17","3.10306314704313","6.05809139241465","5.23648087911658e-05","0.150051040875587","0.233357524532465","-6.05359526104881",0.000319562996419698,0.632095606918162
"ENSG00000214575","CPEB1","0.308300052485602","1.80470110182722","0.287625248237767","0.0472852490966818","0.547617201791005","1.7196108476161",0.371130344358962,1
"ENSG00000103723","AP3B2","4.93659578297265","1.06343877680555","0.769183042501223","0.0242420181215877","-1.0368217207173","0.23643762700234",0.811964014519656,1
"ENSG00000250988","SNHG21","2.82865833089449","1.26460017993029","0.0027490021806249","0.12917248733618","0.389309407687411","-1.20318402589371",0.00835188037104419,1
"ENSG00000186628","FSD2","2.79326333996465","2.8219037990532","1.15939235504269e-07","0.346890465630171","0.963194589293484","-2.65243232416336",2.15308078734159e-06,0.00139950251177203
"ENSG00000156232","WHAMM","3.97915109584365","0.514562148391534","0.67809486173914","0.0217562451731719","-0.382325466660596","-0.344385600889567",0.735623535189463,1
"ENSG00000103942","HOMER2","0.675231488231581","4.0409148198021","0.000132950222584595","0.0953874873083037","2.52588705255066","3.15418566014323",0.000692040593712223,1
"ENSG00000169612","RAMAC","0.346704200623335","0.0753067928386908","0.978345198179025","0.0116029701080847","0.0255892457013013","0.0708258678174008",0.982835389288887,1
"ENSG00000169609","C15orf40","5.6299172803843","1.23883048996599","0.132862656882365","0.0430640605582337","-0.752942332407857","0.983757504132792",0.198340975912321,1
"ENSG00000064726","BTBD1","4.10046553443507","1.52431363214604","0.187089392341158","0.0332664381685986","-1.24771872694185","-0.87563121665736",0.262537897464288,1
"ENSG00000136404","TM6SF1","3.35146025634235","0.604247952312981","0.1871703070288","0.0917169673011406","-0.125883223295597","-0.590989849292813",0.262537897464288,1
"ENSG00000166503","HDGFL3","4.19472396740121","5.04085703018222","0.00136974614098588","0.0689064658286824","-4.38038892814046","-2.49448039418272",0.00469188583082876,1
"ENSG00000140600","SH3GL3","5.00862371787056","0.585022827345703","0.741098760589758","0.02794453098523","-0.559540652053951","0.170780464967747",0.788025741230687,1
"ENSG00000156218","ADAMTSL3","5.58687747323712","1.6837565011164","0.470103608014671","0.0984856399621542","-1.07994353542361","1.29180413195983",0.550453065510243,1
"ENSG00000184206","GOLGA6L4","5.19896217263569","0.336662210570915","0.501667687670115","0.0636339166243649","-0.297589335566729","0.157423096728046",0.580096815582523,1
"ENSG00000177082","WDR73","3.32266668064735","2.54053857049214","0.159900549582298","0.0522804893285461","-0.457515796648986","-2.49900290595568",0.23115683042011,1
"ENSG00000140612","SEC11A","2.67154131186368","3.59545840255224","0.000607834589291067","0.0750592293465551","1.62849837888809","-3.20551308754814",0.00241433738971124,1
"ENSG00000166716","ZNF592","2.16628289171903","1.35506823140807","0.0969907346983308","0.0357535820037769","1.1218280293505","-0.760073538767776",0.153974778659555,1
"ENSG00000073417","PDE8A","0.199275179308935","10.6516414950706","0.0018867814695795","0.0792888210120647","2.10858729891769","10.4408489186633",0.00614553133278309,1
"ENSG00000170776","AKAP13","4.25046759666878","39.0824960809266","1.32072461657432e-05","0.216492404774233","-34.9865664409093","-17.4178548791601",0.000104609362510949,0.159424668466686
"ENSG00000183655","KLHL25","1.7182518396864","1.16001088918018","0.00398145109169375","0.141970063883999","1.14742259029572","-0.170430813809149",0.0113790892344845,1
"ENSG00000273540","AGBL1","0.170748933509605","6.02199313062264","0.106931010986053","0.115129520944214","1.02325971646567","5.93442000686882",0.166329112905029,1
"ENSG00000140538","NTRK3","4.76143078514471","82.60824480847","2.9658216571841e-05","0.131255339902381","-82.5089242296277","4.04963366314289",0.000200226136598821,0.358004332238693
"ENSG00000259494","MRPL46","3.20337846671499","1.34274210208834","0.000994887483732374","0.159816166020303","-0.0829096380181212","-1.34017996725974",0.00361181558379955,1
"ENSG00000181991","MRPS11","3.86654879227945","1.85119090791212","0.0162670893502855","0.0783288186804144","-1.2275295260881","-1.38566916690761",0.0360161473857843,1
"ENSG00000140543","DET1","0.901913369827799","1.256542175269","0.156350982690068","0.0703734667932442","0.985775989598823","0.779194415123857",0.226486584909614,1
"ENSG00000140545","MFGE8","1.38372268850418","18.8773775096874","1.34386402771826e-08","0.188453676362301","18.548018222713","3.51089755663109",3.83493680344849e-07,0.000162217826785871
"ENSG00000140526","ABHD2","0.215455132229317","5.87466300411234","0.227299552230628","0.0310536240061799","1.25595630329752","5.73883604715219",0.307386611581437,1
