"Gene_Symbols","p_cogdx","p_ceradsc","acrophase_cog4","acrophase_cog5","acrophase_cerad1to2","acrophase_cerad3to5","amplitude_cog4","amplitude_cog5","amplitude_cerad1to2","amplitude_cerad3to5","BHQ_cogdx","Bonf_cogdx","BHQ_cerad","Bonf_cerad"
"HES4","0.0509055511352093","0.121055319853679","2.19572844750406","3.4020368853502","2.14365937752676","1.72859542287422","11.7622250199505","2.9899245508926","11.9988350484803","4.39829550484659",0.79121385637043,1,0.999549283091633,1
"HES5","0.593220356126139","0.92005149198376","1.57141612065091","1.1951060058512","1.54182533108724","1.59632188380163","18.785507046581","16.3904003975726","17.9129304131574","19.9988609766944",0.967754867339598,1,0.999549283091633,1
"MIIP","0.719970955993565","0.566669380161506","3.94317985688659","5.28391293822655","3.96022460696087","4.93027813552465","2.5238228932459","1.29834812046589","2.92005023308517","1.52429407502874",0.98012091543473,1,0.999549283091633,1
"EFHD2","0.390291337451283","0.891044945220218","3.04144851650341","3.63303198331221","3.10240418943848","2.88401096736584","3.54117824156231","8.12332608081316","3.57448877950389","3.62495195701112",0.883290921600272,1,0.999549283091633,1
"PLA2G5","0.731365619630985","0.782637552470808","1.85602730450033","2.7101331874659","1.82093119773096","1.8459933350008","5.55315798810666","4.26744239772612","5.75119073844059","4.12229472470024",0.98012091543473,1,0.999549283091633,1
"ID3","0.370660648024404","0.231565750691007","4.56068691210476","0.252244830112187","4.48689376163355","5.41034555912309","12.5785024037563","21.9583832550423","11.0402831258795","19.8900899038582",0.877814908839498,1,0.999549283091633,1
"MAP3K6","0.997669481835322","0.612886123659841","4.8531878990285","4.78082181261143","4.81675628547932","3.98204740017273","2.86506199843223","2.75970856911019","3.54172448393473","1.88948870051157",0.998946284443574,1,0.999549283091633,1
"SNHG3","0.540337301715713","0.487937893627215","3.45605521463613","0.810841206614299","3.40262883936671","4.14307778660839","3.4395510223668","0.760105482275958","3.37054843653513","1.73007123920912",0.946909843217279,1,0.999549283091633,1
"GJA9","0.329035735024687","0.973684556513109","2.51699981748254","3.53472289056537","2.64905389437568","2.47605904222755","2.10930538968645","5.88811814672543","2.12052520203032","1.86095401802916",0.877428626732499,1,0.999549283091633,1
"LRRC7","0.355330790371403","0.164561714461594","2.01252214220042","3.19115101277441","1.92075962052357","2.86817501402452","53.9250333102383","90.1130690580225","56.8995706463887","69.1948423467825",0.877814908839498,1,0.999549283091633,1
"IFI44L","0.128627645259459","0.315463380178605","0.823811023979877","1.67967268851532","0.857135449848765","1.96990559749205","3.3846686344405","7.07921386894461","3.64224810876796","4.51130310586634",0.79121385637043,1,0.999549283091633,1
"ARHGAP29","0.201836451023124","0.918229663139471","4.81536716921523","4.1665266018063","4.76248869031068","4.56397777243738","26.657167062266","78.5394839084229","28.7936650388233","32.9613129067199",0.79121385637043,1,0.999549283091633,1
"SLC44A3","0.652820980948581","0.705273960945524","4.51911676562879","4.17142803449674","4.42399087775045","4.85567976775396","16.2820982075843","48.4869117721958","16.7364209757181","25.1453098929214",0.976393119331791,1,0.999549283091633,1
"KCND3","0.370939342242575","0.855611338872925","4.9306117877643","4.31275581112519","4.86904374212593","4.9885300755387","37.8235968401436","104.369215830154","39.7616274978871","50.653183208544",0.877814908839498,1,0.999549283091633,1
"PDZK1","0.266228410163019","0.546777110569468","1.92191150652601","3.19012780193985","1.94213024147051","2.63154013347384","2.72856405663316","5.78588974461662","2.93924625512019","2.52142899350092",0.803355904351566,1,0.999549283091633,1
"TXNIP","0.253877873945636","0.354306315518023","5.28516087295246","0.521030489497036","5.42933915573528","5.67568197548104","29.4587975632164","99.1098869027938","22.3194443170474","59.42736941588",0.803355904351566,1,0.999549283091633,1
"S100A6","0.137184791126677","0.774513744953217","4.1799394965238","4.30926016899517","4.26833449486875","4.22447085696181","11.4768790224632","39.9593266456297","14.5274468515114","8.02239074598582",0.79121385637043,1,0.999549283091633,1
"SEMA4A","0.925431900105269","0.788045663621222","1.58025424034822","1.48496139648672","1.55968998650484","1.79100798821377","8.04984072508976","10.2092182292578","7.96314924273648","9.23903512940353",0.98012091543473,1,0.999549283091633,1
"C1orf61","0.590293335412282","0.476856012897054","1.56175622025849","1.96717503757533","1.57240237696005","1.41321134145035","151.661944174497","85.654883203286","155.421284402326","113.781222077179",0.967754867339598,1,0.999549283091633,1
"PIGM","0.577371036650094","0.429915253723695","5.02646010360519","4.20413938205205","5.06693120812531","4.07377294286914","7.8773857341461","6.1680294270871","7.82419780504973","7.1160572283443",0.962922861919628,1,0.999549283091633,1
"DDR2","0.0676311661278442","0.879826908411296","4.65511943784195","4.34903333759784","4.6358466873901","4.85730606048281","20.1823844264941","69.0377773602482","22.0693206998795","24.9828425426833",0.79121385637043,1,0.999549283091633,1
"BRINP2","0.867067344537104","0.762145192447682","1.30636762729239","1.66968327957615","1.29193203829909","1.49240601673833","49.0307106697793","37.5656930305995","51.0895906266886","39.96882686826",0.98012091543473,1,0.999549283091633,1
"ERVMER61-1","0.599757523973504","0.986874532414819","1.45747294501816","3.10535330716617","1.49655596769895","1.48928060075613","4.22058508632186","6.09063040504458","4.40980999803244","4.91430196655939",0.967754867339598,1,0.999549283091633,1
"TMCC2","0.14691864808952","0.998975433443746","4.78084159373331","4.03941433565372","4.63663610291729","4.62010793140433","7.08329065072031","30.9256657273388","8.54554398733491","8.78669991597589",0.79121385637043,1,0.999549283091633,1
"FAM89A","0.444960578227586","0.87286567509947","4.18838599542631","5.50272899832618","4.24422773614539","4.6147735346686","4.7175016463837","4.89194331822033","4.86111270146561","3.47875451872714",0.892977656635657,1,0.999549283091633,1
"WDR64","0.327296479374372","0.864988004370308","2.22273999463625","3.17598960342329","2.28478673842879","2.62582982871619","1.46789623165367","4.605113715486","1.53505601439718","2.20912444102926",0.877428626732499,1,0.999549283091633,1
"PLD5","0.642777243972219","0.369688812737231","1.59632710937099","1.5676862479746","1.50582570830588","2.58357780312962","28.3255682082494","54.2161985699279","30.2236350868241","43.5634680295489",0.976393119331791,1,0.999549283091633,1
"LRATD1","0.392992685314156","0.70097008723059","2.7999360650787","3.5592418353348","2.81781976883193","3.25806095376862","2.62069102912129","6.3822957831521","2.68185112359367","2.85889281328136",0.883591397046207,1,0.999549283091633,1
"ATL2","0.917930617726886","0.162524788468485","1.68943006261832","1.97686487381081","1.64034670158019","2.32523249747333","37.1480466462794","34.2126964528422","39.9723107092907","29.9446078377859",0.98012091543473,1,0.999549283091633,1
"HAAO","0.183192595605432","0.852863434730428","2.19715691204768","0.98339834715877","2.13697958249817","1.80908497256568","2.19236397659525","1.63468299666157","2.11035650926143","1.88242175327628",0.79121385637043,1,0.999549283091633,1
