"Ensembl","Gene_Symbols","p_mesor","mesor_CTL","mesor_AD","BHQ","Bonf"
"ENSG00000188976","NOC2L","0.11635247510676","17.2197555256977","16.1460045240655",0.502101128444168,1
"ENSG00000187961","KLHL17","0.0323005799037484","6.27986057997977","7.32927472050001",0.288784265191413,1
"ENSG00000188290","HES4","0.311013506297319","32.1572692313067","29.5520555052996",0.736910732891117,1
"ENSG00000187608","ISG15","0.302610502823063","7.10710427866842","5.37744591002354",0.729373899081955,1
"ENSG00000188157","AGRN","0.0418795319156985","8.91769373615555","9.98524236869761",0.322092645206049,1
"ENSG00000131591","C1orf159","0.176326364965392","27.4763277316431","26.1779205512473",0.599337403155237,1
"ENSG00000078808","SDF4","0.393748827643234","35.8417175472431","34.8079706683809",0.79039147638135,1
"ENSG00000176022","B3GALT6","0.721722403224654","6.18907802624107","6.2659303785286",0.939102827684491,1
"ENSG00000160087","UBE2J2","0.00523294955699571","28.6144090071255","25.7856583972827",0.111345817931992,1
"ENSG00000162572","SCNN1D","0.250707091594858","15.7253126261975","14.8816758540224",0.683148464065265,1
"ENSG00000131584","ACAP3","0.777212236260822","51.4058239090373","50.2514729493934",0.956023642631615,1
"ENSG00000127054","INTS11","0.0418358081328609","38.727774049452","36.2779548953333",0.321961963675512,1
"ENSG00000224051","CPTP","0.309525223294259","7.82216759943283","8.11857144058183",0.735552391989401,1
"ENSG00000107404","DVL1","0.593202436976968","25.7002509933516","25.8967013405657",0.891735738485362,1
"ENSG00000162576","MXRA8","0.105200170479995","11.0372300476716","9.86951072486392",0.484153937050462,1
"ENSG00000175756","AURKAIP1","0.0773169634036443","24.1632945073692","21.6762453713767",0.421359958024205,1
"ENSG00000221978","CCNL2","0.483032454221116","96.3069636555363","94.6541510233318",0.839699371646961,1
"ENSG00000242485","MRPL20","0.0901729588410431","30.9753588578257","28.8258407776084",0.455970345201825,1
"ENSG00000235098","ANKRD65","0.171197901236444","12.2845216036689","11.1823202083777",0.5922332988957,1
"ENSG00000179403","VWA1","0.334837300078253","23.8193385418642","22.2556563359616",0.754181451115604,1
"ENSG00000160072","ATAD3B","0.116943871639639","18.5990331864143","17.4650362683842",0.50284612282321,1
"ENSG00000197785","ATAD3A","0.815608884547189","11.1416546251033","10.9422794122962",0.964378589862613,1
"ENSG00000205090","TMEM240","0.405670423512913","18.4969635017886","19.209720187905",0.797436686925008,1
"ENSG00000160075","SSU72","0.924820424176426","37.4658996387582","37.1596266309342",0.989010415104669,1
"ENSG00000228594","FNDC10","0.580618553356784","7.12116732881695","7.490020319062",0.887546149781608,1
"ENSG00000197530","MIB2","0.362345557822919","33.6088779127066","32.3943981590307",0.771456178598345,1
"ENSG00000248333","CDK11B","0.00724850547428465","16.6737386028166","18.7676284699972",0.133692189789103,1
"ENSG00000189339","SLC35E2B","0.071698753117719","26.3621190591922","28.309397471928",0.405989554560323,1
"ENSG00000008128","CDK11A","0.147463403717761","21.4920604595063","22.8488095815561",0.556465865244185,1
"ENSG00000215790","SLC35E2A","0.0174610003360134","29.3717203932819","32.068146311928",0.213626168760358,1
"ENSG00000008130","NADK","0.0165501825633644","20.3180388712007","22.3242498096901",0.208286728101526,1
"ENSG00000078369","GNB1","0.0935678338747035","145.696079615687","141.740950628199",0.461317798803392,1
"ENSG00000187730","GABRD","0.71629899021799","17.216418730987","16.0859648727155",0.937889951126268,1
"ENSG00000067606","PRKCZ","0.588810486208407","15.7480385256223","16.9964145960262",0.889979881471267,1
"ENSG00000162585","FAAP20","0.00254320748468452","24.1630433645363","27.0642661127781",0.0841494256745614,1
"ENSG00000157933","SKI","0.333948724177471","50.0702078877984","51.9103227917864",0.75390411133898,1
"ENSG00000116151","MORN1","0.678034730991283","16.2652908057786","15.9154950649604",0.925975885699413,1
"ENSG00000157916","RER1","0.0876498489790391","36.0880280280772","34.0288090803494",0.450364667706291,1
"ENSG00000157911","PEX10","0.528389024786543","10.6396700831373","10.8989191116992",0.861502289769748,1
"ENSG00000149527","PLCH2","0.265292821540816","5.01568027178586","4.32542773608943",0.697182357110536,1
"ENSG00000157881","PANK4","0.605226569149099","8.969650550502","8.6763066037887",0.89645698110635,1
"ENSG00000197921","HES5","0.99012202138621","35.1763221944272","35.1179996060248",0.999156459788271,1
"ENSG00000157873","TNFRSF14","0.932918121714899","7.34794689638728","7.33944305827188",0.990707720953557,1
"ENSG00000157870","PRXL2B","0.683518712497255","9.92835318421224","10.0618835672367",0.928105904545314,1
"ENSG00000215912","TTC34","0.551978504204111","8.30165126279881","8.05299235292764",0.872075482573084,1
"ENSG00000177133","PRDM16-DT","0.355321235514456","118.351946749615","113.64088688264",0.76500563753437,1
"ENSG00000142611","PRDM16","0.684951660657327","323.222877739029","321.696607835467",0.928616943034445,1
