"Gene_Symbols","p_cogdx","p_ceradsc","acrophase_cog4","acrophase_cog5","acrophase_cerad1to2","acrophase_cerad3to5","amplitude_cog4","amplitude_cog5","amplitude_cerad1to2","amplitude_cerad3to5","BHQ_cogdx","Bonf_cogdx","BHQ_cerad","Bonf_cerad"
"HES4","0.106250002487067","0.0813943377532261","2.19409558467651","2.92162355319547","2.12433405350819","1.95739426441749","14.6029775047422","3.16207892919424","15.4575259886248","4.26263631740011",0.987143253679543,1,0.999811345497737,1
"SSU72","0.509151416574991","0.366985764640434","2.93308283966791","3.81319352158229","2.77948520854743","3.68946737337022","7.83524544526583","12.2485912357867","7.66869970902522","8.90711331547945",0.987143253679543,1,0.999811345497737,1
"GABRD","0.752958760352748","0.156021270457883","2.35804091905608","3.37646511186678","2.0222645914402","3.12660998290767","8.71598178539039","6.17575714470421","7.43542906175384","23.1407653374688",0.987143253679543,1,0.999811345497737,1
"HES5","0.54822677659538","0.941206097953011","1.64758068103078","1.13200551024564","1.59891624769813","1.6890880264797","18.128709996246","17.2542915105437","18.1913934518585","16.0323551342175",0.987143253679543,1,0.999811345497737,1
"KCNAB2","0.952664412674557","0.74255908691632","2.90743478292081","2.88694582891722","2.69857256898247","3.26825810771037","6.84391666988812","8.99415986044635","6.84800957484074","9.64325922693253",0.99037031710753,1,0.999811345497737,1
"SLC25A33","0.644848395834104","0.311530225537166","1.22211664265396","1.46562281055114","1.24631805564025","1.99202613742636","17.608227240881","26.7446811817166","22.2430208110026","6.83181749360741",0.987143253679543,1,0.999811345497737,1
"FBXO2","0.936544689067135","0.646036995646383","4.67006907734185","5.27808042760598","4.56643643356081","5.50842767211764","13.774421801116","8.50742230782917","14.8272833367376","13.6728505137429",0.987153266323301,1,0.999811345497737,1
"EFHD2","0.550193502455161","0.791972577462874","3.07711386534175","4.00981648074496","2.91556201250779","3.42319571139202","9.38598438010423","7.04415169921115","8.54470463392897","8.08681699811553",0.987143253679543,1,0.999811345497737,1
"NBL1","0.8542044548775","0.289512256843586","2.36113869148834","1.4202576937152","2.04286552011256","3.06685380058036","6.33840096648751","6.48581580093408","6.25683978900535","12.8521397785077",0.987143253679543,1,0.999811345497737,1
"PLA2G5","0.734387845695407","0.747105838809227","1.83880864912254","2.67624573291255","1.79989924455355","1.84443424745378","6.03369949997399","4.45718081680131","6.40742657622332","4.45803672279935",0.987143253679543,1,0.999811345497737,1
"CAMK2N1","0.0830151426302854","0.892195150364506","3.08143614677526","3.84420374518857","3.22151011357005","3.44816039209938","34.4458343139526","120.673106592671","35.7727258271727","40.9351743534305",0.987143253679543,1,0.999811345497737,1
