"Term.name","P.value","Z.score","Combined.score","Overlapping.genes","Adjusted.p.value","Old.p.value","Old.adjusted.p.value","gene.count","TF_NAME","FDR","cycling_in_CTL_BHQ","cycling_in_AD_BHQ","DR_AR1_BHQ","DR_AR1_mthd2_BHQ","DR_logAmpRatio","diff_mesor_BHQ","edgeR_DE_BHQ"
"TP53 (mouse)",0.000720669811789313,4.35647840531561,31.5205566535123,"['COPS6', 'RPL30', 'GFM2', 'TOMM7', 'CEP250', 'GPD1L', 'RPL26', 'RPL9', 'PRR13']",0.154223339722913,0,0,9,"TP53",0.154223339722913,NA,NA,NA,NA,NA,NA,NA
"CBEPB (human)",0.0306666500058928,2.13349320543565,7.43432675934903,"['COPS6', 'RPL21', 'GFM2', 'CEP250', 'SLC35F1', 'GPD1L', 'WDR12', 'FILIP1L', 'TMEM19', 'TOMM5', 'PRR13']",0.999850373922071,0,0,11,"CBEPB",0.999850373922071,NA,NA,NA,NA,NA,NA,NA
"IRF2 (mouse)",0.0485223016662418,2.47596017069701,7.491591321401,"['COPS6', 'GFM2', 'RPL26', 'RPL9', 'RPL17', 'PRR13']",0.999850373922071,0,0,6,"IRF2",0.999850373922071,0.0157043412879955,0.00472482810416803,0.873728141629645,0.879782196651245,0.328013764213724,0.859180755043592,0.988281199014191
"Nkx2-5 (mouse)",0.0508952003209155,3.88831835686778,11.5793601815027,"['RPL21', 'FILIP1L', 'PPIB']",0.999850373922071,0,0,3,"Nkx2-5",0.999850373922071,NA,NA,NA,NA,NA,NA,NA
"HIF1A (human)",0.0666515002468585,2.12762762762763,5.76220650734013,"['RPS4X', 'RPS15A', 'SNRPD1', 'GPD1L', 'FAU', 'TMEM19', 'RPL17']",0.999850373922071,0,0,7,"HIF1A",0.999850373922071,0.0189824876337517,0.00618833833399851,0.712393792906835,0.723778437482298,0.491232086628503,0.95752197652685,1
"Prrx2 (mouse)",0.0677769741608722,2.11847024890503,5.70193206725159,"['RPL21', 'ATRNL1', 'ARNT', 'CEP250', 'GPD1L', 'WDR12', 'FILIP1L']",0.999850373922071,0,0,7,"Prrx2",0.999850373922071,NA,NA,NA,NA,NA,NA,NA
"PITX1 (human)",0.0734306716195432,2.20746039856924,5.76459202056665,"['RPS15A', 'ARNT', 'FAU', 'P4HB', 'RPL17', 'PRR13']",0.999850373922071,0,0,6,"PITX1",0.999850373922071,NA,NA,NA,NA,NA,NA,NA
"CREM (human)",0.0760857150961686,2.68018018018018,6.90386203911454,"['RPL21', 'RPL34', 'P4HB', 'RPL9']",0.999850373922071,0,0,4,"CREM",0.999850373922071,0.763555529029591,0.364412600915227,NA,NA,NA,0.909320439960587,0.678762205390495
"CBX5 (human)",0.0944349875628203,11.937984496124,28.1717768298012,"['FARP2']",0.999850373922071,0,0,1,"CBX5",0.999850373922071,0.121962340075324,0.953267122367441,NA,NA,NA,0.971995185159295,1
"YY1 (mouse)",0.101173291142538,1.90341954858084,4.36058282298035,"['COPS6', 'ARNT', 'CLPTM1L', 'FAU', 'RPL26', 'RPL10A', 'RPL7']",0.999850373922071,0,0,7,"YY1",0.999850373922071,0.0163808451752743,0.202027356229707,NA,NA,NA,0.348522330692457,0.640267061314599
