GENE_SYMBOLS,refseq_ids
ARL4A,NM_001037164
GLS2,NM_001280796
PAK1,NM_001128620
RPL9,NM_000661
RPL7A,NM_000972
TRMT112,NM_001286082
RPS15A,NM_001019
RPS27A,NM_001135592
RPL15,NM_001253379
RPL22L1,NM_001099645
PRELID1,NM_001271828
RPS18,NM_022551
FAU,NM_001997
APOD,NM_001647
RPL41,NM_001035267
RPL19,NM_000981
ATP5IF1,NM_016311
HPCAL4,NM_001282396
RPL14,NM_001034996
MROH6,NM_001100878
C11orf87,NM_207645
RPL13,NM_000977
RPL26,NM_000987
C9orf129,NA
ST6GAL2,NM_001142351
KCNJ13,NM_001172416
RPS12,NM_001016
C6orf118,NM_144980
AMPH,NM_001635
TNFRSF11B,NM_002546
SELENOH,NM_001321335
NDUFC2,NM_001204054
ELOB,NM_007108
NME1,NM_000269
RPS19,NM_001022
RPL18,NM_000979
HAAO,NM_012205
RPS3A,NM_001006
NDUFA2,NM_001185012
RPS2,NM_002952
RPS28,NM_001031
NNAT,NM_001322802
DDT,NM_001084392
PDXP,NM_020315
RPL5,NM_000969
RPS27,NM_001030
GABRG2,NM_000816
ELOVL4,NM_022726
RPS3,NM_001005
RPL18A,NM_000980
HINT1,NM_005340
RPS5,NM_001009
SNHG15,NR_003697
RPL23A,NM_000984
RPL27,NM_000988
RPL21,NM_000982
RPL10A,NM_007104
TTLL6,NM_001130918
RPS16,NM_001020
SCAND1,NM_001385710
RPL3,NM_000967
RPS4X,NM_001007
RPS14,NM_001025070
COX7A1,NM_001864
CHCHD2,NM_001320327
GBP1,NM_002053
FAM89A,NM_198552
RPSA,NM_001304288
RPL8,NM_000973
RPS15,NM_001018
EPHA3,NM_001410778
UBE2QL1,NM_001145161
POLR2I,NM_006233
TMSB10,NM_021103
OST4,NM_001134693
GALK1,NM_000154
NDUFA7,NM_005001
