GENE_SYMBOLS,refseq_ids
FBXO2,NM_012168
ZBTB8A,NM_001040441
PAPPA2,NM_020318
HAAO,NM_012205
SLC3A1,NM_000341
ST6GAL2,NM_001142351
ORMDL1,NM_001128150
TMPRSS11D,NM_004262
RGS17,NM_012419
C6orf118,NM_144980
LAMB1,NM_002291
AGBL3,NM_001345850
PRSS51,XM_047422509
NKAIN3,NM_001039769
RRS1,NM_015169
TNFRSF11B,NM_002546
SLC1A1,NM_004170
RPP25L,NM_148178
C9orf129,NA
PHF19,NM_001009936
CUBN,NM_001081
HKDC1,NM_025130
JHY,NM_001363087
PRMT8,NM_001256536
GLS2,NM_001280796
ARG2,NM_001172
PPL,NM_002705
ALOX12,NM_000697
PNPLA6,NM_001166111
ZNF69,NM_001321163
RASSF2,NM_014737
