"Term.name","P.value","Z.score","Combined.score","Overlapping.genes","Adjusted.p.value","Old.p.value","Old.adjusted.p.value","gene.count","TF_NAME","FDR","cycling_in_CTL_BHQ","cycling_in_AD_BHQ","DR_AR1_BHQ","DR_AR1_mthd2_BHQ","DR_logAmpRatio","diff_mesor_BHQ","edgeR_DE_BHQ"
"TP53 (mouse)",0.000933253838055359,4.16887986252148,29.0855799636365,"['COPS6', 'RPL30', 'GFM2', 'TOMM7', 'CEP250', 'GPD1L', 'RPL26', 'RPL9', 'PRR13']",0.201582829019957,0,0,9,"TP53",0.201582829019957,NA,NA,NA,NA,NA,NA,NA
"PITX1 (human)",0.0304065237351783,2.56797998749218,8.97020600754726,"['GADD45GIP1', 'RPS15A', 'ARNT', 'FAU', 'P4HB', 'RPL17', 'PRR13']",0.999894129242261,0,0,7,"PITX1",0.999894129242261,NA,NA,NA,NA,NA,NA,NA
"CBEPB (human)",0.0366517104524458,2.05645604395604,6.79925070976022,"['COPS6', 'RPL21', 'GFM2', 'CEP250', 'SLC35F1', 'GPD1L', 'WDR12', 'FILIP1L', 'TMEM19', 'TOMM5', 'PRR13']",0.999894129242261,0,0,11,"CBEPB",0.999894129242261,NA,NA,NA,NA,NA,NA,NA
"YY1 (mouse)",0.0528550378870221,2.13213885778275,6.26891946046484,"['GADD45GIP1', 'COPS6', 'ARNT', 'CLPTM1L', 'FAU', 'RPL26', 'RPL10A', 'RPL7']",0.999894129242261,0,0,8,"YY1",0.999894129242261,0.0163808451752743,0.202027356229707,NA,NA,NA,0.348522330692457,0.640267061314599
"Nkx2-5 (mouse)",0.0567428175672232,3.70489174017642,10.6301724243382,"['RPL21', 'FILIP1L', 'PPIB']",0.999894129242261,0,0,3,"Nkx2-5",0.999894129242261,NA,NA,NA,NA,NA,NA,NA
"IRF2 (mouse)",0.0591479217826467,2.34047619047619,6.61819687825377,"['COPS6', 'GFM2', 'RPL26', 'RPL9', 'RPL17', 'PRR13']",0.999894129242261,0,0,6,"IRF2",0.999894129242261,0.0157043412879955,0.00472482810416803,0.873728141629645,0.879782196651245,0.328013764213724,0.859180755043592,0.988281199014191
"FOXF2 (human)",0.0692763981298443,2.23934010152284,5.97825655508013,"['GADD45GIP1', 'MZT2A', 'RPS15A', 'SNRPD1', 'FAU', 'PRR13']",0.999894129242261,0,0,6,"FOXF2",0.999894129242261,NA,NA,NA,NA,NA,NA,NA
"CREM (human)",0.0764124380940486,2.67195767195767,6.87123251777835,"['RPL21', 'RPL34', 'P4HB', 'RPL9']",0.999894129242261,0,0,4,"CREM",0.999894129242261,0.763555529029591,0.364412600915227,NA,NA,NA,0.909320439960587,0.678762205390495
"HIF1A (human)",0.0778740059391196,2.03795679386231,5.2022170393912,"['RPS4X', 'RPS15A', 'SNRPD1', 'GPD1L', 'FAU', 'TMEM19', 'RPL17']",0.999894129242261,0,0,7,"HIF1A",0.999894129242261,0.0189824876337517,0.00618833833399851,0.712393792906835,0.723778437482298,0.491232086628503,0.95752197652685,1
"Prrx2 (mouse)",0.0897659084743217,1.96207468070586,4.72967914929071,"['RPL21', 'ATRNL1', 'ARNT', 'CEP250', 'GPD1L', 'WDR12', 'FILIP1L']",0.999894129242261,0,0,7,"Prrx2",0.999894129242261,NA,NA,NA,NA,NA,NA,NA
"CBX5 (human)",0.0969386303836924,11.6,27.070655255053,"['FARP2']",0.999894129242261,0,0,1,"CBX5",0.999894129242261,0.121962340075324,0.953267122367441,NA,NA,NA,0.971995185159295,1
"TP63 (human)",0.102114395305423,1.99931506849315,4.56176036116635,"['GADD45GIP1', 'ARNT', 'GPD1L', 'FAU', 'PFDN5', 'PRR13']",0.999894129242261,0,0,6,"TP63",0.999894129242261,NA,NA,NA,NA,NA,NA,NA
"HNRNPK (human)",0.110014096358965,9.93968253968254,21.938338238946,"['WDR12']",0.999894129242261,0,0,1,"HNRNPK",0.999894129242261,0.00263756228432445,0.00117861311429039,0.84558260285144,0.851176769948197,0.3359013005759,0.957024482007352,1
"NR2F1 (mouse)",0.118588869962544,2.25796775403075,4.81419643423031,"['COPS6', 'CEP250', 'FAU', 'PPIB']",0.999894129242261,0,0,4,"NR2F1",0.999894129242261,0.803255478311251,0.00333131088822689,0.377222982859643,0.366288665784594,1.80775140271752,0.984357652027108,1
