"TF_NAME","Pscan_TERM","MATRIX_ID","Z_SCORE","P_VALUE","SAMPLE_AVERAGE","BACKGROUND_AVERAGE","SAMPLE_DEVSTD","SAMPLE_SIZE","In_original_list","FDR","cycling_in_CTL_BHQ","cycling_in_AD_BHQ","DR_AR1_BHQ","DR_AR1_mthd2_BHQ","DR_logAmpRatio","diff_mesor","edgeR_DE_BHQ","diff_mesor_BHQ","cycling_PRTN_CTL_BHQ","cycling_PRTN_AD_BHQ","DR_PRTN_BHQ","DM_PRTN_BHQ"
"HES1","HES1","MA1099.2","9.1666",1.34346e-20,0.875973,0.85239,0.058541,663,"False",4.4446135e-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TFDP1","TFDP1","MA1122.1","9.03977",4.83669e-20,0.873,0.849665,0.0536808,663,"False",1.536132744e-18,0.0467095530159475,0.613466894354662,NA,NA,NA,0.261502758518537,0.0998171693916154,0.261502758518537,NA,NA,NA,NA
"E2F2","E2F2","MA0864.2","8.97094",7.33327e-20,0.770992,0.755513,0.0432266,663,"False",2.23946783846154e-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ETV2","ETV2","MA0762.1","8.79621",2.99142e-19,0.822286,0.805106,0.0553856,663,"False",8.79699066666667e-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ZBTB14","ZBTB14","MA1650.1","8.66776",1.48916e-18,0.845334,0.820331,0.0562771,663,"False",4.22283228571429e-17,7.75786510956457e-05,0.55090117228194,0.560525784570717,0.561534407478836,-0.888922123687766,0.736621036426304,0.612394195387746,0.736621036426304,NA,NA,NA,NA
"Atf1","Atf1","MA0604.1","8.6048",1.67084e-18,0.858245,0.839285,0.0626058,663,"False",4.57464468965517e-17,5.9742164859843e-07,1.16775240718079e-05,0.65991239379855,0.661082812336543,0.285320519749345,0.0102641499516712,0.404057918177016,0.0102641499516712,NA,NA,NA,NA
"E2F4","E2F4","MA0470.2","8.58945",2.26813e-18,0.762433,0.747338,0.0446158,663,"False",6.00298406666667e-17,0.0117361814400315,0.0144022076630948,0.421846293035785,0.423099506217322,0.313543270381471,0.362763337930231,0.474596970455689,0.362763337930231,NA,NA,NA,NA
"SP1","SP1","MA0079.4","8.30758",2.83517e-17,0.833341,0.812589,0.059739,663,"False",7.26169348387097e-16,0.000994485006887694,0.024800432107589,0.854719423344633,0.855329011820536,-0.155203394594898,0.441069173275815,0.748818357339388,0.441069173275815,NA,NA,NA,NA
"SP4","SP4","MA0685.1","8.24793",4.72896e-17,0.811864,0.791926,0.0576455,663,"False",1.1733732e-15,0.00091696099579803,0.0899023015098918,NA,NA,NA,0.553031319078968,0.985242068935939,0.553031319078968,NA,NA,NA,NA
"SP9","SP9","MA1564.1","8.24036",5.8534e-17,0.886345,0.865208,0.0519888,663,"False",1.40836351515152e-15,7.32924474384911e-10,0.00275317132415032,0.679008224708813,0.679372112688405,-0.210967358919731,0.372032564657556,0.54611810670305,0.372032564657556,NA,NA,NA,NA
"ARNT","ARNT::HIF1A","MA0259.1","8.18278",8.50058e-17,0.909821,0.890666,0.0539415,663,"False",1.92841729142857e-15,0.0174937797992605,0.116806791524892,NA,NA,NA,0.652439793633765,0.744383070556009,0.652439793633765,NA,NA,NA,NA
"HIF1A","ARNT::HIF1A","MA0259.1","8.18278",8.50058e-17,0.909821,0.890666,0.0539415,663,"False",1.92841729142857e-15,0.000302344691196479,0.00121092221392744,0.61652393386657,0.617317541563475,0.423643696333801,0.484306763894514,0.564965483098805,0.484306763894514,NA,NA,NA,NA
"KLF3","KLF3","MA1516.1","8.13499",1.29726e-16,0.865605,0.846119,0.0539696,663,"False",2.861179e-15,0.104388823672148,0.103764143197439,NA,NA,NA,0.0832397723623701,0.265883519067963,0.0832397723623701,NA,NA,NA,NA
"HIF1A","HIF1A","MA1106.1","7.97156",4.601e-16,0.852397,0.833935,0.0570518,663,"False",9.8734972972973e-15,0.000302344691196479,0.00121092221392744,0.61652393386657,0.617317541563475,0.423643696333801,0.484306763894514,0.564965483098805,0.484306763894514,NA,NA,NA,NA
"HES2","HES2","MA0616.2","7.95698",5.55597e-16,0.827349,0.807232,0.0581491,663,"False",1.16090531052632e-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CREB3L4","CREB3L4","MA1475.1","7.87486",7.84697e-16,0.796713,0.780213,0.0628592,663,"False",1.59756261025641e-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KLF2","KLF2","MA1515.1","7.7059",4.58242e-15,0.912986,0.894352,0.0499785,663,"False",9.0961037e-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SP3","SP3","MA0746.2","7.6882",5.19627e-15,0.872296,0.852593,0.0540374,663,"False",1.00630204390244e-13,0.0670760985687042,0.00945206584004817,NA,NA,NA,0.0785093885259795,0.190497264315216,0.0785093885259795,NA,NA,NA,NA
"SP2","SP2","MA0516.2","7.63791",7.10551e-15,0.805692,0.78945,0.0497428,663,"False",1.34327974761905e-13,0.14624771027964,0.303469038840229,NA,NA,NA,0.985075302460173,0.936367154571206,0.985075302460173,NA,NA,NA,NA
"KLF5","KLF5","MA0599.1","7.54527",1.59974e-14,0.945635,0.92756,0.0501835,663,"False",2.95393851162791e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ELF5","ELF5","MA0136.2","7.41186",3.50085e-14,0.877477,0.864397,0.0484884,663,"False",6.31744295454545e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ZFP57","ZFP57","MA1583.1","7.29554",1.0418e-13,0.838006,0.822293,0.0474172,663,"False",1.83819822222222e-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KLF14","KLF14","MA0740.1","7.27325",1.20073e-13,0.834811,0.818128,0.0522624,663,"False",2.07256439130435e-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPDEF","SPDEF","MA0686.1","7.15188",2.53254e-13,0.81501,0.801715,0.0505069,663,"False",4.27837608510638e-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EGR3","EGR3","MA0732.1","7.0607",6.09137e-13,0.79798,0.780667,0.0518157,663,"False",1.00761412083333e-11,0.931899948885277,0.332811309569395,NA,NA,NA,0.453960487135005,NA,0.453960487135005,NA,NA,NA,NA
"HEY1","HEY1","MA0823.1","7.03131",7.00564e-13,0.822852,0.805772,0.0571393,663,"False",1.1351996244898e-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EGR2","EGR2","MA0472.2","6.9917",9.94e-13,0.823142,0.808129,0.0461502,663,"False",1.578472e-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EGR1","EGR1","MA0162.4","6.92845",1.62274e-12,0.831415,0.812172,0.0561422,663,"False",2.52638345098039e-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arnt","Arnt","MA0004.1","6.74267",4.93277e-12,0.879058,0.86117,0.0711382,663,"False",7.53196034615385e-11,0.0174937797992605,0.116806791524892,NA,NA,NA,0.652439793633765,0.744383070556009,0.652439793633765,NA,NA,NA,NA
"CTCFL","CTCFL","MA1102.2","6.75857",5.13342e-12,0.85738,0.839568,0.0579418,663,"False",7.69044430188679e-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KLF6","KLF6","MA1517.1","6.75334",5.33826e-12,0.895577,0.880258,0.0496569,663,"False",7.84921933333333e-11,0.734701345634589,0.68767627238193,NA,NA,NA,0.509268360060863,0.667488138803003,0.509268360060863,NA,NA,NA,NA
"ARNT2","ARNT2","MA1464.1","6.59836",1.33201e-11,0.819981,0.803892,0.0660319,663,"False",1.92293807272727e-10,0.00354610784125982,1.38599278767853e-05,NA,NA,NA,0.670408312825888,0.208167241223543,0.670408312825888,0.903347896688452,0.82992585368626,NA,0.474107905469332
"CREB3L4","CREB3L4","MA1474.1","6.55246",1.9537e-11,0.807013,0.795119,0.0452239,663,"False",2.7700675e-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KLF11","KLF11","MA1512.1","6.56304",2.00687e-11,0.880955,0.865068,0.0517607,663,"False",2.79553470175439e-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CENPB","CENPB","MA0637.1","6.29985",1.07505e-10,0.791846,0.78272,0.0352038,663,"False",1.47170637931034e-09,3.27157912855731e-09,0.000564328840066553,0.883148430496944,0.883273393265773,-0.137749813406483,0.00307062785573352,0.190008692966558,0.00307062785573352,NA,NA,NA,NA
"SP8","SP8","MA0747.1","6.28437",1.27138e-10,0.883298,0.870403,0.0445363,663,"False",1.71097579661017e-09,0.0738561260032527,0.0233201675346577,0.489674303021828,0.491509014189112,0.610156461538826,0.254434911662061,0.3759277822583,0.254434911662061,NA,NA,NA,NA
"GLIS1","GLIS1","MA0735.1","6.27048",1.30525e-10,0.712509,0.701599,0.0421518,663,"False",1.72728083333333e-09,4.39140704024171e-11,0.0065917324773616,0.753734695321017,0.755329782792218,-0.290234292067122,0.872841695034211,0.649807073238282,0.872841695034211,NA,NA,NA,NA
"ZIC5","ZIC5","MA1584.1","6.26995",1.35335e-10,0.786213,0.774101,0.0443844,663,"False",1.76157360655738e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GLIS2","GLIS2","MA0736.1","6.26862",1.38264e-10,0.799418,0.7882,0.040208,663,"False",1.77067122580645e-09,0.0818894312497024,0.617361657347814,0.987229232062437,NA,-0.19636386581106,0.758648691210538,0.552538839505653,0.758648691210538,NA,NA,NA,NA
"SOHLH2","SOHLH2","MA1560.1","6.23242",1.62039e-10,0.816854,0.802357,0.0590221,663,"False",2.04220580952381e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GMEB2","GMEB2","MA0862.1","6.20998",1.76517e-10,0.825847,0.813104,0.0563199,663,"False",2.18991403125e-09,0.523133859433627,0.60552972961011,NA,NA,NA,0.839814097126083,0.61220407766448,0.839814097126083,NA,NA,NA,NA
"BHLHE40","BHLHE40","MA0464.2","6.20142",1.88011e-10,0.824497,0.809721,0.0647948,663,"False",2.27547166666667e-09,0.669000201118665,0.742857268372954,NA,NA,NA,0.454747857318843,0.690151744369153,0.454747857318843,NA,NA,NA,NA
"E2F6","E2F6","MA0471.2","6.22259",1.89145e-10,0.866257,0.852237,0.0492293,663,"False",2.27547166666667e-09,0.0254386621253323,0.0057825017508549,NA,0.647651659585844,NA,0.544844919818492,0.533628725817631,0.544844919818492,NA,NA,NA,NA
"MYCN","MYCN","MA0104.4","6.12941",3.16414e-10,0.802046,0.788166,0.0570006,663,"False",3.74974202985075e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TFAP2E","TFAP2E","MA1569.1","6.12517",3.5677e-10,0.891479,0.876258,0.0531766,663,"False",4.16581441176471e-09,0.957860088784154,0.843546397076076,NA,NA,NA,0.383299289705684,0.249405103683996,0.383299289705684,NA,NA,NA,NA
"Zfx","Zfx","MA0146.2","6.09604",4.2374e-10,0.870714,0.855406,0.055144,663,"False",4.87608057971014e-09,0.556800751944705,0.168063249296086,NA,NA,NA,0.0522166574196875,0.257445501097556,0.0522166574196875,NA,NA,NA,NA
"ZIC3","ZIC3","MA0697.1","6.08492",4.36852e-10,0.797513,0.786209,0.043911,663,"False",4.95514982857143e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TFAP2B","TFAP2B","MA0813.1","6.08306",4.57868e-10,0.829826,0.816155,0.04981,663,"False",5.12038298591549e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TFAP2C","TFAP2C","MA0815.1","6.07422",4.88327e-10,0.82384,0.809526,0.0513422,663,"False",5.38516163888889e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KLF16","KLF16","MA0741.1","6.02652",6.61689e-10,0.886469,0.870747,0.0563689,663,"False",7.19700090410959e-09,0.669556299344003,0.106800470575565,NA,NA,NA,0.457423030253991,0.928963320862248,0.457423030253991,NA,NA,NA,NA
"ZIC4","ZIC4","MA0751.1","5.96319",9.39905e-10,0.8168,0.806296,0.041452,663,"False",1.00849266216216e-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EGR4","EGR4","MA0733.1","5.89491",1.49579e-09,0.791825,0.780201,0.0425915,663,"False",1.58354301333333e-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HEY2","HEY2","MA0649.1","5.86849",1.705e-09,0.827369,0.814695,0.0497125,663,"False",1.75993709090909e-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Klf12","Klf12","MA0742.1","5.86501",1.70674e-09,0.821312,0.809666,0.0474656,663,"False",1.75993709090909e-08,0.00935045075252866,0.0517126788555227,NA,NA,NA,0.631603016957751,0.894700653714394,0.631603016957751,0.18893883639127,0.628059260060968,NA,0.968009836222104
"CTCF","CTCF","MA0139.1","5.81391",2.25457e-09,0.789346,0.779428,0.0431613,663,"False",2.29503664102564e-08,4.84807928799479e-10,0.000677365593218238,0.980178453189282,0.97919213546869,0.035084249109359,0.224347289636522,0.0880201141891233,0.224347289636522,0.771502239191367,0.899747450097321,NA,0.811927095122464
"TFEC","TFEC","MA0871.2","5.75288",3.07597e-09,0.808947,0.79543,0.0649484,663,"False",3.09154453164557e-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TFAP2A","TFAP2A","MA0872.1","5.72289",4.19522e-09,0.818113,0.804318,0.0531,663,"False",4.16375585e-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arntl","Arntl","MA0603.1","5.69783",4.28521e-09,0.830722,0.817467,0.064242,663,"False",4.20056387654321e-08,0.694379640861019,0.000823368228762307,NA,NA,NA,0.214997476352131,0.841664983265933,0.214997476352131,NA,NA,NA,NA
"BHLHE41","BHLHE41","MA0636.1","5.67647",4.78569e-09,0.788295,0.775543,0.063523,663,"False",4.6339486097561e-08,5.30306451292405e-10,0.0022397771615651,0.605175147219752,0.606225733753681,-0.4256828106044,0.0395055375912522,0.170885971903098,0.0395055375912522,NA,NA,NA,NA
"ZNF460","ZNF460","MA1596.1","5.66705",5.74168e-09,0.793877,0.777914,0.0644956,663,"False",5.49264327710843e-08,0.154296583740618,0.0170821400572209,0.285385838258403,0.285933651772624,1.04771434825597,0.974452230221434,0.545485029429376,0.974452230221434,NA,NA,NA,NA
"Ahr","Ahr::Arnt","MA0006.1","5.64408",6.34565e-09,0.927641,0.913397,0.0619761,663,"False",5.92758364705882e-08,1.5596867764787e-10,0.00575697917429244,0.715139405512206,0.716153926596011,-0.317537630122562,0.508364865099555,0.66163177394438,0.508364865099555,NA,NA,NA,NA
"Arnt","Ahr::Arnt","MA0006.1","5.64408",6.34565e-09,0.927641,0.913397,0.0619761,663,"False",5.92758364705882e-08,0.0174937797992605,0.116806791524892,NA,NA,NA,0.652439793633765,0.744383070556009,0.652439793633765,NA,NA,NA,NA
"TFAP2A","TFAP2A","MA0810.1","5.56851",1.0751e-08,0.884336,0.873406,0.0398282,663,"False",9.92592325581395e-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YY1","YY1","MA0095.2","5.45537",1.70841e-08,0.809604,0.796807,0.0684824,663,"False",1.5591695862069e-07,0.0472173512656153,0.109903419665039,NA,NA,NA,0.927367548052344,0.443098219003713,0.927367548052344,0.627732509500388,0.969508128147537,NA,0.811269443848896
"Creb3l2","Creb3l2","MA0608.1","5.34793",3.36979e-08,0.842474,0.831136,0.0556898,663,"False",3.04046961363636e-07,0.0158723034126972,0.206091571611561,NA,0.882434270648127,NA,0.898829011622573,0.705887891545886,0.898829011622573,NA,NA,NA,NA
"THAP11","THAP11","MA1573.1","5.3203",3.44398e-08,0.7257,0.713794,0.0713323,663,"False",3.07249451685393e-07,0.153699636289666,0.0318758558656622,0.24533647959175,0.246751349953081,0.84212135827332,0.696745192032705,0.662535428630224,0.696745192032705,NA,NA,NA,NA
"TFAP2B","TFAP2B","MA0812.1","5.33261",3.97199e-08,0.864853,0.853532,0.0473015,663,"False",3.50417784444444e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ZIC1","ZIC1","MA0696.1","5.28506",5.05777e-08,0.784281,0.774242,0.0446918,663,"False",4.41304327472528e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MLX","MLX","MA0663.1","5.23081",6.17362e-08,0.784732,0.77323,0.0625191,663,"False",5.32810247826087e-07,4.03519585761193e-09,0.000107010699210604,0.689313640510985,0.689910191553051,-0.0876032774033511,0.477332045124646,0.524765679705527,0.477332045124646,NA,NA,NA,NA
"ZNF148","ZNF148","MA1653.1","5.20863",8.15979e-08,0.866574,0.850645,0.0614503,663,"False",6.96653038709677e-07,2.44981491718035e-09,0.053941903498311,NA,NA,NA,0.0698440925145701,0.653738983977228,0.0698440925145701,0.720492130913634,0.832563051062031,NA,0.599376764820855
"KLF4","KLF4","MA0039.4","5.19735",8.45903e-08,0.893611,0.879556,0.0586339,663,"False",7.14518065957447e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MYC","MYC","MA0147.3","5.08859",1.43177e-07,0.819337,0.807524,0.0583972,663,"False",1.19665829473684e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KLF10","KLF10","MA1511.1","5.07609",1.61078e-07,0.872446,0.861439,0.0482082,663,"False",1.33224929166667e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TFAP2C","TFAP2C","MA0814.2","5.01024",2.29599e-07,0.836807,0.825276,0.0503323,663,"False",1.879398e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HES7","HES7","MA0822.1","4.94788",3.11356e-07,0.740999,0.730391,0.0498335,663,"False",2.52261902040816e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Klf1","Klf1","MA0493.1","4.90069",4.04048e-07,0.875432,0.865753,0.0438902,663,"False",3.24054658585859e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CREB3","CREB3","MA0638.1","4.78981",6.67421e-07,0.768903,0.760337,0.0469084,663,"False",5.29932274e-06,5.45979393466241e-06,0.000337225825875713,0.997721109956083,0.997485546894885,-0.0104583215646815,0.0136105509309793,0.201241788735542,0.0136105509309793,NA,NA,NA,NA
"TFAP2B","TFAP2B","MA0811.1","4.73135",9.70911e-07,0.866491,0.857551,0.0395798,663,"False",7.63270627722772e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PAX5","PAX5","MA0014.3","4.67646",1.23207e-06,0.822225,0.813171,0.0452868,663,"False",9.59081941176471e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ZNF740","ZNF740","MA0753.2","4.66907",1.30918e-06,0.815504,0.803708,0.054749,663,"False",1.00921254368932e-05,0.0968876275054715,0.730481077452253,NA,NA,NA,0.548268878590269,0.542212727547952,0.548268878590269,NA,NA,NA,NA
"MAZ","MAZ","MA1522.1","4.65865",1.38957e-06,0.891796,0.877914,0.0627014,663,"False",1.06088325e-05,0.0980598580763489,0.378813150782559,NA,NA,NA,0.468938457619758,0.4359137964672,0.468938457619758,NA,NA,NA,NA
"ZBTB7B","ZBTB7B","MA0694.1","4.61104",1.66671e-06,0.804832,0.796231,0.0460634,663,"False",1.26035022857143e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mlxip","Mlxip","MA0622.1","4.60014",1.72044e-06,0.837005,0.823892,0.0743532,663,"False",1.28870694339623e-05,0.01567056010237,0.0412464270132939,NA,NA,NA,0.919820957818775,0.584368247130429,0.919820957818775,NA,NA,NA,NA
"JUNB","JUNB","MA1140.2","4.53225",2.25062e-06,0.729618,0.719098,0.0690139,663,"False",1.67008624299065e-05,0.675190526055226,0.351601298971008,NA,NA,NA,0.938704374647668,0.961898088388136,0.938704374647668,NA,NA,NA,NA
"MNT","MNT","MA0825.1","4.53502",2.33613e-06,0.84538,0.83503,0.0610087,663,"False",1.71748816666667e-05,0.111237042478379,0.0321321526844429,0.679008224708813,0.679372112688405,0.695300161812896,0.115317917569863,0.155605586567154,0.115317917569863,NA,NA,NA,NA
"TFAP2C","TFAP2C","MA0524.2","4.53546",2.52602e-06,0.862185,0.853662,0.0395647,663,"False",1.84005493577982e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ZNF682","ZNF682","MA1599.1","4.52912",2.55786e-06,0.776199,0.766683,0.0471726,663,"False",1.84630985454545e-05,0.555883102535779,0.759378967239156,NA,NA,NA,0.7832203763163,0.57005578236662,0.7832203763163,NA,NA,NA,NA
"MAX","MAX","MA0058.3","4.44024",3.67572e-06,0.834124,0.823549,0.0636339,663,"False",2.62929881081081e-05,3.3880737270915e-07,0.0516050647101421,0.415007841632972,0.416317096203809,-0.737430374128988,0.684850696471875,0.748818357339388,0.684850696471875,0.660937547589121,0.475304663521133,NA,0.419322524637367
"HES5","HES5","MA0821.1","4.43367",3.97123e-06,0.757425,0.748255,0.0485551,663,"False",2.81531841071429e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
