"Ensembl","Gene_Symbols"
"ENSG00000188807","TMEM201"
"ENSG00000143303","RRNAD1"
"ENSG00000133063","CHIT1"
"ENSG00000162843","WDR64"
"ENSG00000226479","TMEM185B"
"ENSG00000144395","CCDC150"
"ENSG00000211456","SACM1L"
"ENSG00000240891","PLCXD2"
"ENSG00000153767","GTF2E1"
"ENSG00000114450","GNB4"
"ENSG00000182580","EPHB3"
"ENSG00000063978","RNF4"
"ENSG00000198092","TMPRSS11F"
"ENSG00000170153","RNF150"
"ENSG00000164163","ABCE1"
"ENSG00000189045","ANKDD1B"
"ENSG00000019582","CD74"
"ENSG00000111911","HINT3"
"ENSG00000130024","PHF10"
"ENSG00000197461","PDGFA"
"ENSG00000077080","ACTL6B"
"ENSG00000164823","OSGIN2"
"ENSG00000070610","GBA2"
"ENSG00000119318","RAD23B"
"ENSG00000196422","PPP1R26"
"ENSG00000165716","DIPK1B"
"ENSG00000229656","ITGB1-DT"
"ENSG00000138336","TET1"
"ENSG00000155265","GOLGA7B"
"ENSG00000119946","CNNM1"
"ENSG00000053702","NRIP2"
"ENSG00000165966","PDZRN4"
"ENSG00000110925","CSRNP2"
"ENSG00000166153","DEPDC4"
"ENSG00000139372","TDG"
"ENSG00000250091","DNAH10OS"
"ENSG00000165807","PPP1R36"
"ENSG00000185650","ZFP36L1"
"ENSG00000233932","CTXN2"
"ENSG00000140545","MFGE8"
"ENSG00000167962","ZNF598"
"ENSG00000185947","ZNF267"
"ENSG00000196470","SIAH1"
"ENSG00000182224","CYB5D1"
"ENSG00000170049","KCNAB3"
"ENSG00000187824","TMEM220"
"ENSG00000177731","FLII"
"ENSG00000185862","EVI2B"
"ENSG00000275183","LENG9"
"ENSG00000213762","ZNF134"
"ENSG00000121417","ZNF211"
"ENSG00000101298","SNPH"
"ENSG00000125812","GZF1"
"ENSG00000198743","SLC5A3"
"ENSG00000100038","TOP3B"
"ENSG00000100285","NEFH"
"ENSG00000100242","SUN2"
"ENSG00000184481","FOXO4"
"ENSG00000125352","RNF113A"
