"Ensembl","Gene_Symbols"
"ENSG00000222046","DCDC2B"
"ENSG00000163393","SLC22A15"
"ENSG00000132692","BCAN"
"ENSG00000198756","COLGALT2"
"ENSG00000133063","CHIT1"
"ENSG00000228063","LYPLAL1-DT"
"ENSG00000162843","WDR64"
"ENSG00000171848","RRM2"
"ENSG00000163795","ZNF513"
"ENSG00000226479","TMEM185B"
"ENSG00000151690","MFSD6"
"ENSG00000144395","CCDC150"
"ENSG00000116117","PARD3B"
"ENSG00000182568","SATB1"
"ENSG00000114378","HYAL1"
"ENSG00000114779","ABHD14B"
"ENSG00000164087","POC1A"
"ENSG00000242094","FOXP1-IT1"
"ENSG00000240891","PLCXD2"
"ENSG00000144827","ABHD10"
"ENSG00000171757","LRRC34"
"ENSG00000114450","GNB4"
"ENSG00000182580","EPHB3"
"ENSG00000168993","CPLX1"
"ENSG00000071127","WDR1"
"ENSG00000198092","TMPRSS11F"
"ENSG00000152784","PRDM8"
"ENSG00000170153","RNF150"
"ENSG00000039139","DNAH5"
"ENSG00000182836","PLCXD3"
"ENSG00000019582","CD74"
"ENSG00000145901","TNIP1"
"ENSG00000198624","CCDC69"
"ENSG00000205269","TMEM170B"
"ENSG00000204296","TSBP1"
"ENSG00000112796","ENPP5"
"ENSG00000146242","TPBG"
"ENSG00000111911","HINT3"
"ENSG00000130024","PHF10"
"ENSG00000198719","DLL1"
"ENSG00000157214","STEAP2"
"ENSG00000180155","LYNX1"
"ENSG00000070610","GBA2"
"ENSG00000131669","NINJ1"
"ENSG00000130717","UCK1"
"ENSG00000196422","PPP1R26"
"ENSG00000165716","DIPK1B"
"ENSG00000159069","FBXW5"
"ENSG00000099256","PRTFDC1"
"ENSG00000229656","ITGB1-DT"
"ENSG00000243660","ZNF487"
"ENSG00000138336","TET1"
"ENSG00000107742","SPOCK2"
"ENSG00000188211","NCR3LG1"
"ENSG00000091664","SLC17A6"
"ENSG00000110455","ACCS"
"ENSG00000066336","SPI1"
"ENSG00000186509","OR9Q1"
"ENSG00000185670","ZBTB3"
"ENSG00000174996","KLC2"
"ENSG00000053702","NRIP2"
"ENSG00000165966","PDZRN4"
"ENSG00000134294","SLC38A2"
"ENSG00000261308","FIGNL2"
"ENSG00000197111","PCBP2"
"ENSG00000185306","C12orf56"
"ENSG00000139289","PHLDA1"
"ENSG00000166153","DEPDC4"
"ENSG00000076248","UNG"
"ENSG00000111325","OGFOD2"
"ENSG00000250091","DNAH10OS"
"ENSG00000133101","CCNA1"
"ENSG00000165807","PPP1R36"
"ENSG00000185650","ZFP36L1"
"ENSG00000100604","CHGA"
"ENSG00000128965","CHAC1"
"ENSG00000166963","MAP1A"
"ENSG00000233932","CTXN2"
"ENSG00000127578","WFIKKN1"
"ENSG00000103227","LMF1"
"ENSG00000167962","ZNF598"
"ENSG00000254206","NPIPB11"
"ENSG00000103485","QPRT"
"ENSG00000103549","RNF40"
"ENSG00000103496","STX4"
"ENSG00000225614","ZNF469"
"ENSG00000175826","CTDNEP1"
"ENSG00000182224","CYB5D1"
"ENSG00000170049","KCNAB3"
"ENSG00000187824","TMEM220"
"ENSG00000185862","EVI2B"
"ENSG00000270885","RASL10B"
"ENSG00000108797","CNTNAP1"
"ENSG00000161682","FAM171A2"
"ENSG00000167100","SAMD14"
"ENSG00000154945","ANKRD40"
"ENSG00000171246","NPTX1"
"ENSG00000169738","DCXR"
"ENSG00000169727","GPS1"
"ENSG00000085415","SEH1L"
"ENSG00000172009","THOP1"
"ENSG00000105135","ILVBL"
"ENSG00000256229","ZNF486"
"ENSG00000105699","LSR"
"ENSG00000126243","LRFN3"
"ENSG00000142252","GEMIN7"
"ENSG00000275183","LENG9"
"ENSG00000105063","PPP6R1"
"ENSG00000267710","EDDM13"
"ENSG00000196867","ZFP28"
"ENSG00000213762","ZNF134"
"ENSG00000101236","RNF24"
"ENSG00000185052","SLC24A3"
"ENSG00000125812","GZF1"
"ENSG00000101199","ARFGAP1"
"ENSG00000198743","SLC5A3"
"ENSG00000159231","CBR3"
"ENSG00000100038","TOP3B"
"ENSG00000100285","NEFH"
"ENSG00000184381","PLA2G6"
"ENSG00000100242","SUN2"
"ENSG00000101871","MID1"
"ENSG00000147027","TMEM47"
"ENSG00000184481","FOXO4"
"ENSG00000198960","ARMCX6"
"ENSG00000177485","ZBTB33"
