"Term.name","P.value","Z.score","Combined.score","Overlapping.genes","Adjusted.p.value","Old.p.value","Old.adjusted.p.value","gene.count","TF_NAME","FDR","cycling_in_CTL_BHQ","cycling_in_AD_BHQ","DR_AR1_BHQ","DR_AR1_mthd2_BHQ","DR_logAmpRatio","diff_mesor_BHQ","edgeR_DE_BHQ"
"TFAP2A (mouse)",9.56372810570827e-07,2.17928571428571,30.2051572226116,"['PTPRT', 'COL18A1', 'RAB3A', 'CD83', 'FRMPD4', 'GMFG', 'SLA', 'YBX1', 'TCIRG1', 'SLC6A1', 'GALNT10', 'GRIP1', 'TUBB3', 'IMPA2', 'PIM1', 'FAM81A', 'DLEU7', 'TPI1', 'DYNLT3', 'MAMDC2', 'MYO7A', 'UNC13D', 'DOK3', 'ASPHD1', 'RBMS1', 'KCNQ5', 'PHPT1', 'PFN1', 'DOCK1', 'ASTN1', 'CX3CR1', 'GRAMD1A', 'HPCA', 'LTC4S', 'CSF2RA', 'TMEM163', 'NCALD', 'TYMP', 'GNG3', 'PRDX5', 'SBNO2', 'CREG2', 'TRPM3', 'LAIR1', 'PACSIN1', 'IL10RB', 'TMEM176B', 'LIMK2', 'TNFSF13', 'PNMA2', 'NSG1', 'SMAD6', 'PDP1', 'SLC25A37', 'PTPRE', 'AGBL4', 'PPFIBP1', 'NFIB']",0.000224565254203704,0,0,58,"TFAP2A",0.000224565254203704,NA,NA,NA,NA,NA,NA,NA
"ZNF148 (human)",1.57038639303289e-06,2.13989104116223,28.5979080110726,"['PRR5', 'PTPRT', 'FCGBP', 'COL18A1', 'SIGLEC9', 'TNFAIP2', 'STMN3', 'TCIRG1', 'RIMS2', 'TUBB3', 'RASGEF1C', 'FAM110B', 'PMEPA1', 'FAM81A', 'SLC16A3', 'RBFOX1', 'NUP210', 'PLEKHG5', 'SLC11A1', 'UNC13D', 'ASPHD1', 'KCNQ5', 'FAM20A', 'ASTN2', 'PHPT1', 'PFN1', 'CEBPB', 'TSHZ3', 'HPCA', 'NLRC5', 'CEND1', 'PLD4', 'LTC4S', 'CPLX1', 'SBNO2', 'SUSD3', 'HEATR3', 'PACSIN1', 'OPCML', 'MARCKSL1', 'IL10RB', 'TMEM176B', 'KCNIP4', 'KLHL2', 'CCK', 'NR1D2', 'NR1D1', 'NAP1L5', 'PDP1', 'PTPRE', 'CXCL12', 'BCL6', 'NFIB', 'FGF13', 'XKR4', 'UBE2M', 'C1QC', 'HSPA1A']",0.000224565254203704,0,0,58,"ZNF148",0.000224565254203704,0.0719421351824657,0.593364751702459,NA,NA,NA,0.807372254627712,0.995397726935177
"KLF11 (human)",4.76176095825515e-05,2.02547115933752,20.1581126525586,"['PRR5', 'PTPRT', 'FCGBP', 'COL18A1', 'CEBPB', 'SIGLEC9', 'HPCA', 'NLRC5', 'TNFAIP2', 'CEND1', 'STMN3', 'PLD4', 'TCIRG1', 'LTC4S', 'CPLX1', 'RIMS2', 'ZFP36', 'SBNO2', 'DBP', 'TUBB3', 'FAM110B', 'PMEPA1', 'SUSD3', 'SLC16A3', 'CD55', 'MARCKSL1', 'RBFOX1', 'NUP210', 'PLEKHG5', 'TMEM176B', 'CCK', 'NR1D2', 'NR1D1', 'NAP1L5', 'UNC13D', 'MLLT11', 'PTPRE', 'CXCL12', 'NFIB', 'ASPHD1', 'KCNQ5', 'ASTN2', 'PHPT1', 'PFN1', 'UBE2M', 'C1QC']",0.0045395454468699,0,0,46,"KLF11",0.0045395454468699,NA,NA,NA,NA,NA,NA,NA
"RELA (human)",0.000209675404699308,1.57141995051596,13.3098482762533,"['PRR5', 'FCGBP', 'COL18A1', 'STEAP3', 'PID1', 'CALCOCO2', 'F13A1', 'PLAT', 'TCIRG1', 'AFF3', 'RBPJ', 'DBP', 'DSE', 'FAM110B', 'NFKBIZ', 'PIM1', 'TSPO', 'MAP3K8', 'RTTN', 'PLXNC1', 'IKBKE', 'MCF2L2', 'RBFOX1', 'CD93', 'SFMBT2', 'PLEKHG5', 'CACNA2D3', 'AMPD2', 'NAV2', 'EML1', 'UNC13D', 'RUNX1', 'RHOB', 'KCTD7', 'VSNL1', 'ASPHD1', 'SNRPG', 'FAM20A', 'ASTN2', 'PHPT1', 'DOCK1', 'CNTNAP5', 'ANKRD36B', 'FKBP5', 'GRAMD1A', 'CEBPD', 'ABHD3', 'HPCA', 'CEND1', 'DENND3', 'CACNA1C', 'CPLX1', 'HIF1A', 'ARNTL', 'TYMP', 'PLAC8', 'GNG3', 'SBNO2', 'SNTG1', 'RNF217', 'CHST15', 'TBC1D14', 'SLC38A2', 'CSMD1', 'TRPM3', 'MOAP1', 'MARCKSL1', 'XBP1', 'PRELID1', 'GCA', 'CNTN5', 'LIMK2', 'TNFSF13', 'NAP1L3', 'RAB27A', 'NR1D1', 'LILRB4', 'PTPN14', 'ELL2', 'MLLT11', 'PTPRE', 'C1ORF216', 'EEPD1', 'LRFN5', 'CXCL12', 'BCL6', 'SCD', 'NFIB', 'RAB15', 'CCDC65', 'LTBR', 'FGF13', 'PTPN2']",0.0123040063364484,0,0,93,"RELA",0.0123040063364484,NA,NA,NA,NA,NA,NA,NA
"CACYBP (human)",0.000244547041923365,1.90928969609782,15.8778495157508,"['PTPRT', 'SNAP25', 'FCGBP', 'GRAMD1A', 'STEAP3', 'CEBPB', 'SIGLEC9', 'HPCA', 'PXN', 'TNFAIP2', 'CEND1', 'STMN3', 'TCIRG1', 'LTC4S', 'PRDM11', 'CPLX1', 'RIMS2', 'SBNO2', 'TUBB3', 'STAB1', 'FAM110B', 'SUSD3', 'SLC16A3', 'PLTP', 'CD55', 'PACSIN1', 'MARCKSL1', 'ACOT7', 'PLEKHG5', 'TMEM176B', 'CACNA2D3', 'NR1D1', 'SYN3', 'NAP1L5', 'UNC13D', 'MLLT11', 'CXCL12', 'NFIB', 'ASPHD1', 'APOC1', 'PHPT1', 'FKBP5', 'C1QC']",0.0123040063364484,0,0,43,"CACYBP",0.0123040063364484,0.186987581049179,0.0819310891316597,0.591876010722225,0.59812461507954,0.232658412023011,0.934556671919112,1
"KLF4 (human)",0.000258126007058357,1.84929607303122,15.2790000929695,"['PRR5', 'PTPRT', 'FCGBP', 'COL18A1', 'CEBPB', 'SIGLEC9', 'HPCA', 'NLRC5', 'TNFAIP2', 'CEND1', 'STMN3', 'PLD4', 'TCIRG1', 'LTC4S', 'CPLX1', 'RIMS2', 'ZFP36', 'SBNO2', 'DBP', 'TUBB3', 'FAM110B', 'PMEPA1', 'SUSD3', 'SLC16A3', 'CD55', 'MARCKSL1', 'RBFOX1', 'NUP210', 'PLEKHG5', 'TMEM176B', 'CCK', 'NR1D2', 'NR1D1', 'NAP1L5', 'UNC13D', 'MLLT11', 'PTPRE', 'CXCL12', 'NFIB', 'ASPHD1', 'KCNQ5', 'TLR5', 'ASTN2', 'PHPT1', 'PFN1', 'UBE2M', 'C1QC']",0.0123040063364484,0,0,47,"KLF4",0.0123040063364484,NA,NA,NA,NA,NA,NA,NA
"HINFP (human)",0.000361000367328848,1.51865129613489,12.0377893261407,"['CD83', 'TFRC', 'GPR65', 'STMN3', 'IKZF2', 'BACH1', 'RGS4', 'RIMS2', 'FADS2', 'ZFP36', 'CHCHD7', 'CLEC5A', 'PIM1', 'PLXNC1', 'SLC16A3', 'C11ORF87', 'RBFOX1', 'NUP210', 'SFMBT2', 'CACNA2D3', 'RUNX1', 'SAP30', 'KCTD7', 'CACNB4', 'PFN1', 'TSHZ3', 'CEND1', 'CPLX1', 'SLC5A3', 'PLAC8', 'SBNO2', 'KCNMB2', 'CHST15', 'TRPM3', 'MOAP1', 'CD163', 'XBP1', 'PRELID1', 'CNTN5', 'TNFSF13', 'DSTN', 'NR1D2', 'IGF2R', 'TNFRSF10D', 'BCL6', 'P4HA1', 'XKR4', 'PRR5', 'SNAP25', 'COL18A1', 'DIRAS2', 'AFF3', 'ELAVL2', 'CASP4', 'NFKBIZ', 'NCK2', 'PDE4B', 'TMEM108', 'PHACTR2', 'FLVCR2', 'YWHAG', 'TPI1', 'PGAM1', 'PDE4D', 'PLEKHG5', 'AMPD2', 'C1ORF162', 'URB1', 'KSR2', 'CREB5', 'CEBPB', 'SATB1', 'MVP', 'ARNTL', 'TYMP', 'PNMA1', 'CHSY1', 'SPP1', 'SUSD3', 'GBP2', 'GPR155', 'OPCML', 'MYO10', 'LIMK2', 'KCNIP4', 'NAP1L3', 'CCK', 'PNMA2', 'SVIP', 'NAP1L5', 'STXBP5L', 'PDP1', 'EEPD1', 'PER3', 'TEF', 'NFIB', 'KIF26B', 'PIK3AP1', 'MDGA2', 'C1QC', 'HSPA1A']",0.0147494435794358,0,0,101,"HINFP",0.0147494435794358,NA,NA,NA,NA,NA,NA,NA
"CACYBP (mouse)",0.000481567557465684,1.7210939644071,13.1465143398987,"['DOCK5', 'FCGBP', 'GMFG', 'F13A1', 'TCIRG1', 'RBPJ', 'ELAVL2', 'TNFSF13B', 'SGCE', 'GRIP1', 'GOLGA4', 'TUBB3', 'IMPA2', 'C1RL', 'PHACTR2', 'PMEPA1', 'ERC2', 'XYLB', 'AMPD2', 'KSR2', 'ATG14', 'EML1', 'GAP43', 'PCP4', 'ASPHD1', 'KCNQ5', 'MGLL', 'STX1A', 'NRN1', 'SATB1', 'MVP', 'HPCA', 'PLD4', 'GNG3', 'HRH2', 'TBC1D14', 'PLTP', 'LAIR1', 'MAP2K6', 'MARCKSL1', 'TMEM176B', 'TNFSF13', 'KCNIP4', 'NR1D2', 'PDP1', 'BST2', 'SLC6A6', 'AGBL4', 'PLCXD3', 'TEF', 'NFIB', 'APOC1', 'XKR4', 'C1QC']",0.0170825880577157,0,0,54,"CACYBP",0.0170825880577157,0.186987581049179,0.0819310891316597,0.591876010722225,0.59812461507954,0.232658412023011,0.934556671919112,1
"ETV4 (human)",0.000537563959858186,1.76884810432263,13.3167071698555,"['ARHGAP9', 'ROBO2', 'C1QA', 'COL18A1', 'SIGLEC9', 'SATB1', 'HPCA', 'SLA', 'CACNA1A', 'TCIRG1', 'LTC4S', 'SLC6A1', 'AFF3', 'CSF2RA', 'AIF1', 'ANTXR1', 'LITAF', 'RGS4', 'GNG3', 'SNTG1', 'CTNNA3', 'RTTN', 'ERC2', 'OPCML', 'ACOT7', 'FCER1G', 'DSCAM', 'LIMK2', 'USP9Y', 'TNFSF13', 'MAMDC2', 'KLHL2', 'CCK', 'NAP1L5', 'DNAJC3', 'MS4A6A', 'PTPRE', 'LRFN5', 'CACNB4', 'ASPHD1', 'CD69', 'PIK3AP1', 'MDGA2', 'FGF13', 'ISCU', 'HSPA1B', 'FKBP5', 'LGMN']",0.0170825880577157,0,0,48,"ETV4",0.0170825880577157,NA,NA,NA,NA,NA,NA,NA
"ETS1 (human)",0.000702053013309612,1.4289886796502,10.3766036397563,"['FCGBP', 'RAB3A', 'UBXN2B', 'TFRC', 'GMFG', 'PROS1', 'SLA', 'F13A1', 'RBPJ', 'BACH1', 'ANTXR1', 'RGS4', 'GRIP1', 'RPS6KA5', 'TUBB3', 'C1RL', 'PIM1', 'MS4A14', 'RTTN', 'WLS', 'RBFOX1', 'ACOT7', 'DSCAM', 'NUP210', 'ARRDC3', 'ATP11A', 'MYO7A', 'EML1', 'RUNX1', 'CACNB4', 'DOK3', 'ASPHD1', 'SBDS', 'TBPL1', 'EIF1B', 'KIAA0408', 'ISCU', 'NRN1', 'KHDRBS3', 'IGSF6', 'PXN', 'PLD4', 'CACNA1C', 'GNG10', 'SBNO2', 'HRH2', 'EPB41L3', 'TBC1D14', 'SLC38A2', 'MAP9', 'S100A11', 'CD163', 'PRELID1', 'IDH1', 'IGF1', 'NR1D1', 'SSH2', 'ELL2', 'SLC6A6', 'PTPRE', 'BCL6', 'FGF13', 'HAMP', 'BEX5', 'LGMN', 'PRR5', 'ARHGAP9', 'ROBO2', 'DOCK5', 'COL18A1', 'TNFAIP8', 'CLIC4', 'OTUD7A', 'TNFAIP2', 'STON2', 'YBX1', 'TCIRG1', 'KBTBD12', 'FCGR3A', 'SH3PXD2B', 'CASP4', 'NFKBIZ', 'ITGAX', 'NCK2', 'ZNF385B', 'ZNF385D', 'ERC2', 'DLGAP2', 'TPI1', 'HMGCS1', 'IL15', 'PGAM1', 'PDE4D', 'DYNLT3', 'PLEKHG5', 'AMPD2', 'NAV2', 'TNFRSF1B', 'RHOB', 'DNAJC3', 'PLSCR1', 'VSNL1', 'OAS1', 'AIDA', 'ACPP', 'DOCK1', 'CHMP5', 'GRAMD1A', 'CD163L1', 'PDXP', 'AIF1', 'NCALD', 'ARNTL', 'PRKY', 'CTNNA3', 'CSMD1', 'CD55', 'NLGN4Y', 'C17ORF67', 'PTPN1', 'TMEM176B', 'KCNIP4', 'NAP1L2', 'LILRB4', 'PTPN14', 'STXBP5L', 'RNF149', 'RAB15', 'TMEM39A', 'LTBR', 'PIK3AP1']",0.0190043292006629,0,0,131,"ETS1",0.0190043292006629,NA,NA,NA,NA,NA,NA,NA
