Item ID	Item value	Change in Kuiper test statistic when item removed
CYFIP2	12.5688393045567	-0.005012531328321135
ABCD2	21.6227907235702	0.01284461152882177
LEAP2	10.5874038424239	-0.005012531328321135
SLC35B1	12.3228537656814	-0.005012531328321135
PROS1	21.221590158923	0.01284461152882177
AQP9	11.7387122992122	-0.005012531328321135
ATP2A2	11.9687075292966	-0.005012531328321135
SPINT2	11.8520456467386	-0.005012531328321135
TMEM97	13.2591387157132	-0.005012531328321135
ETS2	9.91119062762881	0.005060174644428428
CNDP2	11.227539042282	-0.005012531328321135
TDO2	23.3536173037698	0.01284461152882177
CASP6	22.3398126839283	0.01284461152882177
ACP2	10.8008193600918	-0.005012531328321135
ACP1	11.57547226705	-0.005012531328321135
CBR1	12.4030244648645	-0.005012531328321135
GABARAPL1	11.3501370141734	-0.005012531328321135
GSTO1	12.887645405323	-0.005012531328321135
ARG1	4.59463200684608	0.01284461152882177
IGFBP4	12.1564197672557	-0.005012531328321135
DCXR	13.4131253562584	-0.005012531328321135
ENTPD5	1.44371901413013	0.01284461152882177
DHPS	12.516005202449	-0.005012531328321135
SSR3	11.3147310805859	-0.005012531328321135
TNFRSF1A	12.9126421560518	-0.005012531328321135
CYP27A1	22.8275348891251	0.01284461152882177
TPST1	0.211391138763907	0.01284461152882177
RBP4	11.2646084842132	-0.005012531328321135
NINJ1	13.4997647419612	-0.00140255692403779
TMBIM6	12.288531673385	-0.005012531328321135
ACOX3	0.967728363958394	0.01284461152882177
PTGES	12.5771716315647	-0.005012531328321135
ENPEP	1.04076866095628	0.01284461152882177
AHCY	11.3339495144975	-0.005012531328321135
RETSAT	10.498025415022	-0.005012531328321135
SHMT2	13.3089357273148	-0.005012531328321135
SLC22A1	0.365850994634278	0.01284461152882177
CYP2C18	21.6333508692161	0.01284461152882177
ARPP19	11.0224428560676	-0.005012531328321135
PAPSS2	1.9960842473227	0.01284461152882177
ADH5	12.5892991792949	-0.005012531328321135
PSMB10	10.6155889117037	-0.005012531328321135
HSD11B1	10.4290277751541	-0.005012531328321135
NFS1	11.4307862243451	-0.005012531328321135
PGRMC1	11.7437389209028	-0.005012531328321135
TKFC	10.6930564439031	-0.005012531328321135
DDT	11.1299053490898	-0.005012531328321135
GSTM4	12.8880687934715	-0.005012531328321135
TGFB2	1.12052237546515	0.01284461152882177
PMM1	10.8842470850625	-0.005012531328321135
GSS	10.1529355709748	-0.0012931263719102581
PTGES3	12.5427604791931	-0.005012531328321135
TYR	8.79272095468635	0.01284461152882177
SLC6A6	1.08134687369553	0.01284461152882177
DHRS7	12.3356232955843	-0.005012531328321135
PINK1	11.5271062259365	-0.005012531328321135
ID2	12.6542651180493	-0.005012531328321135
