GENE_SYMBOLS,refseq_ids
CDK20,NM_001039803
ADGRG2,NM_001079858
RPL22L1,NM_001099645
RPA3,NM_002947
CC2D2B,NM_001001732
SQLE,NM_003129
TOM1L1,NM_001321173
PHF23,NM_001284517
APOD,NM_001647
ABCB1,NM_000927
HHAT,NM_001122834
GFAP,NM_001131019
LACTB2,NM_016027
TMEM208,NM_001318217
ASIC4,NM_018674
EMC6,NM_001014764
ATF5,NM_001193646
UBE2S,NM_014501
DAPK2,NM_001363730
LIPI,NM_001302998
MRPL49,NM_004927
POLE2,NM_001197330
SCIMP,NM_001271842
ENTPD7,NM_001349962
PDE6B,NM_000283
SYCP3,NM_001177948
GMNN,NM_001251989
DDT,NM_001084392
LRTM1,NM_001304389
TGFB1,NM_000660
FMO5,NM_001144829
HAR1A,NR_003244
C9orf153,NM_001010907
SLC2A12,NM_145176
KCNA4,NM_002233
CCDC28B,NM_001301011
FAM43A,NM_153690
ADRA1D,NM_000678
SNAI3,NM_178310
SLC39A7,NM_001077516
PCBD1,NM_000281
ADAM32,NM_001313994
ARMCX6,NM_001009584
SDE2,NM_152608
MSMO1,NM_001017369
FKBP5,NM_001145775
SLC26A3,NM_000111
PAPPA,NM_002581
TMPRSS11D,NM_004262
NRIP2,NM_031474
CCDC178,NM_001105528
IFI27L2,NM_032036
MCHR1,NM_005297
HIPK4,NM_144685
CBLN2,NM_182511
PDRG1,NM_030815
TRPM3,NM_001007470
HMGCS1,NM_001098272
SNHG15,NR_003697
B3GNT5,NM_032047
MYH11,NM_001040113
C8orf88,NM_001190972
SPDYE2,NM_001031618
NDNF,NM_024574
C3orf67,NA
FAM227B,NM_001330293
LSM10,NM_032881
ZNF853,NM_001353546
ITGBL1,NM_001271754
SAC3D1,NM_001367485
CORIN,NM_001278585
MCMDC2,NM_001136160
SUPT4H1,NM_003168
BBC3,NM_001127240
MRPS12,NM_021107
ASGR1,NM_001197216
ARL9,NM_001363794
SMCR5,NM_144774
OPRK1,NM_000912
ABRAXAS1,NM_001345962
DOLPP1,NM_001135917
PAPPA2,NM_020318
LINGO1,NM_001301186
MYLK,NM_001321309
LEPR,NM_001003679
INSIG1,NM_001346590
FAM174C,NM_017914
FSIP2,NM_173651
ANKRD18A,NM_001331100
AGT,NM_000029
ZFP36L1,NM_001244698
HIST3H2A,NA
DCN,NM_001920
CHDH,NM_018397
DUSP28,NM_001033575
ETFBKMT,NM_001135863
OR2L5,NM_001258284
NRAD1,NR_026955
UQCC3,NM_001085372
NUDT15,NM_001304745
A1BG,NM_130786
ZBBX,NM_001199201
OLMALINC,NR_026762
CD302,NM_001198763
COL6A6,NM_001102608
MC1R,NM_002386
NUP210L,NM_001159484
SEMA3C,NM_001350120
OR2L2,NM_001004686
ST8SIA6,NM_001004470
GLI3,NM_000168
ACKR1,NM_001122951
XIST,NR_001564
FOXP2,NM_001172766
C11orf95,NA
RBPMS,NM_001008710
CD36,NM_000072
CDKN2A,NM_000077
MRVI1,NA
IFIT2,NM_001547
ACTL6A,NM_004301
HLA-C,NM_001243042
TENT5A,NM_017633
RUNX1,NM_001001890
TBL1Y,NM_033284
GATD3B,NA
ART3,NM_001130016
TAC1,NM_003182
ANKRD20A4,NA
VEPH1,NM_001167911
CENPQ,NM_018132
C12orf75,NM_001145199
TNNT2,NM_000364
RBM20,NM_001134363
ADAMTS20,NM_025003
RCAN3,NM_001251977
LDLR,NM_000527
CNDP1,NM_032649
PRKY,NM_002760
CFAP54,NM_001306084
NLGN4Y,NM_001164238
KLRD1,NM_001114396
NSDHL,NM_001129765
RPS4Y1,NM_001008
ABI3BP,NM_001349329
GALNT3,NM_004482
GADD45G,NM_006705
ACAT2,NM_001303253
IGFBP7,NM_001253835
GRIK3,NM_000831
GPC5,NM_004466
SMOC1,NM_001034852
DDX11,NM_001257144
KDM5D,NM_001146705
TMEM97,NM_014573
RHD,NM_001127691
PCDH11Y,NM_001278619
USP9Y,NM_004654
TMEM191B,NM_001242313
UTY,NM_001258249
KCNG1,NM_002237
PRKCH,NM_006255
TTTY14,NM_031932
SAMD3,NM_001017373
ZFY,NM_001145275
TTTY10,NM_139210
HSPA1B,NM_005346
TSIX,NR_003255
FREM2,NM_207361
