TF_NAME,Pscan_TERM,MATRIX_ID,Z_SCORE,P_VALUE,SAMPLE_AVERAGE,BACKGROUND_AVERAGE,SAMPLE_DEVSTD,SAMPLE_SIZE,In_original_list,FDR
KLF15,KLF15,MA1513.1,26.4342,6.13413e-169,0.898904,0.860109,0.0841588,5071.0,True,4.87049922e-166
NRF1,NRF1,MA0506.1,24.9268,5.7377700000000006e-154,0.870432,0.844252,0.0670236,5071.0,True,2.2778946900000003e-151
ZBTB14,ZBTB14,MA1650.1,24.493,4.13313e-146,0.847014,0.820331,0.0641192,5071.0,True,1.0939017399999998e-143
SP9,SP9,MA1564.1,23.5826,1.78367e-135,0.888031,0.865208,0.0566621,5071.0,False,3.54058495e-133
HINFP,HINFP,MA0131.2,22.9016,1.28864e-128,0.838463,0.819262,0.0504563,5071.0,False,2.0463603199999997e-126
TCFL5,TCFL5,MA0632.2,22.4494,6.222189999999999e-125,0.857874,0.835763,0.0620382,5071.0,False,8.234031433333332e-123
SP3,SP3,MA0746.2,22.5302,1.00149e-124,0.874446,0.852593,0.0587574,5071.0,False,1.1359757999999998e-122
KLF14,KLF14,MA0740.1,22.0227,6.00955e-120,0.837283,0.818128,0.0540627,5071.0,False,5.964478375e-118
TFDP1,TFDP1,MA1122.1,21.8526,5.1725799999999996e-117,0.870976,0.849665,0.0579806,5071.0,False,4.563365022222222e-115
SP4,SP4,MA0685.1,21.5261,7.360879999999999e-116,0.811746,0.791926,0.0597085,5071.0,False,5.844538719999999e-114
KLF16,KLF16,MA0741.1,21.5142,9.465570000000001e-114,0.891967,0.870747,0.0593018,5071.0,True,6.832420527272728e-112
SP1,SP1,MA0079.4,21.3149,1.53477e-113,0.832858,0.812589,0.0614468,5071.0,False,1.01550615e-111
EGR1,EGR1,MA0162.4,21.4364,1.65012e-112,0.834655,0.812172,0.0618824,5071.0,True,1.007842523076923e-110
SP2,SP2,MA0516.2,20.9451,4.1633e-109,0.806364,0.78945,0.0509914,5071.0,False,2.361185857142857e-107
EGR3,EGR3,MA0732.1,20.8534,2.76667e-107,0.80003,0.780667,0.056514,5071.0,True,1.4644906533333333e-105
KLF11,KLF11,MA1512.1,20.5753,3.2998999999999997e-104,0.883898,0.865068,0.0549658,5071.0,True,1.6375753749999999e-102
KLF5,KLF5,MA0599.1,20.2512,1.3283700000000001e-100,0.945866,0.92756,0.0532012,5071.0,True,6.2042692941176476e-99
HES1,HES1,MA1099.2,20.0858,1.6175100000000002e-100,0.872021,0.85239,0.0617109,5071.0,False,7.135016333333335e-99
ZBTB33,ZBTB33,MA0527.1,19.779,2.43989e-98,0.788706,0.772676,0.0529308,5071.0,True,1.0196171894736841e-96
CTCFL,CTCFL,MA1102.2,19.8146,2.3242800000000001e-97,0.859362,0.839568,0.0616086,5071.0,False,9.2273916e-96
ZNF148,ZNF148,MA1653.1,19.6883,7.78049e-95,0.873331,0.850645,0.0664563,5071.0,False,2.941766219047619e-93
SP8,SP8,MA0747.1,19.3471,9.64034e-93,0.885438,0.870403,0.0475014,5071.0,False,3.4792863454545454e-91
EGR2,EGR2,MA0472.2,19.2517,5.361239999999999e-92,0.8238,0.808129,0.0501167,5071.0,True,1.8507932869565214e-90
KLF2,KLF2,MA1515.1,19.1596,5.94756e-90,0.911805,0.894352,0.0526134,5071.0,False,1.9676511e-88
E2F6,E2F6,MA0471.2,18.7613,2.98713e-87,0.868235,0.852237,0.0518693,5071.0,False,9.48712488e-86
KLF3,KLF3,MA1516.1,18.3694,7.58614e-84,0.862777,0.846119,0.0555005,5071.0,False,2.3166904461538463e-82
ZBTB7A,ZBTB7A,MA0750.2,17.9141,2.58215e-81,0.845469,0.829929,0.0573383,5071.0,False,7.593433703703702e-80
EGR4,EGR4,MA0733.1,18.007,2.35685e-80,0.793625,0.780201,0.044828,5071.0,True,6.683353214285714e-79
YY2,YY2,MA0748.2,17.7522,1.26213e-79,0.838421,0.821895,0.0607277,5071.0,False,3.455624896551724e-78
ZIC5,ZIC5,MA1584.1,17.6369,2.99659e-77,0.786978,0.774101,0.0441101,5071.0,False,7.930974866666666e-76
HES2,HES2,MA0616.2,17.4786,1.2385100000000002e-76,0.824015,0.807232,0.0605645,5071.0,False,3.1721836774193554e-75
KLF6,KLF6,MA1517.1,17.4691,1.39697e-75,0.895219,0.880258,0.0509296,5071.0,True,3.4662318125e-74
KLF10,KLF10,MA1511.1,16.8488,1.05646e-70,0.875255,0.861439,0.0495806,5071.0,True,2.5419067878787883e-69
Gmeb1,Gmeb1,MA0615.1,16.7579,1.3881900000000001e-70,0.828135,0.817285,0.0407471,5071.0,False,3.2418319411764706e-69
ZIC3,ZIC3,MA0697.1,16.4786,5.1833000000000005e-68,0.7978,0.786209,0.0433828,5071.0,False,1.1758686285714287e-66
MAZ,MAZ,MA1522.1,16.5531,6.07847e-68,0.896527,0.877914,0.0661766,5071.0,True,1.340640327777778e-66
KLF4,KLF4,MA0039.4,16.443,4.8539e-67,0.896325,0.879556,0.0598875,5071.0,False,1.0416207027027027e-65
TFAP2E,TFAP2E,MA1569.1,16.4202,7.71371e-67,0.891646,0.876258,0.0549418,5071.0,False,1.611759405263158e-65
TFAP2A,TFAP2A,MA0810.1,16.2314,3.0647899999999998e-65,0.885417,0.873406,0.0429724,5071.0,False,6.239598102564103e-64
ELK1,ELK1,MA0028.2,15.7036,2.7121199999999997e-64,0.819608,0.805366,0.0645346,5071.0,True,5.383558199999999e-63
ELK4,ELK4,MA0076.2,15.7584,3.58345e-64,0.86594,0.852902,0.0571665,5071.0,False,6.939656829268292e-63
ARNT,ARNT::HIF1A,MA0259.1,15.6963,3.76124e-62,0.904613,0.890666,0.0557791,5071.0,False,6.945173395348837e-61
HIF1A,ARNT::HIF1A,MA0259.1,15.6963,3.76124e-62,0.904613,0.890666,0.0557791,5071.0,False,6.945173395348837e-61
TFAP2C,TFAP2C,MA0815.1,15.7491,4.80434e-62,0.823564,0.809526,0.0538912,5071.0,False,8.669649909090909e-61
ZNF740,ZNF740,MA0753.2,15.701,2.33689e-61,0.818673,0.803708,0.0561638,5071.0,False,4.1233125777777776e-60
GLIS2,GLIS2,MA0736.1,15.3697,2.03381e-59,0.79862,0.7882,0.0417295,5071.0,False,3.510532913043478e-58
ZFP57,ZFP57,MA1583.1,15.2629,6.75274e-59,0.83478,0.822293,0.0514186,5071.0,False,1.1407820340425532e-57
TFAP2A,TFAP2A,MA0872.1,15.3252,7.07034e-59,0.818291,0.804318,0.0551911,5071.0,False,1.169552075e-57
Wt1,Wt1,MA1627.1,15.0408,1.00134e-56,0.84261,0.828844,0.0551033,5071.0,False,1.6225795102040816e-55
ZIC4,ZIC4,MA0751.1,14.8478,1.5953700000000001e-55,0.816191,0.806296,0.0407838,5071.0,False,2.53344756e-54
Zfx,Zfx,MA0146.2,14.8303,2.9652200000000003e-55,0.869491,0.855406,0.0574136,5071.0,False,4.6101625000000005e-54
TFAP2B,TFAP2B,MA0813.1,14.8159,3.01925e-55,0.828758,0.816155,0.0518456,5071.0,False,4.6101625000000005e-54
ELK3,ELK3,MA0759.1,14.5036,3.42283e-55,0.839586,0.827514,0.0593641,5071.0,True,5.1277868301886795e-54
HEY1,HEY1,MA0823.1,14.6564,1.32772e-54,0.8193,0.805772,0.0586111,5071.0,True,1.9522401481481481e-53
ZIC1,ZIC1,MA0696.1,14.6061,6.02161e-54,0.784754,0.774242,0.044608,5071.0,False,8.693015163636363e-53
ETV5,ETV5,MA0765.2,14.3979,6.38699e-54,0.864989,0.853063,0.057239,5071.0,True,9.055839392857143e-53
ETS2,ETS2,MA1484.1,14.1377,2.9521899999999997e-52,0.859445,0.848397,0.0546948,5071.0,True,4.112348877192982e-51
E2F1,E2F1,MA0024.3,14.1632,3.1576299999999996e-51,0.779612,0.7698,0.0443535,5071.0,True,4.322686586206896e-50
Klf12,Klf12,MA0742.1,14.0899,7.244939999999999e-51,0.820321,0.809666,0.0490006,5071.0,True,9.749970101694914e-50
