"TF_NAME","Pscan_TERM","MATRIX_ID","Z_SCORE","P_VALUE","SAMPLE_AVERAGE","BACKGROUND_AVERAGE","SAMPLE_DEVSTD","SAMPLE_SIZE","In_original_list","FDR","cycling_in_CTL_BHQ","cycling_in_AD_BHQ","DR_AR1_BHQ","DR_AR1_mthd2_BHQ","DR_logAmpRatio","diff_mesor","edgeR_DE_BHQ","diff_mesor_BHQ"
"NRF1","NRF1","MA0506.1","13.912",4.69246e-45,0.880532,0.844252,0.0668669,746,"False",3.38710294545455e-43,3.27021819603819e-06,0.151681117684159,NA,NA,NA,0.291124951068865,0.910530018183984,0.291124951068865
"ELF2","ELF2","MA1483.1","13.7611",1.78511e-44,0.816708,0.790052,0.0599775,746,"False",1.18114778333333e-42,3.67868709383811e-12,0.000550557409944469,NA,NA,NA,0.5868245754344,0.908071014187523,0.5868245754344
"ERF","ERF","MA0760.1","13.7129",4.10604e-44,0.856792,0.83128,0.0558789,746,"False",2.50784289230769e-42,0.0300425814501729,0.166927784293228,0.605677040606972,0.606958728307776,0.614180698836712,0.163773530339404,0.119192288847875,0.163773530339404
"ETV6","ETV6","MA0645.1","13.5285",6.29311e-43,0.87818,0.851358,0.0577076,746,"False",3.56909238571429e-41,0.00254558615242309,0.11529977794899,NA,NA,NA,0.0985824253984127,0.459487113852795,0.0985824253984127
"YY2","YY2","MA0748.2","13.3312",1.11238e-41,0.85268,0.821895,0.0648328,746,"False",5.88819813333333e-40,NA,NA,NA,NA,NA,NA,NA,NA
"ELF4","ELF4","MA0641.1","13.2688",1.79058e-41,0.805983,0.779983,0.0600794,746,"False",8.88575325e-40,NA,NA,NA,NA,NA,NA,NA,NA
"Gmeb1","Gmeb1","MA0615.1","13.1363",2.57201e-40,0.838417,0.817285,0.0388672,746,"False",1.20127996470588e-38,0.0242344839257439,0.07399055695837,0.743146246056045,0.745067477059806,0.393481609330756,0.253536387034573,0.409823938626197,0.253536387034573
"ETV3","ETV3","MA0763.1","12.9523",1.15533e-39,0.859007,0.835857,0.0561826,746,"False",5.096289e-38,0.00250706931348498,0.00184111286956937,0.799273361705527,0.799619672407888,0.369060773288238,0.371919648238596,0.329456421841823,0.371919648238596
"HINFP","HINFP","MA0131.2","12.3775",5.87474e-36,0.845154,0.819262,0.0475263,746,"False",2.45502292631579e-34,0.00552671008612972,0.786868709464686,NA,NA,NA,0.000184101194557793,0.00141924431989144,0.000184101194557793
"TCFL5","TCFL5","MA0632.2","11.3573",1.38215e-30,0.863528,0.835763,0.0553183,746,"False",5.4871355e-29,0.503071333960818,0.946498457928511,NA,NA,NA,0.773359736245657,0.57996203594556,0.773359736245657
"ETV2","ETV2","MA0762.1","11.2713",1.82205e-30,0.825891,0.805106,0.0558084,746,"False",6.88908428571429e-29,NA,NA,NA,NA,NA,NA,NA,NA
"ZBTB33","ZBTB33","MA0527.1","10.9715",7.66473e-29,0.794717,0.772676,0.0547379,746,"False",2.76627073636364e-27,0.0393061091653766,0.00595092762497336,0.568551551213686,0.570581068380403,0.725928074085639,0.253906250737912,0.360091955411573,0.253906250737912
"KLF15","KLF15","MA1513.1","10.8322",6.22231e-28,0.899914,0.860109,0.0749307,746,"False",2.14804962608696e-26,NA,NA,NA,NA,NA,NA,0.946483405777615,NA
"ZBTB14","ZBTB14","MA1650.1","10.6672",3.75007e-27,0.849356,0.820331,0.056017,746,"False",1.24064815833333e-25,7.75786510956457e-05,0.55090117228194,0.560525784570717,0.561534407478836,-0.888922123687766,0.736621036426304,0.612394195387746,0.736621036426304
"ELF5","ELF5","MA0136.2","10.5314",9.33686e-27,0.881925,0.864397,0.0466171,746,"False",2.965386736e-25,NA,NA,NA,NA,NA,NA,NA,NA
"TFDP1","TFDP1","MA1122.1","10.5401",1.39615e-26,0.875325,0.849665,0.0523923,746,"False",4.26362730769231e-25,0.0467095530159475,0.613466894354662,NA,NA,NA,0.261502758518537,0.0998171693916154,0.261502758518537
"Atf1","Atf1","MA0604.1","10.4333",2.28149e-26,0.860982,0.839285,0.0621211,746,"False",6.70927059259259e-25,5.9742164859843e-07,1.16775240718079e-05,0.65991239379855,0.661082812336543,0.285320519749345,0.0102641499516712,0.404057918177016,0.0102641499516712
"SP9","SP9","MA1564.1","10.247",3.21235e-25,0.889999,0.865208,0.0511559,746,"False",9.10930678571429e-24,7.32924474384911e-10,0.00275317132415032,0.679008224708813,0.679372112688405,-0.210967358919731,0.372032564657556,0.54611810670305,0.372032564657556
"HES1","HES1","MA1099.2","10.1582",6.90369e-25,0.877041,0.85239,0.0573945,746,"False",1.89018271034483e-23,NA,NA,NA,NA,NA,NA,NA,NA
"SP1","SP1","MA0079.4","10.1187",9.07705e-25,0.836444,0.812589,0.0603323,746,"False",2.40239256666667e-23,0.000994485006887694,0.024800432107589,0.854719423344633,0.855329011820536,-0.155203394594898,0.441069173275815,0.748818357339388,0.441069173275815
"SPDEF","SPDEF","MA0686.1","9.78044",2.15147e-23,0.818887,0.801715,0.0518833,746,"False",5.51053929032258e-22,NA,NA,NA,NA,NA,NA,NA,NA
"SP4","SP4","MA0685.1","9.65624",1.00745e-22,0.813955,0.791926,0.0580695,746,"False",2.4997353125e-21,0.00091696099579803,0.0899023015098918,NA,NA,NA,0.553031319078968,0.985242068935939,0.553031319078968
"EGR2","EGR2","MA0472.2","9.3817",1.73243e-21,0.827136,0.808129,0.0461919,746,"False",4.16833157575758e-20,NA,NA,NA,NA,NA,NA,NA,NA
"ARNT","ARNT::HIF1A","MA0259.1","9.36413",1.91484e-21,0.911344,0.890666,0.0530068,746,"False",4.34395131428571e-20,0.0174937797992605,0.116806791524892,NA,NA,NA,0.652439793633765,0.744383070556009,0.652439793633765
"HIF1A","ARNT::HIF1A","MA0259.1","9.36413",1.91484e-21,0.911344,0.890666,0.0530068,746,"False",4.34395131428571e-20,0.000302344691196479,0.00121092221392744,0.61652393386657,0.617317541563475,0.423643696333801,0.484306763894514,0.564965483098805,0.484306763894514
"SP3","SP3","MA0746.2","9.32115",3.14251e-21,0.875132,0.852593,0.0544739,746,"False",6.93098038888889e-20,0.0670760985687042,0.00945206584004817,NA,NA,NA,0.0785093885259795,0.190497264315216,0.0785093885259795
"E2F2","E2F2","MA0864.2","9.19311",8.96953e-21,0.770471,0.755513,0.041441,746,"False",1.92481265405405e-19,NA,NA,NA,NA,NA,NA,NA,NA
"KLF14","KLF14","MA0740.1","9.13486",1.69885e-20,0.837896,0.818128,0.0517615,746,"False",3.54970236842105e-19,NA,NA,NA,NA,NA,NA,NA,NA
"ZFP57","ZFP57","MA1583.1","9.11659",2.05154e-20,0.840822,0.822293,0.0479724,746,"False",4.17672502564103e-19,NA,NA,NA,NA,NA,NA,NA,NA
"HIF1A","HIF1A","MA1106.1","9.07787",2.62612e-20,0.853769,0.833935,0.055997,746,"False",5.2128482e-19,0.000302344691196479,0.00121092221392744,0.61652393386657,0.617317541563475,0.423643696333801,0.484306763894514,0.564965483098805,0.484306763894514
"E2F4","E2F4","MA0470.2","9.01215",4.75972e-20,0.762274,0.747338,0.0429712,746,"False",9.21760409756097e-19,0.0117361814400315,0.0144022076630948,0.421846293035785,0.423099506217322,0.313543270381471,0.362763337930231,0.474596970455689,0.362763337930231
"E2F1","E2F1","MA0024.3","8.98428",6.39021e-20,0.785245,0.7698,0.0434992,746,"False",1.20805398571429e-18,NA,NA,NA,NA,NA,NA,NA,NA
"KLF3","KLF3","MA1516.1","8.98413",7.2705e-20,0.866412,0.846119,0.0518485,746,"False",1.34250627906977e-18,0.104388823672148,0.103764143197439,NA,NA,NA,0.0832397723623701,0.265883519067963,0.0832397723623701
"EGR3","EGR3","MA0732.1","8.78977",4.39646e-19,0.801001,0.780667,0.0518558,746,"False",7.81758284444445e-18,0.931899948885277,0.332811309569395,NA,NA,NA,0.453960487135005,NA,0.453960487135005
"KLF2","KLF2","MA1515.1","8.79456",4.43062e-19,0.914408,0.894352,0.0486429,746,"False",7.81758284444445e-18,NA,NA,NA,NA,NA,NA,NA,NA
"SP2","SP2","MA0516.2","8.75662",5.09147e-19,0.807028,0.78945,0.0509546,746,"False",8.78831995652174e-18,0.14624771027964,0.303469038840229,NA,NA,NA,0.985075302460173,0.936367154571206,0.985075302460173
"HES2","HES2","MA0616.2","8.67803",1.08474e-18,0.827934,0.807232,0.0582603,746,"False",1.83251821276596e-17,NA,NA,NA,NA,NA,NA,NA,NA
"YY1","YY1","MA0095.2","8.35623",1.07182e-17,0.815358,0.796807,0.0747194,746,"False",1.77296891666667e-16,0.0472173512656153,0.109903419665039,NA,NA,NA,0.927367548052344,0.443098219003713,0.927367548052344
"SOHLH2","SOHLH2","MA1560.1","8.37687",1.37911e-17,0.82074,0.802357,0.0580414,746,"False",2.23472110204082e-16,NA,NA,NA,NA,NA,NA,NA,NA
"KLF5","KLF5","MA0599.1","8.37317",1.75083e-17,0.946482,0.92756,0.0499609,746,"False",2.78031804e-16,NA,NA,NA,NA,NA,NA,NA,NA
"ARNT2","ARNT2","MA1464.1","7.9467",4.45265e-16,0.822193,0.803892,0.0680288,746,"False",6.93216490196078e-15,0.00354610784125982,1.38599278767853e-05,NA,NA,NA,0.670408312825888,0.208167241223543,0.670408312825888
"KLF11","KLF11","MA1512.1","7.92276",7.47307e-16,0.883161,0.865068,0.051572,746,"False",1.14108030384615e-14,NA,NA,NA,NA,NA,NA,NA,NA
"GMEB2","GMEB2","MA0862.1","7.8172",1.3593e-15,0.828238,0.813104,0.0550697,746,"False",2.03638528301887e-14,0.523133859433627,0.60552972961011,NA,NA,NA,0.839814097126083,0.61220407766448,0.839814097126083
"EGR1","EGR1","MA0162.4","7.80653",2.01339e-15,0.832624,0.812172,0.05564,746,"False",2.960429e-14,NA,NA,NA,NA,NA,NA,NA,NA
"CREB3L4","CREB3L4","MA1475.1","7.6151",6.23726e-15,0.79526,0.780213,0.0601048,746,"False",9.00433534545454e-14,NA,NA,NA,NA,NA,NA,NA,NA
"BHLHE40","BHLHE40","MA0464.2","7.55724",1.04268e-14,0.826723,0.809721,0.0658201,746,"False",1.47837128571429e-13,0.669000201118665,0.742857268372954,NA,NA,NA,0.454747857318843,0.690151744369153,0.454747857318843
"KLF6","KLF6","MA1517.1","7.57239",1.2032e-14,0.896463,0.880258,0.0493249,746,"False",1.67486086206897e-13,0.734701345634589,0.68767627238193,NA,NA,NA,0.509268360060863,0.667488138803003,0.509268360060863
"HEY1","HEY1","MA0823.1","7.56002",1.22345e-14,0.823103,0.805772,0.0575825,746,"False",1.67486086206897e-13,NA,NA,NA,NA,NA,NA,NA,NA
"EGR4","EGR4","MA0733.1","7.45644",2.99882e-14,0.794071,0.780201,0.0421194,746,"False",4.03570013559322e-13,NA,NA,NA,NA,NA,NA,NA,NA
"Klf12","Klf12","MA0742.1","7.44075",3.07434e-14,0.823606,0.809666,0.0472468,746,"False",4.0683766e-13,0.00935045075252866,0.0517126788555227,NA,NA,NA,0.631603016957751,0.894700653714394,0.631603016957751
"KLF16","KLF16","MA0741.1","7.38487",5.08063e-14,0.888928,0.870747,0.0571922,746,"False",6.61314790163934e-13,0.669556299344003,0.106800470575565,NA,NA,NA,0.457423030253991,0.928963320862248,0.457423030253991
"SP8","SP8","MA0747.1","7.37959",5.28004e-14,0.884692,0.870403,0.0450786,746,"False",6.76185767741935e-13,0.0738561260032527,0.0233201675346577,0.489674303021828,0.491509014189112,0.610156461538826,0.254434911662061,0.3759277822583,0.254434911662061
"GLIS1","GLIS1","MA0735.1","7.36869",5.37657e-14,0.713692,0.701599,0.0410993,746,"False",6.77618504761905e-13,4.39140704024171e-11,0.0065917324773616,0.753734695321017,0.755329782792218,-0.290234292067122,0.872841695034211,0.649807073238282,0.872841695034211
"Arnt","Arnt","MA0004.1","7.34356",5.66539e-14,0.87956,0.86117,0.0712524,746,"False",7.02862446875e-13,0.0174937797992605,0.116806791524892,NA,NA,NA,0.652439793633765,0.744383070556009,0.652439793633765
"CTCFL","CTCFL","MA1102.2","7.36665",5.83491e-14,0.857885,0.839568,0.0577864,746,"False",7.12756698461538e-13,NA,NA,NA,NA,NA,NA,NA,NA
"CREB3L4","CREB3L4","MA1474.1","7.3283",6.99171e-14,0.80767,0.795119,0.0448601,746,"False",8.411239e-13,NA,NA,NA,NA,NA,NA,NA,NA
"ZIC5","ZIC5","MA1584.1","7.18684",2.26895e-13,0.78719,0.774101,0.0419719,746,"False",2.68887507462687e-12,NA,NA,NA,NA,NA,NA,NA,NA
"E2F6","E2F6","MA0471.2","7.01008",8.5259e-13,0.867129,0.852237,0.0471174,746,"False",9.95524205882353e-12,0.0254386621253323,0.0057825017508549,NA,0.647651659585844,NA,0.544844919818492,0.533628725817631,0.544844919818492
"GLIS2","GLIS2","MA0736.1","6.99213",9.33031e-13,0.800004,0.7882,0.0395809,746,"False",1.07366175942029e-11,0.0818894312497024,0.617361657347814,0.987229232062437,NA,-0.19636386581106,0.758648691210538,0.552538839505653,0.758648691210538
"Arntl","Arntl","MA0603.1","6.94266",1.03951e-12,0.832724,0.817467,0.066432,746,"False",1.17910134285714e-11,0.694379640861019,0.000823368228762307,NA,NA,NA,0.214997476352131,0.841664983265933,0.214997476352131
"ZFP42","ZFP42","MA1651.1","6.91254",1.13592e-12,0.746419,0.732999,0.0644472,746,"False",1.27031053521127e-11,NA,NA,NA,NA,NA,NA,NA,NA
"BHLHE41","BHLHE41","MA0636.1","6.89615",1.41944e-12,0.790178,0.775543,0.065418,746,"False",1.56532688888889e-11,5.30306451292405e-10,0.0022397771615651,0.605175147219752,0.606225733753681,-0.4256828106044,0.0395055375912522,0.170885971903098,0.0395055375912522
"ZIC3","ZIC3","MA0697.1","6.78151",4.1237e-12,0.798088,0.786209,0.0419581,746,"False",4.4852298630137e-11,NA,NA,NA,NA,NA,NA,NA,NA
"TFEC","TFEC","MA0871.2","6.65144",8.09425e-12,0.810199,0.79543,0.0681458,746,"False",8.68491148648649e-11,NA,NA,NA,NA,NA,NA,NA,NA
"TFAP2C","TFAP2C","MA0815.1","6.58958",1.59356e-11,0.824178,0.809526,0.0516372,746,"False",1.68704885333333e-10,NA,NA,NA,NA,NA,NA,NA,NA
"ZIC4","ZIC4","MA0751.1","6.49673",2.92302e-11,0.817088,0.806296,0.0399611,746,"False",3.05378668421053e-10,NA,NA,NA,NA,NA,NA,NA,NA
"TFAP2B","TFAP2B","MA0813.1","6.48495",3.19201e-11,0.829908,0.816155,0.050366,746,"False",3.29150122077922e-10,NA,NA,NA,NA,NA,NA,NA,NA
"TFAP2A","TFAP2A","MA0872.1","6.45808",3.88572e-11,0.819004,0.804318,0.0526802,746,"False",3.95546369230769e-10,NA,NA,NA,NA,NA,NA,NA,NA
"Ahr","Ahr::Arnt","MA0006.1","6.28293",1.12436e-10,0.928366,0.913397,0.06341,746,"False",1.1159273e-09,1.5596867764787e-10,0.00575697917429244,0.715139405512206,0.716153926596011,-0.317537630122562,0.508364865099555,0.66163177394438,0.508364865099555
"Arnt","Ahr::Arnt","MA0006.1","6.28293",1.12436e-10,0.928366,0.913397,0.06341,746,"False",1.1159273e-09,0.0174937797992605,0.116806791524892,NA,NA,NA,0.652439793633765,0.744383070556009,0.652439793633765
"Zfx","Zfx","MA0146.2","6.22827",1.77558e-10,0.870159,0.855406,0.054325,746,"False",1.74050681481481e-09,0.556800751944705,0.168063249296086,NA,NA,NA,0.0522166574196875,0.257445501097556,0.0522166574196875
"HEY2","HEY2","MA0649.1","6.17414",2.40937e-10,0.827279,0.814695,0.0502123,746,"False",2.33297534146341e-09,NA,NA,NA,NA,NA,NA,NA,NA
"ZBTB7B","ZBTB7B","MA0694.1","6.11928",3.34882e-10,0.806997,0.796231,0.0448029,746,"False",3.20356997590361e-09,NA,NA,NA,NA,NA,NA,NA,NA
"PAX5","PAX5","MA0014.3","6.04983",5.27747e-10,0.824225,0.813171,0.0455573,746,"False",4.98846569047619e-09,NA,NA,NA,NA,NA,NA,NA,NA
"KLF13","KLF13","MA0657.1","6.03216",5.58562e-10,0.749065,0.739248,0.0438904,746,"False",5.21762621176471e-09,0.480951922188092,0.402985200935648,NA,NA,NA,0.803034632545519,0.850080875160929,0.803034632545519
"ZIC1","ZIC1","MA0696.1","6.02716",6.18051e-10,0.785041,0.774242,0.0436035,746,"False",5.70619179069767e-09,NA,NA,NA,NA,NA,NA,NA,NA
"CENPB","CENPB","MA0637.1","5.9476",9.69164e-10,0.790853,0.78272,0.0357993,746,"False",8.84501397701149e-09,3.27157912855731e-09,0.000564328840066553,0.883148430496944,0.883273393265773,-0.137749813406483,0.00307062785573352,0.190008692966558,0.00307062785573352
"ZBED1","ZBED1","MA0749.1","5.91215",1.10901e-09,0.71032,0.700738,0.0474071,746,"False",1.00062947727273e-08,0.239401141128395,0.0933487363721544,0.270211112837619,0.2703561607753,0.655501603491035,0.513704163324767,0.425912131217035,0.513704163324767
"ZNF148","ZNF148","MA1653.1","5.88677",1.59848e-09,0.867623,0.850645,0.0599779,746,"False",1.42605968539326e-08,2.44981491718035e-09,0.053941903498311,NA,NA,NA,0.0698440925145701,0.653738983977228,0.0698440925145701
"THAP11","THAP11","MA1573.1","5.68866",3.76666e-09,0.725818,0.713794,0.0718315,746,"False",3.32303115555556e-08,0.153699636289666,0.0318758558656622,0.24533647959175,0.246751349953081,0.84212135827332,0.696745192032705,0.662535428630224,0.696745192032705
"KLF4","KLF4","MA0039.4","5.72107",4.20244e-09,0.894149,0.879556,0.0573161,746,"False",3.66674435164835e-08,NA,NA,NA,NA,NA,NA,NA,NA
"MYCN","MYCN","MA0104.4","5.6987",4.3785e-09,0.800343,0.788166,0.0567317,746,"False",3.77883586956522e-08,NA,NA,NA,NA,NA,NA,NA,NA
"KLF10","KLF10","MA1511.1","5.68918",4.91915e-09,0.873081,0.861439,0.0490919,746,"False",4.19979043010753e-08,NA,NA,NA,NA,NA,NA,NA,NA
"MLX","MLX","MA0663.1","5.64752",5.36466e-09,0.784956,0.77323,0.0631838,746,"False",4.53142557446809e-08,4.03519585761193e-09,0.000107010699210604,0.689313640510985,0.689910191553051,-0.0876032774033511,0.477332045124646,0.524765679705527,0.477332045124646
"ZNF460","ZNF460","MA1596.1","5.66984",5.53975e-09,0.792979,0.777914,0.0632477,746,"False",4.63006473684211e-08,0.154296583740618,0.0170821400572209,0.285385838258403,0.285933651772624,1.04771434825597,0.974452230221434,0.545485029429376,0.974452230221434
"ZNF740","ZNF740","MA0753.2","5.63887",6.81065e-09,0.817146,0.803708,0.0540459,746,"False",5.63297510416667e-08,0.0968876275054715,0.730481077452253,NA,NA,NA,0.548268878590269,0.542212727547952,0.548268878590269
"MAZ","MAZ","MA1522.1","5.54968",1.16846e-08,0.89351,0.877914,0.0609918,746,"False",9.56450762886598e-08,0.0980598580763489,0.378813150782559,NA,NA,NA,0.468938457619758,0.4359137964672,0.468938457619758
"Creb3l2","Creb3l2","MA0608.1","5.51624",1.22533e-08,0.842178,0.831136,0.0568611,746,"False",9.92767367346939e-08,0.0158723034126972,0.206091571611561,NA,0.882434270648127,NA,0.898829011622573,0.705887891545886,0.898829011622573
"CREB3","CREB3","MA0638.1","5.4383",1.92584e-08,0.76952,0.760337,0.0477959,746,"False",1.54456258585859e-07,5.45979393466241e-06,0.000337225825875713,0.997721109956083,0.997485546894885,-0.0104583215646815,0.0136105509309793,0.201241788735542,0.0136105509309793
"ZBTB7C","ZBTB7C","MA0695.1","5.43678",2.05665e-08,0.831076,0.822194,0.0421781,746,"False",1.6329801e-07,0.000146387311627334,0.0615306436003341,0.841730009710151,0.842052380969885,-0.111113598555839,0.114819001187304,0.5207126601296,0.114819001187304
"CTCF","CTCF","MA0139.1","5.43193",2.13798e-08,0.788163,0.779428,0.0406898,746,"False",1.68074863366337e-07,4.84807928799479e-10,0.000677365593218238,0.980178453189282,0.97919213546869,0.035084249109359,0.224347289636522,0.0880201141891233,0.224347289636522
"EHF","EHF","MA0598.3","5.37334",2.84493e-08,0.813377,0.803084,0.0525623,746,"False",2.21458276470588e-07,NA,NA,NA,NA,NA,NA,NA,NA
"TFAP2E","TFAP2E","MA1569.1","5.30088",4.74572e-08,0.888682,0.876258,0.0520382,746,"False",3.65835114563107e-07,0.957860088784154,0.843546397076076,NA,NA,NA,0.383299289705684,0.249405103683996,0.383299289705684
"ELF1","ELF1","MA0473.3","5.19705",7.57477e-08,0.817216,0.80716,0.0533596,746,"False",5.78304555769231e-07,0.614585429976922,0.949404139237116,NA,NA,NA,0.658742593458731,0.781952476166463,0.658742593458731
"Klf1","Klf1","MA0493.1","5.20331",7.81562e-08,0.875454,0.865753,0.0453357,746,"False",5.91009740952381e-07,NA,NA,NA,NA,NA,NA,NA,NA
"TFAP2A","TFAP2A","MA0810.1","5.20547",8.12459e-08,0.883045,0.873406,0.0397062,746,"False",6.08577779245283e-07,NA,NA,NA,NA,NA,NA,NA,NA
"HES7","HES7","MA0822.1","5.12407",1.19881e-07,0.740756,0.730391,0.0494434,746,"False",8.89584242990654e-07,NA,NA,NA,NA,NA,NA,NA,NA
"GLIS3","GLIS3","MA0737.1","5.09839",1.36966e-07,0.750421,0.742723,0.0373061,746,"False",1.00695374074074e-06,0.00113076176103921,0.0990147522308275,NA,NA,NA,0.00843655978975234,0.170323349455618,0.00843655978975234
"MYC","MYC","MA0147.3","4.99366",2.313e-07,0.818463,0.807524,0.0580363,746,"False",1.68488256880734e-06,NA,NA,NA,NA,NA,NA,NA,NA
"RFX7","RFX7","MA1554.1","4.87703",4.2095e-07,0.89122,0.884452,0.0375079,746,"False",3.03849363636364e-06,4.75428112184119e-16,8.69397897961777e-09,0.987787918336598,0.987147288608958,-0.0398052936003031,0.00633310070347821,0.182611734768356,0.00633310070347821
"TFE3","TFE3","MA0831.2","4.83633",4.87917e-07,0.862484,0.852278,0.0637523,746,"False",3.49014502702703e-06,0.00448441506441203,0.233903059540924,NA,NA,NA,0.260251566412858,0.261297092948775,0.260251566412858
"SREBF2","SREBF2","MA0828.1","4.74163",7.80486e-07,0.790683,0.780952,0.0633722,746,"False",5.53308825e-06,0.0400072292907096,0.857774172906381,NA,NA,NA,0.669729197103397,0.484769765369795,0.669729197103397
"Mlxip","Mlxip","MA0622.1","4.73207",8.59938e-07,0.83663,0.823892,0.0763578,746,"False",6.04239621238938e-06,0.01567056010237,0.0412464270132939,NA,NA,NA,0.919820957818775,0.584368247130429,0.919820957818775
"CREB3L1","CREB3L1","MA0839.1","4.71286",9.67227e-07,0.744754,0.73715,0.043866,746,"False",6.73665121052631e-06,NA,NA,NA,NA,NA,NA,NA,NA
"ZNF682","ZNF682","MA1599.1","4.67709",1.22548e-06,0.775953,0.766683,0.0466665,746,"False",8.46114017391304e-06,0.555883102535779,0.759378967239156,NA,NA,NA,0.7832203763163,0.57005578236662,0.7832203763163
"OVOL2","OVOL2","MA1545.1","4.65235",1.28108e-06,0.795017,0.786856,0.0497047,746,"False",8.76877172413793e-06,NA,NA,NA,NA,NA,NA,NA,NA
"MNT","MNT","MA0825.1","4.59683",1.68291e-06,0.844932,0.83503,0.0611161,746,"False",1.14207738461538e-05,0.111237042478379,0.0321321526844429,0.679008224708813,0.679372112688405,0.695300161812896,0.115317917569863,0.155605586567154,0.115317917569863
"OSR1","OSR1","MA1542.1","4.60085",1.7164e-06,0.84139,0.833809,0.0428598,746,"False",1.15493355932203e-05,NA,NA,NA,NA,NA,NA,NA,NA
"NHLH2","NHLH2","MA1529.1","4.58292",1.87637e-06,0.744489,0.736319,0.0461834,746,"False",1.2519645210084e-05,NA,NA,NA,NA,NA,NA,NA,NA
"TFAP2C","TFAP2C","MA0814.2","4.57054",2.08548e-06,0.835199,0.825276,0.0495043,746,"False",1.3798926e-05,NA,NA,NA,NA,NA,NA,NA,NA
"KLF17","KLF17","MA1514.1","4.45508",3.53181e-06,0.790878,0.782544,0.046124,746,"False",2.31756788429752e-05,NA,NA,NA,NA,NA,NA,NA,NA
"ZSCAN29","ZSCAN29","MA1602.1","4.41438",4.07434e-06,0.791695,0.784442,0.0459232,746,"False",2.65166062295082e-05,0.679582845430388,0.665206009667339,NA,NA,NA,0.896394098685314,0.632310236549938,0.896394098685314
"GABPA","GABPA","MA0062.3","4.28069",7.5808e-06,0.814452,0.806282,0.053461,746,"False",4.89362211382114e-05,1.26881335758408e-05,0.0913072832345154,NA,NA,NA,0.442443951279141,0.694600735560215,0.442443951279141
"MAX","MAX","MA0058.3","4.26107",8.20937e-06,0.83313,0.823549,0.0644944,746,"False",5.25664498387097e-05,3.3880737270915e-07,0.0516050647101421,0.415007841632972,0.416317096203809,-0.737430374128988,0.684850696471875,0.748818357339388,0.684850696471875
"TFAP2B","TFAP2B","MA0812.1","4.27066",8.49846e-06,0.862083,0.853532,0.0459496,746,"False",5.398221792e-05,NA,NA,NA,NA,NA,NA,NA,NA
"ZNF135","ZNF135","MA1587.1","4.2326",9.66614e-06,0.793911,0.785202,0.0542202,746,"False",6.09120250793651e-05,4.83295979234228e-08,0.000390708730525244,0.324643644253904,0.32577731887921,0.312909894701788,0.91593241932755,0.535246587661357,0.91593241932755
