TF_NAME,Pscan_TERM,MATRIX_ID,Z_SCORE,P_VALUE,SAMPLE_AVERAGE,BACKGROUND_AVERAGE,SAMPLE_DEVSTD,SAMPLE_SIZE,In_original_list,FDR
ZBTB14,ZBTB14,MA1650.1,5.54293,1.43834e-08,0.858238,0.820331,0.06057,117.0,False,9.10321e-06
EGR3,EGR3,MA0732.1,5.42242,2.80641e-08,0.812177,0.780667,0.0620872,117.0,False,9.10321e-06
EGR1,EGR1,MA0162.4,5.34794,4.28126e-08,0.847382,0.812172,0.064609,117.0,False,9.10321e-06
KLF6,KLF6,MA1517.1,5.33699,4.586e-08,0.90892,0.880258,0.0466421,117.0,False,9.10321e-06
KLF15,KLF15,MA1513.1,5.00218,2.75195e-07,0.906317,0.860109,0.0849103,117.0,False,4.3700966e-05
SP3,SP3,MA0746.2,4.96592,3.31882e-07,0.882742,0.852593,0.0563708,117.0,False,4.3919051333333333e-05
KLF2,KLF2,MA1515.1,4.89436,4.80347e-07,0.922394,0.894352,0.0507381,117.0,False,5.42153125e-05
EGR2,EGR2,MA0472.2,4.86627,5.4625e-07,0.832889,0.808129,0.0561095,117.0,False,5.42153125e-05
NRF1,NRF1,MA0506.1,4.82296,6.87162e-07,0.875768,0.844252,0.0614803,117.0,False,6.062295866666667e-05
SP9,SP9,MA1564.1,4.78169,8.44623e-07,0.894279,0.865208,0.0575197,117.0,False,6.70630662e-05
KLF11,KLF11,MA1512.1,4.73024,1.0925e-06,0.892188,0.865068,0.0522314,117.0,False,7.885863636363636e-05
KLF5,KLF5,MA0599.1,4.56137,2.48129e-06,0.953446,0.92756,0.0512096,117.0,False,0.00016417868833333335
KLF14,KLF14,MA0740.1,4.45074,4.16819e-06,0.842292,0.818128,0.0526434,117.0,False,0.00025458022
TFAP2E,TFAP2E,MA1569.1,4.4331,4.56302e-06,0.902344,0.876258,0.0469843,117.0,False,0.00025878842
KLF16,KLF16,MA0741.1,4.41696,4.8954e-06,0.898035,0.870747,0.0554258,117.0,False,0.00025912984
EGR4,EGR4,MA0733.1,4.33129,7.2123e-06,0.800433,0.780201,0.0474699,117.0,False,0.00034918812235294115
SP1,SP1,MA0079.4,4.32325,7.47632e-06,0.838135,0.812589,0.0607543,117.0,False,0.00034918812235294115
SP4,SP4,MA0685.1,4.23816,1.09855e-05,0.81616,0.791926,0.0572451,117.0,False,0.00048458261111111115
KLF10,KLF10,MA1511.1,4.19988,1.31091e-05,0.882995,0.861439,0.0440997,117.0,False,0.0005478223894736842
Klf1,Klf1,MA0493.1,4.17836,1.43535e-05,0.885292,0.865753,0.0446982,117.0,False,0.0005698339500000001
SP8,SP8,MA0747.1,4.15954,1.56136e-05,0.890616,0.870403,0.0449814,117.0,False,0.000590342780952381
HINFP,HINFP,MA0131.2,4.13044,1.7762e-05,0.840951,0.819262,0.0466118,117.0,False,0.0006410467272727273
SP2,SP2,MA0516.2,4.01671,2.87974e-05,0.809663,0.78945,0.0519553,117.0,False,0.0009941363304347825
TCFL5,TCFL5,MA0632.2,3.88545,5.00411e-05,0.859613,0.835763,0.059719,117.0,False,0.0016555263916666666
KLF4,KLF4,MA0039.4,3.81562,6.69175e-05,0.903988,0.879556,0.0541581,117.0,False,0.0021252998
ZNF148,ZNF148,MA1653.1,3.68992,0.00011045,0.87739,0.850645,0.0643478,117.0,False,0.0033729730769230773
CTCFL,CTCFL,MA1102.2,3.6392,0.000134331,0.86228,0.839568,0.0604218,117.0,False,0.0035016144375
GLIS2,GLIS2,MA0736.1,3.63801,0.00013501,0.803612,0.7882,0.0405608,117.0,False,0.0035016144375
MAZ,MAZ,MA1522.1,3.63766,0.000135327,0.903594,0.877914,0.0656178,117.0,False,0.0035016144375
ZIC5,ZIC5,MA1584.1,3.63107,0.000138946,0.790699,0.774101,0.0414656,117.0,False,0.0035016144375
ZFP57,ZFP57,MA1583.1,3.62751,0.000140608,0.840794,0.822293,0.0490491,117.0,False,0.0035016144375
KLF3,KLF3,MA1516.1,3.62691,0.000141123,0.866683,0.846119,0.0523613,117.0,False,0.0035016144375
KLF13,KLF13,MA0657.1,3.57401,0.000172541,0.753812,0.739248,0.041017,117.0,False,0.0040356217647058825
TFAP2B,TFAP2B,MA0812.1,3.57481,0.00017281,0.871496,0.853532,0.0437881,117.0,False,0.0040356217647058825
KLF9,KLF9,MA1107.2,3.4841,0.000242923,0.813627,0.794726,0.0522314,117.0,False,0.005510881771428572
Zfx,Zfx,MA0146.2,3.4644,0.000262249,0.876002,0.855406,0.051708,117.0,False,0.005784047388888889
TFAP2A,TFAP2A,MA0810.1,3.44643,0.000280373,0.889437,0.873406,0.0403844,117.0,False,0.006016653027027027
ZIC1,ZIC1,MA0696.1,3.33206,0.000425694,0.789212,0.774242,0.0394872,117.0,False,0.008894764105263159
ZIC4,ZIC4,MA0751.1,3.23065,0.000610014,0.819756,0.806296,0.0374389,117.0,False,0.012419259384615385
ZIC3,ZIC3,MA0697.1,3.11859,0.000897907,0.799912,0.786209,0.0400498,117.0,False,0.01782345395
TFAP2B,TFAP2B,MA0811.1,3.10651,0.000937187,0.871455,0.857551,0.0375126,117.0,False,0.018149426292682926
TFAP2C,TFAP2C,MA0524.2,3.08032,0.00102418,0.867372,0.853662,0.03659,117.0,False,0.01936187904761905
ZBTB7B,ZBTB7B,MA0694.1,3.05157,0.00112222,0.809688,0.796231,0.0449405,117.0,False,0.02072192279069767
PLAG1,PLAG1,MA0163.1,3.01179,0.00128347,0.814646,0.800424,0.044221,117.0,False,0.023160799545454545
TFAP2C,TFAP2C,MA0815.1,2.93889,0.00162947,0.825925,0.809526,0.0510256,117.0,False,0.028751092888888892
NHLH2,NHLH2,MA1529.1,2.93152,0.00166654,0.749413,0.736319,0.0433119,117.0,False,0.02876592956521739
TFAP2A,TFAP2A,MA0872.1,2.88686,0.00192613,0.820794,0.804318,0.0514059,117.0,False,0.03253930255319149
ZBTB7A,ZBTB7A,MA0750.2,2.8401,0.00222319,0.845196,0.829929,0.0585781,117.0,False,0.03677526791666667
ZBTB33,ZBTB33,MA0527.1,2.74791,0.002966,0.786495,0.772676,0.0497075,117.0,True,0.04806130612244897
ZNF449,ZNF449,MA1656.1,2.71252,0.00329772,0.813494,0.800995,0.0488587,117.0,False,0.052367793600000004
Klf12,Klf12,MA0742.1,2.69877,0.00343888,0.822343,0.809666,0.0489803,117.0,False,0.053538641568627456
PLAGL2,PLAGL2,MA1548.1,2.66878,0.00377947,0.863502,0.846444,0.0519617,117.0,False,0.05770959961538462
HES2,HES2,MA0616.2,2.63504,0.00416224,0.822999,0.807232,0.0601751,117.0,False,0.06235506716981133
TFAP2B,TFAP2B,MA0813.1,2.62184,0.00433317,0.830105,0.816155,0.0499161,117.0,False,0.06284084642857142
HES1,HES1,MA1099.2,2.61488,0.0044177,0.868314,0.85239,0.060608,117.0,False,0.06284084642857142
ZNF740,ZNF740,MA0753.2,2.61459,0.0044321,0.819349,0.803708,0.0519954,117.0,False,0.06284084642857142
CTCF,CTCF,MA0139.1,2.56866,0.00504427,0.789786,0.779428,0.0441225,117.0,False,0.07026579614035088
TFAP2C,TFAP2C,MA0814.2,2.53018,0.00565252,0.839065,0.825276,0.0507618,117.0,False,0.07738104965517242
GLI3,GLI3,MA1491.1,2.51436,0.00589968,0.79301,0.782675,0.0432371,117.0,False,0.07939569355932204
KLF17,KLF17,MA1514.1,2.49682,0.00620268,0.794259,0.782544,0.0485307,117.0,False,0.082082132
Plagl1,Plagl1,MA1615.1,2.46703,0.00676225,0.839813,0.825969,0.049845,117.0,False,0.08802010655737705
ELK4,ELK4,MA0076.2,2.41132,0.0078539,0.865191,0.852902,0.058877,117.0,False,0.10058059032258065
GLI2,GLI2,MA0734.2,2.35742,0.00911112,0.774543,0.764694,0.0448842,117.0,False,0.1148290361904762
FEV,FEV,MA0156.2,2.34792,0.00933514,0.852025,0.840666,0.0554641,117.0,False,0.11581408062500001
ETS2,ETS2,MA1484.1,2.32618,0.00990882,0.85957,0.848397,0.0516354,117.0,False,0.12104004738461539
Ahr,Ahr::Arnt,MA0006.1,2.27841,0.0112485,0.926994,0.913397,0.0635668,117.0,False,0.13330311940298506
Arnt,Ahr::Arnt,MA0006.1,2.27841,0.0112485,0.926994,0.913397,0.0635668,117.0,False,0.13330311940298506
FLI1,FLI1,MA0475.2,2.24234,0.0123443,0.840375,0.82927,0.056402,117.0,False,0.14266799130434782
ERG,ERG,MA0474.2,2.24064,0.0123981,0.859074,0.84857,0.053611,117.0,False,0.14266799130434782
TCF12,TCF12,MA1648.1,2.23501,0.0126015,0.883081,0.871576,0.0537076,117.0,False,0.1429370142857143
E2F1,E2F1,MA0024.3,2.2036,0.0136683,0.779297,0.7698,0.0439648,117.0,False,0.15285394647887324
NR2C2,NR2C2,MA0504.1,2.18674,0.0142465,0.831432,0.823751,0.0394261,117.0,False,0.15710723611111113
E2F6,E2F6,MA0471.2,2.16906,0.0149507,0.863808,0.852237,0.0476768,117.0,False,0.16261446301369864
ETS1,ETS1,MA0098.3,2.16216,0.0151665,0.856579,0.846278,0.0527393,117.0,False,0.16273244594594594
CREB3L4,CREB3L4,MA1474.1,2.15589,0.0154344,0.804369,0.795119,0.0427434,117.0,False,0.16339884799999999
ELK3,ELK3,MA0759.1,2.13974,0.0160343,0.838432,0.827514,0.0588508,117.0,False,0.16751623947368421
PAX5,PAX5,MA0014.3,2.12722,0.0165935,0.822915,0.813171,0.0436688,117.0,False,0.171107
Wt1,Wt1,MA1627.1,2.11859,0.0169719,0.840987,0.828844,0.0497558,117.0,False,0.1727652384615385
ELK1,ELK1,MA0028.2,2.0786,0.0186625,0.816925,0.805366,0.063157,117.0,False,0.18756993670886074
ETV5,ETV5,MA0765.2,2.0399,0.0204972,0.863471,0.853063,0.0592903,117.0,False,0.2027072197530864
TFDP1,TFDP1,MA1122.1,2.03759,0.0206792,0.862127,0.849665,0.0564146,117.0,False,0.2027072197530864
ZBTB7C,ZBTB7C,MA0695.1,2.02834,0.0211191,0.830498,0.822194,0.0417422,117.0,False,0.20449469999999997
TCF3,TCF3,MA0522.3,2.01797,0.0216419,0.882015,0.871721,0.0535968,117.0,False,0.20703215180722892
ZNF460,ZNF460,MA1596.1,2.01309,0.0219324,0.791333,0.777914,0.0613466,117.0,False,0.2073134
Zic1,Zic1::Zic2,MA1628.1,1.92928,0.026721,0.879243,0.869542,0.0447508,117.0,False,0.24670318604651162
Zic2,Zic1::Zic2,MA1628.1,1.92928,0.026721,0.879243,0.869542,0.0447508,117.0,False,0.24670318604651162
ARNT,ARNT::HIF1A,MA0259.1,1.90625,0.0281312,0.901228,0.890666,0.0574237,117.0,False,0.25382014545454545
HIF1A,ARNT::HIF1A,MA0259.1,1.90625,0.0281312,0.901228,0.890666,0.0574237,117.0,False,0.25382014545454545
GLIS3,GLIS3,MA0737.1,1.8729,0.0303624,0.749815,0.742723,0.0384842,117.0,False,0.27087354606741576
HES7,HES7,MA0822.1,1.84384,0.0324089,0.739747,0.730391,0.052775,117.0,False,0.28591851777777777
TFAP2A,TFAP2A,MA0003.4,1.83792,0.0328677,0.828297,0.81862,0.0508853,117.0,False,0.2867797120879121
ETV3,ETV3,MA0763.1,1.82884,0.0334615,0.844016,0.835857,0.0522107,117.0,False,0.2887872934782608
GLIS1,GLIS1,MA0735.1,1.7914,0.0364471,0.708969,0.701599,0.0383339,117.0,False,0.30873000638297876
HEY1,HEY1,MA0823.1,1.78978,0.0365499,0.816058,0.805772,0.0577777,117.0,False,0.30873000638297876
ZBTB6,ZBTB6,MA1581.1,1.78278,0.0371329,0.8346,0.826086,0.0456471,117.0,False,0.31035286947368423
MYCN,MYCN,MA0104.4,1.75369,0.0395375,0.797552,0.788166,0.0539171,117.0,False,0.3270080729166667
CENPB,CENPB,MA0637.1,1.73438,0.0411848,0.788663,0.78272,0.0370279,117.0,False,0.3371209402061856
MYC,MYC,MA0147.3,1.70857,0.0435527,0.816899,0.807524,0.054871,117.0,False,0.3526803636363636
SOHLH2,SOHLH2,MA1560.1,1.70388,0.043974,0.811723,0.802357,0.0567883,117.0,False,0.3526803636363636
HEY2,HEY2,MA0649.1,1.67235,0.046995,0.823244,0.814695,0.0524479,117.0,False,0.37314030000000004
RREB1,RREB1,MA0073.1,1.63328,0.0510235,0.80271,0.795519,0.0390546,117.0,False,0.40111543564356433
NFIX,NFIX,MA1528.1,1.60985,0.0534698,0.764156,0.756761,0.0469257,117.0,False,0.4124990326923077
ERF,ERF,MA0760.1,1.60637,0.0538135,0.838747,0.83128,0.0509162,117.0,False,0.4124990326923077
E2F4,E2F4,MA0470.2,1.60462,0.0540301,0.754002,0.747338,0.0434487,117.0,False,0.4124990326923077
HES5,HES5,MA0821.1,1.5659,0.0584219,0.755918,0.748255,0.0507249,117.0,False,0.4384954886792453
THAP1,THAP1,MA0597.1,1.56498,0.0585397,0.926054,0.921664,0.0285118,117.0,False,0.4384954886792453
MZF1,MZF1,MA0057.1,1.55235,0.0599909,0.915508,0.909997,0.0389413,117.0,False,0.442631474074074
NHLH1,NHLH1,MA0048.2,1.55067,0.0602068,0.836763,0.828809,0.0547618,117.0,False,0.442631474074074
ZNF682,ZNF682,MA1599.1,1.49902,0.066673,0.77414,0.766683,0.0497444,117.0,False,0.4856730458715596
YY2,YY2,MA0748.2,1.48022,0.0691577,0.830446,0.821895,0.0561224,117.0,False,0.49541165045045044
TCF4,TCF4,MA0830.2,1.47917,0.0692578,0.846376,0.838917,0.0527458,117.0,False,0.49541165045045044
ZNF263,ZNF263,MA0528.2,1.4688,0.0707023,0.865198,0.856546,0.0559218,117.0,False,0.5012288053571429
ZSCAN29,ZSCAN29,MA1602.1,1.45506,0.0725264,0.790424,0.784442,0.043385,117.0,False,0.5096102796460178
ASCL1,ASCL1,MA1631.1,1.40616,0.0794993,0.847423,0.840361,0.055314,117.0,False,0.5537056508771929
BHLHE22,BHLHE22,MA1635.1,1.39968,0.0804378,0.867416,0.85853,0.0726663,117.0,False,0.5553705495652174
Gmeb1,Gmeb1,MA0615.1,1.36015,0.0866056,0.822774,0.817285,0.0401225,117.0,False,0.5882515264957265
