"Term.name","P.value","Z.score","Combined.score","Overlapping.genes","Adjusted.p.value","Old.p.value","Old.adjusted.p.value","gene.count","TF_NAME","FDR","cycling_in_CTL_BHQ","cycling_in_AD_BHQ","DR_AR1_BHQ","DR_AR1_mthd2_BHQ","DR_logAmpRatio","diff_mesor_BHQ","edgeR_DE_BHQ"
"ILF3",1.70829824574382e-12,5.1424714270735,139.337954983088,"['RPL32', 'RPL10', 'RPL12', 'RPL11', 'NEDD8', 'RPL10A', 'RPL9', 'UQCRH', 'TOMM22', 'RPS4X', 'RPS14', 'MRPL40', 'RPS15A', 'RPL18A', 'SUMO1', 'RPS2', 'MRPL9', 'RPL18', 'RPL17', 'RPS13', 'GABARAPL1', 'RPL21', 'SSR4', 'RPS8', 'RPL22', 'RPS3A', 'RPS26', 'RPS25', 'RPS28', 'RPL37A', 'RPL24', 'LAMTOR2', 'OCIAD2', 'RPL29', 'RPS24']",2.8186921054773e-10,0,0,35,"ILF3",2.8186921054773e-10,2.69292009318988e-36,3.7376762105082e-23,0.760953611767452,0.761748681080659,0.130802087571629,0.000107358378291278,0.118967657211547
"ILF2",1.30559002000268e-06,4.14028644876974,56.09614280957,"['GABARAPL1', 'RPL21', 'SSR4', 'RPL10', 'RPS8', 'RPL11', 'NEDD8', 'RPL10A', 'RPL9', 'MRPL21', 'TOMM22', 'RPS26', 'RPS4X', 'RPS15A', 'SUMO1', 'RPS2', 'RPL18', 'RPL17', 'RPS13', 'RPS24']",0.000107711176650221,0,0,20,"ILF2",0.000107711176650221,3.5200782480735e-29,4.95097972971707e-21,0.875209995343366,0.87485519958397,-0.0155306062535701,1.5319464133528e-06,0.0459476609269091
"RAD21",3.69181662517007e-06,3.66737051297975,45.8765750286549,"['RPL30', 'RPL10', 'CDCA5', 'RPS5', 'RPL22', 'RPL11', 'RPL35A', 'RPS3A', 'MEA1', 'RPS4X', 'RPS14', 'RPS25', 'RPS15A', 'RPS19', 'SUMO1', 'RPS18', 'RPS2', 'RPS27A', 'RPS10', 'RPL17', 'RPS13']",0.000203049914384354,0,0,21,"RAD21",0.000203049914384354,7.94137601101377e-22,5.3961587983296e-16,0.931056809246814,0.931195297025472,0.0980899705599007,0.0236612922567521,0.263611385869428
"ESR1",5.3242424995838e-05,2.05656320443905,20.2379290157321,"['RPL10', 'WDR1', 'RPL12', 'RPL11', 'RPL36A', 'NEDD8', 'MYL6B', 'FOXO4', 'RPL10A', 'RPL9', 'ING1', 'RPS4X', 'RPS14', 'RPS15A', 'SUMO1', 'RPL18A', 'RPS19', 'RPL36AL', 'BLOC1S1', 'RPS18', 'BAG1', 'SEC61B', 'RPS2', 'RPL18', 'RPS10', 'RPL17', 'RPS13', 'RPS12', 'FIS1', 'RPL21', 'RPS8', 'RPL22', 'NME2', 'RPS3A', 'RPS26', 'PSMA5', 'RPS25', 'HAX1', 'SP1', 'RPL37A', 'GNB4', 'RPL24', 'RPL29', 'RPS24']",0.00219625003107832,0,0,44,"ESR1",0.00219625003107832,0.000160127592785165,0.620936199705528,0.635858440247454,0.635012071511032,-1.23151048308644,0.806268154080142,0.901763669611147
"RFX5",0.0029933544368516,9.38436213991769,54.5359127262649,"['CD74', 'NDUFA7', 'LSM7', 'RPS19']",0.082317247013419,0,0,4,"RFX5",0.082317247013419,2.74292497856261e-10,8.10708441051652e-09,0.735943358549628,0.73604346991408,0.315420713179113,0.545461600122586,0.790868736407654
"IRF8",0.0029933544368516,9.38436213991769,54.5359127262649,"['SPI1', 'SUMO1', 'GPS1', 'MID1']",0.082317247013419,0,0,4,"IRF8",0.082317247013419,NA,NA,NA,NA,NA,NA,NA
"E2F2",0.00633805522724557,7.0358024691358,35.6094859875989,"['SP1', 'RPS3A', 'RPS2', 'RPS24']",0.149397016070788,0,0,4,"E2F2",0.149397016070788,NA,NA,NA,NA,NA,NA,NA
"ESR2",0.00872361168537933,2.09090272428041,9.91447932778977,"['RPL32', 'CWC15', 'RPL10A', 'RPS26', 'RPS4X', 'RPS25', 'RPL18A', 'RPL36AL', 'RPS18', 'SP1', 'RPL29', 'RPS27A', 'NEFH', 'RPL17', 'RPS13', 'RPS24']",0.168698403345062,0,0,16,"ESR2",0.168698403345062,0.0229584522941577,0.000452765461234045,0.559070884624173,0.558290839809761,0.762765792734755,0.84541352720504,0.428400896345096
"CTCF",0.00920173109154881,3.84728175050756,18.0374559123214,"['SUMO1', 'H2AFZ', 'RPL36A', 'ZBTB33', 'FAU', 'RPL17']",0.168698403345062,0,0,6,"CTCF",0.168698403345062,2.63600574573633e-10,4.0200056720519e-06,NA,NA,NA,0.669080706896203,0.546821613652762
"POLE",0.0184115165415239,7.02093596059113,28.0470869120053,"['SUMO1', 'POLE3', 'NEDD8']",0.303790022935144,0,0,3,"POLE",0.303790022935144,2.86434868238664e-13,4.7764033956505e-10,0.728690099935244,0.728738933259623,0.206185926767563,2.22964185378982e-05,0.01206814118431
