"Term.name","P.value","Z.score","Combined.score","Overlapping.genes","Adjusted.p.value","Old.p.value","Old.adjusted.p.value","gene.count","TF_NAME","FDR","cycling_in_CTL_BHQ","cycling_in_AD_BHQ","DR_AR1_BHQ","DR_AR1_mthd2_BHQ","DR_logAmpRatio","diff_mesor_BHQ","edgeR_DE_BHQ"
"NRF1 (mouse)",0.000106409293365579,1.83554429621495,16.7919587118551,"['RPL30', 'COX7B', 'NDUFA13', 'COX4I1', 'IER3IP1', 'MEA1', 'COX7C', 'TMEM220', 'TOMM22', 'RPS15', 'RPS14', 'LAPTM4B', 'HINT3', 'RPS19', 'RPL35', 'RPL38', 'RPS10', 'CHCHD1', 'COX8A', 'FBXW5', 'SSR4', 'RPL21', 'RPS8', 'TMEM170B', 'RNF40', 'COX6B1', 'PSMA5', 'CTDNEP1', 'ERP29', 'SNRNP25', 'GEMIN7', 'PDZRN4', 'SRSF9', 'SEH1L', 'POMP', 'COX7A2', 'FOXO4', 'COX5B', 'SLC5A3', 'COX5A', 'PET117', 'MRPL54', 'PSMB6', 'BAG1', 'RPS2', 'NDUFA6', 'NDUFA5', 'PHF10', 'COX6C', 'RPS25', 'RPS28', 'LSM7', 'TNIP1', 'RPS21', 'RPS24', 'TOMM5']",0.0299010114357278,0,0,56,"NRF1",0.0299010114357278,2.74347443311857e-31,8.59133325468693e-19,0.874750737979355,0.874394120357568,-0.0497595083636545,2.34689533833632e-05,0.199374015749818
"HIF1A (human)",0.00175106968170485,1.64689681074145,10.4537243292584,"['COX7B', 'CNTNAP1', 'ING1', 'UXT', 'RPS15', 'EEF1B2', 'RPS4X', 'SUMO1', 'C9ORF16', 'SEC61B', 'RPS10', 'RPL39', 'RPS13', 'MRPL47', 'COX6B1', 'MRPL52', 'PSMA5', 'GCHFR', 'NDUFS5', 'SNRPG', 'C19ORF25', 'RPL24', 'JTB', 'RPL29', 'CCDC150', 'RPS19BP1', 'RPL10', 'DNAH5', 'CCDC69', 'NDUFB3', 'OR9Q1', 'COX7A2', 'COX7A1', 'COX5A', 'PSMB10', 'ZBTB3', 'RPS15A', 'DDT', 'BLOC1S1', 'PCBP2', 'POC1A', 'PCDHA9', 'RPL17', 'RPS26', 'MFAP1', 'SP1', 'MORN2', 'GNB4', 'FAU', 'BEX5']",0.246025290279531,0,0,50,"HIF1A",0.246025290279531,0.524431052539902,0.00186529445025647,0.333119346825934,0.332395158408244,1.84590119513897,0.000607543792814419,0.0107428676317449
"RARA (human)",0.003075986064381,1.68477278975688,9.74494442833807,"['CNTNAP1', 'NDUFA12', 'QPRT', 'OR9Q1', 'MYL6B', 'TIMM10', 'RPL10A', 'MEA1', 'RPL9', 'ZBTB3', 'RPS15', 'KLC2', 'RPL18A', 'RPS19', 'TCEAL4', 'CTSK', 'RPS10', 'RPS12', 'OST4', 'HEXIM2', 'GABARAPL1', 'NDUFA6', 'RNF24', 'TET1', 'ARFGAP1', 'COX6B1', 'CHIT1', 'RPS26', 'CTDNEP1', 'GCHFR', 'RPS25', 'LSM7', 'RPS27', 'MFAP1', 'ERP29', 'CYCS', 'GEMIN7', 'AURKAIP1', 'RPS21', 'RPS24']",0.288117361363687,0,0,40,"RARA",0.288117361363687,0.00198338332342482,0.345129403687738,NA,NA,NA,0.113297939708661,0.166218112366803
"IRF8 (human)",0.00948853987828738,1.50584806020026,7.01374414345991,"['PRDM8', 'RPL30', 'NDUFA13', 'CNTNAP1', 'NDUFA12', 'CDCA5', 'MRPS12', 'COX7A2', 'UQCR10', 'SLC5A3', 'COX7C', 'ING1', 'ZFP36L1', 'UNG', 'RPS15', 'NKAIN2', 'SERP2', 'RPS14', 'BAG1', 'CHCHD7', 'RPL35', 'HMGN2', 'RPL17', 'RPS12', 'CHGB', 'EGR1', 'NDUFA8', 'RPL41', 'MRPS24', 'GSTO1', 'TPBG', 'RPL22', 'MID1', 'RNF40', 'RPS27', 'MRPL51', 'UQCRQ', 'SNRPG', 'CHMP2A', 'RNF181', 'RPL24', 'ZNF513', 'AMOTL1', 'CTXN2', 'RPL29', 'AURKAIP1', 'RPS21']",0.666569926449689,0,0,47,"IRF8",0.666569926449689,NA,NA,NA,NA,NA,NA,NA
"YY1 (mouse)",0.0192341948850093,1.43864858740892,5.68419494481129,"['TMEM185B', 'ISCA2', 'NDUFA13', 'RPL32', 'SATB1', 'MRPS12', 'NDUFB2', 'LENG9', 'MRPL14', 'FOXO4', 'COX5B', 'RPL10A', 'GBA2', 'ING1', 'UQCRH', 'MRPL54', 'CYB5D1', 'RPS15', 'SERP2', 'KLC2', 'SUMO1', 'SPOCK2', 'DCDC2B', 'AP1S2', 'HMGN2', 'RPS10', 'POLR2J', 'FIS1', 'EGR1', 'RANBP1', 'NDUFA6', 'SSR4', 'GSTO1', 'MRPS18B', 'RPL35A', 'MRPL47', 'LRFN3', 'RPS25', 'RPS28', 'LSM7', 'GAN', 'SP1', 'NINJ1', 'JTB', 'FAU', 'RPL26']",0.999697279887663,0,0,46,"YY1",0.999697279887663,6.27493191586787e-13,4.002006464613e-10,0.824313896732824,0.823775918171581,0.220349345966686,0.0535324945781881,0.259891340440779
"CPEB1 (human)",0.0415271451741753,4.67816091954023,14.8831384109466,"['CHIT1', 'UQCR10', 'TMPRSS11F']",0.999697279887663,0,0,3,"CPEB1",0.999697279887663,2.24273447734865e-28,4.99561472400602e-10,0.639223415154641,0.638669197265166,-0.211854590703303,0.00247126144634236,0.66075715249416
"TP63 (human)",0.044138089877605,1.39430531975099,4.3508351512291,"['COX7B', 'ZNF593', 'RPL32', 'NDUFB3', 'NDUFB1', 'MRPL14', 'TMEM160', 'UQCR10', 'MEA1', 'ING1', 'PSMB10', 'ZBTB3', 'UXT', 'PSMB6', 'MFSD6', 'HYAL1', 'CTSK', 'PCBP2', 'RPS27A', 'HMGN2', 'TMSB10', 'COX8A', 'RPL41', 'NDUFA5', 'NME2', 'CHIT1', 'MRPL52', 'CTDNEP1', 'RPS27', 'GAN', 'RPL24', 'JTB', 'ANKRD40', 'FAU', 'RPL29', 'PFDN5', 'RPS24']",0.999697279887663,0,0,37,"TP63",0.999697279887663,NA,NA,NA,NA,NA,NA,NA
"NR3C1 (mouse)",0.0479543620471425,1.47562231491787,4.4822109137869,"['SLC24A3', 'PDE1C', 'RPL9', 'MRPL54', 'TMEM220', 'TCEAL8', 'ABHD10', 'CTSK', 'PCBP2', 'POLR2I', 'PCDHA9', 'RPL17', 'CHGB', 'DNAJC19', 'SUN2', 'GABARAPL1', 'NDUFA5', 'RPS5', 'RIIAD1', 'TET1', 'TMEM170B', 'MRPL51', 'SLC7A9', 'TOMM7', 'AMOTL1', 'PDZRN4']",0.999697279887663,0,0,26,"NR3C1",0.999697279887663,2.01352184151079e-08,4.53866710709949e-05,0.875209995343366,0.87485519958397,-0.0400173354391198,1.30974325722844e-08,0.000110101325516446
"ELK1 (human)",0.0482813494329476,1.3826047895786,4.19027406918854,"['LRRC34', 'PDE1C', 'GPS1', 'MYL6B', 'COX7C', 'ING1', 'UQCRH', 'RPS15', 'MFSD6', 'MRPL40', 'TCEAL4', 'CCDC85B', 'CHCHD7', 'CHCHD1', 'SLC38A2', 'PHLDA1', 'RPS12', 'POLR2L', 'FIS1', 'SPAG7', 'NDUFA6', 'TPBG', 'TET1', 'PDAP1', 'LSR', 'C4ORF48', 'ATOX1', 'RPS26', 'CTDNEP1', 'RPS27', 'MRPL51', 'UQCRQ', 'FAM163A', 'ITM2A', 'PDZRN4', 'NOP10', 'ISCU']",0.999697279887663,0,0,37,"ELK1",0.999697279887663,2.97076636837325e-12,6.01933715300983e-10,0.68506901964184,0.684763681333511,0.277192937522881,0.847078702109006,0.949378598943762
"NR5A1 (mouse)",0.056529116935641,1.47111509180475,4.22651281960187,"['IFI27L1', 'CD74', 'FIS1', 'NDUFA8', 'CADM4', 'RPS19BP1', 'RPS8', 'MRPS36', 'MRPS12', 'UQCR11', 'TOMM22', 'UBL5', 'LAPTM4B', 'HRH1', 'LSM7', 'TNIP1', 'RPL36AL', 'ILVBL', 'CYCS', 'ANKRD40', 'TMSB10', 'RPS21', 'PDZRN4', 'TOMM5']",0.999697279887663,0,0,24,"NR5A1",0.999697279887663,NA,NA,NA,NA,NA,NA,NA
