"TF_NAME","Pscan_TERM","MATRIX_ID","Z_SCORE","P_VALUE","SAMPLE_AVERAGE","BACKGROUND_AVERAGE","SAMPLE_DEVSTD","SAMPLE_SIZE","In_original_list","FDR","cycling_in_CTL_BHQ","cycling_in_AD_BHQ","DR_AR1_BHQ","DR_AR1_mthd2_BHQ","DR_logAmpRatio","diff_mesor_BHQ","edgeR_DE_BHQ","cycling_PRTN_CTL_BHQ","cycling_PRTN_AD_BHQ","DR_PRTN_BHQ","DM_PRTN_BHQ"
"TFAP2C","TFAP2C","MA0815.1","3.99965",3.16171e-05,0.855942,0.809526,0.0427623,27,"False",0.0145678885333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TFAP2B","TFAP2B","MA0813.1","3.92845",4.2601e-05,0.859624,0.816155,0.0432887,27,"False",0.0145678885333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TFAP2A","TFAP2A","MA0872.1","3.86638",5.50424e-05,0.850211,0.804318,0.0470292,27,"False",0.0145678885333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E2F2","E2F2","MA0864.2","3.72501",9.70197e-05,0.787107,0.755513,0.0487866,27,"False",0.01925841045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TFAP2A","TFAP2A","MA0810.1","3.52553",0.000210654,0.907517,0.873406,0.0401375,27,"False",0.0287654857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TFAP2B","TFAP2B","MA0811.1","3.50483",0.000227488,0.890185,0.857551,0.0453441,27,"False",0.0287654857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TFAP2C","TFAP2C","MA0524.2","3.4757",0.0002536,0.885847,0.853662,0.0475693,27,"False",0.0287654857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E2F1","E2F1","MA0024.3","3.1398",0.000842293,0.797938,0.7698,0.0448158,27,"False",0.08359758025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E2F4","E2F4","MA0470.2","3.09614",0.00097512,0.77408,0.747338,0.0533358,27,"False",0.0860272533333333,2.88262975669539e-05,0.0316609692151078,0.415241110404923,0.385769822214902,-0.131849236090215,0.981466127790838,0.881192562767297,NA,NA,NA,NA
"Znf423","Znf423","MA0116.1","3.02446",0.00124097,0.851441,0.826226,0.0429028,27,"False",0.098533018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TFAP2C","TFAP2C","MA0814.2","2.97431",0.00146489,0.858988,0.825276,0.0471752,27,"False",0.105738423636364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TFAP2A","TFAP2A","MA0003.4","2.85325",0.00215852,0.849862,0.81862,0.0486871,27,"False",0.142822073333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KLF11","KLF11","MA1512.1","2.80663",0.00249811,0.898535,0.865068,0.048864,27,"False",0.152576872307692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TFDP1","TFDP1","MA1122.1","2.75375",0.00294078,0.884692,0.849665,0.0489952,27,"False",0.166784237142857,0.0759037338027918,0.256292258822506,0.477951899073293,0.453969319341837,-0.223976996320377,0.634587825140955,0.613195471585893,NA,NA,NA,NA
"KLF16","KLF16","MA0741.1","2.72451",0.00321454,0.905755,0.870747,0.0488269,27,"False",0.170156317333333,0.902355786288141,0.150565369797298,NA,NA,NA,0.88269621061998,0.926983681444852,NA,NA,NA,NA
"Znf281","Znf281","MA1630.1","2.68109",0.0036612,0.853098,0.819408,0.0559616,27,"False",0.178625245882353,0.439171848575815,0.134324388145139,NA,0.658971252824312,NA,0.841137975259111,0.771240652372539,NA,NA,NA,NA
