"Term.name","P.value","Z.score","Combined.score","Overlapping.genes","Adjusted.p.value","Old.p.value","Old.adjusted.p.value","gene.count","TF_NAME","FDR","cycling_in_CTL_BHQ","cycling_in_AD_BHQ","DR_AR1_BHQ","DR_AR1_mthd2_BHQ","DR_logAmpRatio","diff_mesor_BHQ","edgeR_DE_BHQ","cycling_PRTN_CTL_BHQ","cycling_PRTN_AD_BHQ","DR_PRTN_BHQ","DM_PRTN_BHQ"
"USF1 (mouse)",0.00394897480380163,1.35655737704918,7.50759451114479,"['RAB3B', 'TUSC2', 'CHRM5', 'ITGA2B', 'TXNDC17', 'ZDHHC4', 'TOMM22', 'LSM10', 'CRHBP', 'SALL1', 'RPS6KA5', 'CCDC97', 'SLC39A7', 'FAM81A', 'EPHB3', 'ATP6V1G1', 'RPS9', 'PHYH', 'RPL21', 'EIF1AX', 'HGF', 'ACOT11', 'COL23A1', 'VASH2', 'YOD1', 'RUNX1', 'PAPPA', 'TMEM126A', 'RPL24', 'PRKD1', 'IL6ST', 'RPP25', 'UQCRB', 'DCUN1D3', 'COPS7A', 'A1BG', 'ACACB', 'ANAPC11', 'CYB5R1', 'BRIP1', 'NEU1', 'PSAP', 'PCDHA9', 'ATP6V1D', 'PRNP', 'MOAP1', 'SLC14A2', 'SURF1', 'ICMT', 'SURF2', 'SNAI3', 'KLHDC8B', 'IGF1', 'BTBD6', 'LSM4', 'RNF103', 'NSG2', 'UQCRQ', 'FASN', 'PXMP2', 'FARSA', 'COPS8', 'SERINC3', 'TMEM151A', 'RPLP1', 'MRPS12', 'ZFAND2B', 'MAGT1', 'ADO', 'DDA1', 'JPH4', 'IQCJ-SCHIP1', 'UBL5', 'MRPL2', 'RASGEF1C', 'B3GALT1', 'TMED2', 'HAUS4', 'NME2', 'TMC7', 'DUSP28', 'MANEAL', 'BPGM', 'MRPL43', 'TGFBR3', 'MRPL50', 'CHDH', 'SGK1', 'GRAMD1C', 'MAGEH1', 'GTF2A2', 'STOML1', 'VPS4A', 'CKMT2', 'CUX2', 'TCOF1', 'DNAJB4', 'TAF9B', 'RXRG', 'TIMM8B', 'RANBP1', 'NAP1L2', 'USH2A', 'GTF2H4', 'YIF1A', 'USF1', 'DNAJA4', 'STK17B', 'CCDC65', 'PFKM']",0.999992649906244,0,0,110,"USF1",0.999992649906244,0.00938320969889964,0.0105482599418693,0.999739610051404,0.999739610051404,-0.000988983682870259,0.236360156151408,0.47745082320315,NA,NA,NA,NA
"NR3C1 (human)",0.011634258919293,1.25442275496643,5.58694954421082,"['CD81', 'SLC35B1', 'GPATCH4', 'UBE2L6', 'FGF1', 'HDDC3', 'ZDHHC4', 'EEF1B2', 'RNF112', 'PIM1', 'RPL37', 'RGS8', 'PTGDS', 'IER5', 'PHLDA1', 'B2M', 'DAPK2', 'RPS5', 'NFKBIL1', 'ACOT11', 'F2R', 'ACYP1', 'HLA-F', 'ATP1B1', 'ERMN', 'FNDC5', 'ARMCX5', 'ARMCX6', 'RPP21', 'CD2BP2', 'PLA2R1', 'RPL29', 'TRIB2', 'ISCU', 'FKBP5', 'BEX2', 'LYPD1', 'PSEN2', 'A1BG', 'SLC1A6', 'PCDH18', 'SCUBE2', 'IGSF21', 'DPH1', 'APOE', 'MPDU1', 'ATP6V1F', 'WWTR1', 'PRNP', 'CADM4', 'TGFB1', 'SNAI3', 'FN1', 'SMAD9', 'LSM4', 'MANBAL', 'ST18', 'SLC2A9', 'UBE2T', 'P4HA3', 'RPL27A', 'ITGBL1', 'MRVI1', 'MKX', 'SERINC3', 'MUC20', 'FGFR2', 'ITM2C', 'TCP10L', 'TMEM151A', 'CLIC5', 'B4GALT3', 'MRPS12', 'SLC6A1', 'USE1', 'TMEM47', 'DUSP12', 'RASGEF1C', 'TOP1MT', 'OPA3', 'SPDYE1', 'LRRTM2', 'C8ORF82', 'DGCR6L', 'ACP2', 'SSR2', 'CCDC113', 'SLC39A11', 'IL16', 'ETV1', 'TMC7', 'KCNAB1', 'BPGM', 'ZDHHC11', 'DYNLL2', 'CES4A', 'C1QL2', 'DUSP7', 'GNL3', 'HAX1', 'DBF4', 'DALRD3', 'GORASP1', 'SDHAF1', 'CRH', 'COL6A6', 'PFDN5', 'ATP6V0C', 'PAPPA2', 'PCYOX1', 'STOML1', 'LRTM2', 'SATB2', 'LRTM1', 'TIMM13', 'NEDD9', 'NEDD8', 'GLRX', 'USP19', 'RBM15B', 'ABI3BP', 'TMEM208', 'PTK2B', 'SLC17A7', 'ATP6V0E2', 'CCT7', 'KCNJ4', 'KCNJ10', 'GAD1', 'P2RY14', 'KCNJ14', 'LGI2', 'SYVN1', 'SPDYE3', 'SPDYE5', 'LHFPL2', 'USF1', 'ATOX1', 'BCKDK', 'FABP3', 'FRAS1', 'SNX17', 'SMOC1', 'RUNDC1']",0.999992649906244,0,0,144,"NR3C1",0.999992649906244,0.0660630498000426,0.273304550774435,NA,NA,NA,0.327117721147708,0.769969444365898,0.4966454817253,0.787964983501911,NA,0.978612109332399
"ESR2 (human)",0.0154313225681999,2.24825306049504,9.37826367354383,"['DDR1', 'CCDC115', 'PTGES2', 'C2ORF88', 'IMP4', 'GNL1', 'LSM2', 'SPSB3', 'CRHBP', 'SLC25A18', 'NEU1', 'VDAC2', 'TSPAN2']",0.999992649906244,0,0,13,"ESR2",0.999992649906244,0.208818069994023,0.781739942383568,NA,NA,NA,0.976655068913836,0.73478964382765,NA,NA,NA,NA
"Klf4 (mouse)",0.0160686616607159,1.9316,7.97921627719295,"['FIS1', 'MAML2', 'TSTD1', 'TRPC3', 'GADD45A', 'PLK2', 'ODC1', 'TESK2', 'HIF3A', 'LAGE3', 'CDC14B', 'DRAP1', 'SPRED2', 'PIK3IP1', 'ERP29', 'FAM43B', 'SGK1', 'RPS12']",0.999992649906244,0,0,18,"Klf4",0.999992649906244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TFAP2A (mouse)",0.0223779748912591,1.22399201871474,4.65077562845864,"['RPL30', 'RAB3A', 'MAML2', 'RPL32', 'CD81', 'CPNE7', 'FRMPD1', 'MPI', 'LOXL3', 'XYLT1', 'FGF1', 'HDDC3', 'RPL6', 'KRTCAP2', 'PIM1', 'ARFIP2', 'RPL35', 'SLC39A7', 'HMGN2', 'RPS10', 'FAM81A', 'JUNB', 'NUDT12', 'USP5', 'SP110', 'PRKCD', 'F2R', 'MMD2', 'FNDC5', 'DPM2', 'ASPHD1', 'TMEM126A', 'RIN3', 'KCNQ5', 'ERH', 'VDAC1', 'DNA2', 'PHPT1', 'TTPAL', 'CUTA', 'IDI1', 'SET', 'PEF1', 'HTRA2', 'ARHGAP18', 'MRPL14', 'THY1', 'SEZ6L2', 'TRHDE', 'PCDH18', 'GABARAP', 'AK8', 'SCUBE2', 'ARHGAP22', 'EMG1', 'CDH24', 'APOD', 'FAM43A', 'MYH11', 'ARSG', 'TRPM3', 'FIS1', 'TGFB1', 'NEK6', 'TMEM132A', 'EAF1', 'NSG1', 'DNAJC14', 'SLC2A9', 'H1F0', 'LSM7', 'COL5A1', 'P4HA3', 'PSMG3', 'MRVI1', 'MUC20', 'NFE2L1', 'DDR1', 'DOCK6', 'CUEDC2', 'PPP1R11', 'CITED2', 'ZFAND2B', 'NR2E1', 'HIF3A', 'SLC6A1', 'JPH4', 'TOP1MT', 'FUNDC1', 'TIMP2', 'MLX', 'TRPC7', 'TRPC5', 'HSP90AA1', 'TRPC6', 'ABHD14B', 'IL16', 'ABHD14A', 'ANO2', 'PTP4A3', 'VGF', 'CDHR2', 'TRNP1', 'PCYOX1', 'SAMD5', 'AHCY', 'RNASEK', 'TOMM40', 'MRPS34', 'SLC3A1', 'ATP1A3', 'UQCR11', 'ZDHHC22', 'CCDC106', 'AGPAT1', 'CXXC4', 'PSMB10', 'DUOX1', 'RBM15B', 'PARD6A', 'MICALL1', 'SLC17A7', 'ATP6V0E2', 'CDIPT', 'SH2B2', 'POLR2L', 'PPP1R14B', 'MDH2', 'LGI4', 'TTC9B', 'PNMA2', 'PTPN13', 'MEIS2', 'NUDT22', 'MYO1E', 'FRAS1', 'NFIA', 'PIK3IP1', 'CROCC', 'STUB1', 'CRLF3']",0.999992649906244,0,0,141,"TFAP2A",0.999992649906244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NR5A1 (mouse)",0.0317108050390908,1.26845285493466,4.3775548611378,"['FANK1', 'MESP1', 'ALDH1L1', 'CPNE7', 'PHF23', 'MRPS12', 'MRPL34', 'CNDP2', 'TOMM22', 'LIPE', 'LAPTM4B', 'NPPC', 'UBL5', 'NUDCD2', 'SALL1', 'LBH', 'RPS6KA5', 'RPL36AL', 'TRIM69', 'MAF1', 'B2M', 'HGFAC', 'JAGN1', 'DUSP1', 'RPS8', 'PGAM1', 'SLC39A11', 'AIP', 'ETV3', 'DUSP26', 'LRRC42', 'PTP4A3', 'FNDC4', 'ASPHD1', 'PTRH2', 'SDHAF1', 'ATP6V0C', 'PDZRN4', 'FREM2', 'OTUB1', 'SET', 'RPS19BP1', 'PDE1A', 'RBM4B', 'ARHGAP18', 'UQCR11', 'PHB', 'ZDHHC22', 'ART3', 'HRH1', 'DPH1', 'TCTEX1D1', 'ST8SIA6', 'CCT7', 'SNX8', 'ATP6V1D', 'BCL2L14', 'PPP1R14A', 'FIS1', 'XBP1', 'GABBR1', 'CADM4', 'SNAPIN', 'TGFB1', 'PMM1', 'MDH2', 'P2RY14', 'ST8SIA2', 'GSS', 'TMEM132A', 'VWA3A', 'RAB11A', 'ANLN', 'LSM7', 'NSG2', 'NDUFAF4', 'CROCC', 'CYCS', 'FXYD6', 'MKX', 'VIM', 'FARSA', 'RPS21', 'NFE2L1', 'TOMM5', 'GRINA', 'TJP2']",0.999992649906244,0,0,87,"NR5A1",0.999992649906244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FOXA2 (human)",0.041155228446243,2.03173482434212,6.48205552349146,"['TMEM134', 'SPDYE1', 'BHLHE41', 'NAP1L2', 'COX7A2', 'SPDYE5', 'CD247', 'HIPK1', 'GYG1', 'DCDC1', 'CLN5']",0.999992649906244,0,0,11,"FOXA2",0.999992649906244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FOXA3 (human)",0.0461145856313623,1.52423566394565,4.68950305535604,"['CLIC5', 'NOLC1', 'HMGCR', 'PSMD8', 'IQCJ-SCHIP1', 'LDHA', 'PCSK1N', 'DACH1', 'MED10', 'TMED2', 'RGS8', 'TRPM3', 'LEKR1', 'TLE3', 'RPL21', 'H3F3B', 'SLC2A12', 'RPSA', 'ARHGAP28', 'ETV5', 'RUNX1', 'PRPF4', 'ASXL3', 'C4ORF3', 'TLL1']",0.999992649906244,0,0,25,"FOXA3",0.999992649906244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ETV4 (mouse)",0.0480459606849026,1.20409442959125,3.6551456933674,"['EIF4A2', 'DCLRE1C', 'MAML2', 'SLC35B1', 'AQP4', 'TMEM141', 'TOMM20', 'IFIT3', 'CCDC28B', 'LAPTM4B', 'LIPE', 'RPS16', 'PEG10', 'LEPR', 'PIM1', 'RCC1', 'SOX6', 'PHLDA1', 'STARD4', 'ST6GAL1', 'HGF', 'RPS5', 'FOXP2', 'DKK2', 'RUNX2', 'RUNX1', 'TOM1L1', 'SFRP4', 'ASPHD1', 'TMEM126A', 'RPL24', 'KCNQ5', 'LYG2', 'CFTR', 'ARL9', 'SHC3', 'NXPH2', 'COX17', 'ATXN7L3B', 'SEZ6L2', 'ACAT2', 'RHOBTB1', 'ARHGAP22', 'TMEM128', 'GRPEL2', 'KCNMB2', 'PNPO', 'ARSG', 'SERF2', 'ZSCAN18', 'SLC14A2', 'TBCC', 'LSM5', 'LSM3', 'SLC2A9', 'IGSF10', 'ANLN', 'RALYL', 'ZBTB6', 'NDUFAF4', 'PSMG3', 'NFE2L3', 'FXYD6', 'KLRD1', 'DDR1', 'MRPS17', 'MUS81', 'DDX3Y', 'CDKN1B', 'PPCDC', 'TCHP', 'ADAMTSL1', 'TUBA1A', 'SGCD', 'C1QTNF7', 'B3GALT2', 'DSE', 'HYDIN', 'TIMP3', 'CD36', 'GAL3ST3', 'TRPC7', 'NME2', 'MEPE', 'ETV4', 'SLCO1C1', 'SLC25A18', 'TRNP1', 'ALDOC', 'SGK1', 'ECT2L', 'GTF3C6', 'AMIGO1', 'RNF6', 'GLRX', 'CXXC4', 'PTHLH', 'TCEAL8', 'PARD6A', 'IGF2BP3', 'SLIT3', 'ATP6V0E2', 'PDLIM5', 'P2RY12', 'ANGPT2', 'KCNJ10', 'TAF13', 'PDAP1', 'AGBL5', 'MYO1E', 'NFIA', 'NMNAT1', 'PTPN9', 'TLL1']",0.999992649906244,0,0,114,"ETV4",0.999992649906244,9.70432554091638e-11,0.000297025300791561,0.693555524192601,0.689711021375757,-0.260022975654337,0.0830926258484835,0.225211915793878,NA,NA,NA,NA
"Arnt::Ahr (mouse)",0.052681452481464,1.56399554813578,4.60360811919725,"['PANK4', 'PPP1R14A', 'PLEKHG1', 'LRRC29', 'GTF3C6', 'PRDM6', 'HAUS4', 'CCDC106', 'NSG1', 'DEXI', 'TIRAP', 'BBC3', 'RHD', 'TNFSF13B', 'ADAMTS20', 'RNF112', 'DUOX1', 'ORMDL3', 'TIMP2', 'STUB1', 'LDLR']",0.999992649906244,0,0,21,"Arnt::Ahr",0.999992649906244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
