"Ensembl","Gene_Symbols","p_mesor","mesor_CTL","mesor_AD","BHQ","Bonf"
"ENSG00000230368","FAM41C","0.0148170868122197","1.18613620799799","1.28566327366178",0.0475337670418033,1
"ENSG00000187634","SAMD11","0.0482409636750273","0.594777859592274","0.669815457459155",0.115299250988312,1
"ENSG00000188976","NOC2L","0.0131092371262513","24.1051658677189","23.471045041193",0.0434070129116533,1
"ENSG00000187961","KLHL17","0.000225067331549153","6.48531194191725","7.27410204089358",0.00181526619303581,1
"ENSG00000188290","HES4","3.79863449343862e-10","21.2042180823629","17.2340586772071",7.75070516229824e-08,6.30155476116533e-06
"ENSG00000187608","ISG15","0.0216217095263438","4.90248880925081","4.01095127550033",0.0633267195149218,1
"ENSG00000188157","AGRN","0.300114899382379","11.1530783753032","10.9282835842958",0.442818292791451,1
"ENSG00000131591","C1orf159","0.148781966337767","31.2477116661502","30.5505945905744",0.265706108254626,1
"ENSG00000186891","TNFRSF18","0.0322392721275932","1.15607569145005","1.04266343847986",0.0849448173995466,1
"ENSG00000186827","TNFRSF4","0.491781916169193","1.039359816715","1.07102976884383",0.627455022868077,1
"ENSG00000078808","SDF4","0.0499405602137032","38.5159654847801","37.5135322071486",0.118419661718857,1
"ENSG00000176022","B3GALT6","0.00333922650798156","7.31352046929178","7.0017152066859",0.0150359719351739,1
"ENSG00000184163","C1QTNF12","0.241991481574002","0.907773068631829","0.844902071865486",0.379647880445538,1
"ENSG00000160087","UBE2J2","0.0110407382156078","26.6698720759613","26.1270155527698",0.0379674142327359,1
"ENSG00000162572","SCNN1D","0.518882477844148","11.3086969986014","11.5443336757498",0.650672116180858,1
"ENSG00000131584","ACAP3","0.125161102240264","81.305773993057","84.2049096038456",0.23476905529893,1
"ENSG00000169972","PUSL1","0.145306310773183","3.3834089778755","3.28243426861634",0.261157788669159,1
"ENSG00000127054","INTS11","0.020381930101011","33.982943218215","34.9514240098376",0.060442588209809,1
"ENSG00000224051","CPTP","0.340108671551329","7.85312848580313","7.79618935385897",0.482681388687227,1
"ENSG00000169962","TAS1R3","0.00251898871127574","0.1897509862525","0.225446092000892",0.0120475972538715,1
"ENSG00000107404","DVL1","0.992691605051217","25.2785976005541","25.4164973629946",0.995202011042526,1
"ENSG00000162576","MXRA8","0.563661479724621","1.43723213811039","1.40208430526579",0.689160668954311,1
"ENSG00000175756","AURKAIP1","0.00177837667677102","22.4762133506814","21.1745179911728",0.00922786696620408,1
"ENSG00000221978","CCNL2","0.970134075177803","57.6995332242638","57.6857093231851",0.98191300629192,1
"ENSG00000242485","MRPL20","0.000613180596739717","25.474825441984","24.0821689849837",0.00398591977379399,1
"ENSG00000235098","ANKRD65","6.42335874141266e-05","8.37389271485242","7.5189193851183",0.00068449900340283,1
"ENSG00000179403","VWA1","0.113481779250277","11.6776762843811","12.5593567572285",0.218850178561131,1
"ENSG00000215915","ATAD3C","0.563459962262993","2.94124625991666","3.03402484708709",0.689019409846734,1
"ENSG00000160072","ATAD3B","0.849047295803568","17.4651409687276","17.2939491064554",0.905253910282498,1
"ENSG00000197785","ATAD3A","0.646299875766768","12.5585375588341","12.6592055407329",0.75567159847018,1
"ENSG00000205090","TMEM240","0.0232396813740168","22.6520099767315","21.6277905050288",0.0668498481556381,1
"ENSG00000160075","SSU72","0.235586852219297","51.4260877489803","51.3716757900335",0.372566973867066,1
"ENSG00000228594","FNDC10","0.0454834772473279","12.5592493145266","12.097969042475",0.110488417638882,1
"ENSG00000197530","MIB2","0.0770188167099954","34.5068024979098","35.8996797054965",0.163782226689157,1
"ENSG00000189409","MMP23B","0.80711861809906","1.94041416812324","1.93461440732988",0.876028360365281,1
"ENSG00000248333","CDK11B","0.924608449853025","14.1656467319985","14.186206994698",0.953046450516455,1
"ENSG00000189339","SLC35E2B","0.860616305069235","25.3956100427726","25.4434635625104",0.912544831242796,1
"ENSG00000008128","CDK11A","0.145085991027753","13.5552057404843","14.1706838864936",0.26090314419072,1
"ENSG00000215790","SLC35E2A","0.0285048139134899","31.2013525851464","32.9897104046255",0.0775444995098203,1
"ENSG00000008130","NADK","0.151095146587298","15.7408329426242","15.4090963927538",0.268622589940702,1
"ENSG00000078369","GNB1","3.90120969302644e-05","228.870373919156","222.059633135712",0.000464255147759079,0.647171675976156
"ENSG00000169885","CALML6","0.646579998115693","0.63449809477767","0.645153155846715",0.755679553948234,1
"ENSG00000178821","TMEM52","0.198392449972653","0.917862508542395","0.966601909764038",0.328292503999635,1
"ENSG00000142609","CFAP74","0.931589428742461","15.6336203770813","15.630203289204",0.957229450654611,1
"ENSG00000187730","GABRD","1.97967819238569e-05","61.2318677297633","56.6341904238122",0.000281895978828208,0.328408815334862
"ENSG00000067606","PRKCZ","0.201670515289337","81.7320170755638","81.0322060303749",0.3321090040549,1
"ENSG00000162585","FAAP20","0.272164081022748","15.7870074225533","16.2442429298634",0.413076847217417,1
"ENSG00000157933","SKI","0.0445963176983201","56.2704633247652","58.4903544890532",0.108859375264484,1
"ENSG00000116151","MORN1","0.460674505448222","16.2161029217541","16.4054836698934",0.599900256761171,1
"ENSG00000157916","RER1","0.00308003932268327","31.5479391661022","30.6171855863997",0.0141145779900532,1
"ENSG00000157911","PEX10","0.00240365310865375","8.97505346002711","8.5710149030298",0.011598080692105,1
"ENSG00000149527","PLCH2","0.258087469588969","14.4646122506499","14.8710539336595",0.397531386537735,1
"ENSG00000157881","PANK4","0.840825884444112","9.57099226102542","9.31965022925073",0.898872948452249,1
"ENSG00000197921","HES5","0.660055933945894","3.45566597906373","3.49096319171979",0.765985589085519,1
"ENSG00000157873","TNFRSF14","0.549604863162171","8.33878129219104","8.13706548650289",0.676866746473441,1
"ENSG00000157870","PRXL2B","0.357846076087476","16.4624414953335","16.4237316516381",0.50113904327109,1
"ENSG00000142606","MMEL1","0.0115312408450233","0.294682502529545","0.345844846860955",0.0391830539429078,1
"ENSG00000215912","TTC34","0.0967443808463512","2.67712684576805","2.8062909737414",0.194485280399918,1
"ENSG00000177133","PRDM16-DT","0.253728807911484","8.32854347835802","8.77379990550122",0.392787158869318,1
"ENSG00000142611","PRDM16","0.155790020314653","22.995941167564","24.6378308322964",0.274778749153314,1
"ENSG00000130762","ARHGEF16","0.00354616817789117","0.82662678482792","0.92983400030035",0.0156998622639543,1
"ENSG00000162591","MEGF6","0.995823354019649","2.50470624651536","2.49447487048788",0.997205941074005,1
"ENSG00000158109","TPRG1L","3.30483800672988e-07","39.9294510164594","36.1963251292537",1.21831017096982e-05,0.0054823957693642
"ENSG00000116213","WRAP73","0.358851166607786","9.01466555027045","8.86800334085538",0.5020903398041,1
"ENSG00000078900","TP73","0.801348126972087","0.207273191073935","0.206768757471469",0.871734680711979,1
"ENSG00000235169","SMIM1","0.757311820972554","0.410111554276","0.425335183435049",0.839383029205164,1
"ENSG00000130764","LRRC47","2.44656549462848e-05","25.7222434485012","24.3487975148131",0.000327835823831921,0.405860749903919
"ENSG00000116198","CEP104","0.228226098365325","33.0327317530241","33.3601146375434",0.36379770786801,1
"ENSG00000169598","DFFB","0.429767425844995","17.1183291138398","17.1752138579302",0.571770938113932,1
"ENSG00000198912","C1orf174","0.249412096224632","7.65791384639296","7.51807057551569",0.388315088153019,1
"ENSG00000196581","AJAP1","0.478654221422802","79.237686162443","80.9024493756215",0.615725409365917,1
"ENSG00000131697","NPHP4","0.0733840662188067","46.0620395042566","47.4089197113306",0.158243633758454,1
"ENSG00000069424","KCNAB2","0.0222954256231536","109.663151184141","108.030172121238",0.0649102870590549,1
"ENSG00000116254","CHD5","0.0147701760905395","127.375067573257","133.00806505789",0.0474390031299051,1
"ENSG00000116251","RPL22","9.02790321224855e-05","71.3222155908885","67.2967346612271",0.000883851309275659,1
"ENSG00000158286","RNF207","0.477185341328205","10.3386073388503","10.4631947718678",0.61407397620771,1
"ENSG00000116237","ICMT","0.142967365494027","16.0584114276954","15.9059412857784",0.258020002558089,1
"ENSG00000158292","GPR153","0.0361633374741808","4.74265189260846","4.48149729590268",0.0929090297907984,1
"ENSG00000097021","ACOT7","0.000502044860759625","62.2957759840623","59.675454815559",0.00339796907186512,1
"ENSG00000187017","ESPN","0.616912880085239","0.260239466653624","0.248429942459641",0.732252988532773,1
"ENSG00000215788","TNFRSF25","0.0211044936513101","49.2272719091923","52.3148227067744",0.0621189576262568,1
"ENSG00000171680","PLEKHG5","0.957248848894157","26.3123643515379","26.3662352100405",0.973265576998356,1
"ENSG00000162408","NOL9","0.363135576861206","30.8786893299557","30.4355819862777",0.506548408926584,1
"ENSG00000173662","TAS1R1","0.121325798133293","0.782969070256099","0.702192087912376",0.229626202536588,1
"ENSG00000204859","ZBTB48","0.247720978342516","10.1643953575748","9.92034140296537",0.386317284043202,1
"ENSG00000162413","KLHL21","0.513995448234589","24.5529994886259","24.9865167736985",0.647087386412962,1
"ENSG00000116273","PHF13","0.904845713312419","8.26963644175477","8.35728622784226",0.941311480898572,1
"ENSG00000041988","THAP3","0.118875655781851","8.28898122723355","8.13536780553168",0.226461673606468,1
"ENSG00000007923","DNAJC11","0.12970217173049","44.1300809850862","43.0766821220132",0.240486121251492,1
"ENSG00000237436","CAMTA1-DT","0.0505609199023926","1.23411656812712","1.15610092024285",0.119412742064463,1
"ENSG00000171735","CAMTA1","0.143438617888566","517.134546256537","526.498063509359",0.258754157476449,1
"ENSG00000049245","VAMP3","0.431588804169702","13.3896349929021","13.5014190256668",0.573333964383437,1
