"Gene_Symbols","p_cogdx","p_ceradsc","acrophase_cog4","acrophase_cog5","acrophase_cerad1to2","acrophase_cerad3to5","amplitude_cog4","amplitude_cog5","amplitude_cerad1to2","amplitude_cerad3to5","BHQ_cogdx","Bonf_cogdx","BHQ_cerad","Bonf_cerad"
"FAM41C","0.752972470184105","0.847430165166072","5.29858077378996","6.24487433651727","5.32724218443666","5.7620115596764","0.276411965934083","0.341347190516979","0.261178788353073","0.293043617672469",0.868672248545544,1,0.998285527426188,1
"SAMD11","0.432265033888173","0.900323899883556","4.97175330755372","0.413086767358464","5.08786986956754","5.19069710731142","0.167137833435927","0.389752704588225","0.155821246757338","0.0985405092216025",0.652475522850072,1,0.998285527426188,1
"HES4","0.186581386980839","0.874028861852894","2.12375240521389","1.19114049430975","2.07437514903709","1.98860726805083","5.23902643591885","4.25917002422694","5.08082704470783","4.26569700856706",0.445036452872879,1,0.998285527426188,1
"B3GALT6","0.0898451484508429","0.926353085732652","2.70509643981812","1.29528548036768","2.68556018818654","2.55319220090196","1.48543664997206","1.81627686347254","1.43880132282869","1.31416000776205",0.320278929195004,1,0.998285527426188,1
"TAS1R3","0.385915057010479","0.586629824444456","4.39430343177006","3.35466015544663","4.34659033733482","3.46686031499881","0.0492445691099095","0.0626700561757736","0.0470252780310561","0.0267234936182102",0.617992546295647,1,0.998285527426188,1
"ANKRD65","0.372987038334064","0.603187913238097","3.04420413137237","3.62333848549779","3.00151836713052","3.15917830067817","1.88952079845018","1.05424229747969","1.86395964646426","1.05304399633208",0.605107241980523,1,0.998285527426188,1
"ATAD3C","0.134273974167279","0.681011540887387","5.77597879074736","0.274327745862495","5.89466530655893","6.05404324373099","0.832736906763519","2.48333165354463","0.834129880477383","1.2652734313402",0.383639926192226,1,0.998285527426188,1
"SSU72","0.067330855027821","0.546209968943592","3.26038126484953","1.19313504572381","3.2181899300551","3.28028315931335","12.0385385481344","4.53513885506889","11.525723923252","7.43772442761616",0.280353986749365,1,0.998285527426188,1
"GABRD","0.956286074465524","0.794694823381623","2.90541482190678","2.78367877524148","2.87413942577375","2.97969382235995","20.2881398360104","19.0845494197777","20.3715803352386","19.4764733454796",0.97710507463531,1,0.998285527426188,1
"PANK4","0.425334389950864","0.0200563317888904","3.36768320495066","3.70272129020794","3.49159671806457","2.20368610606372","2.24461049291738","4.01702956486712","2.62219617558613","0.806532142310787",0.647911986119148,1,0.998285527426188,1
