Item ID	Item value	Change in Kuiper test statistic when item removed
F2R	10.6123590602182	-0.016483516483516314
CHRM5	6.17707794331631	0.04436398841683575
ITGA1	21.8457682966174	0.06043956043956056
FN1	9.6499623654529	-0.016483516483516314
FGF1	7.63741806092476	0.003436898481367634
MYLK	10.2320554183007	-0.016483516483516314
ACTG1	10.8991581476159	-0.016483516483516314
FGF9	8.50132174862737	-0.016483516483516314
CFL2	11.2371131151728	-0.002402059501978804
TMSB4X	10.7860177407727	-0.016483516483516314
PDGFC	23.5355765070727	0.06043956043956056
FGFR3	0.636285672684068	0.06043956043956056
HRAS	9.58346350454977	-0.016483516483516314
PFN2	10.6488334522864	-0.016483516483516314
