"Ensembl","Gene_Symbols"
"ENSG00000116661","FBXO2"
"ENSG00000160062","ZBTB8A"
"ENSG00000116183","PAPPA2"
"ENSG00000162882","HAAO"
"ENSG00000138079","SLC3A1"
"ENSG00000144057","ST6GAL2"
"ENSG00000128699","ORMDL1"
"ENSG00000153802","TMPRSS11D"
"ENSG00000091844","RGS17"
"ENSG00000112539","C6orf118"
"ENSG00000091136","LAMB1"
"ENSG00000146856","AGBL3"
"ENSG00000253649","PRSS51"
"ENSG00000185942","NKAIN3"
"ENSG00000179041","RRS1"
"ENSG00000164761","TNFRSF11B"
"ENSG00000106688","SLC1A1"
"ENSG00000164967","RPP25L"
"ENSG00000204352","C9orf129"
"ENSG00000119403","PHF19"
"ENSG00000107611","CUBN"
"ENSG00000156510","HKDC1"
"ENSG00000109944","JHY"
"ENSG00000111218","PRMT8"
"ENSG00000135423","GLS2"
"ENSG00000081181","ARG2"
"ENSG00000118898","PPL"
"ENSG00000108839","ALOX12"
"ENSG00000167925","GHDC"
"ENSG00000032444","PNPLA6"
"ENSG00000198429","ZNF69"
"ENSG00000101265","RASSF2"
