Item ID	Item value	Change in Kuiper test statistic when item removed
NDUFA7	10.894743030153	-0.0023809523809525945
ATP6V1G2	11.1437508332022	-0.0023809523809525945
NDUFA4	11.0515299596905	-0.0023809523809525945
COX4I1	11.3704854632847	-0.0023809523809525945
NDUFB2	11.5685695550551	-0.0023809523809525945
ATP5MC3	12.0363649066931	-0.0023809523809525945
COX7A2	11.067843830057	-0.0023809523809525945
UQCR11	11.8977170095552	-0.0023809523809525945
UQCR10	12.0278887845285	-0.0023809523809525945
COX5B	11.035916901606	-0.0023809523809525945
COX6C	11.2586597655873	-0.0023809523809525945
COX7C	12.2361126132748	-0.0023809523809525945
COX7A1	10.4930127828825	0.009084198313593195
ATP5F1E	12.9849301755288	0.02881977937963076
ATP5MC1	11.8610724099738	-0.0023809523809525945
UQCRQ	11.0722489511823	-0.0023809523809525945
PPA1	14.3367801897916	0.04761904761904745
NDUFS6	11.4642005154805	-0.0023809523809525945
NDUFAB1	10.7681763995516	-0.0023809523809525945
UQCRFS1	10.8149196250946	-0.0023809523809525945
ATP5MF	11.5246664049502	-0.0023809523809525945
