Item ID	Item value	Change in Kuiper test statistic when item removed
CD63	10.9402728010043	-0.00615763546798026
ARF1	11.7418255547775	-0.0032214629198105693
TMED10	11.9724939216803	0.018470540812145997
SGMS1	23.79802146049	0.029556650246305438
CLTC	10.9552485532369	-0.00615763546798026
CLTA	10.9376346602822	-0.00615763546798026
ATP1A1	11.6887931199051	-0.00615763546798026
RAB22A	11.5718288514071	-0.00615763546798026
CLN5	11.4345229224836	-0.00615763546798026
SCRN1	11.5077369086884	-0.00615763546798026
AP2S1	11.1199493176605	-0.00615763546798026
TMED2	11.0646685539041	-0.00615763546798026
MAPK1	12.4927521365032	0.018470540812145997
YKT6	10.936047341059	-0.0057734633588753526
AP2M1	11.2040129439905	-0.00615763546798026
ABCA1	20.3277981978363	0.029556650246305438
DST	22.9402296319342	0.029556650246305438
CAV2	12.7921775614007	0.018470540812145997
BNIP3	11.6633159392202	-0.00615763546798026
M6PR	11.1113544026525	-0.00615763546798026
AP3B1	22.777161068186	0.029556650246305438
SCAMP1	12.1149667769288	0.018470540812145997
ARCN1	11.243328450017	-0.00615763546798026
SOD1	11.5588116393399	-0.00615763546798026
RAB14	11.3220657814227	-0.00615763546798026
RER1	11.5927409092434	-0.00615763546798026
PPT1	11.3250525952124	-0.00615763546798026
ANP32E	11.3654678329895	-0.00615763546798026
GLA	10.2921984156396	0.029556650246305438
