"Term.name","P.value","Z.score","Combined.score","Overlapping.genes","Adjusted.p.value","Old.p.value","Old.adjusted.p.value","gene.count","TF_NAME","FDR","cycling_in_CTL_BHQ","cycling_in_AD_BHQ","DR_AR1_BHQ","DR_AR1_mthd2_BHQ","DR_logAmpRatio","diff_mesor_BHQ","edgeR_DE_BHQ"
"CPEB1 (human)",0.00771022902145752,16.8797417271994,82.1234441482177,"['CHIT1', 'TMPRSS11F']",0.644007913202615,0,0,2,"CPEB1",0.644007913202615,2.24273447734865e-28,4.99561472400602e-10,0.639223415154641,0.638669197265166,-0.211854590703303,0.00247126144634236,0.66075715249416
"Nobox (mouse)",0.00927064400545629,7.47557471264368,34.9924358366825,"['RNF150', 'OSGIN2', 'EVI2B']",0.644007913202615,0,0,3,"Nobox",0.644007913202615,NA,NA,NA,NA,NA,NA,NA
"BRCA1 (human)",0.0107742720089438,2.56165284905909,11.6058095614938,"['GOLGA7B', 'HINT3', 'PIN4', 'OSGIN2', 'RNF4', 'MFGE8', 'SLC5A3', 'PDZRN4', 'EPHB3', 'TMEM220']",0.644007913202615,0,0,10,"BRCA1",0.644007913202615,0.868406009435612,0.369039423383267,NA,NA,NA,0.599244460879765,0.898272785296645
"FOXA1 (human)",0.0108693318683986,2.55795615833465,11.5665918524167,"['GOLGA7B', 'TOP3B', 'RNF113A', 'CNNM1', 'SACM1L', 'FLII', 'OSGIN2', 'CTXN2', 'EVI2B', 'ZNF134']",0.644007913202615,0,0,10,"FOXA1",0.644007913202615,NA,NA,NA,NA,NA,NA,NA
"E2F6 (human)",0.0188444722687791,2.33099389817428,9.25762538153028,"['SUN2', 'RNF113A', 'PHF10', 'SIAH1', 'LENG9', 'PDGFA', 'FOXO4', 'RNF4', 'PLCXD2', 'ZFP36L1']",0.893227985540128,0,0,10,"E2F6",0.893227985540128,0.00341885990492273,0.215533721569975,NA,NA,NA,0.299064355607077,0.963019310512442
"TCFAP2A (human)",0.026055804497422,2.20124922781248,8.02908894807974,"['GOLGA7B', 'SUN2', 'TMEM201', 'PHF10', 'FLII', 'SIAH1', 'LENG9', 'PDGFA', 'RNF4', 'SLC5A3']",0.906759317471494,0,0,10,"TCFAP2A",0.906759317471494,NA,NA,NA,NA,NA,NA,NA
"JUN (mouse)",0.0267819207692002,2.28757436593257,8.28108375378682,"['TMEM185B', 'TDG', 'FLII', 'GNB4', 'LENG9', 'WDR64', 'RNF150', 'OSGIN2', 'CTXN2']",0.906759317471494,0,0,9,"JUN",0.906759317471494,1.508912433933e-17,2.46806570041244e-14,0.884159232342222,0.883946268755348,0.053288392672907,0.000533383968000846,0.112885154565561
"NFATC3 (human)",0.0470743115295964,6.09000584453536,18.6112273428067,"['CCDC6', 'ZNF134']",0.998765081168968,0,0,2,"NFATC3",0.998765081168968,1.44504680595155e-37,1.33238260854051e-21,0.859650606223051,0.859116339972087,-0.0429650475969812,0.00113904379156196,0.539293799148799
"NR3C1 (mouse)",0.0540628575252243,2.34909090909091,6.8537261498511,"['SUN2', 'TET1', 'OSGIN2', 'GTF2E1', 'PDZRN4', 'TMEM220']",0.998765081168968,0,0,6,"NR3C1",0.998765081168968,2.01352184151079e-08,4.53866710709949e-05,0.875209995343366,0.87485519958397,-0.0400173354391198,1.30974325722844e-08,0.000110101325516446
"HNF1B (mouse)",0.0564189522292794,19.387037037037,55.7367649308693,"['OSGIN2']",0.998765081168968,0,0,1,"HNF1B",0.998765081168968,NA,NA,NA,NA,NA,NA,NA
"GATA2 (human)",0.0624268570378851,1.53236966824645,4.25042522355301,"['TMEM185B', 'CSRNP2', 'LENG9', 'WDR64', 'RNF4', 'PLCXD2', 'GTF2E1', 'GBA2', 'ZFP36L1', 'CYB5D1', 'TMEM201', 'NRIP2', 'RNF150', 'NEFH', 'TOP3B', 'SUN2', 'PHF10', 'SACM1L', 'SIAH1', 'TET1', 'OSGIN2', 'TMPRSS11F', 'RAD23B', 'CHIT1', 'GNB4', 'MFGE8', 'EVI2B', 'CCDC150', 'PDZRN4', 'ZNF134', 'GZF1']",0.998765081168968,0,0,31,"GATA2",0.998765081168968,NA,NA,NA,NA,NA,NA,NA
"MEF2A (human)",0.0759827262126336,1.6728595890411,4.31137612322762,"['SUN2', 'ACTL6B', 'TET1', 'OSGIN2', 'FOXO4', 'GTF2E1', 'TMPRSS11F', 'SLC5A3', 'RNF113A', 'CNNM1', 'HINT3', 'ABCE1', 'EVI2B']",0.998765081168968,0,0,13,"MEF2A",0.998765081168968,7.08434861399564e-05,0.0665658091632735,NA,NA,NA,0.508056281020342,0.98333179888456
"POU3F1 (human)",0.0781489573418011,4.51977401129944,11.5215302325841,"['CNNM1', 'CTXN2']",0.998765081168968,0,0,2,"POU3F1",0.998765081168968,5.43036681078902e-21,3.84002134668774e-15,0.88381540922631,0.883601213438397,-0.00932589026257592,7.38752971719823e-09,0.000667447107499979
"CEBPD (human)",0.083936980197392,1.8715436954109,4.63710322236992,"['GOLGA7B', 'TMEM201', 'CSRNP2', 'SIAH1', 'OSGIN2', 'RNF4', 'MFGE8', 'ZNF598']",0.998765081168968,0,0,8,"CEBPD",0.998765081168968,3.76061616705065e-09,0.00162652807703534,0.635858440247454,0.635012071511032,-0.0790039083740929,0.593544308385582,0.69971837344919
"EGR1 (mouse)",0.0864977131318157,1.79171180931744,4.38546066102681,"['SUN2', 'TMEM201', 'RRNAD1', 'GNB4', 'CCDC6', 'PDGFA', 'SLC5A3', 'ZFP36L1', 'CYB5D1']",0.998765081168968,0,0,9,"EGR1",0.998765081168968,7.27742019341422e-27,1.90977031975995e-12,0.359060497769574,0.356766579311231,-0.226727657799351,0.000977641118538206,0.0328488510611074
"IRF1 (human)",0.0887549916334987,11.6255555555556,28.1556494346862,"['SNPH']",0.998765081168968,0,0,1,"IRF1",0.998765081168968,0.0326614065404376,0.216407408397338,0.953811143752928,0.95360883731859,-0.202584292934563,0.604768110855236,0.598102310335935
"FOXF1 (human)",0.0976276370853663,1.88260631001372,4.38006178548038,"['GOLGA7B', 'TOP3B', 'CNNM1', 'OSGIN2', 'CTXN2', 'TMPRSS11F', 'ZNF134']",0.998765081168968,0,0,7,"FOXF1",0.998765081168968,NA,NA,NA,NA,NA,NA,NA
"RUNX1 (mouse)",0.10451175522833,9.68518518518519,21.8735619163877,"['PLCXD2']",0.998765081168968,0,0,1,"RUNX1",0.998765081168968,1.6929510081426e-06,0.000111969367651406,0.776910620331424,0.777432761469334,0.376613226539541,0.00556787921217813,0.146611449266683
"SMAD3 (human)",0.109704216613553,9.17456140350877,20.275482296935,"['PHF10']",0.998765081168968,0,0,1,"SMAD3",0.998765081168968,0.000380619877286622,6.15350809912063e-05,0.561621317668838,0.560989085521792,0.401242555414961,0.0669487073221508,0.0217857866519315
"IRF8 (mouse)",0.117595579991751,1.78881565181,3.82896675266136,"['CCDC6', 'TET1', 'RNF150', 'RNF4', 'CTXN2', 'CCDC150', 'GZF1']",0.998765081168968,0,0,7,"IRF8",0.998765081168968,NA,NA,NA,NA,NA,NA,NA
"SREBF1 (mouse)",0.11907135875661,1.87537878787879,3.99086665817174,"['CHIT1', 'ANKDD1B', 'SUN2', 'CNNM1', 'WDR64', 'PDZRN4']",0.998765081168968,0,0,6,"SREBF1",0.998765081168968,1.11092046160666e-09,0.000665052669653175,0.694072735950746,0.694013065239297,-0.0355155355693743,0.149350754460139,0.970416977892136
"JUND (mouse)",0.119786414302841,1.87193949897589,3.97233985949484,"['CD74', 'SACM1L', 'MFGE8', 'CCDC150', 'ZFP36L1', 'GZF1']",0.998765081168968,0,0,6,"JUND",0.998765081168968,1.038036504188e-14,1.68484293492594e-13,0.745817400720349,0.746758466375359,0.197119682601069,0.00442334252641151,0.195803052907298
"CREB1 (mouse)",0.143027173659237,1.88441832429174,3.66466721187878,"['PHF10', 'LENG9', 'TET1', 'PLCXD2', 'EPHB3']",0.998765081168968,0,0,5,"CREB1",0.998765081168968,0.203842840058736,0.164067012684051,NA,NA,NA,0.438563819938428,0.694495446885467
"NFIL3 (human)",0.14523139757682,6.7,12.9271606535223,"['PHF10']",0.998765081168968,0,0,1,"NFIL3",0.998765081168968,1.47030830326952e-05,7.65590889120506e-06,0.521123464001335,0.520295140506198,0.450564276393426,0.185994869718618,0.263065240049172
"RBPJ (human)",0.146624209090906,1.67897124821226,3.22342729266094,"['CD74', 'SUN2', 'RRNAD1', 'SNPH', 'PLCXD2', 'PDZRN4', 'ZNF267']",0.998765081168968,0,0,7,"RBPJ",0.998765081168968,1.04115446992256e-08,1.25854462262146e-07,0.981432193557065,0.981488350650513,0.0162469708064852,0.138497752700214,0.988364721688265
"THRB (human)",0.146654726748612,1.5406162464986,2.95748134151594,"['GOLGA7B', 'TOP3B', 'TMEM201', 'CSRNP2', 'ACTL6B', 'FLII', 'PDGFA', 'OSGIN2', 'MFGE8', 'CCDC150']",0.998765081168968,0,0,10,"THRB",0.998765081168968,5.10758339474485e-34,1.40542546460136e-20,0.967244994156188,0.967170446917402,-0.0521827503267828,2.56519382902382e-06,0.12664685122579
"NRF1 (mouse)",0.146935907074834,1.62014832343806,3.10705369416983,"['HINT3', 'PHF10', 'TDG', 'FOXO4', 'RAD23B', 'SLC5A3', 'PDZRN4', 'TMEM220']",0.998765081168968,0,0,8,"NRF1",0.998765081168968,2.74347443311857e-31,8.59133325468693e-19,0.874750737979355,0.874394120357568,-0.0497595083636545,2.34689533833632e-05,0.199374015749818
"SMAD4 (human)",0.161972660792971,1.62977355593936,2.96672197880139,"['PHF10', 'ACTL6B', 'NRIP2', 'SLC5A3', 'PDZRN4', 'EPHB3', 'CYB5D1']",0.998765081168968,0,0,7,"SMAD4",0.998765081168968,1.94554072914142e-11,8.85755138270248e-09,0.787533504463605,0.787374581503896,0.196713553990633,0.269974084972642,0.718479866478671
"PLAU (human)",0.163472615382477,1.62522729447794,2.94346506837328,"['TDG', 'FLII', 'SIAH1', 'GNB4', 'DEPDC4', 'ZNF598', 'ZFP36L1']",0.998765081168968,0,0,7,"PLAU",0.998765081168968,NA,NA,NA,NA,NA,NA,NA
"SP1 (mouse)",0.168378508244659,1.46259854014599,2.60567898582307,"['ANKDD1B', 'SUN2', 'PHF10', 'FLII', 'GNB4', 'LENG9', 'PDGFA', 'RNF150', 'SLC5A3', 'ZFP36L1', 'GZF1']",0.998765081168968,0,0,11,"SP1",0.998765081168968,3.01832286015746e-20,3.57204136236744e-06,0.388320844870781,0.386408126477945,-0.478615930845522,0.264000400677414,0.988113407521202
"GFI1 (human)",0.178041428489399,1.58318154219794,2.73215814957593,"['GOLGA7B', 'TOP3B', 'TMEM201', 'CSRNP2', 'RNF113A', 'MFGE8', 'ZNF598']",0.998765081168968,0,0,7,"GFI1",0.998765081168968,NA,NA,NA,NA,NA,NA,NA
