"Term.name","P.value","Z.score","Combined.score","Overlapping.genes","Adjusted.p.value","Old.p.value","Old.adjusted.p.value","gene.count","TF_NAME","FDR","cycling_in_CTL_BHQ","cycling_in_AD_BHQ","DR_AR1_BHQ","DR_AR1_mthd2_BHQ","DR_logAmpRatio","diff_mesor","DEseq_DE_BHQ"
"JUND (mouse)",0.00471778673502282,1.76671079687896,9.46323709894578,"['ABHD3', 'IQGAP1', 'LTC4S', 'TNFSF13B', 'RASGRP3', 'GNG10', 'SNTG1', 'DSE', 'PDE4B', 'HMOX1', 'OLR1', 'MAP3K8', 'RTTN', 'VSIG4', 'A2M', 'TRPM3', 'DLEU7', 'CD55', 'P2RY12', 'MOAP1', 'CD93', 'GCA', 'KCNIP4', 'MAMDC2', 'EAF2', 'NAP1L2', 'STXBP5L', 'DPYD', 'PTPN2', 'LGMN']",0.328202607309764,0,0,30,"JUND",0.328202607309764,0.00213584737172787,0.00037436692329244,0.969244389363596,0.968365459009298,0.119665381563243,0.462694681526478,0.900583976414876
"MIR138 (human)",0.005458979470987,1.76339976780186,9.18818288126679,"['CHRM3', 'NRN1', 'ABHD3', 'TNFAIP2', 'TCIRG1', 'IQGAP2', 'ANAPC11', 'SBNO2', 'SNTG1', 'STAB1', 'ITGAX', 'PMEPA1', 'A2M', 'IKBKE', 'HIST1H2AC', 'ACOT7', 'CNTN5', 'IL15', 'ACSL1', 'PLEKHG5', 'NAV2', 'MLLT11', 'PCP4', 'CXCL12', 'BCL6', 'APOC1', 'PTPN2', 'TOMM5', 'PFN2']",0.328202607309764,0,0,29,"MIR138",0.328202607309764,NA,NA,NA,NA,NA,NA,NA
"TBX5 (mouse)",0.00567842018503359,1.7247061965812,8.91859755023449,"['CHRM3', 'PROS1', 'C5AR1', 'NLRC5', 'F13A1', 'TCIRG1', 'IQGAP2', 'TMEM163', 'TYMP', 'RASGRP3', 'SCIN', 'SIPA1L1', 'HRH2', 'SH3PXD2B', 'TBC1D14', 'ERC2', 'TRPM3', 'CD55', 'IFNAR2', 'LINGO2', 'CD163', 'RBFOX1', 'RNF44', 'ACOT7', 'TNFSF13', 'RAB27A', 'RALYL', 'CDH12', 'TOMM5', 'PFN2', 'TLR2']",0.328202607309764,0,0,31,"TBX5",0.328202607309764,NA,NA,NA,NA,NA,NA,NA
"TFAP2C (human)",0.0057250379434539,1.65708948253316,8.55539740074199,"['SNAP25', 'RYR2', 'CEBPB', 'CLIC4', 'PID1', 'PLD4', 'TMTC2', 'DENND3', 'SLC2A3', 'IQGAP2', 'AIF1', 'KBTBD12', 'SBNO2', 'ZFP36', 'ENOSF1', 'CASP4', 'STAB1', 'PMEPA1', 'SUSD3', 'GPR155', 'TMEM132D', 'MLKL', 'ACSL1', 'LIMK2', 'PLEKHG5', 'KCNIP4', 'EAF2', 'UBE2QL1', 'EML1', 'RUNX1', 'CXCL12', 'SLC25A19', 'DPYD', 'DDIT4', 'KCNQ5', 'TLR5']",0.328202607309764,0,0,36,"TFAP2C",0.328202607309764,NA,NA,NA,NA,NA,NA,NA
"CACYBP (mouse)",0.00588399471700881,1.66549827437446,8.55319865558091,"['FCGBP', 'NRN1', 'MVP', 'GMFG', 'PLD4', 'F13A1', 'TCIRG1', 'IQGAP2', 'TNFSF13B', 'SGCE', 'GOLGA4', 'NHSL1', 'SIPA1L1', 'IMPA2', 'HRH2', 'C1RL', 'PMEPA1', 'TBC1D14', 'RPL38', 'ERC2', 'TMSB10', 'PLTP', 'MAP2K6', 'TMEM176B', 'KCNIP4', 'TNFSF13', 'NRG1', 'EML1', 'BST2', 'SLC6A6', 'PCP4', 'PLCXD3', 'APOC1', 'KCNQ5', 'MGLL']",0.328202607309764,0,0,35,"CACYBP",0.328202607309764,0.186987581049179,0.0819310891316597,0.591876010722225,0.59812461507954,0.232658412023011,0.934556671919112,1
"SOX10 (mouse)",0.00963991981644006,2.32383994321711,10.7868989841804,"['CD163', 'PID1', 'SCIN', 'PSMD5', 'STAT3', 'TBC1D14', 'SUSD3', 'DENND3', 'PYGL', 'ERC2', 'MGLL', 'HIST1H2AC']",0.328202607309764,0,0,12,"SOX10",0.328202607309764,NA,NA,NA,NA,NA,NA,NA
"MZF1 1-4 (human)",0.00987196115930234,1.52432051156041,7.03939862186996,"['CX3CR1', 'ARHGAP9', 'SNAP25', 'NRN1', 'CLSTN2', 'PVT1', 'GPR65', 'PXN', 'STON2', 'TCIRG1', 'PRDM11', 'IKZF2', 'AIF1', 'ANAPC11', 'GNG10', 'SNTG1', 'CASP1', 'PMEPA1', 'FLVCR2', 'CTNNA3', 'GBP2', 'CPA6', 'CD55', 'NLGN4Y', 'C11ORF87', 'RNF44', 'ACOT7', 'FCER1G', 'TMEM176B', 'PLEKHG5', 'STAT3', 'IGF1', 'SYN3', 'BST2', 'SLC7A5', 'PCP4', 'LRFN5', 'BCL6', 'AGBL3', 'BHLHE40', 'CPVL', 'HIST1H2BD', 'FKBP5', 'CPEB4']",0.328202607309764,0,0,44,"MZF1 1-4",0.328202607309764,NA,NA,NA,NA,NA,NA,NA
"NR5A1 (human)",0.0111117009403643,1.6197743429205,7.28859026918248,"['CEBPB', 'ATP8A2', 'ABHD3', 'TMEM163', 'AIF1', 'RASGRP3', 'PLAC8', 'SCIN', 'DUSP10', 'PSTPIP2', 'CLEC5A', 'ITGAX', 'PDE4B', 'TBC1D14', 'RTTN', 'RNF175', 'GBP2', 'TMSB10', 'GPR155', 'RBFOX1', 'FCER1G', 'ANGPT2', 'GK', 'LIMK2', 'KCNIP4', 'TBC1D8', 'NRG1', 'IGF1', 'BCL6', 'ASTN2', 'CDH18', 'CNTNAP5']",0.328202607309764,0,0,32,"NR5A1",0.328202607309764,NA,NA,NA,NA,NA,NA,NA
"CACYBP (human)",0.0121320813878065,1.69564049586777,7.48099966219758,"['SNAP25', 'FCGBP', 'CEBPB', 'GRAMD1A', 'STEAP3', 'SIGLEC9', 'PXN', 'TNFAIP2', 'TCIRG1', 'LTC4S', 'PRDM11', 'SBNO2', 'STAB1', 'FAM110B', 'SUSD3', 'PLTP', 'CD55', 'ACOT7', 'TMEM176B', 'PLEKHG5', 'SYN3', 'NAP1L5', 'MLLT11', 'CXCL12', 'APOC1', 'FKBP5']",0.328202607309764,0,0,26,"CACYBP",0.328202607309764,0.186987581049179,0.0819310891316597,0.591876010722225,0.59812461507954,0.232658412023011,0.934556671919112,1
"STAT1 (mouse)",0.0131402362534335,7.44519015659955,32.2531317249497,"['CEBPD', 'CASP4', 'HAMP']",0.328202607309764,0,0,3,"STAT1",0.328202607309764,0.619095866789856,0.100824886494154,NA,NA,NA,0.785274266865591,0.750048865982797
