NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
DNAH14	1	DNAH14	
TAF4	1	TAF4	
CHRM5	1	CHRM5	
RASGRP3	1	RASGRP3	
ZNF516	1	ZNF516	
BCO2	1	BCO2	
PHB1	1	PHB	
ACACB	1	ACACB	
PLAUR	1	PLAUR	
SMG8	1	SMG8	
OS9	1	OS9	
TTC6	1	TTC6	
CA3	1	CA3	
PRDX6	1	PRDX6	
GPHN	1	GPHN	
CAPN15	1	CAPN15	
NUDT13	1	NUDT13	
ASB1	1	ASB1	
RAI1	1	RAI1	
LSM2	1	LSM2	
R3HDM2	1	R3HDM2	
PCDHGA1	1	PCDHGA1	
RPL5	1	RPL5	
DLD	1	DLD	
FBXL3	1	FBXL3	
PET117	1	PET117	
LGMN	1	LGMN	
PARTICL	1	PARTICL	
CACNA1B	1	CACNA1B	
PPP2R1A	1	PPP2R1A	
DLG2	1	DLG2	
GALNT6	1	GALNT6	
EIF5A2	1	EIF5A2	
ADCK1	1	ADCK1	
RFX7	1	RFX7	
TMPRSS7	1	TMPRSS7	
CRIP2	1	CRIP2	
CRYBG1	1	CRYBG1	
PCCA-DT	1	PCCA-DT	
MLLT10	1	MLLT10	
BEST4	1	BEST4	
C3orf20	1	C3orf20	
EBNA1BP2	1	EBNA1BP2	
DCTPP1	1	DCTPP1	
FFAR4	1	FFAR4	
SLC41A3	1	SLC41A3	
TMEM179B	1	TMEM179B	
PDZRN4	1	PDZRN4	
FKBP14	1	FKBP14	
PDIA4	1	PDIA4	
CACNA1C	1	CACNA1C	
KLHL21	1	KLHL21	
PCLO	1	PCLO	
PRKG2	1	PRKG2	
RBMS2	1	RBMS2	
UBE2V1	1	UBE2V1	
DXO	1	DXO	
LRRC66	1	LRRC66	
STOM	1	STOM	
RAD1	1	RAD1	
GALNT14	1	GALNT14	
SAV1	1	SAV1	
HSPA2	1	HSPA2	
CLSTN2	1	CLSTN2	
EML6	1	EML6	
SLC17A6	1	SLC17A6	
BRF2	1	BRF2	
RTF1	1	RTF1	
BSG	1	BSG	
TERF2IP	1	TERF2IP	
NOL7	1	NOL7	
GPR150	1	GPR150	
NR1D1	1	NR1D1	
KANSL1L	1	KANSL1L	
POLH	1	POLH	
GCK	1	GCK	
POU6F2	1	POU6F2	
SHLD2	1	SHLD2	
C15orf61	1	C15orf61	
NAA38	1	NAA38	
CFAP299	1	CFAP299	
MGAT4B	1	MGAT4B	
LRRN2	1	LRRN2	
PPP1R3C	1	PPP1R3C	
MLLT1	1	MLLT1	
EXOC2	1	EXOC2	
INPP5D	1	INPP5D	
CLYBL	1	CLYBL	
FAM163A	1	FAM163A	
HSPA1B	1	HSPA1B	
UNC93B1	1	UNC93B1	
MRPL50	1	MRPL50	
MAML2	1	MAML2	
CDK5	1	CDK5	
AMT	1	AMT	
POLR3H	1	POLR3H	
ZNF69	1	ZNF69	
MAPK8	1	MAPK8	
GRIK4	1	GRIK4	
NCAM2	1	NCAM2	
THNSL1	1	THNSL1	
WNT5A	1	WNT5A	
MMP16	1	MMP16	
EXOC6B	1	EXOC6B	
ASNSD1	1	ASNSD1	
ALDOA	1	ALDOA	
GMPR2	1	GMPR2	
ACAD8	1	ACAD8	
RGS3	1	RGS3	
NAV1	1	NAV1	
CNTN5	1	CNTN5	
APRG1	1	C3orf35	
EMC10	1	EMC10	
ANK1	1	ANK1	
EIF1AD	1	EIF1AD	
ARHGEF17	1	ARHGEF17	
HNRNPR	1	HNRNPR	
KHDRBS2	2	KHDRBS2:KHDRBS2-OT	
VRK1	1	VRK1	
DCDC2	1	DCDC2	
DYNLL1	1	DYNLL1	
SLC29A2	1	SLC29A2	
ANTKMT	1	ANTKMT	
SMKR1	1	SMKR1	
ECE2	1	ECE2	
DDX19B	1	DDX19B	
PSMC3	1	PSMC3	
FAM3A	1	FAM3A	
HHIP	1	HHIP	
ALDOC	1	ALDOC	
ESRRB	1	ESRRB	
TMEM140	1	TMEM140	
SARS1	1	SARS	
RWDD1	1	RWDD1	
NMT2	1	NMT2	
CRPPA	1	CRPPA	
DUSP23	1	DUSP23	
ANKRD18A	1	ANKRD18A	
CTU2	1	CTU2	
SPATA2L	1	SPATA2L	
TMEM41A	1	TMEM41A	
KIAA0319	1	KIAA0319	
LRRC61	1	LRRC61	
MAST4	1	MAST4	
NPTN-IT1	1	NPTN-IT1	
RPL23	1	RPL23	
RGPD1	1	RGPD1	
MCM4	1	MCM4	
SPAG6	1	SPAG6	
HSPE1	1	HSPE1	
POLR2L	1	POLR2L	
SCN9A	1	SCN9A	
CARTPT	1	CARTPT	
COBL	1	COBL	
RNASEH2C	1	RNASEH2C	
RNH1	1	RNH1	
TMEM117	1	TMEM117	
ATP5MC3	1	ATP5MC3	
C1QTNF4	1	C1QTNF4	
SVBP	1	SVBP	
RER1	1	RER1	
RPS4X	1	RPS4X	
IRAK1	1	IRAK1	
STK31	1	STK31	
GJD2	1	GJD2	
MEP1B	1	MEP1B	
INPP5F	1	INPP5F	
SERTAD4	1	SERTAD4	
NDUFAF8	1	NDUFAF8	
TAFA5	1	TAFA5	
SUMO1	1	SUMO1	
NUTF2	1	NUTF2	
GLA	1	GLA	
RSPO2	1	RSPO2	
GLRX	1	GLRX	
NAT8L	1	NAT8L	
SIX4	1	SIX4	
MAP1A	1	MAP1A	
GALNT17	1	GALNT17	
GCC1	1	GCC1	
TRIM47	1	TRIM47	
ARL9	1	ARL9	
AUH	1	AUH	
KDM4C	1	KDM4C	
PPP2R2B	1	PPP2R2B	
GXYLT2	1	GXYLT2	
C6orf226	1	C6orf226	
DAP	1	DAP	
PDE4B	1	PDE4B	
LAMTOR5	1	LAMTOR5	
TSGA10	1	TSGA10	
ZNF518B	1	ZNF518B	
TEX30	1	TEX30	
IFI27	1	IFI27	
CA13	1	CA13	
NCBP2	1	NCBP2	
RPS24	1	RPS24	
TOMM40	1	TOMM40	
SCUBE3	1	SCUBE3	
SH3RF3	1	SH3RF3	
PDE11A	1	PDE11A	
ALG2	1	ALG2	
EXD3	1	EXD3	
LSM6	1	LSM6	
ELFN2	1	ELFN2	
ATPSCKMT	1	ATPSCKMT	
NUCB2	1	NUCB2	
NXT1	1	NXT1	
ZNF134	1	ZNF134	
GGCX	1	GGCX	
OGFRP1	1	OGFRP1	
ARHGEF11	1	ARHGEF11	
NKAIN1	1	NKAIN1	
NRG4	1	NRG4	
KLHL34	1	KLHL34	
CASP8AP2	1	CASP8AP2	
POU3F2	1	POU3F2	
LY6E	1	LY6E	
PFDN2	1	PFDN2	
STK16	1	STK16	
CHORDC1	1	CHORDC1	
MYORG	1	MYORG	
FAM228B	1	FAM228B	
SMIM26	1	SMIM26	
PTER	1	PTER	
LINC02901	1	C6orf99	
CCDC169	1	CCDC169	
MYDGF	1	MYDGF	
DGKG	1	DGKG	
TRNT1	1	TRNT1	
LIG4	1	LIG4	
TNNI3K	1	TNNI3K	
SHMT2	1	SHMT2	
SHANK2	1	SHANK2	
KCNMB3	1	KCNMB3	
PSMB6	1	PSMB6	
SH3KBP1	1	SH3KBP1	
WDR62	1	WDR62	
RALYL	1	RALYL	
NLRP3	1	NLRP3	
CEBPD	1	CEBPD	
SLC39A11	1	SLC39A11	
CREB5	1	CREB5	
ARHGAP22	1	ARHGAP22	
CYP2U1	1	CYP2U1	
DCDC2C	1	DCDC2C	
SMPD1	1	SMPD1	
TULP3	1	TULP3	
TXK	1	TXK	
ZNF780A	1	ZNF780A	
KCNAB1	1	KCNAB1	
TCEAL5	1	TCEAL5	
IMP3	1	IMP3	
PRKCH	1	PRKCH	
TTLL4	1	TTLL4	
AKTIP	1	AKTIP	
VCPKMT	1	VCPKMT	
TRIOBP	1	TRIOBP	
ZNF385D	1	ZNF385D	
SNHG15	1	SNHG15	
NME7	1	NME7	
DOCK11	1	DOCK11	
DNASE2	1	DNASE2	
P4HA3	1	P4HA3	
CACNA2D2	1	CACNA2D2	
THYN1	1	THYN1	
RNF44	1	RNF44	
UBXN10	1	UBXN10	
ATF5	1	ATF5	
P4HB	1	P4HB	
FASTKD5	1	FASTKD5	
C1QTNF7	1	C1QTNF7	
TMBIM6	1	TMBIM6	
IER3IP1	1	IER3IP1	
TRPM2	1	TRPM2	
PTPRG	1	PTPRG	
ZNF48	1	ZNF48	
PPP1R15A	1	PPP1R15A	
TGFBR3L	1	TGFBR3L	
MRPL2	1	MRPL2	
RNF220	1	RNF220	
RRS1	1	RRS1	
FAM242F	1	FAM242F	
TKFC	1	TKFC	
MAK	1	MAK	
HCCS	1	HCCS	
NSMCE2	1	NSMCE2	
ANKRD65	1	ANKRD65	
TMEM263	1	TMEM263	
PHF21A	1	PHF21A	
ATP10D	1	ATP10D	
COX7C	1	COX7C	
MIOS	1	MIOS	
TTLL5	1	TTLL5	
FAM168A	1	FAM168A	
SLC9A9	1	SLC9A9	
ZMYM5	1	ZMYM5	
SLC22A14	1	SLC22A14	
SGTA	1	SGTA	
BAG1	1	BAG1	
NDUFS2	1	NDUFS2	
RPLP1	1	RPLP1	
C10orf95	1	C10orf95	
CCDC25	1	CCDC25	
CCDC178	1	CCDC178	
UBE2A	1	UBE2A	
RPS3	1	RPS3	
TGIF1	1	TGIF1	
CPTP	1	CPTP	
PPM1E	1	PPM1E	
TOMM70	1	TOMM70	
ATP5F1E	1	ATP5F1E	
ENOX1	1	ENOX1	
RAD9A	1	RAD9A	
MESP1	1	MESP1	
NCR3LG1	1	NCR3LG1	
CACNA1A	1	CACNA1A	
PSMC5	1	PSMC5	
IDH3A	1	IDH3A	
FBXW5	1	FBXW5	
CMBL	1	CMBL	
DLEU1	1	DLEU1	
TAGAP	1	TAGAP	
MINDY4B	1	MINDY4B	
PER2	1	PER2	
BCL2L14	1	BCL2L14	
BUD31	1	BUD31	
APOLD1	1	APOLD1	
UBAC1	1	UBAC1	
SEC11C	1	SEC11C	
CNN3	1	CNN3	
TCEAL4	1	TCEAL4	
VSTM5	1	VSTM5	
NRG3	1	NRG3	
TSPAN5	1	TSPAN5	
SLC24A4	1	SLC24A4	
ARHGAP44	1	ARHGAP44	
UQCR11	1	UQCR11	
PCBD1	1	PCBD1	
GLRX5	1	GLRX5	
UBA52	1	UBA52	
EFNA5	1	EFNA5	
TMEM198	1	TMEM198	
FAM131A	1	FAM131A	
SLC27A3	1	SLC27A3	
GYPE	1	GYPE	
CHCHD7	1	CHCHD7	
GDE1	1	GDE1	
GPR85	1	GPR85	
NEURL4	1	NEURL4	
ANKRD30BL	1	ANKRD30BL	
NT5DC1	1	NT5DC1	
FKBP11	1	FKBP11	
CYGB	1	CYGB	
APBB2	1	APBB2	
SPINK8	1	SPINK8	
ZNF765	1	ZNF765	
CNTNAP2	1	CNTNAP2	
PPM1A	1	PPM1A	
KATNB1	1	KATNB1	
ATP5ME	1	ATP5ME	
N6AMT1	1	N6AMT1	
NUDT15	1	NUDT15	
LRRC37B	1	LRRC37B	
COA7	1	COA7	
COL9A3	1	COL9A3	
GPX4	1	GPX4	
EFR3B	1	EFR3B	
CCDC141	1	CCDC141	
ANP32E	1	ANP32E	
GRK5	1	GRK5	
HIVEP1	1	HIVEP1	
VWC2	1	VWC2	
TTLL7-IT1	1	TTLL7-IT1	
RYR2	1	RYR2	
BMP3	1	BMP3	
ANKRD55	1	ANKRD55	
GYG1	1	GYG1	
TTLL9	1	TTLL9	
XAB2	1	XAB2	
RGS6	1	RGS6	
PABIR2	1	FAM122B	
ZFTA	1	C11orf95	
CFAP46	1	CFAP46	
LONRF3	1	LONRF3	
ANKRD7	1	ANKRD7	
KLHDC3	1	KLHDC3	
SLC22A13	1	SLC22A13	
SPACA9	1	SPACA9	
ATXN1L	1	ATXN1L	
BCAP31	1	BCAP31	
SYT17	1	SYT17	
SNRPD1	1	SNRPD1	
CHAC2	1	CHAC2	
FDXR	1	FDXR	
PDZRN3	1	PDZRN3	
ZNF853	1	ZNF853	
TXN	1	TXN	
POLDIP2	1	POLDIP2	
GPS1	1	GPS1	
ZNF724	1	ZNF724	
MAN1B1	1	MAN1B1	
MFSD10	1	MFSD10	
FSTL5	1	FSTL5	
ZBTB44-DT	1	ZBTB44-DT	
SMIM20	1	SMIM20	
ILK	1	ILK	
GFUS	1	TSTA3	
CAMK2N2	1	CAMK2N2	
THEMIS	1	THEMIS	
TMEM229A	1	TMEM229A	
DIAPH3	1	DIAPH3	
OVOL2	1	OVOL2	
ZNF354C	1	ZNF354C	
CCDC146	1	CCDC146	
SCG5	1	SCG5	
SCHLAP1	1	SCHLAP1	
PDCL3	1	PDCL3	
CTSO	1	CTSO	
GNG3	1	GNG3	
LACTB2	1	LACTB2	
EHD1	1	EHD1	
CARMIL1	1	CARMIL1	
GPR26	1	GPR26	
NT5C	1	NT5C	
RBPMS	1	RBPMS	
SPDYE5	1	SPDYE5	
ADTRP	1	ADTRP	
DOC2A	1	DOC2A	
MAFK	1	MAFK	
RTBDN	1	RTBDN	
MIPOL1	1	MIPOL1	
RBM34	1	RBM34	
ANAPC15	1	ANAPC15	
SEMA4C	1	SEMA4C	
SF3B5	1	SF3B5	
IFI27L1	1	IFI27L1	
KIF6	1	KIF6	
COPS6	1	COPS6	
RNPC3	1	RNPC3	
FNDC10	1	FNDC10	
SAC3D1	1	SAC3D1	
ADRA2C	1	ADRA2C	
RASIP1	1	RASIP1	
EGLN3	1	EGLN3	
SGCZ	1	SGCZ	
PEX11B	1	PEX11B	
SCN11A	1	SCN11A	
DAD1	1	DAD1	
SCRG1	1	SCRG1	
TEDC2	1	TEDC2	
BACH2	1	BACH2	
RNF126	1	RNF126	
ACTA2	1	ACTA2	
ATP6V0E2	1	ATP6V0E2	
CEP192	1	CEP192	
RIMS1	1	RIMS1	
CDC42BPA	1	CDC42BPA	
ZNHIT1	1	ZNHIT1	
LY86	1	LY86	
RPA3	1	RPA3	
APLF	1	APLF	
PAQR4	1	PAQR4	
CLASP1	1	CLASP1	
SPRING1	1	C12orf49	
HLA-B	1	HLA-B	
FBN1	1	FBN1	
TTC9B	1	TTC9B	
HNRNPAB	1	HNRNPAB	
PTGDR	1	PTGDR	
TBC1D5	1	TBC1D5	
MAMLD1	1	MAMLD1	
PDRG1	1	PDRG1	
SULF2	1	SULF2	
CACFD1	1	CACFD1	
MCM3	1	MCM3	
ZNF677	1	ZNF677	
NDUFA2	1	NDUFA2	
ITGA8	1	ITGA8	
SC5D	1	SC5D	
ZEB1	1	ZEB1	
BMPR1A	1	BMPR1A	
UNC5D	1	UNC5D	
DHX38	1	DHX38	
GPR82	1	GPR82	
GRM4	1	GRM4	
PDCD2	1	PDCD2	
ZNF439	1	ZNF439	
MKRN2	1	MKRN2	
NBPF26	1	NBPF26	
KCNJ11	1	KCNJ11	
ACKR1	1	ACKR1	
TMEM19	1	TMEM19	
RTL8B	1	RTL8B	
SLC22A8	1	SLC22A8	
ZNF704	1	ZNF704	
EGF	1	EGF	
EPHX1	1	EPHX1	
PET100	1	PET100	
CDH3	1	CDH3	
NAALAD2	1	NAALAD2	
TMEM14A	1	TMEM14A	
LRRFIP1	1	LRRFIP1	
MAGED2	1	MAGED2	
TAF9B	1	TAF9B	
POU2F2	1	POU2F2	
FYB2	1	FYB2	
GTF2F1	1	GTF2F1	
SOHLH2	1	SOHLH2	
GAN	1	GAN	
ADAP1	1	ADAP1	
PCDH7	1	PCDH7	
MRPL19	1	MRPL19	
PEX16	1	PEX16	
AXIN2	1	AXIN2	
FBXO48	1	FBXO48	
SEMA3A	1	SEMA3A	
CNTNAP4	1	CNTNAP4	
NEDD9	1	NEDD9	
SAT2	1	SAT2	
FAM199X	1	FAM199X	
FBXO21	1	FBXO21	
LRRC24	1	LRRC24	
LRRC37A3	1	LRRC37A3	
ZNF488	1	ZNF488	
SAMD14	1	SAMD14	
GCH1	1	GCH1	
CACNA1G	1	CACNA1G	
LDLRAD3	1	LDLRAD3	
ZSCAN20	1	ZSCAN20	
SIMC1	1	SIMC1	
MYOM1	1	MYOM1	
RHOBTB3	1	RHOBTB3	
JARID2	1	JARID2	
CERS2	1	CERS2	
MGAT5	1	MGAT5	
SELENOS	1	SELENOS	
ISYNA1	1	ISYNA1	
MSRB1	1	MSRB1	
EFHD2	1	EFHD2	
LRRC37A2	1	LRRC37A2	
SYNM	1	SYNM	
SCAT2	1	SCAT2	
ENPP5	1	ENPP5	
SYT5	1	SYT5	
PRKCG	1	PRKCG	
ABCG8	1	ABCG8	
CEBPB	1	CEBPB	
ADGRB2	1	ADGRB2	
C1QTNF3	1	C1QTNF3	
ANO2	1	ANO2	
SOX4	1	SOX4	
PRKD3	1	PRKD3	
TEAD1	1	TEAD1	
CPEB1	1	CPEB1	
ZNF79	1	ZNF79	
ARHGEF28	1	ARHGEF28	
EHBP1	1	EHBP1	
C2orf76	1	C2orf76	
COX7A2	1	COX7A2	
CHAMP1	1	CHAMP1	
STRBP	1	STRBP	
SPATA6	1	SPATA6	
ZBTB16	1	ZBTB16	
HAR1A	1	HAR1A	
GPR157	1	GPR157	
GSE1	1	GSE1	
SLC10A3	1	SLC10A3	
PIBF1	1	PIBF1	
ATG7	1	ATG7	
SHROOM3	1	SHROOM3	
MYL5	1	MYL5	
FAM182B	1	FAM182B	
XKR9	1	XKR9	
ADGRA2	1	ADGRA2	
UPK1B	1	UPK1B	
DNA2	1	DNA2	
CDK18	1	CDK18	
RPL24	1	RPL24	
DMAC2L	1	DMAC2L	
STOX1	1	STOX1	
HIBADH	1	HIBADH	
TTC27	1	TTC27	
GTF2H2	1	GTF2H2	
SLC25A46	1	SLC25A46	
NUDT12	1	NUDT12	
LYRM7	1	LYRM7	
POLR3G	1	POLR3G	
OGN	1	OGN	
ADAMTS19	1	ADAMTS19	
H3-7	1	HIST2H3PS2	
DEUP1	1	DEUP1	
FLRT2	1	FLRT2	
EDF1	1	EDF1	
ARHGDIG	1	ARHGDIG	
UBE2S	1	UBE2S	
CCDC60	1	CCDC60	
AKR1B1	1	AKR1B1	
TIGD5	1	TIGD5	
SLC22A24	1	SLC22A24	
EFL1	1	EFL1	
EIF4A1	1	EIF4A1	
CEP290	1	CEP290	
POLR2C	1	POLR2C	
RPL22L1	1	RPL22L1	
CATSPERG	1	CATSPERG	
POLD1	1	POLD1	
CFAP300	1	CFAP300	
RASSF7	1	RASSF7	
EMC7	1	EMC7	
BRD2	1	BRD2	
GSG1L	1	GSG1L	
BAP1	1	BAP1	
CACHD1	1	CACHD1	
RBM41	1	RBM41	
ZNF763	1	ZNF763	
RTL10	1	RTL10	
PYGO1	1	PYGO1	
R3HCC1L	1	R3HCC1L	
MAMDC2	1	MAMDC2	
DKK2	1	DKK2	
PDLIM2	1	PDLIM2	
RAB40B	1	RAB40B	
CPNE9	1	CPNE9	
RMRP	1	RMRP	
CCSER1	1	CCSER1	
NFKBIL1	1	NFKBIL1	
ST6GALNAC6	1	ST6GALNAC6	
TRPM4	1	TRPM4	
CALY	1	CALY	
REPIN1	1	REPIN1	
DNAJC14	1	DNAJC14	
NTHL1	1	NTHL1	
FAM242A	1	FAM242A	
NMNAT3	1	NMNAT3	
TMEM240	1	TMEM240	
ATXN7	1	ATXN7	
KLC2	1	KLC2	
ZNF675	1	ZNF675	
FAT4	1	FAT4	
GLCCI1	1	GLCCI1	
SAMD4A	1	SAMD4A	
CEP162	1	CEP162	
LRRC56	1	LRRC56	
MAP9	1	MAP9	
GLIS1	1	GLIS1	
CECR2	1	CECR2	
RASL10B	1	RASL10B	
OSBPL9	1	OSBPL9	
FRG1	1	FRG1	
SCAF1	1	SCAF1	
CFAP70	1	CFAP70	
TCF12	1	TCF12	
IDH3G	1	IDH3G	
PAMR1	1	PAMR1	
POLR2K	1	POLR2K	
KANK2	1	KANK2	
LRRC1	1	LRRC1	
MPPED2	1	MPPED2	
ATP5F1B	1	ATP5F1B	
GYPB	1	GYPB	
TRIB2	1	TRIB2	
VAT1	1	VAT1	
RPS6KA4	1	RPS6KA4	
DCBLD1	1	DCBLD1	
AIG1	1	AIG1	
BORCS6	1	BORCS6	
LIG3	1	LIG3	
ACOX3	1	ACOX3	
STOML1	1	STOML1	
FSIP2	1	FSIP2	
THRB	1	THRB	
SPON2	1	SPON2	
GTSCR1	1	GTSCR1	
EFCAB11	1	EFCAB11	
DCK	1	DCK	
LINC03042	1	C8orf86	
ABHD3	1	ABHD3	
ST6GALNAC3	1	ST6GALNAC3	
ATCAY	1	ATCAY	
PTRH2	1	PTRH2	
IKBKG	1	IKBKG	
GADD45G	1	GADD45G	
MCMDC2	1	MCMDC2	
PIK3R3	1	PIK3R3	
THADA	1	THADA	
RBM15B	1	RBM15B	
DNPH1	1	DNPH1	
ZNF713	1	ZNF713	
ZSWIM6	1	ZSWIM6	
SYNE1	1	SYNE1	
BBC3	1	BBC3	
KCNJ14	1	KCNJ14	
H4C3	1	HIST1H4C	
PI4K2B	1	PI4K2B	
TRAPPC2L	1	TRAPPC2L	
NOC2L	1	NOC2L	
NRIR	1	NRIR	
EHD2	1	EHD2	
SEMA3F	1	SEMA3F	
NPFF	1	NPFF	
CCNG2	1	CCNG2	
MPZL1	1	MPZL1	
EMILIN3	1	EMILIN3	
DMGDH	1	DMGDH	
PCDH8	1	PCDH8	
USHBP1	1	USHBP1	
DISP2	1	DISP2	
SAMD5	1	SAMD5	
PAICS	1	PAICS	
SLC27A5	1	SLC27A5	
OXLD1	1	OXLD1	
ABLIM2	1	ABLIM2	
RPS15A	1	RPS15A	
SUPT3H	1	SUPT3H	
SCAPER	1	SCAPER	
MITF	1	MITF	
LEFTY1	1	LEFTY1	
PACSIN1	1	PACSIN1	
SLC52A2	1	SLC52A2	
RANBP10	1	RANBP10	
POLDIP3	1	POLDIP3	
RAB5B	1	RAB5B	
ZBTB20	1	ZBTB20	
EFHB	1	EFHB	
PPP1R15B	1	PPP1R15B	
PRB2	1	PRB2	
CNNM2	1	CNNM2	
NSD2	1	NSD2	
RPLP2	1	RPLP2	
C11orf24	1	C11orf24	
BBS10	1	BBS10	
SERPINF1	1	SERPINF1	
L3MBTL1	1	L3MBTL1	
GMPR	1	GMPR	
GEN1	1	GEN1	
NLRC3	1	NLRC3	
NDST3	1	NDST3	
CLTCL1	1	CLTCL1	
TRIM59	1	TRIM59	
COMTD1	1	COMTD1	
CCDC196	1	CCDC196	
RNF150	1	RNF150	
CHIT1	1	CHIT1	
MEG3	1	MEG3	
TSPAN17	1	TSPAN17	
SNRPE	1	SNRPE	
MAP6D1	1	MAP6D1	
TBC1D26	1	TBC1D26	
LRGUK	1	LRGUK	
FRAS1	1	FRAS1	
AXIN1	1	AXIN1	
BCKDHA	1	BCKDHA	
PHPT1	1	PHPT1	
ODAD4	1	TTC25	
DAB2IP	1	DAB2IP	
CUEDC2	1	CUEDC2	
SLC16A10	1	SLC16A10	
RPS10-NUDT3	1	RPS10-NUDT3	
ACTR3C	1	ACTR3C	
ARRDC3	1	ARRDC3	
LAMTOR4	1	LAMTOR4	
RPL30	1	RPL30	
HFM1	1	HFM1	
TRIM39	1	TRIM39	
TRIAP1	1	TRIAP1	
TPK1	1	TPK1	
PIGO	1	PIGO	
TMX4	1	TMX4	
HIVEP3	1	HIVEP3	
LHFPL2	1	LHFPL2	
ERC2	1	ERC2	
MYO16	1	MYO16	
DNAL4	1	DNAL4	
CFAP90	1	C5orf49	
ETV6	1	ETV6	
ANKRD13A	1	ANKRD13A	
KIAA1614	1	KIAA1614	
FAM200B	1	FAM200B	
EPAS1	1	EPAS1	
SFXN5	1	SFXN5	
TTLL11	1	TTLL11	
ERP44	1	ERP44	
ACOT6	1	ACOT6	
CEP112	1	CEP112	
XIST	1	XIST	
TRAPPC1	1	TRAPPC1	
ZNF576	1	ZNF576	
CFAP53	1	CFAP53	
ARMCX5-GPRASP2	1	ARMCX5-GPRASP2	
ZNF485	1	ZNF485	
AFF1	1	AFF1	
B4GALNT3	1	B4GALNT3	
CNKSR1	1	CNKSR1	
PNCK	1	PNCK	
NSMCE1-DT	1	NSMCE1-DT	
DIS3L2	1	DIS3L2	
TNFSF12	1	TNFSF12	
FNDC5	1	FNDC5	
FNDC4	1	FNDC4	
CALHM1	1	CALHM1	
MRPS26	1	MRPS26	
UBE2E1	1	UBE2E1	
CAPNS1	1	CAPNS1	
TPRG1	1	TPRG1	
CPXM2	1	CPXM2	
HIPK4	1	HIPK4	
RNF5	1	RNF5	
RPS10	1	RPS10	
TIMM13	1	TIMM13	
HTR1F	1	HTR1F	
CYP2C8	1	CYP2C8	
SELENOM	1	SELENOM	
ENDOD1	1	ENDOD1	
NRF1	1	NRF1	
COL25A1	1	COL25A1	
CCDC59	1	CCDC59	
C3orf49	1	C3orf49	
ST8SIA5	1	ST8SIA5	
NRXN1	1	NRXN1	
PCDHB9	1	PCDHB9	
B4GALT3	1	B4GALT3	
MRPL36	1	MRPL36	
CTSK	1	CTSK	
RASAL1	1	RASAL1	
RPS23	1	RPS23	
NCK1-DT	1	NCK1-DT	
LAMTOR2	1	LAMTOR2	
PDGFD	1	PDGFD	
FIBP	1	FIBP	
ANKFN1	1	ANKFN1	
DRAP1	1	DRAP1	
C20orf203	1	C20orf203	
RTCA	1	RTCA	
BBS12	1	BBS12	
RAB5IF	1	RAB5IF	
MRPL15	1	MRPL15	
BMP2K	1	BMP2K	
SMAD9	1	SMAD9	
MLLT3	1	MLLT3	
HS3ST1	1	HS3ST1	
STX1B	1	STX1B	
IRGQ	1	IRGQ	
FIGNL2	1	FIGNL2	
GJA9	1	GJA9	
ZSWIM4	1	ZSWIM4	
SLC4A3	1	SLC4A3	
RPS17	1	RPS17	
MSL3	1	MSL3	
TMEM250	1	TMEM250	
MYO19	1	MYO19	
SERF1A	1	SERF1A	
MYBPC1	1	MYBPC1	
ZNF350	1	ZNF350	
MAN2B2	1	MAN2B2	
INTS7	1	INTS7	
PAG1	1	PAG1	
C11orf96	1	C11orf96	
DMAC1	1	DMAC1	
RASSF5	1	RASSF5	
CAMLG	1	CAMLG	
C1GALT1C1	1	C1GALT1C1	
TIPIN	1	TIPIN	
NABP2	1	NABP2	
ZMAT4	1	ZMAT4	
MMD	1	MMD	
STAB2	1	STAB2	
C1orf174	1	C1orf174	
AIP	1	AIP	
RPS6KL1	1	RPS6KL1	
MUC6	1	MUC6	
UQCR10	1	UQCR10	
RAB33A	1	RAB33A	
MRPL52	1	MRPL52	
GET3	1	GET3	
ISCA2	1	ISCA2	
SCAND3	1	ZBED9	
NACAD	1	NACAD	
RXRB	1	RXRB	
RPL27A	1	RPL27A	
HIGD1C	1	HIGD1C	
GM2A	1	GM2A	
NOL4L	1	NOL4L	
ROCK1	1	ROCK1	
ASCC2	1	ASCC2	
DHRS7B	1	DHRS7B	
CCDC65	1	CCDC65	
KLRD1	1	KLRD1	
THBS4	1	THBS4	
RPL22	1	RPL22	
MAP3K7CL	1	MAP3K7CL	
GADD45GIP1	1	GADD45GIP1	
BAD	1	BAD	
ECE1	1	ECE1	
FIGN	1	FIGN	
ALG1	1	ALG1	
DHFR2	1	DHFR2	
ARF4	1	ARF4	
CDK15	1	CDK15	
MRPL38	1	MRPL38	
DDA1	1	DDA1	
NDUFAF2	1	NDUFAF2	
THNSL2	1	THNSL2	
SUPT4H1	1	SUPT4H1	
ME1	1	ME1	
LARP1B	1	LARP1B	
LDLR	1	LDLR	
GBA2	1	GBA2	
OOEP	1	OOEP	
HIF3A	1	HIF3A	
TIMP3	1	TIMP3	
DGKD	1	DGKD	
LRRC8A	1	LRRC8A	
TBC1D8	1	TBC1D8	
MRPL24	1	MRPL24	
GAS2L1	1	GAS2L1	
NEIL2	1	NEIL2	
EHBP1L1	1	EHBP1L1	
PPT1	1	PPT1	
REPS1	1	REPS1	
GABRB1	1	GABRB1	
AK8	1	AK8	
C1orf198	1	C1orf198	
PTPRD	1	PTPRD	
PARD3	1	PARD3	
