Item ID	Item value	Change in Kuiper test statistic when item removed
CSF1	19.0663174235393	0.025010989010988083
IL1R1	16.6202036933388	-0.01098901098901095
OSMR	16.9216201589015	-0.01098901098901095
IL17RB	18.7478588346321	-0.01098901098901095
TNFRSF1A	16.7650357762556	-0.01098901098901095
SOCS3	15.9481829732374	-0.01098901098901095
FAS	18.1973037297886	-0.01098901098901095
HMOX1	17.877304884543	-0.01098901098901095
CD9	10.1190216480652	0.06593406593406592
CD38	6.17267700672358	0.06593406593406592
LTBR	15.5045113189798	-0.01098901098901095
MYD88	15.410998795988	-0.0016556776556778674
CD44	16.3662027934852	-0.01098901098901095
IL13RA1	16.6403073073247	-0.01098901098901095
