Item ID	Item value	Change in Kuiper test statistic when item removed
SSB	0.661304596578978	-4.440892098500626E-16
SNRPD1	0.222632819905506	-4.440892098500626E-16
HLA-DPB1	-1.79164560964456	-4.440892098500626E-16
SNRPD3	-3.23549738628404	-4.440892098500626E-16
HLA-DRB1	-2.39471297100217	-4.440892098500626E-16
HLA-DQB1	-1.63909975457431	-4.440892098500626E-16
C2	1.93327726165464	-4.440892098500626E-16
SNRPB	-1.05282432447291	-4.440892098500626E-16
