Item ID	Item value	Change in Kuiper test statistic when item removed
JUN	-0.483326230308935	0.0029239766081876617
TGFB2	-22.9195205254668	-0.008727113950759646
TGFB1	-1.40212506085387	0.0029239766081876617
ITGA4	-1.24818276589668	0.0029239766081876617
STAT1	0.262410717038976	0.0029239766081876617
TGFB3	12.1426106981317	0.0029239766081876617
FOS	3.95258904261552	0.0029239766081876617
PTGS2	-0.645751752750811	0.0029239766081876617
ELK1	-0.807199122562412	0.0029239766081876617
NFKB1	-0.669514673540536	0.0029239766081876617
NFKBIA	-0.212620672641623	0.0029239766081876617
IRAK1	0.993523222716662	0.0029239766081876617
HLA-DPB1	-1.79164560964456	0.0029239766081876617
MAPK1	-0.266075111314932	0.0029239766081876617
JAK2	0.0553949269185694	0.0029239766081876617
HLA-DRB1	-2.39471297100217	0.0029239766081876617
MAPK3	0.0462416256082597	0.0029239766081876617
NFKBIB	-2.93620182347091	0.0029239766081876617
HLA-DQB1	-1.63909975457431	0.0029239766081876617
