"Term.name","P.value","Z.score","Combined.score","Overlapping.genes","Adjusted.p.value","Old.p.value","Old.adjusted.p.value","gene.count","TF_NAME","FDR","cycling_in_CTL_BHQ","cycling_in_AD_BHQ","DR_AR1_BHQ","DR_AR1_mthd2_BHQ","DR_logAmpRatio","diff_mesor","DEseq_DE_BHQ"
"PITX1 (human)",1.27374780263301e-06,1.97085680150196,26.7515173811662,"['IFITM3', 'RPL5', 'COX7B', 'DBR1', 'RPL3', 'ZCCHC10', 'CELF1', 'CEP120', 'COX6A1', 'RPL6', 'TXN2', 'SUMO1', 'CASP6', 'OPA3', 'C9ORF16', 'RPL35', 'TMED2', 'ACP2', 'CTSF', 'SNRNP35', 'EIF2B1', 'RPS10', 'RPL39', 'ZNF562', 'GPX4', 'DHPS', 'PAM16', 'AP1B1', 'GLRX2', 'WDR34', 'COX6B1', 'RNF41', 'DDX19B', 'ZNF91', 'MYL6', 'POLR1B', 'RPL24', 'TMEM219', 'RPL27', 'DNAJC8', 'LAP3', 'RPL29', 'UBA52', 'OTUB1', 'SET', 'RPL11', 'COX7A2', 'TMEM160', 'NOL3', 'FAM149A', 'APH1A', 'SEC14L2', 'RPS15A', 'PSMB5', 'PHKG1', 'BLOC1S1', 'RPL14', 'AP2S1', 'RPL13', 'RABAC1', 'RPL17', 'GADD45GIP1', 'NOP56', 'TAF13', 'GSS', 'DOHH', 'BCKDK', 'RPS26', 'RPS27', 'NACA', 'PPT1', 'NAA16', 'FAU', 'NF2', 'RPS24', 'GRINA']",0.000365565619355673,0,0,76,"PITX1",0.000365565619355673,NA,NA,NA,NA,NA,NA,NA
"PPARG (human)",6.96477374271247e-05,1.51353893396783,14.4876860076624,"['IFI27L2', 'RPL3', 'NDUFA12', 'PARK7', 'RPL8', 'RPL10A', 'COX6A1', 'HDDC3', 'RPL6', 'TXN2', 'RPS15', 'RPS14', 'RPS16', 'RPL18A', 'RPS19', 'RPL36AL', 'NAMPT', 'HMGN2', 'RPS10', 'ZNF564', 'CHGB', 'GABARAPL1', 'AP1B1', 'COX6B1', 'C1ORF122', 'RNF41', 'ZNF91', 'MYL6', 'NEIL2', 'RPL24', 'SCG3', 'RPL26', 'RPL29', 'UBA52', 'PRR14', 'NECAB2', 'BEX1', 'SET', 'BRI3', 'MRPL14', 'STK3', 'C12ORF57', 'BLOC1S1', 'SERF2', 'LHPP', 'RBM11', 'ATP6V1F', 'GSDMB', 'SURF1', 'EIF2AK1', 'SETDB2', 'OSGIN2', 'CORO2B', 'LSM4', 'LSM3', 'SYT6', 'RPS26', 'RPS25', 'RPS27', 'MC1R', 'ARPC3', 'NACA', 'OSTC', 'PSMG3', 'RPS21', 'KIAA0825', 'RPS24', 'ZNF134', 'DAZAP2', 'SLC25A3', 'COX4I1', 'MEA1', 'COX7C', 'USE1', 'SUMO1', 'TMED2', 'ACP2', 'CTSF', 'MDP1', 'RALGPS1', 'MRPS26', 'GPX4', 'NDUFC1', 'MRPL47', 'GLRX2', 'C4ORF48', 'SYP', 'MZT2B', 'CORT', 'RCN1', 'HAX1', 'IGDCC4', 'PALLD', 'POLR1B', 'TMEM219', 'OTUB1', 'TOMM40', 'URM1', 'RPL36A', 'TIMM13', 'RPS27L', 'UQCR11', 'TMEM160', 'UQCR10', 'TIMM10', 'NOL3', 'CLCN3', 'COX5A', 'PSMB5', 'PHKG1', 'OS9', 'TCEAL4', 'TDG', 'RPL14', 'AP2S1', 'RPS3', 'NHS', 'RPL13', 'CD59', 'SCAND1', 'RABAC1', 'POLR2K', 'RPL19', 'RANBP1', 'ADAT1', 'RPL35A', 'DOHH', 'S100B', 'RANBP6', 'MYO19', 'BCKDK', 'TMEM59', 'SPCS2', 'PIK3IP1', 'ETNK1', 'EIF3D', 'TPT1']",0.0099944503207924,0,0,137,"PPARG",0.0099944503207924,1.62112938045234e-05,0.0949383941699264,0.782312287524077,0.78284877905673,-0.366402862715901,0.00614568995147202,0.102248737488678
"RARA (human)",0.000145893997601549,1.75402207304585,15.4926284106397,"['DAZAP2', 'RBM25', 'RPL3', 'NDUFA12', 'MYL6B', 'MEA1', 'RPL8', 'RPL10A', 'COX6A1', 'FRY', 'RPL9', 'USE1', 'RPS15', 'RPL18A', 'RPS19', 'TNKS1BP1', 'ACP2', 'CTSF', 'MDP1', 'RPS10', 'RALGPS1', 'ZNF564', 'RPS12', 'GABARAPL1', 'GPX4', 'PDIA6', 'COX6B1', 'CORT', 'RCN1', 'ZNF91', 'UBA52', 'RBMS2', 'OTUB1', 'SET', 'BRI3', 'TIMM10', 'SEC14L2', 'PHKG1', 'TCEAL4', 'TDG', 'CEP70', 'AP2S1', 'RPS3', 'RPL13', 'SERF2', 'RPL19', 'ATP6V1F', 'GCH1', 'IDH1', 'DOHH', 'MYO19', 'RPS26', 'RPS25', 'LSM7', 'LYRM2', 'RPS27', 'MC1R', 'PIK3IP1', 'ARPC3', 'ETNK1', 'CYCS', 'RPS21', 'RPS24']",0.0139571924372148,0,0,63,"RARA",0.0139571924372148,0.53769392609247,0.726897350146413,NA,NA,NA,0.707907607608786,0.586107931058805
"HIF1A (human)",0.000324128233473635,1.63722879963746,13.1541041417961,"['COX7B', 'SLC25A3', 'RPL3', 'CEP120', 'RPS15', 'EEF1B2', 'RPS4X', 'UXT', 'MAP1LC3A', 'SUMO1', 'SUMO2', 'C9ORF16', 'TMED2', 'CTSF', 'SNRNP35', 'RPS10', 'RPL39', 'ACAD10', 'RPS13', 'RPS6', 'SHISA5', 'AP1B1', 'MRPL47', 'EDF1', 'COX6B1', 'RNF41', 'CORT', 'NEIL2', 'PALLD', 'NDUFS5', 'SNRPG', 'RPL24', 'JTB', 'RPL29', 'BEX4', 'HEPN1', 'CUL7', 'RPS19BP1', 'RPL10', 'GMPR2', 'NDUFB3', 'GPS2', 'COX7A2', 'ATXN7L3B', 'COX7A1', 'COX5A', 'PSMB10', 'C12ORF57', 'RPS15A', 'PSMB5', 'BLOC1S1', 'DDT', 'ERI2', 'RAB24', 'RPS3', 'RPL13', 'RPL17', 'ATG7', 'GDF11', 'TMEM184C', 'CHKA', 'TAF13', 'TBCC', 'DOHH', 'BTBD8', 'MYO19', 'RPS26', 'FAU', 'NF2', 'TMEM19', 'TMEM9B', 'RPS23']",0.0232562007517333,0,0,72,"HIF1A",0.0232562007517333,0.000302344691196479,0.00121092221392744,0.61652393386657,0.617317541563475,0.423643696333801,0.484306763894514,0.564965483098805
"NRF1 (mouse)",0.00107907909332573,1.54952906500011,10.5858360422695,"['IFITM3', 'RPL5', 'RPL30', 'COX7B', 'NDUFA13', 'DBR1', 'COX4I1', 'PARK7', 'MEA1', 'RPL8', 'COX6A1', 'COX7C', 'RPS15', 'RPS14', 'RPS16', 'RPS19', 'NAMPT', 'RPL35', 'RPL38', 'SNRNP35', 'RPS10', 'CHCHD1', 'ACAD10', 'RPS9', 'RPL21', 'RPS8', 'TNFRSF19', 'PAM16', 'GLRX2', 'SYP', 'COMMD6', 'GTPBP4', 'COX6B1', 'DDX19B', 'RPL27', 'DNAJC8', 'UBA52', 'POMP', 'COX7A2', 'ATXN7L3B', 'PDS5B', 'COX5B', 'COX5A', 'PARD6A', 'TDG', 'CEP70', 'RPS3', 'SNRPB2', 'RPS2', 'DCAF11', 'BTF3', 'RWDD1', 'PTPRN2', 'NDUFA5', 'YIPF3', 'GSS', 'RPL23A', 'DOHH', 'COX6C', 'RPS25', 'RPS28', 'LSM7', 'LYRM2', 'SPCS1', 'UBE2S', 'ARPC3', 'NAA16', 'NF2', 'RPS21', 'TOMM5', 'RPS24', 'RPS23', 'AARS']",0.0470116143073419,0,0,73,"NRF1",0.0470116143073419,3.27021819603819e-06,0.151681117684159,NA,NA,NA,0.291124951068865,0.910530018183984
"NR1H3 (human)",0.00114631322787475,1.63546581998702,11.0740733159213,"['DAZAP2', 'RPL3', 'NDUFA12', 'COX6A1', 'FRY', 'RPL9', 'USE1', 'RPL6', 'TXN2', 'RPS15', 'RPL18A', 'RPS19', 'OPA3', 'TMED2', 'CTSF', 'MDP1', 'NDUFC1', 'RCN1', 'PALLD', 'TMEM219', 'LAP3', 'UBA52', 'RBMS2', 'OTUB1', 'NECAB2', 'SET', 'RBM8A', 'BRI3', 'RPL11', 'AK1', 'RPS27L', 'TMEM160', 'TIMM10', 'STK3', 'APH1A', 'OS9', 'TCEAL4', 'TDG', 'CAMK2N2', 'RPS3', 'RPL13', 'SERF2', 'RPL19', 'ATP6V1F', 'GCH1', 'IDH1', 'DOHH', 'MANBAL', 'RPS25', 'SPCS2', 'RPS27', 'MC1R', 'PIK3IP1', 'ARPC3', 'ETNK1', 'RPS21', 'RPS24']",0.0470116143073419,0,0,57,"NR1H3",0.0470116143073419,0.262814860247566,0.0465352974105701,0.652324527234159,0.653707507290102,0.732551910022944,0.881250410367735,0.593880055165205
"YY1 (mouse)",0.00114662473920346,1.55444687048441,10.5250550860562,"['NDUFA13', 'RPL3', 'RPL32', 'POP4', 'RPL10A', 'CELSR2', 'HDDC3', 'RPL7', 'SERP2', 'RPS15', 'RPL7A', 'SUMO1', 'HMGN2', 'RPS10', 'ENDOG', 'GSTO1', 'FBXO2', 'NDUFC1', 'MRPL47', 'DUSP28', 'COMMD6', 'MRPL46', 'PPP1R3F', 'GORASP1', 'NDUFS3', 'JTB', 'RPL26', 'MAPRE1', 'FKBP3', 'RPL28', 'PTMA', 'CUL7', 'NDUFB7', 'NDUFB11', 'CCDC148', 'NDUFB2', 'COPS7A', 'MRPL14', 'COX5B', 'UQCRH', 'TSPAN31', 'MRPL20', 'RPL14', 'RPS3', 'TMEM208', 'MBP', 'SCAND1', 'RPL15', 'LHPP', 'GADD45GIP1', 'NOP56', 'RANBP1', 'SURF1', 'YIPF3', 'BAD', 'ST8SIA2', 'EIF2AK1', 'DAB2IP', 'RPL35A', 'DOHH', 'TPD52L1', 'CORO2B', 'RPS25', 'RPS28', 'LSM7', 'DLG1', 'RPL27A', 'PSMG3', 'FAU', 'GALNTL6', 'NF2']",0.0470116143073419,0,0,71,"YY1",0.0470116143073419,0.0472173512656153,0.109903419665039,NA,NA,NA,0.927367548052344,0.443098219003713
"FOXF2 (human)",0.0017549176094651,1.56888925891621,9.95512536740022,"['RPL5', 'NDUFA12', 'COX6A1', 'USE1', 'RPL6', 'TXN2', 'RPS15', 'RPS16', 'MAP1LC3A', 'SUMO1', 'SUMO2', 'C9ORF16', 'CDK5RAP1', 'CTSF', 'SNRNP35', 'EIF2B1', 'RPS10', 'RPS13', 'ZNF562', 'RPS9', 'RPS7', 'DHPS', 'AP1B1', 'COX6B1', 'MZT2B', 'DDX19B', 'MYL6', 'SNRPG', 'TMEM219', 'RPL29', 'MAPRE1', 'OTUB1', 'SET', 'BRI3', 'KLHL15', 'GMPR2', 'RPL11', 'NOL3', 'APH1A', 'C7ORF50', 'RPS15A', 'PSMB5', 'PHKG1', 'BLOC1S1', 'RPL13', 'SCAND1', 'RABAC1', 'SERF2', 'ATP6V1F', 'GADD45GIP1', 'RPL41', 'DOHH', 'LSM4', 'BCKDK', 'RPS27', 'MC1R', 'TMEM115', 'NACA', 'NAA16', 'FAU', 'RPS24', 'GRINA']",0.0608219865183116,0,0,62,"FOXF2",0.0608219865183116,NA,NA,NA,NA,NA,NA,NA
"CBEPA (mouse)",0.00202423878387284,1.67506437265918,10.3896898855233,"['IFITM3', 'RPL5', 'DBR1', 'SLC25A3', 'BEX1', 'SET', 'UQCRB', 'RPL10', 'DCUN1D3', 'POMP', 'SLC7A14', 'RPL8', 'ACVR1B', 'CLCN3', 'CELSR2', 'COX7A1', 'RPS15', 'TCEAL7', 'SH3BGRL', 'ABHD10', 'RPS19', 'SPOCK3', 'CEP70', 'RPL35', 'SNRNP35', 'NOP56', 'TMEM184C', 'RPS8', 'LIX1L', 'GLRX2', 'ATOX1', 'BTC', 'TMEM59', 'CYLD', 'DDX19B', 'RPS27', 'SST', 'SCG5', 'RPL27', 'ERH', 'NAA16', 'SLU7', 'UBA52', 'TOMM5', 'RPS24', 'TPT1']",0.0608219865183116,0,0,46,"CBEPA",0.0608219865183116,NA,NA,NA,NA,NA,NA,NA
"PITX2 (human)",0.00211923297973211,1.37187203040862,8.4462059807521,"['IFITM3', 'RPL5', 'RPL3', 'SLC35B4', 'RPL34', 'COX6A1', 'RPL6', 'TXN2', 'CYP4Z1', 'RPS16', 'TRIM28', 'RPL35', 'SNRNP35', 'RPS10', 'RPL39', 'RPS13', 'AP2M1', 'RPS9', 'GABARAPL1', 'RPS8', 'RPL23', 'PAM16', 'ATP1B2', 'SHISA9', 'CPT1B', 'COX6B1', 'MYL6', 'COL4A4', 'SCG5', 'RPL24', 'JTB', 'RPL27', 'LAP3', 'RPL29', 'UBA52', 'BEX4', 'SET', 'ANKRD16', 'RBM8A', 'STK3', 'APH1A', 'SEC14L2', 'C7ORF50', 'MRPL20', 'BLOC1S1', 'SCFD2', 'FAM192A', 'SERF2', 'CPSF6', 'EIF2AK1', 'CORO2B', 'LSM4', 'MANBAL', 'DLG1', 'RPS27', 'NACA', 'RPL27A', 'OSTC', 'PSMG3', 'PPT1', 'NF2', 'XKR4', 'RPS24', 'COX7B', 'SLC25A3', 'ZCCHC10', 'CELF1', 'USE1', 'SNAPC5', 'MAP1LC3A', 'CASP6', 'OPA3', 'SUMO2', 'C9ORF16', 'TMED2', 'ACP2', 'CTSF', 'EIF2B1', 'RALGPS1', 'DUSP4', 'GPX4', 'TRPC3', 'VBP1', 'TCF12', 'DHPS', 'RPS3A', 'GLRX2', 'KSR2', 'WDR34', 'MZT2B', 'CORT', 'DDX19B', 'POLR1B', 'RPL37A', 'TMEM219', 'RBM23', 'MAPRE1', 'OTUB1', 'NDUFB9', 'RNASEK', 'RPL10', 'NDUFB5', 'GMPR2', 'RPL11', 'TMEM160', 'COX5A', 'RPS15A', 'PSMB5', 'PHKG1', 'RPL14', 'AP2S1', 'RPS3', 'RPL13', 'CD59', 'RPL15', 'RABAC1', 'RPL17', 'GADD45GIP1', 'GCH1', 'TAF13', 'EYA4', 'ADAT1', 'DAB2IP', 'DOHH', 'COX6C', 'MYO19', 'BCKDK', 'NAA16', 'FAU']",0.0608219865183116,0,0,129,"PITX2",0.0608219865183116,NA,NA,NA,NA,NA,NA,NA
