"Term.name","P.value","Z.score","Combined.score","Overlapping.genes","Adjusted.p.value","Old.p.value","Old.adjusted.p.value","gene.count","TF_NAME","FDR","cycling_in_CTL_BHQ","cycling_in_AD_BHQ","DR_AR1_BHQ","DR_AR1_mthd2_BHQ","DR_logAmpRatio","diff_mesor_BHQ","edgeR_DE_BHQ","cycling_PRTN_CTL_BHQ","cycling_PRTN_AD_BHQ","DR_PRTN_BHQ","DM_PRTN_BHQ"
"CACYBP (human)",0.000110585375125283,2.13147322656981,19.4171300573279,"['SNAP25', 'CPNE8', 'CEBPB', 'FAM89A', 'DIRAS1', 'CEND1', 'STMN3', 'STMN4', 'TMEM160', 'ATP2C2', 'PPL', 'PTMS', 'RASGEF1A', 'TUBB3', 'HRAS', 'PACSIN1', 'SLC6A17', 'KCND3', 'WNT7B', 'MMD2', 'FBXL16', 'YWHAZ', 'RUNDC3A', 'NAP1L5', 'STX1B', 'FABP3', 'VGF', 'EEF1A2', 'IRF7', 'FXYD7', 'CALM3', 'TRIB1', 'CRYAB', 'CTXN1', 'MAP3K14']",0.00862012229265028,0,0,35,"CACYBP",0.00862012229265028,0.0215833471031619,0.0918225934735216,0.908464069396814,0.911618145249995,-0.0221786511813179,0.786548568256321,0.998175115741018,0.681136248476553,0.783264988077183,NA,0.982365551011925
"TFAP2A (mouse)",0.000113952344296626,2.04311829191299,18.5509629174357,"['HAAO', 'ATP1A3', 'STMN4', 'THY1', 'SEZ6L2', 'PPL', 'NDRG1', 'CX3CL1', 'C1QTNF4', 'SOCS3', 'GRIN2A', 'GNG2', 'PARD6A', 'TRIM29', 'TUBB3', 'CREG2', 'CDH23', 'EFHD2', 'RPL35', 'APOD', 'SYNPO', 'HES5', 'PACSIN1', 'TSPYL1', 'TPI1', 'LIMK2', 'DYNLT3', 'VWA5A', 'MMD2', 'PNMA2', 'FBXL16', 'TTLL6', 'STX1B', 'PTP4A3', 'VGF', 'FXYD3', 'S100A6', 'FXYD7', 'TRIB1']",0.00862012229265028,0,0,39,"TFAP2A",0.00862012229265028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NFIA (human)",0.000123506465215539,2.11811368236774,19.0613647712831,"['PSMD10', 'RTN1', 'TMEM63C', 'TMPRSS3', 'THY1', 'PPL', 'PHYHIP', 'CX3CL1', 'SOCS3', 'GRM5', 'MAP1LC3A', 'APOL6', 'GNG2', 'PNMA1', 'CAMKV', 'TMSB4X', 'NNAT', 'NLRP1', 'SYNPO', 'GPRASP2', 'HES5', 'OPCML', 'TPI1', 'SPRYD3', 'SLC6A17', 'LIMK2', 'NAP1L3', 'TTLL6', 'ITPKC', 'FABP3', 'EEF1A2', 'TAGLN3', 'MDGA2', 'CRYAB', 'EPHA3']",0.00862012229265028,0,0,35,"NFIA",0.00862012229265028,0.000302070714850611,0.0993367933884035,0.987238817897232,0.986843848133246,-0.0977426601256488,0.804892286897144,0.79771140799523,0.657894834943736,0.861345070027022,NA,0.311574679510827
"ZNF148 (human)",0.000127705515446671,2.0125786163522,18.0443443626732,"['CPNE8', 'CEBPB', 'FAM89A', 'DIRAS1', 'PLD5', 'CEND1', 'ATP1A3', 'STMN3', 'ENO2', 'SEZ6L2', 'NRGN', 'UGCG', 'GRIN2A', 'TUBB3', 'TMSB4X', 'HES1', 'STK32A', 'TMSB10', 'HES4', 'OPCML', 'PACSIN1', 'KCND3', 'MMD2', 'FBXL16', 'YWHAZ', 'HPCAL4', 'RUNDC3A', 'NAP1L5', 'STX1B', 'BCL6', 'VGF', 'FXYD3', 'HKDC1', 'EEF1A2', 'SERPING1', 'XKR4', 'CRYAB', 'CTXN1', 'SHANK2', 'HSPA1A']",0.00862012229265028,0,0,40,"ZNF148",0.00862012229265028,0.0304241001850326,0.268246669805592,NA,NA,NA,0.494355491127617,0.959644661987257,0.668050366211779,0.899312151220191,NA,0.846014702740339
"HINFP (human)",0.000717603193412395,1.60175805365361,11.596077669687,"['SNAP25', 'FAM89A', 'DIRAS1', 'STMN3', 'RGS4', 'MAP1LC3A', 'CAMKV', 'LRRTM4', 'CFL1', 'STMN1', 'EFHD2', 'STK32A', 'YWHAG', 'ST6GAL1', 'C11ORF87', 'ST6GAL2', 'TPI1', 'PEG3', 'IL1R1', 'VSTM2L', 'MMD2', 'FRMD4A', 'YWHAZ', 'PJA1', 'STX1B', 'VGF', 'S100A6', 'IRF7', 'FAM20C', 'CEBPB', 'CHRNA4', 'TMPRSS3', 'CEND1', 'ATP1A3', 'TMTC1', 'SLC5A3', 'UQCRH', 'CLMP', 'PARD6A', 'PNMA1', 'HES1', 'GABRD', 'HES4', 'OPCML', 'MOAP1', 'GABRA1', 'ARPP21', 'GINS3', 'GABRA4', 'LIMK2', 'NAP1L3', 'PNMA2', 'FBXL16', 'NAP1L5', 'STXBP5L', 'NELL2', 'SMTN', 'TMEM158', 'PDE10A', 'BCL6', 'FXYD3', 'SLC26A8', 'TRIP10', 'FXYD7', 'TMCC2', 'XKR4', 'MDGA2', 'CDK5R1', 'HSPA1A']",0.0387505724442693,0,0,69,"HINFP",0.0387505724442693,0.0503173526309092,0.129180010261542,NA,0.869938683075203,NA,0.904806436739322,0.986148097784874,NA,NA,NA,NA
"KLF11 (human)",0.00195396986480425,1.85446877534469,11.5679762120471,"['CEBPB', 'FAM89A', 'DIRAS1', 'CEND1', 'ATP1A3', 'STMN3', 'ENO2', 'SEZ6L2', 'PHYHIP', 'NRGN', 'TUBB3', 'TMSB4X', 'HES1', 'STK32A', 'HES4', 'KCND3', 'GINS3', 'MMD2', 'FBXL16', 'YWHAZ', 'HPCAL4', 'NAP1L5', 'GFAP', 'STX1B', 'VGF', 'FXYD3', 'EEF1A2', 'IRF7', 'SERPING1', 'CRYAB', 'SHANK2']",0.0756029447346672,0,0,31,"KLF11",0.0756029447346672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CACYBP (mouse)",0.00196007634497285,1.78689709860995,11.1408957381615,"['IFITM3', 'NRN1', 'CHRNA4', 'TMEM63C', 'HAAO', 'ATP1A3', 'STMN4', 'TMEM160', 'PPL', 'DDN', 'C1QTNF4', 'MFSD6', 'GRIN2A', 'PARD6A', 'RASGEF1A', 'BASP1', 'TUBB3', 'C1RL', 'RPL35', 'NEFM', 'SYNPO', 'ERC2', 'TMSB10', 'SPRYD3', 'SYT1', 'KCND3', 'WNT7B', 'MMD2', 'SYP', 'HPCAL4', 'SYTL4', 'SLC4A8', 'VGF', 'XKR4', 'CRYAB']",0.0756029447346672,0,0,35,"CACYBP",0.0756029447346672,0.0215833471031619,0.0918225934735216,0.908464069396814,0.911618145249995,-0.0221786511813179,0.786548568256321,0.998175115741018,0.681136248476553,0.783264988077183,NA,0.982365551011925
"TFAP2A (human)",0.0024770332310643,1.50553667313444,9.0342644487372,"['RAB3C', 'FAM89A', 'STMN3', 'IRS2', 'C1QTNF4', 'BASP1', 'TUBB3', 'GLIPR2', 'NEFL', 'SYNPO', 'HRAS', 'ST6GAL2', 'TPI1', 'OVCH1', 'PEG3', 'KCND3', 'IL1R1', 'VSTM2L', 'NEAT1', 'ATP1B1', 'YWHAZ', 'MRPS6', 'TMEM130', 'RUNDC3A', 'ITPKC', 'PTP4A3', 'VGF', 'EEF1A2', 'IRF7', 'FAM20C', 'TRIB1', 'ATP6V0C', 'CTXN1', 'SHANK2', 'NRN1', 'CHRNA4', 'HPN', 'CEND1', 'ATP1A3', 'SEZ6L2', 'SLC5A3', 'PPL', 'NDRG1', 'UQCRH', 'DDN', 'MYL12B', 'CCDC85B', 'NNAT', 'CDH23', 'HES1', 'HES5', 'HES4', 'TMEM132D', 'YTHDF1', 'SLC12A5', 'WNT7B', 'SAMD4A', 'FBXL16', 'TM6SF1', 'TTLL6', 'FABP3', 'PDE10A', 'BCL6', 'FXYD3', 'PLP1', 'TRIP10', 'FXYD7', 'XKR4', 'MDGA2', 'MAP3K14', 'CDK5R1']",0.0835998715484202,0,0,71,"TFAP2A",0.0835998715484202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UBTF (human)",0.0031139462557405,1.70572054403749,9.84518779472564,"['GABRB2', 'TMEM63C', 'DIRAS1', 'ATP1A3', 'NOD1', 'CPLX2', 'UQCRH', 'ETS2', 'GRIN2A', 'PNMA1', 'RASGEF1A', 'LRRTM4', 'TUBB3', 'CDH23', 'NEFL', 'NEFM', 'GABRD', 'PACSIN1', 'SNCA', 'MOAP1', 'SPRYD3', 'SYT1', 'SLC6A17', 'KCND3', 'ZNF804A', 'SMAD9', 'MMD2', 'TM6SF1', 'YWHAZ', 'TTLL6', 'VGF', 'FXYD3', 'SLC26A8', 'FXYD7', 'PSMG4', 'AMPH', 'KCNK1']",0.0899914163678986,0,0,37,"UBTF",0.0899914163678986,0.0853223490654806,0.588973846706844,NA,NA,NA,0.206972943303071,0.148513667670333,0.779229142652699,0.970555143375793,NA,0.960266531002808
"MIR210 (human)",0.00357773930772195,5.41805555555556,30.5200378247601,"['NRN1', 'ZNF10', 'FAM20C', 'HES1', 'NRGN']",0.0899914163678986,0,0,5,"MIR210",0.0899914163678986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ETV4 (human)",0.00366631696313661,1.7707407982606,9.93131959854643,"['CPNE8', 'SLC44A3', 'CACNA1A', 'CPLX2', 'SEZ6L2', 'PHYHIP', 'ETS2', 'RGS4', 'GRIN2A', 'UBASH3B', 'CAMKV', 'CCDC85B', 'SYNPO', 'ERC2', 'OPCML', 'SYT1', 'ARPP21', 'LIMK2', 'SAMD4A', 'TM6SF1', 'YWHAZ', 'NAP1L5', 'STX1B', 'VGF', 'PRKAR1A', 'TOLLIP', 'FAM20C', 'MDGA2', 'HSPA1B', 'CDK5R2', 'ISCU']",0.0899914163678986,0,0,31,"ETV4",0.0899914163678986,0.930221743404195,0.797965194206023,NA,NA,NA,0.664135446838102,0.698077791788763,NA,NA,NA,NA
"MIR138 (human)",0.00446740806576047,1.74439283344393,9.43881697635628,"['COLEC12', 'GABRB2', 'NRN1', 'DIRAS1', 'CEND1', 'SEZ6L2', 'C1QTNF4', 'GNG2', 'CAMKV', 'BASP1', 'NLRP1', 'HS3ST3B1', 'GABRA1', 'ST6GAL2', 'TPI1', 'SLC12A5', 'SYT1', 'SAMD4A', 'FBXL16', 'TM6SF1', 'YWHAZ', 'PJA1', 'FABP3', 'BCL6', 'FXYD3', 'S100A6', 'FAM20C', 'CRYAB', 'INA', 'SHANK2', 'PFN2']",0.100516681479611,0,0,31,"MIR138",0.100516681479611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REL (mouse)",0.00503715625371493,1.67335878532561,8.85359674075789,"['SNAP25', 'ITPR1', 'IRS2', 'STMN4', 'NRGN', 'ART4', 'SCAMP5', 'UGCG', 'UBASH3B', 'CAMKV', 'RFK', 'NNAT', 'RPL35', 'SYNPO', 'TMSB10', 'RAI2', 'GABRA1', 'SYT1', 'KCND3', 'IL1R1', 'GINS3', 'WNT7B', 'LIMK2', 'DYNLT3', 'ATP1B1', 'IPCEF1', 'DNAJA1', 'CYP39A1', 'ITPKC', 'PTP4A3', 'EID2', 'RBP2', 'RCAN2', 'MDGA2', 'INA']",0.104617860654079,0,0,35,"REL",0.104617860654079,0.0744221832297772,0.985509846554093,0.814197420731927,NA,-2.04395210483732,0.965430745741499,0.9878220766628,0.8077514164217,0.859408892601487,NA,0.455333950271783
"KLF4 (human)",0.0078111276935624,1.66959290648116,8.10120860914858,"['CEBPB', 'FAM89A', 'DIRAS1', 'CEND1', 'ATP1A3', 'STMN3', 'ENO2', 'SEZ6L2', 'PHYHIP', 'NRGN', 'TUBB3', 'TMSB4X', 'HES1', 'STK32A', 'HES4', 'KCND3', 'GINS3', 'MMD2', 'FBXL16', 'YWHAZ', 'HPCAL4', 'NAP1L5', 'GFAP', 'STX1B', 'VGF', 'FXYD3', 'EEF1A2', 'IRF7', 'SERPING1', 'CRYAB', 'SHANK2']",0.150643176947275,0,0,31,"KLF4",0.150643176947275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LOC135440 (human)",0.0088334316018319,2.7152027027027,12.8407684166025,"['NELL2', 'SNAP25', 'GRM5', 'KLF6', 'SLC12A5', 'PLD5', 'STMN4', 'GRIK2', 'DDN']",0.151650125404133,0,0,9,"LOC135440",0.151650125404133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IKZF1 (mouse)",0.00898667409802269,1.66461848400907,7.84370302893323,"['TNFRSF11B', 'ATP2C2', 'GRIK2', 'FUT2', 'UCHL1', 'GLIPR2', 'CREG2', 'CDH23', 'APOD', 'PAK3', 'MDH1', 'ARPP21', 'KCND3', 'WNT7B', 'PLEKHA5', 'SMAD9', 'KCNAB1', 'PNMA2', 'TM6SF1', 'HPCAL4', 'TMEM130', 'SMTN', 'PTP4A3', 'FABP3', 'FXYD3', 'PLP1', 'SERPING1', 'FAM20C', 'NUPR1', 'CRYAB']",0.151650125404133,0,0,30,"IKZF1",0.151650125404133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CREB1 (human)",0.0115182155341742,1.44296200901481,6.44113066513667,"['SNAP25', 'PROS1', 'STMN4', 'GRM1', 'SCAMP5', 'MAP1LC3A', 'STMN1', 'PLCE1', 'SULT4A1', 'DLGAP2', 'YWHAG', 'ST6GAL1', 'GABARAPL1', 'PEG3', 'IL1R1', 'HGF', 'ZNF10', 'KCNAB1', 'GABRG2', 'ITPKC', 'VGF', 'PRKAR1A', 'ATP6V1B2', 'FAM20C', 'NUPR1', 'TSPYL4', 'HPN', 'ITPR1', 'SEZ6L2', 'UQCRH', 'DDN', 'MYL12B', 'PAK1', 'PARD6A', 'PRKAR2B', 'TP53INP2', 'CDH23', 'ARSF', 'NLRP1', 'PAK3', 'HES4', 'PACSIN1', 'SNCA', 'MOAP1', 'SLC12A5', 'GINS3', 'LIMK2', 'FKBP1A', 'TTLL6', 'SMTN', 'FABP3', 'TOLLIP', 'SLC26A8', 'CDK5R2', 'SCN2B']",0.175399491647684,0,0,55,"CREB1",0.175399491647684,0.64159438549321,0.780487267960691,NA,NA,NA,0.939269768682995,0.992755811372217,0.347169342748563,0.747950401575455,NA,0.529142979951732
