"TF_NAME","Pscan_TERM","MATRIX_ID","Z_SCORE","P_VALUE","SAMPLE_AVERAGE","BACKGROUND_AVERAGE","SAMPLE_DEVSTD","SAMPLE_SIZE","In_original_list","FDR","cycling_in_CTL_BHQ","cycling_in_AD_BHQ","DR_AR1_BHQ","DR_AR1_mthd2_BHQ","DR_logAmpRatio","diff_mesor","edgeR_DE_BHQ"
"E2F3","E2F3","MA0469.3","1.20614",0.113622,0.699202,0.69333,0.0444639,79,"False",0.663351970588235,1.4999515945196e-05,1.17473406944892e-06,0.337387901876841,0.338404887695003,0.466033556357607,0.811462319587237,0.844428903712221
"HES1","HES1","MA1099.2","1.17369",0.119997,0.861086,0.85239,0.0676612,79,"False",0.695457065693431,NA,NA,NA,NA,NA,NA,NA
"ZIC5","ZIC5","MA1584.1","1.14063",0.126795,0.780445,0.774101,0.0458588,79,"False",0.722729047619048,NA,NA,NA,NA,NA,NA,NA
"NHLH2","NHLH2","MA1529.1","1.13902",0.12714,0.742508,0.736319,0.0439055,79,"False",0.722729047619048,NA,NA,NA,NA,NA,NA,NA
"HAND2","HAND2","MA1638.1","1.12319",0.130402,0.871361,0.863946,0.0614112,79,"False",0.722729047619048,NA,NA,NA,NA,NA,NA,NA
"EGR2","EGR2","MA0472.2","1.1201",0.131114,0.81506,0.808129,0.0515143,79,"False",0.722729047619048,NA,NA,NA,NA,NA,NA,NA
"NFKB1","NFKB1","MA0105.4","1.11853",0.131401,0.728981,0.722064,0.0568232,79,"False",0.722729047619048,1.32526612606581e-06,4.00762710655951e-06,NA,NA,NA,0.000115027406030369,0.0168182834819852
"Tcf21","Tcf21","MA0832.1","1.11674",0.131809,0.744205,0.737949,0.048863,79,"False",0.722729047619048,NA,NA,NA,NA,NA,NA,NA
"MEIS1","MEIS1","MA0498.2","1.11039",0.133191,0.932189,0.925456,0.0507865,79,"False",0.722729047619048,0.000710008655346871,0.012136313649662,0.944810975219902,0.943886783768494,0.0180001666045809,0.480338083054875,0.636139900963578
"HEY1","HEY1","MA0823.1","1.10924",0.13338,0.813529,0.805772,0.0658824,79,"False",0.722729047619048,NA,NA,NA,NA,NA,NA,NA
"TFAP2A","TFAP2A","MA0810.1","1.10848",0.133658,0.879679,0.873406,0.0408769,79,"False",0.722729047619048,NA,NA,NA,NA,NA,NA,NA
"GCM1","GCM1","MA0646.1","1.10734",0.133805,0.809969,0.804757,0.0431124,79,"False",0.722729047619048,NA,NA,NA,NA,NA,NA,NA
"GABPA","GABPA","MA0062.3","1.09173",0.137239,0.812623,0.806282,0.0498296,79,"False",0.732931275167785,1.26881335758408e-05,0.0913072832345154,NA,NA,NA,0.442443951279141,0.694600735560215
"ZBTB18","ZBTB18","MA0698.1","1.09025",0.13754,0.799559,0.793457,0.0504934,79,"False",0.732931275167785,0.00963870625958356,0.0537229893066955,NA,NA,NA,0.961715171381858,0.93963273471737
"Ebf2","Ebf2","MA1604.1","1.08217",0.139349,0.806219,0.799487,0.0536713,79,"False",0.737620706666667,NA,NA,NA,NA,NA,NA,NA
"Nkx3-1","Nkx3-1","MA0124.2","1.07347",0.141247,0.838796,0.832362,0.0562067,79,"False",0.738881032258065,NA,NA,NA,NA,NA,NA,NA
"VEZF1","VEZF1","MA1578.1","1.07282",0.141504,0.874842,0.867548,0.0494144,79,"False",0.738881032258065,0.0140586242885703,0.0421450138653392,0.87384771260217,0.874393877899727,0.367979095164418,0.366708516332676,0.46165522933884
"PAX1","PAX1","MA0779.1","1.06723",0.14268,0.752601,0.74848,0.0342946,79,"False",0.738881032258065,NA,NA,NA,NA,NA,NA,NA
"TBP","TBP","MA0108.2","1.06069",0.144096,0.826773,0.819899,0.0645821,79,"False",0.738881032258065,3.44112368404817e-07,0.0103552053183747,0.480184673888866,0.482363053115068,-0.29364536463827,0.280167213983447,0.361734749306196
"NFKB2","NFKB2","MA0778.1","1.06015",0.14424,0.762426,0.755761,0.0604198,79,"False",0.738881032258065,NA,NA,NA,NA,NA,NA,NA
"MLXIPL","MLXIPL","MA0664.1","1.04119",0.148568,0.801957,0.795318,0.0639616,79,"False",0.756173025641026,8.52669430946701e-06,0.391019237794169,0.423612183895433,0.424889074919165,-1.0165372475596,0.407724549068799,0.848003937486497
"IRF8","IRF8","MA0652.1","1.03011",0.151206,0.721764,0.716154,0.0500064,79,"False",0.763223761006289,NA,NA,NA,NA,NA,NA,NA
"GCM2","GCM2","MA0767.1","1.02519",0.152418,0.840129,0.835222,0.0393115,79,"False",0.763223761006289,NA,NA,NA,NA,NA,NA,NA
"ZIC3","ZIC3","MA0697.1","1.02337",0.152837,0.79168,0.786209,0.0448861,79,"False",0.763223761006289,NA,NA,NA,NA,NA,NA,NA
"OSR2","OSR2","MA1646.1","1.00932",0.156178,0.844437,0.838609,0.0488612,79,"False",0.775033325,NA,NA,NA,NA,NA,NA,NA
"HINFP","HINFP","MA0131.2","0.997858",0.158964,0.825638,0.819262,0.051391,79,"False",0.777528109090909,0.00552671008612972,0.786868709464686,NA,NA,NA,0.000184101194557793,0.00141924431989144
"Pax2","Pax2","MA0067.1","0.992701",0.160178,0.930857,0.926513,0.0383956,79,"False",0.777528109090909,NA,NA,NA,NA,NA,NA,NA
"TBX5","TBX5","MA0807.1","0.992193",0.160322,0.877039,0.87192,0.0433881,79,"False",0.777528109090909,NA,NA,NA,NA,NA,NA,NA
"POU6F2","POU6F2","MA0793.1","0.989781",0.160928,0.806974,0.799538,0.0608443,79,"False",0.777528109090909,0.161922730655931,0.187104134249697,NA,NA,NA,0.132532991018451,0.492387313629739
"THAP11","THAP11","MA1573.1","0.986616",0.161577,0.720111,0.713794,0.0655728,79,"False",0.777528109090909,0.153699636289666,0.0318758558656622,0.24533647959175,0.246751349953081,0.84212135827332,0.696745192032705,0.662535428630224
"HEY2","HEY2","MA0649.1","0.981967",0.162793,0.820802,0.814695,0.0562371,79,"False",0.778660493975904,NA,NA,NA,NA,NA,NA,NA
"ETV1","ETV1","MA0761.2","0.974796",0.164597,0.819282,0.813569,0.049799,79,"False",0.782418875739645,3.13843026593813e-11,0.000216034424740588,0.249978143657395,0.251643762874359,-0.0818117583013739,0.725560571430702,0.995735344542885
"NFATC2","NFATC2","MA0152.1","0.967185",0.166507,0.90912,0.903213,0.0501644,79,"False",0.782418875739645,NA,NA,NA,NA,NA,NA,NA
"TFAP2C","TFAP2C","MA0524.2","0.967266",0.166535,0.8589,0.853662,0.0392197,79,"False",0.782418875739645,NA,NA,NA,NA,NA,NA,NA
"ZBTB14","ZBTB14","MA1650.1","0.954617",0.16972,0.828273,0.820331,0.0593576,79,"False",0.792583801169591,7.75786510956457e-05,0.55090117228194,0.560525784570717,0.561534407478836,-0.888922123687766,0.736621036426304,0.612394195387746
"ZBED1","ZBED1","MA0749.1","0.950228",0.170695,0.705422,0.700738,0.0477475,79,"False",0.792583801169591,0.239401141128395,0.0933487363721544,0.270211112837619,0.2703561607753,0.655501603491035,0.513704163324767,0.425912131217035
"CREB3","CREB3","MA0638.1","0.938219",0.173842,0.765158,0.760337,0.0427522,79,"False",0.799296393063584,5.45979393466241e-06,0.000337225825875713,0.997721109956083,0.997485546894885,-0.0104583215646815,0.0136105509309793,0.201241788735542
"NKX6-2","NKX6-2","MA0675.1","0.937005",0.174154,0.877396,0.869819,0.0672489,79,"False",0.799296393063584,NA,NA,NA,NA,NA,NA,NA
"ZNF684","ZNF684","MA1600.1","0.909914",0.181183,0.730985,0.727197,0.036777,79,"False",0.815898607734807,0.053133511385432,0.176806029430019,0.950297511481761,0.94953937608788,-0.0808636497981262,0.197157063728518,0.307059286521669
"Crx","Crx","MA0467.1","0.905643",0.182331,0.822578,0.817748,0.045233,79,"False",0.815898607734807,NA,NA,NA,NA,NA,NA,NA
"TBX6","TBX6","MA1567.1","0.904758",0.182578,0.858169,0.85378,0.0400158,79,"False",0.815898607734807,NA,NA,NA,NA,NA,NA,NA
"SP4","SP4","MA0685.1","0.904228",0.182719,0.798216,0.791926,0.057315,79,"False",0.815898607734807,0.00091696099579803,0.0899023015098918,NA,NA,NA,0.553031319078968,0.985242068935939
"BCL6B","BCL6B","MA0731.1","0.90235",0.183228,0.672115,0.667536,0.0407194,79,"False",0.815898607734807,NA,NA,NA,NA,NA,NA,NA
"Ddit3","Ddit3::Cebpa","MA0019.1","0.893236",0.185671,0.830556,0.826143,0.0383794,79,"True",0.815898607734807,2.86322027066486e-22,1.79002212449145e-07,0.107733367819225,0.108905622270747,-0.467211255560837,2.94120943495441e-10,9.65753546156406e-06
"Cebpa","Ddit3::Cebpa","MA0019.1","0.893236",0.185671,0.830556,0.826143,0.0383794,79,"False",0.815898607734807,NA,NA,NA,NA,NA,NA,NA
"GSX1","GSX1","MA0892.1","0.89194",0.185992,0.871039,0.865483,0.0516345,79,"False",0.815898607734807,NA,NA,NA,NA,NA,NA,NA
"ETV4","ETV4","MA0764.2","0.877567",0.189869,0.889942,0.883767,0.0584579,79,"False",0.828329593406594,1.43756812512e-11,1.6421022264683e-05,0.725535957651591,0.726925694984276,-0.183217000907516,0.0723551511719946,0.195774334360405
"PLAG1","PLAG1","MA0163.1","0.869938",0.191954,0.805422,0.800424,0.0469162,79,"False",0.831074677419355,0.000145962360983419,0.216194480544597,0.445070220157088,0.446880309697702,-0.292216041701491,0.488992218027619,0.409479431732321
"NFIX","NFIX","MA1528.1","0.866784",0.192752,0.761605,0.756761,0.0522597,79,"False",0.831074677419355,0.00349890485800597,0.0807929562479081,NA,NA,NA,0.00212255099815035,0.00936829406664611
"ZSCAN29","ZSCAN29","MA1602.1","0.863034",0.193849,0.788757,0.784442,0.0406308,79,"False",0.831074677419355,0.679582845430388,0.665206009667339,NA,NA,NA,0.896394098685314,0.632310236549938
"TBX4","TBX4","MA0806.1","0.859885",0.194685,0.867145,0.862423,0.047863,79,"False",0.831074677419355,NA,NA,NA,NA,NA,NA,NA
"MGA","MGA","MA0801.1","0.839068",0.20049,0.861517,0.856725,0.0483057,79,"False",0.851278395721925,0.00984206072700095,0.0524448838150645,NA,NA,NA,0.670517219578413,0.24069694744422
"Nkx2-5","Nkx2-5","MA0503.1","0.827709",0.203613,0.857419,0.853514,0.046553,79,"False",0.859940010638298,NA,NA,NA,NA,NA,NA,NA
"GLIS1","GLIS1","MA0735.1","0.821553",0.205437,0.705711,0.701599,0.0427508,79,"False",0.863052793650794,4.39140704024171e-11,0.0065917324773616,0.753734695321017,0.755329782792218,-0.290234292067122,0.872841695034211,0.649807073238282
"TFAP4","TFAP4","MA1570.1","0.803365",0.210659,0.865151,0.860875,0.0450231,79,"False",0.869098834170854,0.10981640004857,0.0571317980524257,0.686482465642402,0.687053316565506,0.6618162286102,0.726037587958319,0.540251891352219
"ZNF16","ZNF16","MA1654.1","0.798211",0.212115,0.703405,0.700343,0.0350844,79,"False",0.869098834170854,0.201702727962293,0.28546741139018,NA,NA,NA,0.901145206047967,0.980528949474632
"HES2","HES2","MA0616.2","0.796939",0.212477,0.813034,0.807232,0.0675381,79,"False",0.869098834170854,NA,NA,NA,NA,NA,NA,NA
"KLF4","KLF4","MA0039.4","0.790883",0.214317,0.885718,0.879556,0.0608099,79,"False",0.869098834170854,NA,NA,NA,NA,NA,NA,NA
"PITX1","PITX1","MA0682.2","0.787641",0.215213,0.854429,0.848458,0.06696,79,"False",0.869098834170854,NA,NA,NA,NA,NA,NA,NA
"NR1D2","NR1D2","MA1532.1","0.785972",0.215741,0.804058,0.800923,0.0321945,79,"False",0.869098834170854,1.85680143196785e-05,0.000155603302945599,0.675407062570333,0.675694142288592,0.389387357683264,0.359098768401555,0.323073653497842
"VDR","VDR","MA0693.2","0.784365",0.216185,0.881535,0.876937,0.0504073,79,"False",0.869098834170854,NA,NA,NA,NA,NA,NA,NA
"STAT1","STAT1::STAT2","MA0517.1","0.781264",0.217118,0.787011,0.78214,0.0509529,79,"False",0.869098834170854,8.07179666707381e-08,0.0149718236688827,0.354654999729914,0.355162873682796,-0.582159657657805,0.0177634567296093,0.0150952150122767
"STAT2","STAT1::STAT2","MA0517.1","0.781264",0.217118,0.787011,0.78214,0.0509529,79,"False",0.869098834170854,0.0298326072248975,0.217311530074839,NA,NA,NA,0.312046804121123,0.249339087234257
"ALX3","ALX3","MA0634.1","0.778776",0.217822,0.838516,0.8326,0.066211,79,"False",0.869098834170854,NA,NA,NA,NA,NA,NA,NA
"GLIS3","GLIS3","MA0737.1","0.766657",0.221448,0.746254,0.742723,0.0367373,79,"False",0.87660760199005,0.00113076176103921,0.0990147522308275,NA,NA,NA,0.00843655978975234,0.170323349455618
"SIX2","SIX2","MA1119.1","0.765008",0.221912,0.741645,0.737451,0.0467401,79,"False",0.87660760199005,NA,NA,NA,NA,NA,NA,NA
"TBX15","TBX15","MA0803.1","0.760375",0.223264,0.839503,0.834836,0.0557479,79,"False",0.877582257425742,NA,NA,NA,NA,NA,NA,NA
"MZF1","MZF1","MA0056.2","0.750297",0.226311,0.823526,0.819369,0.04801,79,"False",0.880832614634146,3.19730234362617e-07,0.309330485981304,0.233837622423147,0.235339862494739,-0.844672610786633,0.254434911662061,0.224199455645028
"YY1","YY1","MA0095.2","0.75006",0.226312,0.801852,0.796807,0.0667397,79,"False",0.880832614634146,0.0472173512656153,0.109903419665039,NA,NA,NA,0.927367548052344,0.443098219003713
"NRF1","NRF1","MA0506.1","0.746705",0.227419,0.850188,0.844252,0.0648982,79,"False",0.880832614634146,3.27021819603819e-06,0.151681117684159,NA,NA,NA,0.291124951068865,0.910530018183984
"OTX2","OTX2","MA0712.2","0.737233",0.230288,0.828378,0.823168,0.0579918,79,"False",0.887614912621359,NA,NA,NA,NA,NA,NA,NA
"Nobox","Nobox","MA0125.1","0.724761",0.234094,0.862262,0.856964,0.0607283,79,"False",0.895191725118483,NA,NA,NA,NA,NA,NA,NA
"PBX3","PBX3","MA1114.1","0.718716",0.23591,0.761301,0.757345,0.0503237,79,"False",0.895191725118483,3.22816210426973e-07,6.51489672993758e-06,0.668454257691109,0.669012533982407,0.338232604459552,0.0221725538942105,0.143852060939715
"SP9","SP9","MA1564.1","0.716535",0.236657,0.870507,0.865208,0.0565436,79,"False",0.895191725118483,7.32924474384911e-10,0.00275317132415032,0.679008224708813,0.679372112688405,-0.210967358919731,0.372032564657556,0.54611810670305
"NR2C2","NR2C2","MA0504.1","0.714675",0.237266,0.826803,0.823751,0.0291468,79,"False",0.895191725118483,0.402056473031875,0.277010757371613,NA,NA,NA,0.114398968750216,0.431767702098037
"POU6F1","POU6F1","MA1549.1","0.712431",0.237891,0.838461,0.833784,0.0550379,79,"False",0.895191725118483,0.00051343850559601,0.120283539429309,NA,NA,NA,0.415986530677348,0.96738364704965
"TFAP2B","TFAP2B","MA0812.1","0.705922",0.239961,0.857848,0.853532,0.0446109,79,"False",0.896757765258216,NA,NA,NA,NA,NA,NA,NA
"XBP1","XBP1","MA0844.1","0.703804",0.240566,0.757614,0.754141,0.0418883,79,"False",0.896757765258216,1.33486826411049e-12,1.21843141259669e-10,0.81913064341924,0.819017255921375,0.0527234351059098,2.53995180385837e-05,0.00252645425989178
"SMAD5","SMAD5","MA1557.1","0.692507",0.244103,0.785242,0.781728,0.0427326,79,"False",0.897745707762557,0.000149032333776356,0.00095632629399809,NA,0.770977531467997,NA,0.397172952216047,0.62473337061323
"Zic1","Zic1::Zic2","MA1628.1","0.684771",0.246555,0.873731,0.869542,0.0493725,79,"False",0.897745707762557,NA,NA,NA,NA,NA,NA,NA
"Zic2","Zic1::Zic2","MA1628.1","0.684771",0.246555,0.873731,0.869542,0.0493725,79,"False",0.897745707762557,NA,NA,NA,NA,NA,NA,NA
"MXI1","MXI1","MA1108.2","0.684631",0.24657,0.868701,0.863902,0.0609435,79,"False",0.897745707762557,0.00802302470838388,0.0127205403924085,NA,NA,NA,0.164547328679354,0.615564963022979
"Nr2e3","Nr2e3","MA0164.1","0.684324",0.246597,0.835684,0.830206,0.0799523,79,"False",0.897745707762557,NA,NA,NA,NA,NA,NA,NA
"IRF2","IRF2","MA0051.1","0.681396",0.247615,0.756782,0.753151,0.0438448,79,"False",0.897745707762557,0.0240420500308635,0.0265805091123409,NA,NA,NA,0.890950545907066,0.537686030515806
"SP1","SP1","MA0079.4","0.676149",0.249288,0.817448,0.812589,0.0576497,79,"False",0.899703054545455,0.000994485006887694,0.024800432107589,0.854719423344633,0.855329011820536,-0.155203394594898,0.441069173275815,0.748818357339388
"Zfx","Zfx","MA0146.2","0.664772",0.252895,0.860215,0.855406,0.0610341,79,"False",0.901903194690266,0.556800751944705,0.168063249296086,NA,NA,NA,0.0522166574196875,0.257445501097556
"POU6F1","POU6F1","MA0628.1","0.661212",0.254043,0.77701,0.770941,0.0759438,79,"False",0.901903194690266,0.00051343850559601,0.120283539429309,NA,NA,NA,0.415986530677348,0.96738364704965
"TBR1","TBR1","MA0802.1","0.659219",0.254598,0.805743,0.80205,0.0557278,79,"False",0.901903194690266,0.00377379277417585,0.130996674801593,0.835411581412419,0.83593393982049,-0.265860158776777,0.234924597263428,0.748972668474463
"ARGFX","ARGFX","MA1463.1","0.656904",0.255411,0.781127,0.775068,0.0795342,79,"False",0.901903194690266,NA,NA,NA,NA,NA,NA,NA
"OVOL2","OVOL2","MA1545.1","0.656078",0.255634,0.790359,0.786856,0.0505185,79,"False",0.901903194690266,NA,NA,NA,NA,NA,NA,NA
"PRDM4","PRDM4","MA1647.1","0.652863",0.256713,0.846283,0.842234,0.053355,79,"False",0.901903194690266,0.475257399200947,0.872287864311243,NA,NA,NA,0.962655784281998,0.652157082383402
"GSC","GSC","MA0648.1","0.631463",0.263665,0.837232,0.833033,0.0571015,79,"False",0.904836266094421,NA,NA,NA,NA,NA,NA,NA
"TBX20","TBX20","MA0689.1","0.631222",0.26371,0.803604,0.800256,0.049195,79,"False",0.904836266094421,NA,NA,NA,NA,NA,NA,NA
"Ptf1a","Ptf1a","MA1618.1","0.630027",0.264078,0.821433,0.817587,0.0592805,79,"False",0.904836266094421,NA,NA,NA,NA,NA,NA,NA
"HOXC8","HOXC8","MA1505.1","0.627731",0.264893,0.876134,0.871986,0.0558589,79,"False",0.904836266094421,NA,NA,NA,NA,NA,NA,NA
"ZNF449","ZNF449","MA1656.1","0.627675",0.264925,0.804513,0.800995,0.0456739,79,"False",0.904836266094421,0.000232062846987522,0.0110711342233109,0.918229745742718,0.917827920553407,0.0511103553881532,0.907660351308991,0.870752974153176
"HOXA5","HOXA5","MA0158.2","0.62676",0.26522,0.867877,0.863656,0.0556078,79,"False",0.904836266094421,NA,NA,NA,NA,NA,NA,NA
"TP53","TP53","MA0106.3","0.625662",0.265525,0.710648,0.707924,0.0409786,79,"False",0.904836266094421,NA,NA,NA,NA,NA,NA,NA
"PITX2","PITX2","MA1547.1","0.614995",0.269081,0.854265,0.849285,0.0690106,79,"False",0.91303552991453,NA,NA,NA,NA,NA,NA,NA
"ATF2","ATF2","MA1632.1","0.598296",0.274564,0.783976,0.77972,0.0698375,79,"False",0.927324995780591,3.40925493904069e-05,1.65972962008172e-05,0.345934934102191,0.346003102161616,0.594791792106019,0.707309104613482,0.795019870645477
"HOXA7","HOXA7","MA1498.1","0.592525",0.276559,0.879013,0.874915,0.0585281,79,"False",0.927324995780591,NA,NA,NA,NA,NA,NA,NA
"LMX1B","LMX1B","MA0703.2","0.591798",0.276796,0.752331,0.746153,0.0899353,79,"False",0.927324995780591,NA,NA,NA,NA,NA,NA,NA
"NEUROD2","NEUROD2","MA0668.1","0.581004",0.280439,0.852435,0.849938,0.0355599,79,"False",0.933858362139918,5.1408581156003e-07,0.00138244906396641,0.884012240801764,0.883973512493688,0.207031478218977,0.00573841003928427,0.289852380605596
"BACH2","BACH2","MA1470.1","0.569062",0.284461,0.697647,0.694831,0.0431401,79,"False",0.933858362139918,2.20573047800755e-16,1.94959230321216e-14,0.190626233484463,0.191649595615544,0.250470750779326,0.0477829220777121,0.653738983977228
"Lhx8","Lhx8","MA0705.1","0.569151",0.284472,0.86743,0.863363,0.0552932,79,"False",0.933858362139918,NA,NA,NA,NA,NA,NA,NA
"NKX6-3","NKX6-3","MA1530.1","0.565841",0.285573,0.85829,0.854417,0.0569304,79,"False",0.933858362139918,NA,NA,NA,NA,NA,NA,NA
"CLOCK","CLOCK","MA0819.1","0.565477",0.285698,0.811379,0.808379,0.0438758,79,"False",0.933858362139918,2.98382363226557e-07,0.117714124778753,NA,NA,NA,0.134922863287464,0.440212303673612
"TWIST1","TWIST1","MA1123.2","0.56495",0.285803,0.819916,0.816578,0.058382,79,"False",0.933858362139918,NA,NA,NA,NA,NA,NA,NA
"HOXB2","HOXB2","MA0902.2","0.552061",0.290278,0.877717,0.873685,0.0606877,79,"False",0.938588956862745,NA,NA,NA,NA,NA,NA,NA
"Alx4","Alx4","MA0853.1","0.551023",0.29061,0.744523,0.74091,0.0581629,79,"False",0.938588956862745,NA,NA,NA,NA,NA,NA,NA
"IRF4","IRF4","MA1419.1","0.549036",0.291261,0.703535,0.700638,0.0502923,79,"False",0.938588956862745,NA,NA,NA,NA,NA,NA,NA
"NKX6-1","NKX6-1","MA0674.1","0.54301",0.293375,0.867343,0.863258,0.0649496,79,"False",0.938588956862745,NA,NA,NA,NA,NA,NA,NA
"GMEB2","GMEB2","MA0862.1","0.538359",0.294909,0.816276,0.813104,0.059789,79,"False",0.938588956862745,0.523133859433627,0.60552972961011,NA,NA,NA,0.839814097126083,0.61220407766448
"PLAGL2","PLAGL2","MA1548.1","0.535422",0.29606,0.850608,0.846444,0.053657,79,"False",0.938588956862745,NA,NA,NA,NA,NA,NA,0.463531546009391
"HES6","HES6","MA1493.1","0.528944",0.298215,0.80391,0.801229,0.0465213,79,"False",0.938588956862745,0.000189974688730165,0.0826307194566592,0.931446194475021,0.930657186789934,-0.20113066192432,0.921809044363485,0.975783629037729
"CREB3L1","CREB3L1","MA0839.1","0.527625",0.298723,0.739742,0.73715,0.039226,79,"False",0.938588956862745,NA,NA,NA,NA,NA,NA,NA
"SOX4","SOX4","MA0867.2","0.522055",0.300637,0.866942,0.863611,0.0547367,79,"False",0.938588956862745,3.07566744852948e-06,0.0105449133521749,0.96738090388599,0.966183194578511,0.0753881139305863,0.456496292396079,0.651800003711591
"TAL1","TAL1::TCF3","MA0091.1","0.519966",0.301312,0.815642,0.812849,0.052573,79,"False",0.938588956862745,NA,NA,NA,NA,NA,NA,NA
"TCF3","TAL1::TCF3","MA0091.1","0.519966",0.301312,0.815642,0.812849,0.052573,79,"False",0.938588956862745,0.503882104741733,0.547187389709418,NA,NA,NA,0.728503548244294,0.423032320687182
"SOX10","SOX10","MA0442.2","0.519757",0.301436,0.852853,0.849151,0.061428,79,"False",0.938588956862745,NA,NA,NA,NA,NA,NA,NA
"SHOX","SHOX","MA0630.1","0.511165",0.304453,0.862023,0.857587,0.0718302,79,"False",0.9442800078125,NA,NA,NA,NA,NA,NA,NA
"IRF9","IRF9","MA0653.1","0.501112",0.307924,0.692304,0.68948,0.0546834,79,"False",0.948245271317829,0.0536109304618979,0.229646252852583,0.676672836998804,0.676974162351561,-0.138500313780989,0.238554128085192,0.0665418591362636
"REST","REST","MA0138.2","0.500439",0.30812,0.692466,0.690243,0.0469663,79,"False",0.948245271317829,NA,NA,NA,NA,NA,NA,NA
"PAX4","PAX4","MA0068.2","0.496253",0.30967,0.819462,0.81558,0.07007,79,"False",0.94933583011583,NA,NA,NA,NA,NA,NA,NA
"LMX1A","LMX1A","MA0702.2","0.490709",0.311633,0.802232,0.797493,0.0856796,79,"False",0.950654207885305,NA,NA,NA,NA,NA,NA,NA
"Znf281","Znf281","MA1630.1","0.477675",0.31627,0.82292,0.819408,0.0636203,79,"False",0.950654207885305,0.587137396195582,0.244259840558605,NA,NA,NA,0.784717812709589,0.64818497221539
"EOMES","EOMES","MA0800.1","0.476104",0.316786,0.788233,0.785714,0.0514846,79,"False",0.950654207885305,NA,NA,NA,NA,NA,NA,NA
"Lhx4","Lhx4","MA0704.1","0.47392",0.317618,0.855112,0.85153,0.0636935,79,"False",0.950654207885305,NA,NA,NA,NA,NA,NA,NA
"NEUROG2","NEUROG2","MA0669.1","0.471123",0.318594,0.795312,0.792675,0.0504271,79,"False",0.950654207885305,NA,NA,NA,NA,NA,NA,NA
"ZNF140","ZNF140","MA1589.1","0.470928",0.318622,0.688542,0.686559,0.0421015,79,"False",0.950654207885305,0.00133018577338665,0.0178626638939343,0.548702892768469,0.550876529522345,0.301352124319796,0.954939987757808,0.70572111774236
"HOXB8","HOXB8","MA1502.1","0.457986",0.323327,0.870368,0.866955,0.0622748,79,"False",0.950654207885305,NA,NA,NA,NA,NA,NA,NA
"Ar","Ar","MA0007.3","0.456584",0.3238,0.727411,0.725172,0.0449502,79,"False",0.950654207885305,0.200046744772851,0.861411560094761,NA,NA,NA,0.81419125889625,0.854594127053686
"mix-a","mix-a","MA0621.1","0.456243",0.323945,0.766997,0.762142,0.0916263,79,"False",0.950654207885305,NA,NA,NA,NA,NA,NA,NA
"PRDM1","PRDM1","MA0508.3","0.449334",0.326416,0.851101,0.848109,0.0605128,79,"False",0.950654207885305,0.883115291131941,0.553821203170038,NA,NA,NA,0.427731048333481,0.690174797101874
"NKX2-8","NKX2-8","MA0673.1","0.444548",0.328137,0.897003,0.895011,0.0416581,79,"False",0.950654207885305,NA,NA,NA,NA,NA,NA,NA
"NFIB","NFIB","MA1643.1","0.441664",0.329206,0.714035,0.711735,0.0449949,79,"False",0.950654207885305,0.053428458199218,0.112809332865001,NA,NA,NA,0.00739295557626464,0.100014517732003
"HOXD8","HOXD8","MA0910.2","0.438191",0.330471,0.865553,0.862371,0.0615232,79,"False",0.950654207885305,NA,NA,NA,NA,NA,NA,NA
"TFAP2E","TFAP2E","MA1569.1","0.43766",0.330695,0.879392,0.876258,0.0540275,79,"False",0.950654207885305,0.957860088784154,0.843546397076076,NA,NA,NA,0.383299289705684,0.249405103683996
"CEBPB","CEBPB","MA0466.2","0.43577",0.331358,0.814078,0.811598,0.0469238,79,"False",0.950654207885305,3.59052450381653e-06,8.04513275494258e-05,0.896874382866601,0.896993246149158,0.0602683694043098,0.0263991432945905,0.293824280641756
"SP8","SP8","MA0747.1","0.434653",0.331796,0.872972,0.870403,0.0427636,79,"False",0.950654207885305,0.0738561260032527,0.0233201675346577,0.489674303021828,0.491509014189112,0.610156461538826,0.254434911662061,0.3759277822583
"UNCX","UNCX","MA0721.1","0.433718",0.332106,0.858836,0.855265,0.0670903,79,"False",0.950654207885305,NA,NA,NA,NA,NA,NA,NA
"HOXB5","HOXB5","MA0904.2","0.430595",0.33324,0.856568,0.853491,0.058547,79,"False",0.950654207885305,NA,NA,NA,NA,NA,NA,NA
"LHX9","LHX9","MA0701.2","0.429951",0.333468,0.833792,0.830304,0.0680545,79,"False",0.950654207885305,NA,NA,NA,NA,NA,NA,NA
"GSX2","GSX2","MA0893.2","0.428354",0.334046,0.89466,0.892,0.0526754,79,"False",0.950654207885305,NA,NA,NA,NA,NA,NA,NA
"Twist2","Twist2","MA0633.1","0.419445",0.337311,0.808556,0.805608,0.0569097,79,"False",0.955638127659574,NA,NA,NA,NA,NA,NA,NA
"Znf423","Znf423","MA0116.1","0.416003",0.338538,0.828255,0.826226,0.0440063,79,"False",0.955638127659574,0.655724731489992,0.420509944874368,NA,NA,NA,0.887644667905436,0.887143412338443
"MEIS3","MEIS3","MA0775.1","0.413687",0.339408,0.889087,0.886699,0.048546,79,"False",0.955638127659574,0.862749242718491,0.467979944728751,NA,NA,NA,0.18158634515816,0.171835566151578
"MSGN1","MSGN1","MA1524.1","0.410033",0.340741,0.843168,0.840896,0.0477358,79,"False",0.956001250883392,NA,NA,NA,NA,NA,NA,NA
