stat_err,Pval,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100,x101,x102,x103,x104,x105,x106,x107,x108,x109,x110,x111,x112,x113,x114,x115,x116,x117,x118,x119,x120,x121,x122,x123,x124,x125,x126,x127,x128,x129,x130,x131,x132,x133,x134,x135,x136,x137,x138,x139,x140,x141,x142,x143,x144,x145,x146,x147,x148,x149,x150,x151,x152,x153,x154,x155,x156,x157,x158,x159,x160,x161,x162,x163,x164,x165,x166,x167,x168,x169,x170,x171,x172,x173,x174,x175,x176,x177,x178,x179,x180,x181,x182,x183,x184,x185,x186,x187,x188,x189,x190,x191,x192,x193,x194,x195,x196,x197,x198,x199,x200,x201,x202
0.25034719705581665,0.045,0.23316121101379395,0.23987409472465515,0.23059019446372986,0.23985840380191803,0.23747748136520386,0.24133965373039246,0.23388850688934326,0.2285153716802597,0.22804829478263855,0.23636431992053986,0.23483863472938538,0.24821430444717407,0.23569655418395996,0.24096859991550446,0.22937282919883728,0.23792192339897156,0.23780512809753418,0.23689281940460205,0.23151516914367676,0.23929262161254883,0.23906122148036957,0.2230997383594513,0.22685234248638153,0.24295282363891602,0.24092192947864532,0.24312734603881836,0.24013037979602814,0.25548458099365234,0.2387460321187973,0.2359757125377655,0.23911911249160767,0.23690325021743774,0.2405022531747818,0.22213828563690186,0.24199548363685608,0.23400560021400452,0.23974265158176422,0.2354024350643158,0.2456670105457306,0.2490261346101761,0.21962077915668488,0.23884885013103485,0.2240312546491623,0.23925645649433136,0.2249465435743332,0.23780646920204163,0.25245028734207153,0.2672109007835388,0.23521971702575684,0.237416073679924,0.2445840835571289,0.2373037189245224,0.22634592652320862,0.22982332110404968,0.2300993800163269,0.2570613920688629,0.2241424024105072,0.22940966486930847,0.23153603076934814,0.2302796095609665,0.22130537033081055,0.23231804370880127,0.22198574244976044,0.2420448511838913,0.22826290130615234,0.24409924447536469,0.23420578241348267,0.24052150547504425,0.23152683675289154,0.2406533658504486,0.2389877289533615,0.22543956339359283,0.23326848447322845,0.2254428118467331,0.23665113747119904,0.23385630548000336,0.23503287136554718,0.22745627164840698,0.24796128273010254,0.21895810961723328,0.23038607835769653,0.2371826469898224,0.24675801396369934,0.2387595921754837,0.2298814058303833,0.2288648784160614,0.2436351776123047,0.23718991875648499,0.23358072340488434,0.2287655919790268,0.24720574915409088,0.23072287440299988,0.2400803118944168,0.23081962764263153,0.23452618718147278,0.23463544249534607,0.2529830038547516,0.23955866694450378,0.2463178187608719,0.24090884625911713,0.243228480219841,0.23069339990615845,0.23389190435409546,0.24158476293087006,0.2412034571170807,0.24117912352085114,0.24362243711948395,0.23330676555633545,0.24508123099803925,0.24110673367977142,0.2385539710521698,0.2267591655254364,0.23296113312244415,0.24518026411533356,0.24105827510356903,0.22146205604076385,0.22571218013763428,0.23231624066829681,0.23426173627376556,0.23332886397838593,0.2479078471660614,0.23202694952487946,0.2374982237815857,0.24297651648521423,0.2390962541103363,0.2568603456020355,0.2276684194803238,0.24877028167247772,0.23818975687026978,0.24538002908229828,0.21516746282577515,0.23018011450767517,0.2348998785018921,0.2411593347787857,0.23836186528205872,0.2400853931903839,0.2444313019514084,0.2424939125776291,0.22993123531341553,0.23812344670295715,0.23290756344795227,0.24278821051120758,0.211782768368721,0.24100610613822937,0.24325554072856903,0.24890780448913574,0.24634945392608643,0.23634539544582367,0.24045003950595856,0.2236747145652771,0.24106401205062866,0.2277507483959198,0.25790920853614807,0.2117149978876114,0.24488787353038788,0.2331715226173401,0.2271818220615387,0.231928750872612,0.21504276990890503,0.23696573078632355,0.24763892590999603,0.24334703385829926,0.23068752884864807,0.24362832307815552,0.24922214448451996,0.22528007626533508,0.23714764416217804,0.24178220331668854,0.24348726868629456,0.23579993844032288,0.22948488593101501,0.24422022700309753,0.23090830445289612,0.24075721204280853,0.2388220876455307,0.22863247990608215,0.22447681427001953,0.22581294178962708,0.23772163689136505,0.23483718931674957,0.24890311062335968,0.23244524002075195,0.23523953557014465,0.2246641367673874,0.24115583300590515,0.24385251104831696,0.2402542531490326,0.24573521316051483,0.2519109547138214,0.22945398092269897,0.22719813883304596,0.24501797556877136,0.23128437995910645,0.23502890765666962,0.23403853178024292,0.22606493532657623,0.22997355461120605,0.2411828339099884,0.25679662823677063,0.2449670284986496
