"TF_NAME","Pscan_TERM","MATRIX_ID","Z_SCORE","P_VALUE","SAMPLE_AVERAGE","BACKGROUND_AVERAGE","SAMPLE_DEVSTD","SAMPLE_SIZE","In_original_list","FDR","cycling_in_CTL_BHQ","cycling_in_AD_BHQ","DR_AR1_BHQ","DR_AR1_mthd2_BHQ","DR_logAmpRatio","diff_mesor","edgeR_DE_BHQ"
"TCF3","TCF3","MA0522.3","1.88697",0.0283726,0.875163,0.871721,0.0487553,930,"False",0.163028192805755,0.503882104741733,0.547187389709418,NA,NA,NA,0.728503548244294,0.423032320687182
"Znf281","Znf281","MA1630.1","1.88276",0.0285402,0.823481,0.819408,0.0603726,930,"False",0.163028192805755,0.587137396195582,0.244259840558605,NA,NA,NA,0.784717812709589,0.64818497221539
"ZKSCAN5","ZKSCAN5","MA1652.1","1.83138",0.0318732,0.824501,0.821351,0.0517352,930,"False",0.180766577142857,0.295331786908979,0.00592668115038846,0.361688097381747,0.362905106780193,1.09042455012363,0.484306763894514,0.901459321829965
"THAP1","THAP1","MA0597.1","1.81043",0.0336222,0.923482,0.921664,0.0283451,930,"False",0.189333523404255,0.000296762029318599,0.260072000150699,0.824789086738708,0.82502095278136,-0.38741527796548,0.787073196740828,0.972640317709612
"RREB1","RREB1","MA0073.1","1.79338",0.0348146,0.798349,0.795519,0.0462182,930,"False",0.194667552112676,NA,NA,NA,NA,NA,NA,NA
"NFKB1","NFKB1","MA0105.4","1.75697",0.0378878,0.725261,0.722064,0.0510073,930,"False",0.210370022377622,1.32526612606581e-06,4.00762710655951e-06,NA,NA,NA,0.000115027406030369,0.0168182834819852
"ETV2","ETV2","MA0762.1","1.70911",0.0416222,0.807932,0.805106,0.0519829,930,"False",0.229500186111111,NA,NA,NA,NA,NA,NA,NA
"OVOL2","OVOL2","MA1545.1","1.66406",0.0461407,0.789472,0.786856,0.046049,930,"False",0.252660108965517,NA,NA,NA,NA,NA,NA,NA
"PBX3","PBX3","MA1114.1","1.63346",0.0489684,0.759997,0.757345,0.0504182,930,"True",0.2663076,3.22816210426973e-07,6.51489672993758e-06,0.668454257691109,0.669012533982407,0.338232604459552,0.0221725538942105,0.143852060939715
"MAFA","MAFA","MA1521.1","1.62748",0.0497795,0.762658,0.760444,0.0403798,930,"False",0.268877027210884,NA,NA,NA,NA,NA,NA,NA
"ELF5","ELF5","MA0136.2","1.59017",0.0536264,0.866773,0.864397,0.0459274,930,"False",0.286749103355705,NA,NA,NA,NA,NA,NA,NA
"TFEC","TFEC","MA0871.2","1.5871",0.0538106,0.798589,0.79543,0.063251,930,"False",0.286749103355705,NA,NA,NA,NA,NA,NA,NA
"BHLHE41","BHLHE41","MA0636.1","1.57285",0.0554187,0.778535,0.775543,0.0603275,930,"False",0.293349652,5.30306451292405e-10,0.0022397771615651,0.605175147219752,0.606225733753681,-0.4256828106044,0.0395055375912522,0.170885971903098
"RELA","RELA","MA0107.1","1.53512",0.0600026,0.828921,0.826197,0.0543555,930,"False",0.315510360264901,0.316465272781695,0.858330496127523,NA,NA,NA,0.435719451263477,0.77821031152388
"REST","REST","MA0138.2","1.51098",0.0629742,0.692222,0.690243,0.0400878,930,"False",0.327808790967742,NA,NA,NA,NA,NA,NA,NA
"ATF6","ATF6","MA1466.1","1.50514",0.0638571,0.737976,0.735722,0.0444216,930,"False",0.327808790967742,5.47741182731884e-06,0.14029541483375,NA,NA,NA,0.846407300257457,0.928787360696086
"NR4A2","NR4A2::RXRA","MA1147.1","1.50111",0.0639929,0.775381,0.773537,0.0392961,930,"False",0.327808790967742,NA,NA,NA,NA,NA,NA,NA
"RXRA","NR4A2::RXRA","MA1147.1","1.50111",0.0639929,0.775381,0.773537,0.0392961,930,"False",0.327808790967742,0.00422680758037584,0.296101359849609,NA,NA,NA,0.358378899377654,0.594399646831291
"GCM1","GCM1","MA0646.1","1.46675",0.0688752,0.806791,0.804757,0.0410124,930,"False",0.350557107692308,NA,NA,NA,NA,NA,NA,NA
"CREM","CREM","MA0609.2","1.45175",0.0703267,0.729887,0.727025,0.0650584,930,"False",0.355664966878981,0.0014716026769734,0.0984595810516735,NA,NA,NA,0.529559804063605,0.188452966581522
"ZNF135","ZNF135","MA1587.1","1.43449",0.0735533,0.787849,0.785202,0.0517509,930,"False",0.369628608860759,4.83295979234228e-08,0.000390708730525244,0.324643644253904,0.32577731887921,0.312909894701788,0.91593241932755,0.535246587661357
"IRF6","IRF6","MA1509.1","1.38071",0.0809089,0.794503,0.792275,0.0502643,930,"False",0.404035638993711,NA,NA,NA,NA,NA,NA,NA
"Pparg","Pparg::Rxra","MA0065.2","1.36637",0.0835284,0.813247,0.811557,0.0355443,930,"False",0.41193509068323,1.62112938045234e-05,0.0949383941699264,0.782312287524077,0.78284877905673,-0.366402862715901,0.00614568995147202,0.102248737488678
"Rxra","Pparg::Rxra","MA0065.2","1.36637",0.0835284,0.813247,0.811557,0.0355443,930,"False",0.41193509068323,0.00422680758037584,0.296101359849609,NA,NA,NA,0.358378899377654,0.594399646831291
"Zic2","Zic2","MA1629.1","1.34554",0.086612,0.807131,0.804892,0.0497466,930,"False",0.424505728395062,NA,NA,NA,NA,NA,NA,NA
"ZNF449","ZNF449","MA1656.1","1.34158",0.0875191,0.803208,0.800995,0.0466925,930,"False",0.426320033128834,0.000232062846987522,0.0110711342233109,0.918229745742718,0.917827920553407,0.0511103553881532,0.907660351308991,0.870752974153176
"MYOG","MYOG","MA0500.2","1.31565",0.0918146,0.830528,0.827764,0.0588127,930,"False",0.444517026829268,NA,NA,NA,NA,NA,NA,NA
"Mlxip","Mlxip","MA0622.1","1.30857",0.0924163,0.827054,0.823892,0.0755555,930,"False",0.444718437575758,0.01567056010237,0.0412464270132939,NA,NA,NA,0.919820957818775,0.584368247130429
"ZNF684","ZNF684","MA1600.1","1.29555",0.0948314,0.728787,0.727197,0.0369686,930,"False",0.453591154216867,0.053133511385432,0.176806029430019,0.950297511481761,0.94953937608788,-0.0808636497981262,0.197157063728518,0.307059286521669
"SMAD5","SMAD5","MA1557.1","1.29025",0.0956525,0.783659,0.781728,0.0458114,930,"False",0.454778952095808,0.000149032333776356,0.00095632629399809,NA,0.770977531467997,NA,0.397172952216047,0.62473337061323
"NFIX","NFIX","MA0671.1","1.25515",0.102264,0.931749,0.93025,0.0337084,930,"False",0.483319142857143,0.00349890485800597,0.0807929562479081,NA,NA,NA,0.00212255099815035,0.00936829406664611
"MAX","MAX","MA0058.3","1.2151",0.109036,0.826002,0.823549,0.0638183,930,"False",0.512275644970414,3.3880737270915e-07,0.0516050647101421,0.415007841632972,0.416317096203809,-0.737430374128988,0.684850696471875,0.748818357339388
"ASCL1","ASCL1","MA1631.1","1.16984",0.118687,0.842462,0.840361,0.0488235,930,"True",0.554338105882353,3.79158266465995e-16,1.28597073573147e-06,0.743650901305923,0.745412809009136,-0.221093040977133,0.036971372786309,0.156808695364
"BHLHE22","BHLHE22","MA1635.1","1.16181",0.120189,0.861169,0.85853,0.0632437,930,"False",0.558070561403509,NA,NA,NA,NA,NA,NA,NA
"MNT","MNT","MA0825.1","1.12494",0.127083,0.837206,0.83503,0.0611584,930,"False",0.586650593023256,0.111237042478379,0.0321321526844429,0.679008224708813,0.679372112688405,0.695300161812896,0.115317917569863,0.155605586567154
"THRB","THRB","MA1574.1","1.07304",0.138777,0.799944,0.798607,0.0368716,930,"False",0.636930277456647,0.0212607867330875,0.54816952053287,NA,NA,NA,0.484306763894514,0.886270496976538
"MAX","MAX::MYC","MA0059.1","1.04767",0.144362,0.799356,0.797632,0.0501393,930,"False",0.654991017142857,3.3880737270915e-07,0.0516050647101421,0.415007841632972,0.416317096203809,-0.737430374128988,0.684850696471875,0.748818357339388
"MYC","MAX::MYC","MA0059.1","1.04767",0.144362,0.799356,0.797632,0.0501393,930,"False",0.654991017142857,NA,NA,NA,NA,NA,NA,NA
"SMAD2","SMAD2::SMAD3::SMAD4","MA0513.1","1.01638",0.151731,0.807858,0.806328,0.0455319,930,"False",0.676822550561798,9.95260767321379e-05,0.0746209655110175,NA,NA,NA,0.021921619243099,0.1337083695003
"SMAD3","SMAD2::SMAD3::SMAD4","MA0513.1","1.01638",0.151731,0.807858,0.806328,0.0455319,930,"False",0.676822550561798,0.0181139073446255,0.475780171454051,NA,NA,NA,0.971273583680408,0.661591783338844
"SMAD4","SMAD2::SMAD3::SMAD4","MA0513.1","1.01638",0.151731,0.807858,0.806328,0.0455319,930,"False",0.676822550561798,2.6143173958053e-06,0.000415163766704799,NA,NA,NA,0.987751854577839,0.881859982037229
"Ascl2","Ascl2","MA0816.1","1.00826",0.153849,0.839147,0.83739,0.0511076,930,"False",0.682436346368715,NA,NA,NA,NA,NA,NA,NA
"HES6","HES6","MA1493.1","0.967418",0.163894,0.802673,0.801229,0.0434648,930,"False",0.722954644444445,0.000189974688730165,0.0826307194566592,0.931446194475021,0.930657186789934,-0.20113066192432,0.921809044363485,0.975783629037729
"ZBED1","ZBED1","MA0749.1","0.934508",0.171835,0.702097,0.700738,0.0454046,930,"False",0.752476417582418,0.239401141128395,0.0933487363721544,0.270211112837619,0.2703561607753,0.655501603491035,0.513704163324767,0.425912131217035
"TCF4","TCF4","MA0830.2","0.934879",0.172482,0.840604,0.838917,0.049414,930,"False",0.752476417582418,3.39495475495189e-10,4.44452075126362e-06,0.642612736584311,0.643784942052899,-0.0975693214872631,0.00152396825101363,0.0349135910955244
"NR1H4","NR1H4::RXRA","MA1146.1","0.89428",0.182366,0.7588,0.757709,0.038434,930,"False",0.786948934782609,NA,NA,NA,NA,NA,NA,NA
"RXRA","NR1H4::RXRA","MA1146.1","0.89428",0.182366,0.7588,0.757709,0.038434,930,"False",0.786948934782609,0.00422680758037584,0.296101359849609,NA,NA,NA,0.358378899377654,0.594399646831291
"Smad4","Smad4","MA1153.1","0.880741",0.186163,0.857546,0.855839,0.059681,930,"False",0.79899147027027,2.6143173958053e-06,0.000415163766704799,NA,NA,NA,0.987751854577839,0.881859982037229
"XBP1","XBP1","MA0844.1","0.816474",0.204187,0.755329,0.754141,0.0442302,930,"True",0.871636978494624,1.33486826411049e-12,1.21843141259669e-10,0.81913064341924,0.819017255921375,0.0527234351059098,2.53995180385837e-05,0.00252645425989178
"NR1I2","NR1I2","MA1533.1","0.810374",0.206127,0.786341,0.785427,0.033182,930,"False",0.875213037433155,NA,NA,NA,NA,NA,NA,NA
"TFEB","TFEB","MA0692.1","0.769576",0.217686,0.823097,0.821723,0.0563303,930,"False",0.919375978723404,0.00156723814897942,0.0385875525233122,0.880354343599455,0.880771143360916,-0.215674637439368,0.317299706015958,0.642770330445658
"RXRG","RXRG","MA1556.1","0.732676",0.229273,0.761346,0.760278,0.0427087,930,"True",0.96213677486911,0.0395239915283539,0.0128048965374803,0.814314479916059,0.813849267481223,0.453972313574165,0.0749442733218121,0.182611734768356
"ASCL1","ASCL1","MA1100.2","0.726215",0.231299,0.876,0.874797,0.0481784,930,"True",0.96213677486911,3.79158266465995e-16,1.28597073573147e-06,0.743650901305923,0.745412809009136,-0.221093040977133,0.036971372786309,0.156808695364
"GLI3","GLI3","MA1491.1","0.726248",0.231446,0.783744,0.782675,0.0414814,930,"True",0.96213677486911,2.69033080290231e-06,0.00173614989101563,0.80815213913201,0.807772677971579,0.115575982018272,0.000440466591032826,0.00731545434989457
"NFIC","NFIC","MA1527.1","0.712862",0.235351,0.744512,0.743314,0.0496757,930,"False",0.973274447916667,6.3523107465988e-09,1.22453231421673e-09,0.218152121388129,0.219580423746946,0.523380605246357,0.0232544941854471,0.523753198781806
"MLX","MLX","MA0663.1","0.66827",0.249128,0.774474,0.77323,0.0583658,930,"False",1,4.03519585761193e-09,0.000107010699210604,0.689313640510985,0.689910191553051,-0.0876032774033511,0.477332045124646,0.524765679705527
"NFIX","NFIX","MA1528.1","0.63303",0.260885,0.757803,0.756761,0.0488616,930,"False",1,0.00349890485800597,0.0807929562479081,NA,NA,NA,0.00212255099815035,0.00936829406664611
"TBX3","TBX3","MA1566.1","0.592763",0.274473,0.882677,0.881918,0.0365886,930,"False",1,NA,NA,NA,NA,NA,NA,NA
"Spz1","Spz1","MA0111.1","0.585421",0.276885,0.867138,0.866532,0.0300367,930,"False",1,NA,NA,NA,NA,NA,NA,NA
"RUNX2","RUNX2","MA0511.2","0.543524",0.291147,0.831649,0.830783,0.047278,930,"True",1,9.54297638613825e-10,8.33321721689621e-07,0.583253278634686,0.584659931809367,0.291099677387324,4.68480268446333e-06,0.00213346696213659
"ZNF282","ZNF282","MA1154.1","0.516493",0.300479,0.740871,0.7402,0.0395748,930,"False",1,0.00572447674796739,9.56396325494025e-05,0.501817767553551,0.504465761590049,0.606309935070548,0.31331106567371,0.319432965105513
"TFAP2A","TFAP2A","MA0003.4","0.512548",0.302258,0.819586,0.81862,0.052335,930,"False",1,NA,NA,NA,NA,NA,NA,NA
"RXRB","RXRB","MA1555.1","0.503085",0.305291,0.764452,0.763751,0.0417609,930,"False",1,0.0917194716343676,0.100541672203834,NA,NA,NA,0.0692280171240881,0.116332915417401
"HSF4","HSF4","MA0771.1","0.501406",0.305721,0.782656,0.781862,0.0492246,930,"False",1,0.0151064913361932,0.0681009253084802,0.786323208990874,NA,0.0713956525214189,0.627277546571825,0.811425860447559
"THRB","THRB","MA1575.1","0.471816",0.316655,0.739707,0.739063,0.0390745,930,"False",1,0.0212607867330875,0.54816952053287,NA,NA,NA,0.484306763894514,0.886270496976538
"ELF1","ELF1","MA0473.3","0.470023",0.317091,0.807976,0.80716,0.0523738,930,"False",1,0.614585429976922,0.949404139237116,NA,NA,NA,0.658742593458731,0.781952476166463
"Znf423","Znf423","MA0116.1","0.443531",0.326798,0.826863,0.826226,0.0423274,930,"False",1,0.655724731489992,0.420509944874368,NA,NA,NA,0.887644667905436,0.887143412338443
"IRF2","IRF2","MA0051.1","0.428768",0.332097,0.753825,0.753151,0.04759,930,"False",1,0.0240420500308635,0.0265805091123409,NA,NA,NA,0.890950545907066,0.537686030515806
"MYBL2","MYBL2","MA0777.1","0.395898",0.344248,0.712402,0.71184,0.0431972,930,"False",1,NA,NA,NA,NA,NA,NA,NA
"ZNF16","ZNF16","MA1654.1","0.380767",0.349871,0.700774,0.700343,0.0347557,930,"False",1,0.201702727962293,0.28546741139018,NA,NA,NA,0.901145206047967,0.980528949474632
"GLI2","GLI2","MA0734.2","0.366322",0.355589,0.765242,0.764694,0.0421393,930,"False",1,NA,NA,NA,NA,NA,NA,NA
"RARA","RARA::RXRG","MA1149.1","0.297283",0.381916,0.791141,0.790771,0.0348609,930,"False",1,0.53769392609247,0.726897350146413,NA,NA,NA,0.707907607608786,0.586107931058805
"RXRG","RARA::RXRG","MA1149.1","0.297283",0.381916,0.791141,0.790771,0.0348609,930,"True",1,0.0395239915283539,0.0128048965374803,0.814314479916059,0.813849267481223,0.453972313574165,0.0749442733218121,0.182611734768356
"Tcf12","Tcf12","MA0521.1","0.27048",0.392234,0.864142,0.863658,0.0512627,930,"False",1,2.79902146123809e-12,0.0739681105237214,0.116954792736043,0.117888843892195,-0.860530098897144,3.23544717402457e-06,0.00410320279775937
"RXRA","RXRA::VDR","MA0074.1","0.269499",0.392622,0.756342,0.755991,0.0371677,930,"False",1,0.00422680758037584,0.296101359849609,NA,NA,NA,0.358378899377654,0.594399646831291
"VDR","RXRA::VDR","MA0074.1","0.269499",0.392622,0.756342,0.755991,0.0371677,930,"False",1,NA,NA,NA,NA,NA,NA,NA
"SPIC","SPIC","MA0687.1","0.260292",0.396072,0.804183,0.803793,0.0452072,930,"False",1,NA,NA,NA,NA,NA,NA,NA
"TFE3","TFE3","MA0831.2","0.229335",0.4081,0.852712,0.852278,0.0595555,930,"False",1,0.00448441506441203,0.233903059540924,NA,NA,NA,0.260251566412858,0.261297092948775
"GABPA","GABPA","MA0062.3","0.211336",0.415252,0.806644,0.806282,0.0526328,930,"False",1,1.26881335758408e-05,0.0913072832345154,NA,NA,NA,0.442443951279141,0.694600735560215
"MYBL1","MYBL1","MA0776.1","0.182493",0.42665,0.743247,0.74297,0.0473029,930,"False",1,NA,NA,NA,NA,NA,NA,NA
"OSR1","OSR1","MA1542.1","0.14167",0.442971,0.834019,0.833809,0.0448373,930,"False",1,NA,NA,NA,NA,NA,NA,NA
"THAP11","THAP11","MA1573.1","0.133645",0.446197,0.714046,0.713794,0.0564439,930,"False",1,0.153699636289666,0.0318758558656622,0.24533647959175,0.246751349953081,0.84212135827332,0.696745192032705,0.662535428630224
"JUNB","JUNB","MA1140.2","0.112097",0.454733,0.719318,0.719098,0.0637951,930,"False",1,0.675190526055226,0.351601298971008,NA,NA,NA,0.938704374647668,0.961898088388136
"EBF3","EBF3","MA1637.1","0.0139392",0.494376,0.799649,0.799623,0.0546307,930,"False",1,NA,NA,NA,NA,NA,NA,NA
"IRF3","IRF3","MA1418.1","0.00414578",0.498324,0.705028,0.705022,0.0481817,930,"False",1,0.000744932316830985,0.0429349600067079,0.193109623773249,0.194279640196313,-0.0273543559243494,0.933546416859352,0.934011611865805
"IRF5","IRF5","MA1420.1","-0.00834031",0.503371,0.746538,0.74655,0.0428104,930,"False",1,NA,NA,NA,NA,NA,NA,NA
"RELB","RELB","MA1117.1","-0.0084135",0.503398,0.824389,0.824403,0.0509278,930,"False",1,NA,NA,NA,NA,NA,NA,NA
"ETV1","ETV1","MA0761.2","-0.037153",0.515009,0.813505,0.813569,0.0530727,930,"True",1,3.13843026593813e-11,0.000216034424740588,0.249978143657395,0.251643762874359,-0.0818117583013739,0.725560571430702,0.995735344542885
"E2F3","E2F3","MA0469.3","-0.0689338",0.527852,0.693231,0.69333,0.0453635,930,"False",1,1.4999515945196e-05,1.17473406944892e-06,0.337387901876841,0.338404887695003,0.466033556357607,0.811462319587237,0.844428903712221
"ATF3","ATF3","MA0605.2","-0.0898122",0.536312,0.737433,0.737623,0.0697171,930,"False",1,NA,NA,NA,NA,NA,NA,NA
"GBX1","GBX1","MA0889.1","-0.112912",0.545488,0.817058,0.817305,0.0650616,930,"False",1,NA,NA,NA,NA,NA,NA,NA
"MEIS2","MEIS2","MA0774.1","-0.112889",0.54552,0.861013,0.861224,0.0574519,930,"True",1,5.84644275313243e-10,0.00166128106265699,0.63460076619375,0.63602699012226,-0.394833917641854,0.162465599109363,0.336039157759581
"TBP","TBP","MA0108.2","-0.122391",0.549371,0.819665,0.819899,0.0606637,930,"False",1,3.44112368404817e-07,0.0103552053183747,0.480184673888866,0.482363053115068,-0.29364536463827,0.280167213983447,0.361734749306196
"SPIB","SPIB","MA0081.2","-0.144183",0.558034,0.777695,0.777921,0.0475108,930,"False",1,NA,NA,NA,NA,NA,NA,NA
"ELF3","ELF3","MA0640.2","-0.152791",0.561461,0.819745,0.820002,0.050547,930,"False",1,NA,NA,NA,NA,NA,NA,NA
"Lhx8","Lhx8","MA0705.1","-0.157023",0.563153,0.863032,0.863363,0.0635078,930,"False",1,NA,NA,NA,NA,NA,NA,NA
"NR2F1","NR2F1","MA1537.1","-0.177265",0.571197,0.753216,0.753464,0.0418465,930,"False",1,5.0177386185504e-05,6.18123333230923e-05,0.479015588816396,0.481125180661059,0.315331805315562,0.806733688274543,0.883657240569642
"NFIC","NFIC::TLX1","MA0119.1","-0.178132",0.571461,0.738476,0.738771,0.0472222,930,"False",1,6.3523107465988e-09,1.22453231421673e-09,0.218152121388129,0.219580423746946,0.523380605246357,0.0232544941854471,0.523753198781806
"TLX1","NFIC::TLX1","MA0119.1","-0.178132",0.571461,0.738476,0.738771,0.0472222,930,"False",1,NA,NA,NA,NA,NA,NA,NA
"PKNOX1","PKNOX1","MA0782.2","-0.20354",0.58171,0.769842,0.770201,0.0552726,930,"False",1,7.26032986208397e-07,0.000301620882883158,0.784338650926553,0.784902579956349,0.000898244036310868,0.96011307586765,0.282232274290468
"Pax2","Pax2","MA0067.1","-0.241986",0.596811,0.926201,0.926513,0.03965,930,"False",1,NA,NA,NA,NA,NA,NA,NA
"ZNF140","ZNF140","MA1589.1","-0.250774",0.600122,0.686248,0.686559,0.0360739,930,"False",1,0.00133018577338665,0.0178626638939343,0.548702892768469,0.550876529522345,0.301352124319796,0.954939987757808,0.70572111774236
"RARB","RARB","MA1552.1","-0.27651",0.610243,0.754233,0.754601,0.0402054,930,"False",1,0.22503778140359,0.0991450997362806,NA,NA,NA,0.308105979004078,0.713732404528281
"ETV4","ETV4","MA0764.2","-0.303647",0.620709,0.883137,0.883767,0.0619928,930,"True",1,1.43756812512e-11,1.6421022264683e-05,0.725535957651591,0.726925694984276,-0.183217000907516,0.0723551511719946,0.195774334360405
"LBX2","LBX2","MA0699.1","-0.32553",0.629148,0.845937,0.846595,0.0611831,930,"False",1,NA,NA,NA,NA,NA,NA,NA
"EN2","EN2","MA0642.1","-0.333681",0.632359,0.863787,0.86434,0.0516961,930,"False",1,NA,NA,NA,NA,NA,NA,NA
"EHF","EHF","MA0598.3","-0.337825",0.633849,0.802503,0.803084,0.052183,930,"False",1,NA,NA,NA,NA,NA,NA,NA
"JDP2","JDP2","MA0656.1","-0.345019",0.636844,0.737804,0.738511,0.0668228,930,"False",1,0.0115949704476004,0.378784087245361,NA,NA,NA,0.766617243445059,0.850080875160929
"SREBF2","SREBF2","MA0828.1","-0.349705",0.638509,0.780309,0.780952,0.0581572,930,"False",1,0.0400072292907096,0.857774172906381,NA,NA,NA,0.669729197103397,0.484769765369795
"EBF1","EBF1","MA0154.4","-0.357345",0.641135,0.781448,0.782074,0.0511726,930,"False",1,NA,NA,NA,NA,NA,NA,NA
"Ebf2","Ebf2","MA1604.1","-0.365146",0.644042,0.798818,0.799487,0.0528686,930,"False",1,NA,NA,NA,NA,NA,NA,NA
"RFX5","RFX5","MA0510.2","-0.370634",0.646421,0.710304,0.710932,0.0534897,930,"False",1,4.15551034719877e-09,0.00747666847822857,0.425759426742115,0.427090480893383,-0.372086362036401,0.111405516183654,0.151856168009871
"FOSL1","FOSL1::JUN","MA1129.1","-0.370925",0.646582,0.764501,0.765238,0.0635786,930,"False",1,NA,NA,NA,NA,NA,NA,NA
"JUN","FOSL1::JUN","MA1129.1","-0.370925",0.646582,0.764501,0.765238,0.0635786,930,"False",1,8.243298215986e-07,0.034828872650036,0.694164762928851,0.694682526526075,-0.303755421619273,0.0244249520408038,0.287869680210983
"ZNF528","ZNF528","MA1597.1","-0.378563",0.649033,0.705887,0.70641,0.0392454,930,"False",1,0.0512609492978142,0.0265342499187497,0.685063739815002,0.685414161886053,0.579779770845307,0.600071979407585,0.161428117953508
"MSX2","MSX2","MA0708.1","-0.399992",0.657265,0.838421,0.839384,0.0730724,930,"False",1,NA,NA,NA,NA,NA,NA,NA
"IRF4","IRF4","MA1419.1","-0.407037",0.659838,0.700005,0.700638,0.0466149,930,"False",1,NA,NA,NA,NA,NA,NA,NA
"IRF8","IRF8","MA0652.1","-0.422412",0.665487,0.715476,0.716154,0.0476464,930,"False",1,NA,NA,NA,NA,NA,NA,NA
"JUN","JUN::JUNB","MA1133.1","-0.439844",0.672262,0.769592,0.770415,0.0606621,930,"False",1,8.243298215986e-07,0.034828872650036,0.694164762928851,0.694682526526075,-0.303755421619273,0.0244249520408038,0.287869680210983
"JUNB","JUN::JUNB","MA1133.1","-0.439844",0.672262,0.769592,0.770415,0.0606621,930,"False",1,0.675190526055226,0.351601298971008,NA,NA,NA,0.938704374647668,0.961898088388136
"GBX2","GBX2","MA0890.1","-0.47753",0.685588,0.830444,0.831573,0.0708967,930,"False",1,NA,NA,NA,NA,NA,NA,NA
"TBX18","TBX18","MA1565.1","-0.478203",0.685726,0.814755,0.815464,0.0433677,930,"False",1,NA,NA,NA,NA,NA,NA,NA
"FOSB","FOSB::JUNB","MA1136.1","-0.481329",0.687281,0.779289,0.780211,0.0617307,930,"False",1,NA,NA,NA,NA,NA,NA,NA
"JUNB","FOSB::JUNB","MA1136.1","-0.481329",0.687281,0.779289,0.780211,0.0617307,930,"False",1,0.675190526055226,0.351601298971008,NA,NA,NA,0.938704374647668,0.961898088388136
"MSX1","MSX1","MA0666.1","-0.498122",0.69302,0.86036,0.861427,0.0652988,930,"False",1,NA,NA,NA,NA,NA,NA,NA
"PAX3","PAX3","MA1546.1","-0.499141",0.693485,0.748396,0.749015,0.0386186,930,"False",1,NA,NA,NA,NA,NA,NA,NA
"ZBTB12","ZBTB12","MA1649.1","-0.50022",0.693618,0.839887,0.840757,0.0512638,930,"False",1,NA,NA,NA,NA,NA,NA,NA
"PROX1","PROX1","MA0794.1","-0.509612",0.697035,0.758128,0.758873,0.0439757,930,"False",1,1.53592239867728e-07,0.000654979877494897,0.96738090388599,0.966183194578511,0.00126151599292175,0.647471390952648,0.94678650675931
"TFCP2","TFCP2","MA0145.3","-0.517562",0.699954,0.80207,0.802875,0.0479421,930,"False",1,2.8085506776557e-08,5.49847311514905e-05,0.558561574276478,0.559895640222136,0.0679769733664927,0.0801275034503232,0.029547223367452
"ATF7","ATF7","MA0834.1","-0.532155",0.705335,0.726684,0.727749,0.0649101,930,"False",1,1.42935485121592e-07,0.000178705957551815,0.602301477944029,0.603589821901222,0.107713300067256,0.0486211119826962,0.299346349362899
"EN1","EN1","MA0027.2","-0.559115",0.714366,0.864429,0.86567,0.0676229,930,"False",1,NA,NA,NA,NA,NA,NA,NA
"ZNF354C","ZNF354C","MA0130.1","-0.561969",0.715212,0.961656,0.962358,0.0369614,930,"False",1,NA,NA,NA,NA,NA,NA,NA
"ZNF75D","ZNF75D","MA1601.1","-0.562972",0.715659,0.8365,0.837522,0.054953,930,"False",1,3.71606021965651e-06,0.00801447457952983,0.82267416840684,0.822846198607395,-0.159163259441346,0.612668489914153,0.302249293310612
"MAF","MAF","MA1520.1","-0.582402",0.722204,0.749864,0.750653,0.0402681,930,"False",1,0.00204212447842691,2.58971752415128e-05,0.553540862799807,0.555616487114691,0.45898969912123,0.211174055846973,0.505810931242317
"MIXL1","MIXL1","MA0662.1","-0.586426",0.723679,0.85657,0.85787,0.0673852,930,"False",1,NA,NA,NA,NA,NA,NA,NA
"RAX2","RAX2","MA0717.1","-0.590564",0.725024,0.857801,0.859182,0.0702922,930,"False",1,NA,NA,NA,NA,NA,NA,NA
"SMAD3","SMAD3","MA0795.1","-0.6305",0.738469,0.751764,0.752813,0.0511664,930,"False",1,0.0181139073446255,0.475780171454051,NA,NA,NA,0.971273583680408,0.661591783338844
"MZF1","MZF1","MA0056.2","-0.632657",0.738935,0.818336,0.819369,0.0478767,930,"False",1,3.19730234362617e-07,0.309330485981304,0.233837622423147,0.235339862494739,-0.844672610786633,0.254434911662061,0.224199455645028
"E2F8","E2F8","MA0865.1","-0.633123",0.739104,0.731588,0.732586,0.046359,930,"False",1,NA,NA,NA,NA,NA,NA,NA
"FOSL1","FOSL1::JUND","MA1143.1","-0.639714",0.741745,0.808642,0.80978,0.0571869,930,"False",1,NA,NA,NA,NA,NA,NA,NA
"JUND","FOSL1::JUND","MA1143.1","-0.639714",0.741745,0.808642,0.80978,0.0571869,930,"False",1,0.105116966589457,0.0261799615490139,0.667368639048203,0.668247069610718,0.724600956797381,0.939359027733481,0.961870328545092
"Msx3","Msx3","MA0709.1","-0.661912",0.748591,0.843546,0.845244,0.0771421,930,"False",1,NA,NA,NA,NA,NA,NA,NA
"RBPJ","RBPJ","MA1116.1","-0.663209",0.749059,0.886825,0.888201,0.0629384,930,"False",1,0.00170316832345895,0.00760002696602911,NA,NA,NA,0.746111701961842,0.661112022042052
"IKZF1","IKZF1","MA1508.1","-0.683215",0.755456,0.829977,0.831165,0.0526979,930,"False",1,NA,NA,NA,NA,NA,NA,NA
"FOSL2","FOSL2::JUND","MA1145.1","-0.693797",0.75923,0.755125,0.756443,0.0617799,930,"False",1,0.261376706033256,0.248725718329522,NA,NA,NA,0.970493389204502,0.701508261376025
