Item ID	Item value	Change in Kuiper test statistic when item removed
PDPK1	13.0397318806799	-0.02217360779368044
APOA1	12.1112204462785	-0.025735294117647134
LPL	8.26011478489819	0.03676470588235281
ACSL5	11.2716835100296	-0.025735294117647134
ACSL3	12.9542514089047	-0.025735294117647134
CPT1B	20.7453011797314	0.03676470588235281
RXRB	11.5704175451034	-0.025735294117647134
CYP27A1	23.5825327887694	0.03676470588235281
CPT2	10.7583464149424	-0.02006958271319298
FABP5	11.5151968027506	-0.025735294117647134
FABP6	10.8943234886493	-0.025735294117647134
FABP7	11.4609618785833	-0.025735294117647134
UBC	11.8174566466687	-0.025735294117647134
PPARG	22.5452805753879	0.03676470588235281
ACOX3	0.894024602651204	0.03676470588235281
PPARA	23.6348992988542	0.03676470588235281
SLC27A2	23.2343998899462	0.03676470588235281
