"Ensembl","Gene_Symbols"
"ENSG00000157881","PANK4"
"ENSG00000173614","NMNAT1"
"ENSG00000184313","MROH7"
"ENSG00000116455","WDR77"
"ENSG00000163463","KRTCAP2"
"ENSG00000213088","ACKR1"
"ENSG00000115461","IGFBP5"
"ENSG00000126062","TMEM115"
"ENSG00000154175","ABI3BP"
"ENSG00000153132","CLGN"
"ENSG00000169228","RAB24"
"ENSG00000124733","MEA1"
"ENSG00000031691","CENPQ"
"ENSG00000112297","CRYBG1"
"ENSG00000128590","DNAJB9"
"ENSG00000157219","HTR5A"
"ENSG00000172014","ANKRD20A4"
"ENSG00000166228","PCBD1"
"ENSG00000198018","ENTPD7"
"ENSG00000214279","SCART1"
"ENSG00000142089","IFITM3"
"ENSG00000123444","KBTBD4"
"ENSG00000188070","C11orf95"
"ENSG00000053702","NRIP2"
"ENSG00000076067","RBMS2"
"ENSG00000188596","CFAP54"
"ENSG00000165572","KBTBD6"
"ENSG00000165527","ARF6"
"ENSG00000140557","ST8SIA2"
"ENSG00000185551","NR2F2"
"ENSG00000196678","ERI2"
"ENSG00000188215","DCUN1D3"
"ENSG00000125122","LRRC29"
"ENSG00000040633","PHF23"
"ENSG00000163597","SNHG16"
"ENSG00000166960","CCDC178"
"ENSG00000198455","ZXDB"
"ENSG00000198960","ARMCX6"
"ENSG00000165246","NLGN4Y"
"ENSG00000229236","TTTY10"
