"Term.name","P.value","Z.score","Combined.score","Overlapping.genes","Adjusted.p.value","Old.p.value","Old.adjusted.p.value","gene.count","TF_NAME","FDR","cycling_in_CTL_BHQ","cycling_in_AD_BHQ","DR_AR1_BHQ","DR_AR1_mthd2_BHQ","DR_logAmpRatio","diff_mesor_BHQ","edgeR_DE_BHQ"
"ESR2",0.0560146828254854,7.51219512195122,21.6512087859715,"['RPS26', 'RPL36AL', 'RPS27A', 'RPL10A']",0.535269438525465,0,0,4,"ESR2",0.535269438525465,0.399830705555453,0.968846147109587,NA,NA,NA,0.8492175983245,0.611855475808359
"TP53",0.0575618904925059,4.72222222222222,13.4814465033172,"['RPS19BP1', 'PRKCD', 'COPS7A', 'RPL26', 'RPS27A']",0.535269438525465,0,0,5,"TP53",0.535269438525465,NA,NA,NA,NA,NA,NA,NA
"ESR1",0.110351949762927,3.12757201646091,6.89342042357311,"['BTF3', 'RPS26', 'RPS15A', 'RPL36AL', 'RPL10A']",0.535269438525465,0,0,5,"ESR1",0.535269438525465,0.0736862578202923,0.472022406108207,0.997996997861074,NA,-0.0258872499292061,0.987122331527676,0.874461784259632
"CEBPB",0.126382868023383,Inf,Inf,"['DDIT3', 'NR2F2']",0.535269438525465,0,0,2,"CEBPB",0.535269438525465,3.59052450381653e-06,8.04513275494258e-05,0.896874382866601,0.896993246149158,0.0602683694043098,0.0263991432945905,0.293824280641756
"KLF5",0.126382868023383,Inf,Inf,"['PRKCD', 'RPS27A']",0.535269438525465,0,0,2,"KLF5",0.535269438525465,NA,NA,NA,NA,NA,NA,NA
"NFE2L2",0.131204149887952,5.56626506024096,11.3050886385629,"['DDIT3', 'PRKCD', 'COPS7A']",0.535269438525465,0,0,3,"NFE2L2",0.535269438525465,0.00118881384996741,0.000367576825174863,NA,0.583084689948513,NA,0.617939010179287,0.857426658241868
"ILF3",0.131204149887952,5.56626506024096,11.3050886385629,"['RPS26', 'RPS15A', 'RPL10A']",0.535269438525465,0,0,3,"ILF3",0.535269438525465,8.34596668775493e-12,8.99414741624542e-09,0.955212820399178,0.954440404750361,0.014271138041382,0.149703660334499,0.187562771411261
"ILF2",0.131204149887952,5.56626506024096,11.3050886385629,"['RPS26', 'RPS15A', 'RPL10A']",0.535269438525465,0,0,3,"ILF2",0.535269438525465,1.56877630572739e-07,2.08245898596945e-05,0.979548924310056,0.978559889391117,0.0345800206400066,0.00159106397745079,0.0373373765200316
"JUN",0.131204149887952,5.56626506024096,11.3050886385629,"['SNAPC5', 'DDIT3', 'COPS7A']",0.535269438525465,0,0,3,"JUN",0.535269438525465,8.243298215986e-07,0.034828872650036,0.694164762928851,0.694682526526075,-0.303755421619273,0.0244249520408038,0.287869680210983
"BATF",0.290310593543928,3.66666666666667,4.53494769532047,"['SNAPC5', 'DDIT3']",0.535269438525465,0,0,2,"BATF",0.535269438525465,NA,NA,NA,NA,NA,NA,NA
