Item ID	Item value	Change in Kuiper test statistic when item removed
SVIL	8.80972171177072	0.041666666666666574
NQO1	18.0417147224697	-0.025000000000000078
NOTCH1	5.42000819868628	0.041666666666666574
HSPB8	17.1386548327387	-0.025000000000000078
DAPK2	4.86310620114562	0.041666666666666574
AEBP1	16.4413894509778	-0.025000000000000078
CNN3	17.1912055080409	-0.025000000000000078
FABP3	10.314457656053	0.041666666666666574
SMTN	18.1258654783169	-0.025000000000000078
PTP4A3	16.0540639208297	-0.008861436243829457
MRAS	20.3974717870712	-0.0012521901118292544
PPP1R3C	6.44840223031643	0.041666666666666574
ADAM12	17.5457370537988	-0.025000000000000078
TCAP	19.9426080949645	-0.0012521901118292544
KIFC3	6.1558565968004	0.041666666666666574
CRYAB	18.2275243497551	-0.025000000000000078
