pathway,pval,padj,log2err,ES,NES,size,leadingEdge
sleep_No_Change_wake_DOWN,0.204886174347585,0.952575757575758,0.0346769792883295,0.254613497378975,1.11597126311577,238,MSH2|WDR17|RUNDC3A|UFSP2|EEF1D|TMEM184B|NMNAT2|ILF3|SLC6A1|BSDC1|NHLRC3|MAPK3|BSCL2|PPFIA4|GRIA4|KCTD2|SLC6A6|TTLL7|WDR13|VPS9D1|CLPB|FAM3C|PSMC3|PEX5L|PYGB|MRPS28|TGFBRAP1|OLA1|SGTA|KIAA0930|VAMP1|ASPH|FLII|GPR137B|CORO1A|CNDP2|ADD3|PWWP3A|ANKRD13D|VIRMA|MYH10|HCFC1R1|MPPE1|CS|POLR3A|KALRN|GRAMD1A|ECHS1|MAN2B2|FADS2|LMO3|LMO7|SV2A|TAFA5|VDAC2|GABRD|CAPNS1|FAM50A|GMCL1|SYNGR3|OXCT1|WASHC3|SCARB1|PLPP3|GPI|VPS51|APOD|TMEM165|ATP9A|TMC6|DDHD2|PINK1|GLO1|IDH1|QDPR|CREBZF|NAPB|SLC38A10|FIRRE|HSBP1|ANXA7|AATK|CDH2
sleep_DOWN_wake_DOWN,0.448070285534986,0.952575757575758,0.0228204242028808,0.267048956986728,1.00584353269543,79,HCFC2|DNAJB2|ZFX|TENT5A|GABRA2|NRP1|FBXO3|NMT2|KIAA0408|GPR137B|CRYAB|PTPN12|JPH3|KALRN|SC5D|RRBP1|SPTLC2|RSRP1|GMCL1|SLC25A37|ATP1B3|ELK3|PHLPP1|IRF3|CREBZF|KCNK13|SLIT2|FNDC3B|ZNF407|SERPINB1
sleep_DOWN_wake_UP,0.571634269258459,0.952575757575758,0.0258040201047812,-0.322447764421194,-0.911319395467864,16,IQGAP2|CBLN2|HSP90B1|CALR
sleep_UP_wake_UP,0.71861822899773,0.952575757575758,0.0161757679271786,0.246024408804217,0.857052099491238,50,DBP|PTPRS|TLR7|NR1D1|TOX|KLF9|GPCPD1|CDKN1A|APOD|RAB11B|PDZD2|TNFRSF10D|SORBS1|IQGAP1|ZFAND5|PER3
sleep_No_Change_wake_No Change,0.722432353796916,0.952575757575758,0.0251055771695922,-0.212084745886912,-0.894829385391834,106,MBOAT7|RPS7|TXN|PSMD13|BTF3|RPS18|GADD45GIP1|FAU|UQCR11|PFDN5|RPL17|USP6NL|CIPC|ATOX1|LSM7|RPL35|POLR1D|MEG3|LSM4|LPAR6|UQCR10|OSTC|ACP1|MICOS13|OAZ1|ARPC4|FBXO44|TMEM205|C12orf57|NDUFA12|ATP5IF1|NDUFB7|SSR4|RPL11|RPS19|RPL4
sleep_UP_wake_DOWN,0.74,0.952575757575758,0.0237193627932927,-0.219074377404938,-0.868084045862448,72,RASGEF1B|TMEM232|RBM3|AP1M1|CLN8|PEX3|STX17
All_DE_sleep_wake_genes,0.767479864596708,0.952575757575758,0.0104142019567467,0.191596625102879,0.927702722293165,906,MSH2|RECK|ST6GALNAC6|NSFL1C|ARNT2|NCOR2|DBP|WDR17|CCZ1|NDC1|NR2F1|HCFC2|RUNDC3A|PPP2R1A|UFSP2|EEF1D|PAFAH1B2|PTPRS|SMARCAD1|TMEM184B|NMNAT2|ACOT7|FOXK1|ILF3|REEP2|SLC6A1|PFKM|EIF2B3|DNAJB2|PPP1R9A|ASTN2|APLP1|BSDC1|NHLRC3|MAPK3|BSCL2|MAPK9|GART|DHRS7|PPFIA4|ZBTB11|GRIA4|KCTD2|UBE2Q1|USP11|TLR7|ATXN10|TMEM192|ZFX|TENT5A|SLC6A6|ACO2|USP31|PDE4DIP|TTLL7|WDR13|PNPLA6|VPS9D1|CLPB|GABRA2|NRP1|ADGRB2|FAM3C|PSMC3|CNRIP1|NR1D1|HMGCS1|GUCY1B1|CYP46A1|PEX5L|PYGB|TUBB4B|PLEKHG5|TOX|FBXO3|MRPS28|PLPP1|TEF|BSN|CADM3|TCEA2|C1QTNF4|TGFBRAP1|RASGRF1|LGMN|OLA1|SGTA|ARHGAP31|HLA-DMA|KIAA0930|SNX7|ZNF25|NMT2|KIAA0408|VAMP1|ASPH|FLII|GPR137B|APOE|CORO1A|CNDP2|ADD3|PWWP3A|PLD3|MCRIP1|GDA|GOT1|ARID5A|TFRC|PBX1|STMN3|SOD2|RAMP1|ANKRD13D|CRYAB|VIRMA|TMEM219|MEG8|RCSD1|CELF6|ACVR2A|TBPL1|PTPN12|MYH10|HCFC1R1|JPH3|AUTS2|MPPE1|CDK5RAP3|DECR1|CS|AK1|POLR3A|KALRN|RHBDD2|GRAMD1A|HOMER1|EMSY|ECHS1|ATP5F1A|MAN2B2|KLF9|FADS2|RBFOX3|ALCAM|SC5D|VPS28|ANXA6|PSMD2|ANK3|LMO3|ELL2|LMO7|RRBP1|SPTLC2|SSPN|B4GAT1|DOCK1|CERS6|CAMKV|FLOT1|NISCH|BSG|SV2A|TAFA5|ACSL6|FMNL1|DAGLB|C11orf87|SLC38A2|PODXL2|VDAC2|HSPA13|GPCPD1|IL17RA|CALY|RAB3C|PHACTR1|GABRD|CAPNS1|LTA4H|PRKAR1B|NCALD|GTPBP4|RSRP1|UCHL1|YPEL3|F13A1|TRIM2|FGFR1OP2|LDHB|RGCC|FAM50A|USP15|LIMD2|HEXIM1|ZNF24|GMCL1|NTRK2|LRRC8D|SMARCD3|DICER1|SLC25A37|SYNGR3|OXCT1|WASHC3|SCARB1|CDKN1A|ATP1B3|MGLL|PLPP3|GPI|NLN|VPS51|RTL8C|APOD|TMEM165|ELK3|PHLPP1|TUBB3|SCG3|ATP9A|TMC6|GABRA4|IRF3|OLFM1|DDHD2|TMEM59L|TSGA10|PITHD1|ITGAV|PINK1|GLO1|OAZ2|IDH1|NEFM|QDPR|RUNX2|CREBZF
sleep_UP_wake_No_Change,0.773867465368776,0.952575757575758,0.0282678038983127,-0.188736206888301,-0.915721715256634,285,AUH|RPL18|DRG1|CREG1|POR|MDH2|SNX10|NDUFAF8|RPS18|CNBP|RPL14|ENO1|EXOC7|ARHGEF10L|PSMB10|EIF2A|PSMD8|RPL15|FIS1|PEX3|RPL3|PFDN5|RABAC1|RPS10|NT5C|MZT2A|C2CD2L|RPL18A|COPS6|NHP2|RPL13A|NUDT16|ELOB|TMSB10|RPL13|RPS9|MYL12B|FIG4|UVRAG|SAP18|MZT2B|RAB11A|NME2|RPL29|SPATS2L|SLC49A4|RPS15|USP3|RPL19|TIMM13|UQCRFS1|SERF2|RPS5|DBNDD2|NIPSNAP3B|WSB2|EIF3D|SLC25A5|COX5B
sleep_No_Change_wake_UP,0.907590759075908,0.952575757575758,0.0205593519935918,-0.191689606656525,-0.775849130375076,80,FOXO3|PECAM1|JDP2|EIF2S2|PER2|BHLHE40|MMP24|UVRAG|LCORL|MLLT3|CALR|AGBL3|HTRA1|SOCS6|RBM41|NEDD8|IGF1R|MRPL51|HINT1
sleep_DOWN_wake_No_Change,0.952575757575758,0.952575757575758,0.0110886881710104,0.184866359725193,0.737222995172341,111,NCOR2|SMARCAD1|UBE2Q1|USP31|PDE4DIP|NRP1|ARHGAP31|KIAA0930|KIAA0408|PBX1|CELF6|ACVR2A|AUTS2|KALRN|HOMER1|EMSY|ALCAM|ANK3|ELL2|DOCK1|HSPA13|IL17RA|NCALD|HEXIM1|ZNF24|TSGA10|NEFM|TCF4|SH3RF3|DPP6|SORBS1|DTNA|PDP1|RBM8A|UBE2V2
