"Gene_Symbols","p_cogdx","p_ceradsc","p_braak","acrophase_cog1","acrophase_cog2","acrophase_cog4","acrophase_cog5","acrophase_cerad1to2","acrophase_cerad3to5","acrophase_braak0to3","acrophase_braak3to5","acrophase_braak5to7","amplitude_cog1","amplitude_cog2","amplitude_cog4","amplitude_cog5","amplitude_cerad1to2","amplitude_cerad3to5","amplitude_braak0to3","amplitude_braak3to5","amplitude_braak5to7","BHQ_cogdx","Bonf_cogdx","BHQ_cerad","Bonf_cerad","BHQ_braak","Bonf_braak"
"FAM41C","0.46253574998368","0.706409824518274","0.891840285694974","5.91744888910863","5.95166101705778","5.4593610472274","0.113161235645085","5.68813232081928","5.89948082930869","5.63842236796643","5.88370017645409","5.55226563282936","0.29099554332669","0.372187224587994","0.414599061409698","0.640065143308213","0.34787116252353","0.328403812305935","0.340089338083244","0.352716033996249","0.350072619996164",0.810203884345323,1,0.999085725554776,1,0.988920714232758,1
"HES4","0.534527014953825","0.249746150521203","0.112533635747637","2.32699367743735","2.2116930366645","2.06366973966604","1.61218600429205","2.07829923599674","2.33706746028792","2.5548347688797","2.12734478847054","1.96457342338668","5.81806385300933","6.98727185064178","5.31965844747637","4.14920606473703","5.11363308815513","6.24423108473499","8.2668806979681","5.5263883878534","5.22958062756568",0.839923238140835,1,0.999085725554776,1,0.881699398340452,1
"ISG15","0.72075471562554","0.320268977981205","0.48959132043222","2.54009591814748","3.08482626380596","2.92543560056287","0.851253245670508","2.47323946595798","3.23695439750368","3.26243043442537","2.64686415166815","2.4144174976988","0.803755301024479","1.34099110383276","0.685201795690356","1.56717511932259","0.761309276742535","0.935548472715503","1.30760219868471","0.615766980326751","1.1359785744297",0.900506279940658,1,0.999085725554776,1,0.936389026592221,1
"C1orf159","0.919923599937452","0.210926577886451","0.58180743910243","6.26868752058456","0.0304705787825687","0.0465654065071434","0.316090406884318","0.0685425104103843","6.27467694369513","6.21882104759785","0.053126715654567","0.0659775465058991","7.90054200975567","8.00809197595589","7.95261684880999","7.14154890053449","8.49165083299036","6.92883244201532","6.29891298036736","8.06846594083617","8.45247850919645",0.97512108281527,1,0.999085725554776,1,0.940672682569497,1
"TNFRSF4","0.43100808478746","0.973738613575679","0.438561554252712","2.54702271280611","2.74531140669593","3.61084423438776","3.46958997407766","2.94791102967678","3.02403491082138","1.72471447014305","2.93754159674705","3.16307246574323","0.169663111329669","0.265618606928672","0.204839818506062","0.62675777861498","0.186099404081439","0.205523621535001","0.0860878955447957","0.180196780292605","0.326353571344494",0.796316784182859,1,0.999085725554776,1,0.930478242843063,1
"B3GALT6","0.11682119691041","0.283937364621592","0.525394452724233","2.68749599160527","2.83990691810079","2.72887381338711","1.07772528633901","2.66945096409304","2.81147988694527","2.69861447904273","2.73033815242946","2.71090219027988","1.96418763702712","1.86519728945583","1.66765257297989","2.63232599631726","1.61573208280107","1.97258688790281","2.1853820550519","1.60507477278592","1.89843944638931",0.557791763048879,1,0.999085725554776,1,0.936389026592221,1
"PUSL1","0.0403245000096063","0.468508976848191","0.0592997986309791","2.68270019467282","2.5283609716015","2.83787847133329","0.946746185091081","2.75553973779414","2.56539581344213","2.60949050453432","2.52252576734799","2.94302813562007","0.880819138697477","0.845357681968863","0.687393423759568","1.29669514671902","0.740651452375392","0.781320862583842","1.01825963143407","0.668067629267782","0.906265049142908",0.430734224485543,1,0.999085725554776,1,0.863243089783209,1
"CPTP","0.107483096285984","0.937385984120139","0.209453522402313","2.84268437982759","3.13789426033733","3.2220512877118","0.841716727185275","3.05359522964249","3.05183487272449","2.89937364013222","3.03506591899991","3.17980051957834","1.68959470015406","1.42020921712139","1.74268510171874","2.56210478982353","1.4582388800257","1.57711375505325","2.14066300865077","1.25343729592567","1.84675037537044",0.545419553639477,1,0.999085725554776,1,0.881699398340452,1
"AURKAIP1","0.212152008989205","0.455193159559498","0.523143859104895","2.72221114601857","2.86424746531313","2.98470183242091","2.59411868319135","2.82290815641585","2.8813118291771","2.90133271303697","2.78799044871446","2.84295099519052","6.69238162221659","7.49139734053307","5.14526342592502","1.5437216017412","5.38795126422645","6.80868740272047","8.40130896726367","5.45465131390507","5.74471055578553",0.666725525121269,1,0.999085725554776,1,0.936389026592221,1
"ANKRD65","0.00165780112042715","0.76811724488553","0.667715656365744","2.9671030900036","2.98936933062601","2.89837010026085","2.05055068310665","2.98497029813959","2.96582278956043","3.03023319528757","2.93778788003375","3.03120410945516","4.45643854205222","3.74926147326389","2.61935767280854","0.482988173973325","3.30973813455627","3.62243763559666","4.21697325816302","3.36080854651292","3.18614257036033",0.189215391517844,1,0.999085725554776,1,0.949308695550043,1
"ATAD3C","0.437034121781945","0.34806881128765","0.247865040308523","5.75863109381127","5.72196545528467","5.91404216408128","0.285767762505425","5.91479549437179","5.70750733350955","5.33732088506089","5.90832461588974","5.88267800059658","0.622264033175282","0.606863804520313","0.790607661609596","2.22752322655119","0.750457576546489","0.519974100936207","0.385915975024743","0.669818136702906","0.967844566442669",0.797013006690946,1,0.999085725554776,1,0.887779060935782,1
"TMEM240","0.39887221491696","0.182383070813172","0.66524683670363","2.82759343626169","2.72012941131004","2.99531639840696","1.87335056768932","2.93663513598603","2.80587378646572","2.82423843876587","2.81697233884134","2.90649289532101","5.33565168670761","4.70779669358547","4.10897188935167","2.43736272341665","4.12329558801202","5.25933382293367","5.9470335806989","4.29012768276407","4.44310052414933",0.781719754277551,1,0.999085725554776,1,0.949308695550043,1
"SSU72","0.0466761956304197","0.776683057436673","0.0544923845667429","3.05062945934425","3.11747867566609","3.31809602485237","0.840159994870222","3.16957751783619","3.15600588324362","3.03603973745112","3.17523973387418","3.19673647270595","13.2007158184041","12.3142865406118","14.9166428719586","12.0263826325906","13.1682590097746","11.7598647040385","15.2728747919509","10.6501168675794","16.7660094711605",0.443954269802969,1,0.999085725554776,1,0.862030454677005,1
"FNDC10","0.0526228962080914","0.258981315450964","0.156689185161065","2.70024985209586","2.77461175999875","2.71151041981394","1.27845158212147","2.55582847955036","2.89944710853396","2.6770455400335","2.83736613719023","2.42244686384704","3.76967154067534","1.42419379720109","2.04564277316479","4.33776232744896","2.19697981157994","2.96661326647313","4.20673483577618","2.21516480316879","2.33710409864404",0.453354181469049,1,0.999085725554776,1,0.881699398340452,1
"CALML6","0.809164965945974","0.187939954705647","0.209550661955043","0.136718451707743","0.119521448072298","6.15148284279093","0.437104838032588","6.28077909414041","0.00580883184421268","0.969170496811259","6.17569362996564","0.115533734185287","0.126749230061234","0.131295305086769","0.189647336729851","0.28527345418339","0.179423667639288","0.0885237852151379","0.0780734541952272","0.151890348995185","0.203039836796507",0.931810699147141,1,0.999085725554776,1,0.881699398340452,1
"GABRD","0.831366487163599","0.211229024012971","0.556319759826907","2.88725546905455","2.83581410058744","2.939823757386","2.26070212347578","2.80909376153118","2.97645638605043","2.88658615606034","2.83656944285189","2.97572846118607","21.9318206203198","19.8044843090179","22.7842286417906","16.2294853259954","20.3068188034283","22.5677051200087","25.1804895199487","20.3147331542159","20.5953683782587",0.943317329086216,1,0.999085725554776,1,0.936389026592221,1
"PEX10","0.369187779309607","0.99386124228605","0.953272305088371","2.77920652584457","2.71120798961129","2.68924360106147","3.38196410502419","2.74989391079909","2.75308138789129","2.6629870072832","2.77533383468007","2.69246760909824","2.36485805976638","2.37640381896235","1.90674751011197","3.42313754822482","2.12477070238766","2.15388199630991","2.096902344128","2.15951881884854","2.22258374510536",0.763923115686388,1,0.999768301075757,1,0.994311754825822,1
"PANK4","0.710669052998282","0.0752744271271575","0.573437589549771","3.55813106733891","3.48796432586864","3.49043477704382","3.80687932985269","3.60816837489543","3.35487686991981","3.37228065862591","3.54389681152477","3.54202790719429","1.98421564185837","2.20422564494816","2.79577628836576","4.1488503531419","2.65038647051454","1.8099900364801","2.2071776764152","2.1097064044513","2.94118650899751",0.89853473921384,1,0.999085725554776,1,0.940592144699982,1
"HES5","0.671198737754608","0.662784765858755","0.749111912295393","2.75338070871608","3.16496525032769","2.88939292592519","1.14378366080009","2.77300904138408","2.97224552181608","2.70724153009561","2.89756514156768","2.8509326474949","0.272272317261871","0.274380710259748","0.272942193588775","0.394473070930323","0.24945047035077","0.291137906445443","0.330917061518004","0.232362420801489","0.294214369054694",0.885764189744341,1,0.999085725554776,1,0.962137523394912,1
"TTC34","0.797475469537223","0.40215145377827","0.549713411981667","0.35034927777987","0.0756738278816577","0.769962408809987","0.996297786383854","0.346745560553916","0.577000204340659","0.971678807423843","0.568804650722566","6.23639488693735","0.52122979635484","0.539829542651931","0.516445006690812","0.351804388112162","0.386161879435203","0.633481268315813","0.346143842714807","0.525947304278432","0.570345740801714",0.92781740778143,1,0.999085725554776,1,0.936389026592221,1
