Item ID	Item value	Change in Kuiper test statistic when item removed
PDPK1	13.3062628246928	0.03157894736842093
APOA1	11.5327967667011	-0.020561014179083237
ILK	12.0549037475527	-0.017602449012776633
LPL	9.81147104305129	0.01399122520674223
ACSL5	11.2702039794131	-0.020561014179083237
DBI	11.5966341651781	-0.020561014179083237
SORBS1	0.594058331748873	0.03207056476828518
CPT1B	22.0741499157557	0.03207056476828507
RXRB	11.4342647172063	-0.020561014179083237
CYP27A1	20.5289145516896	0.03207056476828507
FABP3	10.9777245512907	-0.020561014179083237
CPT2	10.9701696275609	-0.020561014179083237
FABP5	10.9960348587491	-0.020561014179083237
FABP6	10.6407247883111	-0.020561014179083237
FABP7	11.9720993659646	-0.020561014179083237
UBC	11.3188660892297	-0.020561014179083237
ME1	23.3198569384336	0.03207056476828507
PPARG	22.0807676460572	0.03207056476828507
CD36	22.2734283470706	0.03207056476828507
PPARA	22.8665729572603	0.03207056476828507
