"TF_NAME","Pscan_TERM","MATRIX_ID","Z_SCORE","P_VALUE","SAMPLE_AVERAGE","BACKGROUND_AVERAGE","SAMPLE_DEVSTD","SAMPLE_SIZE","In_original_list","FDR","cycling_in_CTL_BHQ","cycling_in_AD_BHQ","DR_AR1_BHQ","DR_AR1_mthd2_BHQ","DR_logAmpRatio","diff_mesor_BHQ","edgeR_DE_BHQ"
"ZFP57","ZFP57","MA1583.1","4.47756",3.67272e-06,0.846174,0.822293,0.0526946,107,"False",0.00291613968,NA,NA,NA,NA,NA,NA,NA
"ZIC5","ZIC5","MA1584.1","4.01934",2.85228e-05,0.793318,0.774101,0.0477156,107,"False",0.0113235516,NA,NA,NA,NA,NA,NA,NA
"NRF1","NRF1","MA0506.1","3.85277",5.72582e-05,0.87058,0.844252,0.0659019,107,"False",0.01437853012,2.74347443311857e-31,8.59133325468693e-19,0.874750737979355,0.874394120357568,-0.0497595083636545,2.34689533833632e-05,0.199374015749818
"HINFP","HINFP","MA0131.2","3.76162",8.28994e-05,0.83992,0.819262,0.0518668,107,"False",0.01437853012,3.5499471007754e-05,0.00198346011571128,0.946142431211178,NA,0.0440920451064368,0.00147766888954681,0.00928888263736649
"TFAP2E","TFAP2E","MA1569.1","3.74",9.05449e-05,0.899276,0.876258,0.0550988,107,"False",0.01437853012,0.299258696066261,0.275278784752456,NA,NA,NA,0.184801418063722,0.10895316297333
"EGR1","EGR1","MA0162.4","3.64243",0.000132728,0.837247,0.812172,0.0656234,107,"False",0.0175643386666667,7.27742019341422e-27,1.90977031975995e-12,0.359060497769574,0.356766579311231,-0.226727657799351,0.000977641118538206,0.0328488510611074
"KLF15","KLF15","MA1513.1","3.55437",0.000186112,0.894449,0.860109,0.0955888,107,"False",0.01918710925,5.969363429168e-08,0.000338094080089978,0.945841357828434,0.945509343834557,0.124600303183484,0.0160797725476181,0.441869334481169
"ZIC3","ZIC3","MA0697.1","3.54422",0.000193321,0.802497,0.786209,0.0462711,107,"False",0.01918710925,NA,NA,NA,NA,NA,NA,NA
"ZIC4","ZIC4","MA0751.1","3.51133",0.000218623,0.8216,0.806296,0.0457778,107,"False",0.0192874068888889,NA,NA,NA,NA,NA,NA,NA
"ZIC1","ZIC1","MA0696.1","3.46345",0.000261619,0.790521,0.774242,0.0493836,107,"False",0.0207376198181818,NA,NA,NA,NA,NA,NA,NA
"EGR3","EGR3","MA0732.1","3.43872",0.000287297,0.801558,0.780667,0.0607691,107,"False",0.0207376198181818,3.45178919413226e-39,3.89629223691053e-26,0.925760487759896,0.925990582903923,-0.0320041125305667,8.33650980296515e-08,0.0399752560457247
"ZBTB14","ZBTB14","MA1650.1","3.39552",0.000338153,0.844613,0.820331,0.0625355,107,"False",0.0223744568333333,3.86720109801658e-15,1.23476190670445e-11,0.890708323267785,0.890522601767746,0.156372637440344,0.101728286782842,0.39458133947101
"PLAGL2","PLAGL2","MA1548.1","3.32149",0.00044252,0.868646,0.846444,0.0569336,107,"False",0.0237727305333333,0.00819881413140029,6.36752034954057e-05,0.691868938070099,0.691998852995107,0.606863294080586,0.768307060515965,0.737247213935807
"TFAP2B","TFAP2B","MA0812.1","3.31727",0.000448194,0.870966,0.853532,0.0492468,107,"False",0.0237727305333333,NA,NA,NA,NA,NA,NA,NA
"ZBTB33","ZBTB33","MA0527.1","3.31601",0.000449107,0.790114,0.772676,0.0534925,107,"True",0.0237727305333333,2.27651563311092e-05,1.16828262030132e-07,0.388633362472728,0.386746456188426,0.594667878798143,0.731457092362289,0.875625413307344
"GLIS2","GLIS2","MA0736.1","3.27145",0.000524895,0.802698,0.7882,0.0491389,107,"False",0.026047914375,0.00518615063603749,0.986222561832,0.65728593452107,0.656620226595271,-3.04453567546372,0.469932880360164,0.854966789021971
