"TF_NAME","Pscan_TERM","MATRIX_ID","Z_SCORE","P_VALUE","SAMPLE_AVERAGE","BACKGROUND_AVERAGE","SAMPLE_DEVSTD","SAMPLE_SIZE","In_original_list","FDR","cycling_in_CTL_BHQ","cycling_in_AD_BHQ","DR_AR1_BHQ","DR_AR1_mthd2_BHQ","DR_logAmpRatio","diff_mesor_BHQ","edgeR_DE_BHQ"
"ARNT2","ARNT2","MA1464.1","4.81715",6.18172e-07,0.818183,0.803892,0.0663838,445,"False",7.54488875757576e-06,0.454990083699423,0.0405150913261161,NA,NA,NA,0.358631549580652,0.0998991989001632
"Zfx","Zfx","MA0146.2","4.82542",6.27157e-07,0.870166,0.855406,0.055545,445,"False",7.54488875757576e-06,0.0017879527235495,0.000152969605719888,0.555087235076562,0.553417093842031,0.21201186429102,0.000593452420976558,0.0685842961060611
"TFAP2A","TFAP2A","MA0810.1","4.73937",9.80659e-07,0.884741,0.873406,0.0401584,445,"False",1.16215409850746e-05,NA,NA,NA,NA,NA,NA,NA
"Arnt","Arnt","MA0004.1","4.65994",1.37063e-06,0.876209,0.86117,0.0697337,445,"False",1.60041208823529e-05,1.51105203783505e-26,1.48243248784216e-10,0.688214207856375,0.687918348431228,-0.218100744073382,0.000143185190249365,0.467617557982635
"YY1","YY1","MA0095.2","4.62043",1.60986e-06,0.809986,0.796807,0.0683202,445,"False",1.85250556521739e-05,6.27493191586787e-13,4.002006464613e-10,0.824313896732824,0.823775918171581,0.220349345966686,0.0535324945781881,0.259891340440779
"BHLHE40","BHLHE40","MA0464.2","4.60808",1.75852e-06,0.823076,0.809721,0.0636135,445,"False",1.99466411428571e-05,3.6110998757055e-46,2.06609867043539e-35,0.753698566682594,0.754330683764031,0.0821059864303979,0.000172513667666472,0.104608127082639
"GMEB2","GMEB2","MA0862.1","4.60069",1.82334e-06,0.824585,0.813104,0.0547291,445,"False",2.03905909859155e-05,0.193497087244791,0.10868612729152,NA,NA,NA,0.220510988170632,0.802340963065212
"ZBTB7B","ZBTB7B","MA0694.1","4.59699",1.9133e-06,0.806665,0.796231,0.0442834,445,"False",2.10994472222222e-05,0.00655008880529154,0.0521545987907314,0.940912745663909,0.940667015257237,0.112419564448787,0.0049299971548475,0.0162877497634696
"ZBED1","ZBED1","MA0749.1","4.55158",2.26259e-06,0.71025,0.700738,0.0491912,445,"False",2.46095405479452e-05,9.08737611550289e-16,1.00121595600145e-09,0.957075934607632,0.956982224990383,-0.0112628522554353,0.0295702290835589,0.235210329459078
"HEY1","HEY1","MA0823.1","4.51536",2.83794e-06,0.819128,0.805772,0.0571848,445,"True",3.03094149333333e-05,2.24462586061172e-28,2.51294728350305e-26,0.457133177124538,0.455859743120848,0.234595814504254,0.000390137073703518,0.141192626551286
"CENPB","CENPB","MA0637.1","4.51169",2.86298e-06,0.790677,0.78272,0.0354439,445,"False",3.03094149333333e-05,2.69157435481105e-23,1.38479003462704e-13,0.901311755027165,0.901259438990006,0.0502203391726755,0.00018357383243209,0.128234246564721
"SOHLH2","SOHLH2","MA1560.1","4.47356",3.41649e-06,0.815019,0.802357,0.0579189,445,"False",3.56933297368421e-05,5.02334216648616e-07,3.97135564388831e-07,0.646057403289582,0.645292575717164,0.256335245231292,0.00790508761518324,0.239492087167452
"CREB3L4","CREB3L4","MA1475.1","4.41554",4.29987e-06,0.791455,0.780213,0.0608857,445,"False",4.43389192207792e-05,NA,NA,NA,NA,NA,NA,NA
"SP8","SP8","MA0747.1","4.41407",4.62506e-06,0.881439,0.870403,0.0457567,445,"False",4.7080738974359e-05,NA,NA,NA,NA,NA,NA,NA
"TFAP2C","TFAP2C","MA0815.1","4.33261",6.79271e-06,0.82196,0.809526,0.0501873,445,"False",6.82710346835443e-05,NA,NA,NA,NA,NA,NA,NA
"Klf12","Klf12","MA0742.1","4.30772",7.44029e-06,0.820081,0.809666,0.04782,445,"False",7.384487825e-05,2.09923239608994e-22,4.41234765392667e-17,0.990538130931295,0.99052470169139,0.012590449995221,2.23661238488877e-05,0.080187813944736
"KLF16","KLF16","MA0741.1","4.258",9.47731e-06,0.884281,0.870747,0.0576266,445,"False",9.29010387654321e-05,3.15217017169705e-15,7.7401958666831e-16,0.703189725668247,0.703541561615633,0.259971474430746,0.000214331309427123,0.110479287987431
"TFAP2B","TFAP2B","MA0813.1","4.21941",1.13112e-05,0.827702,0.816155,0.0485498,445,"False",0.00010952552195122,NA,NA,NA,NA,NA,NA,NA
"TFAP2B","TFAP2B","MA0812.1","4.17122",1.39767e-05,0.864316,0.853532,0.0466603,445,"False",0.00013370481686747,NA,NA,NA,NA,NA,NA,NA
"ZNF460","ZNF460","MA1596.1","4.14675",1.5552e-05,0.792134,0.777914,0.0623694,445,"False",0.000147003428571429,0.98798584617657,0.233823208900852,NA,NA,NA,0.0619301151737454,0.036271873723362
"Arntl","Arntl","MA0603.1","4.08666",1.932e-05,0.829033,0.817467,0.0646373,445,"False",0.000180471529411765,1.50804933384272e-11,5.47636890200699e-08,0.817403697643829,0.817092322993439,0.136071684244564,0.000262037863824534,0.120779686116137
"BHLHE41","BHLHE41","MA0636.1","4.07795",2.00132e-05,0.786684,0.775543,0.0630832,445,"False",0.00018477303255814,1.75382278332858e-37,8.9578701592928e-26,0.915237856370625,0.915106656153443,0.0646074259487827,0.00562215404384131,0.47293735916685
"ZSCAN29","ZSCAN29","MA1602.1","4.06558",2.13135e-05,0.793057,0.784442,0.0471424,445,"False",0.000194516310344828,0.0582788092221794,0.241492773160851,NA,NA,NA,0.13068949221336,0.663096387570644
"TFAP2A","TFAP2A","MA0872.1","4.04636",2.42114e-05,0.816195,0.804318,0.0514644,445,"False",0.000218452859090909,NA,NA,NA,NA,NA,NA,NA
"IRF6","IRF6","MA1509.1","3.99615",2.86116e-05,0.801539,0.792275,0.0526315,445,"False",0.000255254049438202,NA,NA,NA,NA,NA,NA,NA
"EHF","EHF","MA0598.3","3.98352",3.02723e-05,0.81293,0.803084,0.0555282,445,"False",0.000267068957777778,NA,NA,NA,NA,NA,NA,NA
"CTCFL","CTCFL","MA1102.2","3.99072",3.06701e-05,0.852376,0.839568,0.0568554,445,"False",0.000267605048351648,NA,NA,NA,NA,NA,NA,NA
"Creb3l2","Creb3l2","MA0608.1","3.96993",3.25219e-05,0.841375,0.831136,0.0543482,445,"False",0.000279352251612903,4.92665472040373e-14,9.29617186508798e-10,0.723795446126379,0.724025764662776,0.245310676388294,0.064527329287453,0.932480288247428
"TFEC","TFEC","MA0871.2","3.9634",3.27201e-05,0.806762,0.79543,0.0663875,445,"False",0.000279352251612903,NA,NA,NA,NA,NA,NA,NA
"E2F6","E2F6","MA0471.2","3.96532",3.42662e-05,0.863116,0.852237,0.0474883,445,"False",0.000289440029787234,0.00341885990492273,0.215533721569975,NA,NA,NA,0.299064355607077,0.963019310512442
"KLF13","KLF13","MA0657.1","3.94865",3.59202e-05,0.747532,0.739248,0.0421141,445,"False",0.000300217250526316,0.558958536379873,0.893423369255785,NA,NA,NA,0.647189786644946,0.892623904776838
"HEY2","HEY2","MA0649.1","3.92677",3.98975e-05,0.825021,0.814695,0.0488243,445,"False",0.000329985572916667,NA,NA,NA,NA,NA,NA,NA
"ZNF148","ZNF148","MA1653.1","3.91827",4.1985e-05,0.865246,0.850645,0.0617853,445,"False",0.000343671030927835,2.60431097500123e-19,1.7464329293159e-12,0.932103900195972,0.93235198513123,-0.107771121926001,0.000219045023875846,0.136011332234139
"THAP11","THAP11","MA1573.1","3.87765",4.55064e-05,0.724337,0.713794,0.0709078,445,"False",0.000368694710204082,3.71694041544864e-14,3.29015322657841e-09,0.851719773845754,0.851277854360973,-0.0133739800051871,0.0262742341106885,0.233213105193533
"TFAP2B","TFAP2B","MA0811.1","3.88975",4.7139e-05,0.866504,0.857551,0.0391001,445,"False",0.000378064303030303,NA,NA,NA,NA,NA,NA,NA
"CREB3","CREB3","MA0638.1","3.84832",5.34734e-05,0.768716,0.760337,0.0486473,445,"False",0.000424578796,1.26752400848734e-30,7.09506235599136e-16,0.669775081817908,0.669170035861223,-0.140771522969664,0.000190338153546345,0.123171140870697
"GLIS3","GLIS3","MA0737.1","3.84023",5.61993e-05,0.750211,0.742723,0.0401031,445,"False",0.000441804398019802,3.83108067988364e-10,1.55535892272727e-05,0.99485430414175,0.994847253950035,0.00786292084573472,0.0329693124147183,0.467171731478124
"TFAP2C","TFAP2C","MA0524.2","3.80886",6.57197e-05,0.862381,0.853662,0.0389852,445,"False",0.000511582762745098,NA,NA,NA,NA,NA,NA,NA
"ZBTB7C","ZBTB7C","MA0695.1","3.79663",6.72842e-05,0.830197,0.822194,0.0430047,445,"False",0.000518676260194175,2.25200670607686e-05,0.000701257437034914,0.921851112214014,0.921851579102261,-0.0917779834197914,0.975735782282705,0.312885688083038
"ELF1","ELF1","MA0473.3","3.76269",7.62824e-05,0.81655,0.80716,0.0544293,445,"False",0.000582386784615385,2.77194461713883e-06,4.41994729960438e-05,0.807196198565776,0.807110192083218,0.215154578138121,0.0232585554425803,0.269710107506938
"ZFP42","ZFP42","MA1651.1","3.74069",8.1646e-05,0.742335,0.732999,0.0599982,445,"False",0.000617399276190476,NA,NA,NA,NA,NA,NA,NA
"NHLH2","NHLH2","MA1529.1","3.74209",8.42416e-05,0.744924,0.736319,0.0458031,445,"False",0.000631017267924528,NA,NA,NA,NA,NA,NA,NA
"MLX","MLX","MA0663.1","3.58475",0.000153508,0.782812,0.77323,0.0601957,445,"False",0.00113911543925234,8.79371155242699e-21,4.06546548136207e-14,0.65728593452107,0.656620226595271,0.0683114500524696,0.26000075629759,0.598341321835542
"OVOL2","OVOL2","MA1545.1","3.56487",0.00016759,0.794914,0.786856,0.0478975,445,"False",0.00123209685185185,2.17373977394057e-07,1.58512467349298e-05,0.620552506054613,0.619106650000782,0.149521732125464,0.725721457251895,0.206607482121573
"ZBTB6","ZBTB6","MA1581.1","3.52645",0.000196094,0.834757,0.826086,0.0489391,445,"False",0.00142842785321101,2.987828955002e-26,3.33894955569361e-09,0.759123256559741,0.759916413457743,-0.187410030027642,0.0239210117165166,0.238769449707056
"KLF10","KLF10","MA1511.1","3.51984",0.00020323,0.870735,0.861439,0.0485314,445,"False",0.00146695109090909,1.66688302260826e-18,1.01002663752175e-12,0.815640537535987,0.815326697510489,0.0427873146181439,0.0352028481901903,0.324273035751197
"MAZ","MAZ","MA1522.1","3.48483",0.00023443,0.890561,0.877914,0.0606578,445,"False",0.00167691369369369,1.02921619950869e-12,3.81787150902595e-07,0.626772139611538,0.625885422008514,0.0451061568934663,0.0186471623464836,0.152218726189119
"ETV1","ETV1","MA0761.2","3.43149",0.000276604,0.822089,0.813569,0.0542071,445,"False",0.00196092478571429,5.52584604090286e-43,4.33859243795113e-28,0.844900588840312,0.844432277067563,-0.0992928915311504,0.051855289746216,0.0658243656882262
"GABPA","GABPA","MA0062.3","3.36204",0.000356571,0.814557,0.806282,0.054706,445,"False",0.00250546348672566,1.74291081731392e-09,3.66120498390137e-05,0.516358308410148,0.515023300414082,0.0652975289145844,0.737005379893044,0.693229263114178
"Klf1","Klf1","MA0493.1","3.3342",0.000403094,0.873777,0.865753,0.0460598,445,"False",0.00280751435087719,NA,NA,NA,NA,NA,NA,NA
"ZNF449","ZNF449","MA1656.1","3.30789",0.00044013,0.808842,0.800995,0.0481106,445,"False",0.00303881060869565,0.000418737282352032,0.000461918990192706,0.839733778198284,0.839245523408744,0.260808039564386,0.437019640327709,0.779469765244944
"PLAGL2","PLAGL2","MA1548.1","3.30803",0.000449048,0.857317,0.846444,0.0553067,445,"False",0.00307365613793103,0.00819881413140029,6.36752034954057e-05,0.691868938070099,0.691998852995107,0.606863294080586,0.768307060515965,0.737247213935807
"Plagl1","Plagl1","MA1615.1","3.28629",0.000482459,0.835456,0.825969,0.0518244,445,"False",0.00327412347008547,1.37401117283815e-06,0.00217843584918653,0.946586920864952,0.946358764262871,-0.119285406319854,0.137698769883083,0.458253596209588
"KLF4","KLF4","MA0039.4","3.23611",0.000577831,0.890215,0.879556,0.0579396,445,"False",0.00388811706779661,NA,NA,NA,NA,NA,NA,NA
"HES7","HES7","MA0822.1","3.17415",0.000713554,0.738676,0.730391,0.0488223,445,"False",0.00476102416806723,NA,NA,NA,NA,NA,NA,NA
"TFAP2C","TFAP2C","MA0814.2","3.01831",0.00121622,0.833738,0.825276,0.0507242,445,"False",0.00804732233333333,NA,NA,NA,NA,NA,NA,NA
"ZNF740","ZNF740","MA0753.2","2.91917",0.00167939,0.812695,0.803708,0.057381,445,"False",0.0110201294214876,2.20166406420543e-08,7.45453677969019e-09,0.905661649687816,0.905620921697072,0.149106162644587,0.00683508019819404,0.0511692312412089
"XBP1","XBP1","MA0844.1","2.91039",0.00169351,0.760228,0.754141,0.0469951,445,"False",0.0110216962295082,1.11142865991336e-29,3.51477197643577e-21,0.840362442051262,0.839882645352521,-0.0861317562901592,5.63697468242937e-07,0.00950997243278142
"Znf423","Znf423","MA0116.1","2.89723",0.00178865,0.832206,0.826226,0.041741,445,"False",0.0115462447154472,9.92849702835351e-18,2.64496912410609e-08,0.86401749140938,0.863386698713163,0.0207971448106904,0.00366928461173622,0.284758112757209
"PLAG1","PLAG1","MA0163.1","2.87009",0.00197085,0.807396,0.800424,0.0440241,445,"False",0.0126197975806452,0.000773640061912646,0.00216915503868796,0.617102408901761,0.615884088465098,0.439725489370749,0.378575752099948,0.0731814900115252
