"TF_NAME","Pscan_TERM","MATRIX_ID","Z_SCORE","P_VALUE","SAMPLE_AVERAGE","BACKGROUND_AVERAGE","SAMPLE_DEVSTD","SAMPLE_SIZE","In_original_list","FDR","cycling_in_CTL_BHQ","cycling_in_AD_BHQ","DR_AR1_BHQ","DR_AR1_mthd2_BHQ","DR_logAmpRatio","diff_mesor_BHQ","edgeR_DE_BHQ"
"KLF15","KLF15","MA1513.1","26.4342",6.13413e-169,0.898904,0.860109,0.0841588,5071,"True",4.87049922e-166,5.969363429168e-08,0.000338094080089978,0.945841357828434,0.945509343834557,0.124600303183484,0.0160797725476181,0.441869334481169
"NRF1","NRF1","MA0506.1","24.9268",5.73777e-154,0.870432,0.844252,0.0670236,5071,"True",2.27789469e-151,2.74347443311857e-31,8.59133325468693e-19,0.874750737979355,0.874394120357568,-0.0497595083636545,2.34689533833632e-05,0.199374015749818
"ZBTB14","ZBTB14","MA1650.1","24.493",4.13313e-146,0.847014,0.820331,0.0641192,5071,"True",1.09390174e-143,3.86720109801658e-15,1.23476190670445e-11,0.890708323267785,0.890522601767746,0.156372637440344,0.101728286782842,0.39458133947101
"SP9","SP9","MA1564.1","23.5826",1.78367e-135,0.888031,0.865208,0.0566621,5071,"False",3.54058495e-133,NA,NA,NA,NA,NA,NA,NA
"HINFP","HINFP","MA0131.2","22.9016",1.28864e-128,0.838463,0.819262,0.0504563,5071,"False",2.04636032e-126,3.5499471007754e-05,0.00198346011571128,0.946142431211178,NA,0.0440920451064368,0.00147766888954681,0.00928888263736649
"TCFL5","TCFL5","MA0632.2","22.4494",6.22219e-125,0.857874,0.835763,0.0620382,5071,"False",8.23403143333333e-123,0.0283337398141171,0.0324511169230012,NA,NA,NA,0.605823259364659,0.506651864165682
"SP3","SP3","MA0746.2","22.5302",1.00149e-124,0.874446,0.852593,0.0587574,5071,"False",1.1359758e-122,1.4872053433794e-08,0.000905925663962031,NA,NA,NA,0.00134596625525008,0.104608259278037
"KLF14","KLF14","MA0740.1","22.0227",6.00955e-120,0.837283,0.818128,0.0540627,5071,"False",5.964478375e-118,NA,NA,NA,NA,NA,NA,NA
"TFDP1","TFDP1","MA1122.1","21.8526",5.17258e-117,0.870976,0.849665,0.0579806,5071,"False",4.56336502222222e-115,2.28187356940214e-14,0.000253655129743399,0.536438497373239,0.534808941120891,-0.1705397930249,0.287498534079942,0.552761203745471
"SP4","SP4","MA0685.1","21.5261",7.36088e-116,0.811746,0.791926,0.0597085,5071,"False",5.84453872e-114,7.94148800599718e-17,2.66803165184359e-08,0.749355041539165,0.749979835424336,-0.189712334059202,0.0182265724551141,0.609795804116856
"KLF16","KLF16","MA0741.1","21.5142",9.46557e-114,0.891967,0.870747,0.0593018,5071,"True",6.83242052727273e-112,3.15217017169705e-15,7.7401958666831e-16,0.703189725668247,0.703541561615633,0.259971474430746,0.000214331309427123,0.110479287987431
"SP1","SP1","MA0079.4","21.3149",1.53477e-113,0.832858,0.812589,0.0614468,5071,"False",1.01550615e-111,3.01832286015746e-20,3.57204136236744e-06,0.388320844870781,0.386408126477945,-0.478615930845522,0.264000400677414,0.988113407521202
"EGR1","EGR1","MA0162.4","21.4364",1.65012e-112,0.834655,0.812172,0.0618824,5071,"True",1.00784252307692e-110,7.27742019341422e-27,1.90977031975995e-12,0.359060497769574,0.356766579311231,-0.226727657799351,0.000977641118538206,0.0328488510611074
