"TF_NAME","Pscan_TERM","MATRIX_ID","Z_SCORE","P_VALUE","SAMPLE_AVERAGE","BACKGROUND_AVERAGE","SAMPLE_DEVSTD","SAMPLE_SIZE","In_original_list","FDR","cycling_in_CTL_BHQ","cycling_in_AD_BHQ","DR_AR1_BHQ","DR_AR1_mthd2_BHQ","DR_logAmpRatio","diff_mesor_BHQ","edgeR_DE_BHQ","cycling_PRTN_CTL_BHQ","cycling_PRTN_AD_BHQ","DR_PRTN_BHQ","DM_PRTN_BHQ"
"KLF15","KLF15","MA1513.1","25.0307",1.80097e-151,0.89756,0.860109,0.0850569,4871,"True",1.42997018e-148,5.969363429168e-08,0.000338094080089978,0.945841357828434,0.945509343834557,0.124600303183484,0.0160797725476181,0.441869334481169,NA,NA,NA,NA
"NRF1","NRF1","MA0506.1","24.0916",1.58175e-143,0.870028,0.844252,0.0673851,4871,"True",6.2795475e-141,2.74347443311857e-31,8.59133325468693e-19,0.874750737979355,0.874394120357568,-0.0497595083636545,2.34689533833632e-05,0.199374015749818,NA,NA,NA,NA
"ZBTB14","ZBTB14","MA1650.1","23.2888",4.6886e-132,0.846191,0.820331,0.064706,4871,"True",1.24091613333333e-129,3.86720109801658e-15,1.23476190670445e-11,0.890708323267785,0.890522601767746,0.156372637440344,0.101728286782842,0.39458133947101,NA,NA,NA,NA
"TCFL5","TCFL5","MA0632.2","21.9049",1.36319e-118,0.857733,0.835763,0.0621065,4871,"False",2.34242704e-116,0.0283337398141171,0.0324511169230012,NA,NA,NA,0.605823259364659,0.506651864165682,NA,NA,NA,NA
"HINFP","HINFP","MA0131.2","22.0073",1.47508e-118,0.838057,0.819262,0.0505992,4871,"False",2.34242704e-116,3.5499471007754e-05,0.00198346011571128,0.946142431211178,NA,0.0440920451064368,0.00147766888954681,0.00928888263736649,NA,NA,NA,NA
"SP9","SP9","MA1564.1","21.8489",2.17412e-116,0.886762,0.865208,0.0571954,4871,"False",2.87708546666667e-114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SP3","SP3","MA0746.2","20.5903",2.50579e-104,0.872949,0.852593,0.0592982,4871,"False",2.8422818e-102,1.4872053433794e-08,0.000905925663962031,NA,NA,NA,0.00134596625525008,0.104608259278037,NA,NA,NA,NA
"TFDP1","TFDP1","MA1122.1","20.5733",9.76929e-104,0.870112,0.849665,0.0584352,4871,"False",9.696020325e-102,2.28187356940214e-14,0.000253655129743399,0.536438497373239,0.534808941120891,-0.1705397930249,0.287498534079942,0.552761203745471,NA,NA,NA,NA
"KLF14","KLF14","MA0740.1","20.3066",4.72587e-102,0.836125,0.818128,0.0544385,4871,"False",4.16926753333333e-100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SP4","SP4","MA0685.1","20.0797",7.46081e-101,0.810765,0.791926,0.0602266,4871,"False",5.92388314e-99,7.94148800599718e-17,2.66803165184359e-08,0.749355041539165,0.749979835424336,-0.189712334059202,0.0182265724551141,0.609795804116856,NA,NA,NA,NA
