"TF_NAME","Pscan_TERM","MATRIX_ID","Z_SCORE","P_VALUE","SAMPLE_AVERAGE","BACKGROUND_AVERAGE","SAMPLE_DEVSTD","SAMPLE_SIZE","In_original_list","FDR","cycling_in_CTL_BHQ","cycling_in_AD_BHQ","DR_AR1_BHQ","DR_AR1_mthd2_BHQ","DR_logAmpRatio","diff_mesor_BHQ","edgeR_DE_BHQ","cycling_PRTN_CTL_BHQ","cycling_PRTN_AD_BHQ","DR_PRTN_BHQ","DM_PRTN_BHQ"
"ELK1","ELK1","MA0028.2","9.89039",1.61807e-23,0.846107,0.805366,0.0666313,214,"False",1.28474758e-20,2.97076636837325e-12,6.01933715300983e-10,0.68506901964184,0.684763681333511,0.277192937522881,0.847078702109006,0.949378598943762,NA,NA,NA,NA
"ELK4","ELK4","MA0076.2","9.62647",2.3156e-22,0.889225,0.852902,0.0571283,214,"False",9.192932e-20,1.42221194356722e-12,4.4050556670906e-06,0.888151243010812,0.887960029285804,-0.00308464721569026,0.897232152848274,0.883266743859059,NA,NA,NA,NA
"ELK3","ELK3","MA0759.1","9.57792",3.579e-22,0.863712,0.827514,0.0609521,214,"False",9.47242e-20,0.0027507281077751,0.000660199956491278,0.462471187976226,0.461226951289718,0.0954431541811112,0.749215042049724,0.846745811353226,NA,NA,NA,NA
"FEV","FEV","MA0156.2","9.28019",6.30985e-21,0.873916,0.840666,0.0566649,214,"False",1.252505225e-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FLI1","FLI1","MA0475.2","9.04128",5.81857e-20,0.862436,0.82927,0.0587595,214,"False",9.23988916e-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ETS1","ETS1","MA0098.3","8.97802",1.05567e-19,0.877957,0.846278,0.0550094,214,"False",1.3970033e-17,1.11190689416626e-08,0.0156237668955435,0.921851112214014,0.921851579102261,-0.157274766391784,0.596309380328159,0.665255812069739,NA,NA,NA,NA
"ETS2","ETS2","MA1484.1","8.77834",6.26376e-19,0.879636,0.848397,0.0582042,214,"False",7.10489348571428e-17,2.39557833566981e-35,3.568637157862e-20,0.716056867281458,0.716627027243831,0.0467641558885695,0.383045069873415,0.759223793398908,NA,NA,NA,NA
"ERG","ERG","MA0474.2","8.53233",5.59645e-18,0.878194,0.84857,0.0548759,214,"False",5.554476625e-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ERF","ERF","MA0760.1","8.40473",1.69364e-17,0.860215,0.83128,0.0538716,214,"False",1.49071118e-15,3.46832588186105e-16,1.32385343477526e-14,0.82418112007084,0.823636510425337,0.119866620777697,0.0129437787697362,0.0653044926785429,NA,NA,NA,NA
"ELF2","ELF2","MA1483.1","8.38899",1.87747e-17,0.820112,0.790052,0.0597338,214,"False",1.49071118e-15,4.86986407050099e-30,5.33712701371437e-12,0.825169800534343,0.824638352818643,-0.0859817096243307,0.152482983805996,0.765425224508755,NA,NA,NA,NA
"ZBTB7A","ZBTB7A","MA0750.2","8.25627",6.13545e-17,0.862788,0.829929,0.0587707,214,"False",4.42867936363636e-15,0.763404268301703,0.308476160028187,NA,NA,NA,0.627230583146274,0.894529047097813,0.243142161949713,0.884405893899267,NA,0.81228887038892
"ETV6","ETV6","MA0645.1","8.17477",1.19119e-16,0.88137,0.851358,0.0568305,214,"False",7.88170716666667e-15,1.07339403374884e-26,4.82365060683996e-15,0.925760487759896,0.925990582903923,0.0135696363681327,0.00279586140758891,0.529135172295357,NA,NA,NA,NA
"ETV5","ETV5","MA0765.2","8.09838",2.22958e-16,0.883663,0.853063,0.0595367,214,"False",1.36175886153846e-14,1.33366577609804e-88,4.7648423290615e-57,0.743959247840043,0.744899344831683,-0.0294534921578857,0.0506272357464406,0.12131107956551,NA,NA,NA,NA
"ETV2","ETV2","MA0762.1","7.84253",1.7439e-15,0.831875,0.805106,0.0571678,214,"False",9.89040428571429e-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ETV3","ETV3","MA0763.1","7.77243",3.09292e-15,0.861541,0.835857,0.0537906,214,"False",1.63718565333333e-13,6.56380568644574e-13,4.17280711918231e-10,0.799178246054465,0.799335850457266,0.228446958486085,0.00136187842686355,0.0236324919449185,NA,NA,NA,NA
"ELF4","ELF4","MA0641.1","7.6819",6.28803e-15,0.807834,0.779983,0.0598792,214,"False",3.1204348875e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ZBTB33","ZBTB33","MA0527.1","6.7116",8.37196e-12,0.797675,0.772676,0.0559148,214,"False",3.91019778823529e-10,2.27651563311092e-05,1.16828262030132e-07,0.388633362472728,0.386746456188426,0.594667878798143,0.731457092362289,0.875625413307344,NA,NA,NA,NA
"YY2","YY2","MA0748.2","6.64766",1.29904e-11,0.850338,0.821895,0.0641314,214,"False",5.73020977777778e-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARNT","ARNT::HIF1A","MA0259.1","6.49205",3.86362e-11,0.917281,0.890666,0.0514948,214,"False",1.53385714e-09,1.51105203783505e-26,1.48243248784216e-10,0.688214207856375,0.687918348431228,-0.218100744073382,0.000143185190249365,0.467617557982635,NA,NA,NA,NA
"HIF1A","ARNT::HIF1A","MA0259.1","6.49205",3.86362e-11,0.917281,0.890666,0.0514948,214,"False",1.53385714e-09,0.524431052539902,0.00186529445025647,0.333119346825934,0.332395158408244,1.84590119513897,0.000607543792814419,0.0107428676317449,NA,NA,NA,NA
"NRF1","NRF1","MA0506.1","6.11725",4.32194e-10,0.873848,0.844252,0.0661935,214,"False",1.63410493333333e-08,2.74347443311857e-31,8.59133325468693e-19,0.874750737979355,0.874394120357568,-0.0497595083636545,2.34689533833632e-05,0.199374015749818,NA,NA,NA,NA
"ELF5","ELF5","MA0136.2","5.95076",1.17844e-09,0.882756,0.864397,0.0491822,214,"False",4.25309709090909e-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gmeb1","Gmeb1","MA0615.1","5.92508",1.45598e-09,0.834975,0.817285,0.0357293,214,"False",5.02629617391304e-08,3.77167188916094e-09,8.46459077146043e-06,0.617102408901761,0.615884088465098,0.0240705562492343,0.56090407777414,0.571117373217602,NA,NA,NA,NA
"SPDEF","SPDEF","MA0686.1","5.74902",4.04212e-09,0.820397,0.801715,0.0491649,214,"False",1.33726803333333e-07,NA,NA,NA,NA,NA,NA,0.268700914112174,NA,NA,NA,NA
"HINFP","HINFP","MA0131.2","5.51436",1.65241e-08,0.840689,0.819262,0.0453818,214,"False",5.24805416e-07,3.5499471007754e-05,0.00198346011571128,0.946142431211178,NA,0.0440920451064368,0.00147766888954681,0.00928888263736649,NA,NA,NA,NA
"TFDP1","TFDP1","MA1122.1","5.47967",2.02432e-08,0.874458,0.849665,0.0501215,214,"False",6.18196184615385e-07,2.28187356940214e-14,0.000253655129743399,0.536438497373239,0.534808941120891,-0.1705397930249,0.287498534079942,0.552761203745471,NA,NA,NA,NA
"KLF15","KLF15","MA1513.1","5.33113",4.6384e-08,0.896544,0.860109,0.0775081,214,"False",1.36403318518519e-06,5.969363429168e-08,0.000338094080089978,0.945841357828434,0.945509343834557,0.124600303183484,0.0160797725476181,0.441869334481169,NA,NA,NA,NA
"ZFP42","ZFP42","MA1651.1","5.30014",5.10552e-08,0.752007,0.732999,0.0641481,214,"False",1.4477796e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SP2","SP2","MA0516.2","5.28217",5.87405e-08,0.809133,0.78945,0.0545348,214,"False",1.60827437931034e-06,0.40886293144802,0.109301636904825,NA,NA,NA,0.222226704299615,0.169490142012525,NA,NA,NA,NA
"HIF1A","HIF1A","MA1106.1","5.25327",6.94797e-08,0.85523,0.833935,0.0557451,214,"False",1.83889606e-06,0.524431052539902,0.00186529445025647,0.333119346825934,0.332395158408244,1.84590119513897,0.000607543792814419,0.0107428676317449,NA,NA,NA,NA
"E2F1","E2F1","MA0024.3","5.10028",1.58592e-07,0.78607,0.7698,0.043357,214,"False",3.9618863125e-06,7.27636490113767e-11,3.41388922613648e-09,0.586334801202892,0.584835015872579,0.435156491506317,0.39512466135215,0.757518630599718,NA,NA,NA,NA
"TCFL5","TCFL5","MA0632.2","5.10019",1.59673e-07,0.858934,0.835763,0.0587666,214,"False",3.9618863125e-06,0.0283337398141171,0.0324511169230012,NA,NA,NA,0.605823259364659,0.506651864165682,NA,NA,NA,NA
"ZBTB14","ZBTB14","MA1650.1","5.06937",1.90182e-07,0.845985,0.820331,0.0586488,214,"False",4.57589418181818e-06,3.86720109801658e-15,1.23476190670445e-11,0.890708323267785,0.890522601767746,0.156372637440344,0.101728286782842,0.39458133947101,NA,NA,NA,NA
"HES1","HES1","MA1099.2","4.97104",3.15034e-07,0.874792,0.85239,0.0571147,214,"False",7.35697047058823e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Atf1","Atf1","MA0604.1","4.9498",3.3705e-07,0.858346,0.839285,0.0648837,214,"False",7.64622e-06,2.35649791519914e-23,2.00885891370503e-20,0.59433283617009,0.592950603130273,0.233544088495708,8.37725598696489e-06,0.160076184638697,NA,NA,NA,NA
"SP1","SP1","MA0079.4","4.82005",6.70918e-07,0.833677,0.812589,0.062947,214,"False",1.47974692222222e-05,3.01832286015746e-20,3.57204136236744e-06,0.388320844870781,0.386408126477945,-0.478615930845522,0.264000400677414,0.988113407521202,NA,NA,NA,NA
"SP4","SP4","MA0685.1","4.73365",1.03149e-06,0.81197,0.791926,0.0617106,214,"False",2.21352178378378e-05,7.94148800599718e-17,2.66803165184359e-08,0.749355041539165,0.749979835424336,-0.189712334059202,0.0182265724551141,0.609795804116856,NA,NA,NA,NA
