"TF_NAME","Pscan_TERM","MATRIX_ID","Z_SCORE","P_VALUE","SAMPLE_AVERAGE","BACKGROUND_AVERAGE","SAMPLE_DEVSTD","SAMPLE_SIZE","In_original_list","FDR","cycling_in_CTL_BHQ","cycling_in_AD_BHQ","DR_AR1_BHQ","DR_AR1_mthd2_BHQ","DR_logAmpRatio","diff_mesor_BHQ","edgeR_DE_BHQ"
"ZBTB14","ZBTB14","MA1650.1","5.22118",8.60173e-08,0.855447,0.820331,0.0626179,121,"False",5.19207186666667e-05,3.86720109801658e-15,1.23476190670445e-11,0.890708323267785,0.890522601767746,0.156372637440344,0.101728286782842,0.39458133947101
"EGR3","EGR3","MA0732.1","5.11707",1.48086e-07,0.809912,0.780667,0.0647316,121,"False",5.19207186666667e-05,3.45178919413226e-39,3.89629223691053e-26,0.925760487759896,0.925990582903923,-0.0320041125305667,8.33650980296515e-08,0.0399752560457247
"EGR1","EGR1","MA0162.4","5.0652",1.96174e-07,0.844971,0.812172,0.0677209,121,"False",5.19207186666667e-05,7.27742019341422e-27,1.90977031975995e-12,0.359060497769574,0.356766579311231,-0.226727657799351,0.000977641118538206,0.0328488510611074
"KLF6","KLF6","MA1517.1","4.97177",3.22369e-07,0.906517,0.880258,0.048075,121,"False",6.39902465e-05,7.48155714079118e-13,4.99772563269119e-20,0.558911057735706,0.558116959788681,0.315520678352894,2.78024268463027e-07,0.002622940834159
"SP3","SP3","MA0746.2","4.63842",1.70656e-06,0.880287,0.852593,0.05776,121,"False",0.000202889055555556,1.4872053433794e-08,0.000905925663962031,NA,NA,NA,0.00134596625525008,0.104608259278037
"KLF15","KLF15","MA1513.1","4.61905",1.87324e-06,0.902073,0.860109,0.0888038,121,"False",0.000202889055555556,5.969363429168e-08,0.000338094080089978,0.945841357828434,0.945509343834557,0.124600303183484,0.0160797725476181,0.441869334481169
"NRF1","NRF1","MA0506.1","4.58603",2.19719e-06,0.873722,0.844252,0.0622258,121,"False",0.000202889055555556,2.74347443311857e-31,8.59133325468693e-19,0.874750737979355,0.874394120357568,-0.0497595083636545,2.34689533833632e-05,0.199374015749818
"KLF2","KLF2","MA1515.1","4.57871",2.2822e-06,0.92015,0.894352,0.0516101,121,"False",0.000202889055555556,NA,NA,NA,NA,NA,NA,NA
"EGR2","EGR2","MA0472.2","4.5741",2.29975e-06,0.831018,0.808129,0.057768,121,"False",0.000202889055555556,1.34590230292005e-23,2.22652138401044e-16,0.743934572397113,0.744874745017937,0.0543509185522048,0.128757985002427,0.703381164222804
"SP9","SP9","MA1564.1","4.46704",3.85744e-06,0.891917,0.865208,0.0593495,121,"False",0.000298974925454545,NA,NA,NA,NA,NA,NA,NA
"KLF11","KLF11","MA1512.1","4.45223",4.14197e-06,0.890172,0.865068,0.0539679,121,"False",0.000298974925454545,5.99220470485101e-05,0.000275431909206997,0.775038760519813,0.77555791205294,0.107439112235395,0.0251050948355294,0.121644525571617
"KLF14","KLF14","MA0740.1","4.31378",7.82049e-06,0.841159,0.818128,0.0528812,121,"False",0.000506822415384615,NA,NA,NA,NA,NA,NA,NA
"KLF5","KLF5","MA0599.1","4.30127",8.2981e-06,0.951565,0.92756,0.0523682,121,"False",0.000506822415384615,5.21575193683571e-11,2.46055286743939e-06,0.990367624527067,0.990351166379798,0.0459610466220064,0.0158572690249032,0.128023652648656
"KLF16","KLF16","MA0741.1","4.21945",1.19826e-05,0.896382,0.870747,0.0563679,121,"False",0.000636031053333333,3.15217017169705e-15,7.7401958666831e-16,0.703189725668247,0.703541561615633,0.259971474430746,0.000214331309427123,0.110479287987431
"TFAP2E","TFAP2E","MA1569.1","4.21911",1.20157e-05,0.900676,0.876258,0.0521303,121,"False",0.000636031053333333,0.299258696066261,0.275278784752456,NA,NA,NA,0.184801418063722,0.10895316297333
"SP1","SP1","MA0079.4","4.06583",2.33141e-05,0.836215,0.812589,0.0613992,121,"False",0.00108144889473684,3.01832286015746e-20,3.57204136236744e-06,0.388320844870781,0.386408126477945,-0.478615930845522,0.264000400677414,0.988113407521202
"EGR4","EGR4","MA0733.1","4.05305",2.46261e-05,0.79882,0.780201,0.0486376,121,"False",0.00108144889473684,3.88146519093796e-13,1.52449549144656e-08,0.781617792669042,0.781865305877319,-0.0463864100375704,0.0114381822555411,0.270233049332846
"SP4","SP4","MA0685.1","4.04216",2.58467e-05,0.814656,0.791926,0.0575418,121,"False",0.00108144889473684,7.94148800599718e-17,2.66803165184359e-08,0.749355041539165,0.749979835424336,-0.189712334059202,0.0182265724551141,0.609795804116856
"TCFL5","TCFL5","MA0632.2","4.04226",2.58785e-05,0.860163,0.835763,0.0595647,121,"False",0.00108144889473684,0.0283337398141171,0.0324511169230012,NA,NA,NA,0.605823259364659,0.506651864165682
"SP8","SP8","MA0747.1","3.93164",4.13518e-05,0.889191,0.870403,0.0454917,121,"False",0.00164166646,NA,NA,NA,NA,NA,NA,NA
"Klf1","Klf1","MA0493.1","3.88305",5.05182e-05,0.883609,0.865753,0.0452197,121,"False",0.00191006908571429,NA,NA,NA,NA,NA,NA,NA
"HINFP","HINFP","MA0131.2","3.8243",6.43628e-05,0.839012,0.819262,0.048799,121,"False",0.00232291196363636,3.5499471007754e-05,0.00198346011571128,0.946142431211178,NA,0.0440920451064368,0.00147766888954681,0.00928888263736649
"KLF10","KLF10","MA1511.1","3.80201",7.05361e-05,0.88063,0.861439,0.0461404,121,"False",0.00243502884347826,1.66688302260826e-18,1.01002663752175e-12,0.815640537535987,0.815326697510489,0.0427873146181439,0.0352028481901903,0.324273035751197
"ZFP57","ZFP57","MA1583.1","3.74812",8.74362e-05,0.84109,0.822293,0.048348,121,"False",0.002800371304,NA,NA,NA,NA,NA,NA,NA
"SP2","SP2","MA0516.2","3.74497",8.81729e-05,0.807983,0.78945,0.0528519,121,"False",0.002800371304,0.40886293144802,0.109301636904825,NA,NA,NA,0.222226704299615,0.169490142012525
"ZNF148","ZNF148","MA1653.1","3.51707",0.000214898,0.875714,0.850645,0.0656356,121,"False",0.00647724614814815,2.60431097500123e-19,1.7464329293159e-12,0.932103900195972,0.93235198513123,-0.107771121926001,0.000219045023875846,0.136011332234139
"TFAP2B","TFAP2B","MA0812.1","3.51023",0.000220259,0.870881,0.853532,0.0472257,121,"False",0.00647724614814815,NA,NA,NA,NA,NA,NA,NA
"CTCFL","CTCFL","MA1102.2","3.47491",0.000251115,0.860895,0.839568,0.0613233,121,"False",0.00708787372413793,NA,NA,NA,NA,NA,NA,NA
"KLF13","KLF13","MA0657.1","3.46652",0.000258877,0.753139,0.739248,0.0410373,121,"False",0.00708787372413793,0.558958536379873,0.893423369255785,NA,NA,NA,0.647189786644946,0.892623904776838
"MAZ","MAZ","MA1522.1","3.40667",0.000323658,0.901565,0.877914,0.0673113,121,"False",0.0084687791875,1.02921619950869e-12,3.81787150902595e-07,0.626772139611538,0.625885422008514,0.0451061568934663,0.0186471623464836,0.152218726189119
"KLF4","KLF4","MA0039.4","3.40052",0.000331801,0.90097,0.879556,0.0564006,121,"False",0.0084687791875,NA,NA,NA,NA,NA,NA,NA
