"TF_NAME","Pscan_TERM","MATRIX_ID","Z_SCORE","P_VALUE","SAMPLE_AVERAGE","BACKGROUND_AVERAGE","SAMPLE_DEVSTD","SAMPLE_SIZE","In_original_list","FDR","cycling_in_CTL_BHQ","cycling_in_AD_BHQ","DR_AR1_BHQ","DR_AR1_mthd2_BHQ","DR_logAmpRatio","diff_mesor_BHQ","edgeR_DE_BHQ"
"ZBTB14","ZBTB14","MA1650.1","5.54293",1.43834e-08,0.858238,0.820331,0.06057,117,"False",9.10321e-06,3.86720109801658e-15,1.23476190670445e-11,0.890708323267785,0.890522601767746,0.156372637440344,0.101728286782842,0.39458133947101
"EGR3","EGR3","MA0732.1","5.42242",2.80641e-08,0.812177,0.780667,0.0620872,117,"False",9.10321e-06,3.45178919413226e-39,3.89629223691053e-26,0.925760487759896,0.925990582903923,-0.0320041125305667,8.33650980296515e-08,0.0399752560457247
"EGR1","EGR1","MA0162.4","5.34794",4.28126e-08,0.847382,0.812172,0.064609,117,"False",9.10321e-06,7.27742019341422e-27,1.90977031975995e-12,0.359060497769574,0.356766579311231,-0.226727657799351,0.000977641118538206,0.0328488510611074
"KLF6","KLF6","MA1517.1","5.33699",4.586e-08,0.90892,0.880258,0.0466421,117,"False",9.10321e-06,7.48155714079118e-13,4.99772563269119e-20,0.558911057735706,0.558116959788681,0.315520678352894,2.78024268463027e-07,0.002622940834159
"KLF15","KLF15","MA1513.1","5.00218",2.75195e-07,0.906317,0.860109,0.0849103,117,"False",4.3700966e-05,5.969363429168e-08,0.000338094080089978,0.945841357828434,0.945509343834557,0.124600303183484,0.0160797725476181,0.441869334481169
"SP3","SP3","MA0746.2","4.96592",3.31882e-07,0.882742,0.852593,0.0563708,117,"False",4.39190513333333e-05,1.4872053433794e-08,0.000905925663962031,NA,NA,NA,0.00134596625525008,0.104608259278037
"KLF2","KLF2","MA1515.1","4.89436",4.80347e-07,0.922394,0.894352,0.0507381,117,"False",5.42153125e-05,NA,NA,NA,NA,NA,NA,NA
"EGR2","EGR2","MA0472.2","4.86627",5.4625e-07,0.832889,0.808129,0.0561095,117,"False",5.42153125e-05,1.34590230292005e-23,2.22652138401044e-16,0.743934572397113,0.744874745017937,0.0543509185522048,0.128757985002427,0.703381164222804
"NRF1","NRF1","MA0506.1","4.82296",6.87162e-07,0.875768,0.844252,0.0614803,117,"False",6.06229586666667e-05,2.74347443311857e-31,8.59133325468693e-19,0.874750737979355,0.874394120357568,-0.0497595083636545,2.34689533833632e-05,0.199374015749818
"SP9","SP9","MA1564.1","4.78169",8.44623e-07,0.894279,0.865208,0.0575197,117,"False",6.70630662e-05,NA,NA,NA,NA,NA,NA,NA
"KLF11","KLF11","MA1512.1","4.73024",1.0925e-06,0.892188,0.865068,0.0522314,117,"False",7.88586363636364e-05,5.99220470485101e-05,0.000275431909206997,0.775038760519813,0.77555791205294,0.107439112235395,0.0251050948355294,0.121644525571617
"KLF5","KLF5","MA0599.1","4.56137",2.48129e-06,0.953446,0.92756,0.0512096,117,"False",0.000164178688333333,5.21575193683571e-11,2.46055286743939e-06,0.990367624527067,0.990351166379798,0.0459610466220064,0.0158572690249032,0.128023652648656
"KLF14","KLF14","MA0740.1","4.45074",4.16819e-06,0.842292,0.818128,0.0526434,117,"False",0.00025458022,NA,NA,NA,NA,NA,NA,NA
"TFAP2E","TFAP2E","MA1569.1","4.4331",4.56302e-06,0.902344,0.876258,0.0469843,117,"False",0.00025878842,0.299258696066261,0.275278784752456,NA,NA,NA,0.184801418063722,0.10895316297333
"KLF16","KLF16","MA0741.1","4.41696",4.8954e-06,0.898035,0.870747,0.0554258,117,"False",0.00025912984,3.15217017169705e-15,7.7401958666831e-16,0.703189725668247,0.703541561615633,0.259971474430746,0.000214331309427123,0.110479287987431
"EGR4","EGR4","MA0733.1","4.33129",7.2123e-06,0.800433,0.780201,0.0474699,117,"False",0.000349188122352941,3.88146519093796e-13,1.52449549144656e-08,0.781617792669042,0.781865305877319,-0.0463864100375704,0.0114381822555411,0.270233049332846
