"TF_NAME","Pscan_TERM","MATRIX_ID","Z_SCORE","P_VALUE","SAMPLE_AVERAGE","BACKGROUND_AVERAGE","SAMPLE_DEVSTD","SAMPLE_SIZE","In_original_list","FDR","cycling_in_CTL_BHQ","cycling_in_AD_BHQ","DR_AR1_BHQ","DR_AR1_mthd2_BHQ","DR_logAmpRatio","diff_mesor_BHQ","edgeR_DE_BHQ"
"ELK1","ELK1","MA0028.2","9.7907",4.39324e-23,0.845886,0.805366,0.0668456,212,"False",3.48823256e-20,2.97076636837325e-12,6.01933715300983e-10,0.68506901964184,0.684763681333511,0.277192937522881,0.847078702109006,0.949378598943762
"ELK4","ELK4","MA0076.2","9.49808",8.07698e-22,0.888909,0.852902,0.0573016,212,"False",2.97104213333333e-19,1.42221194356722e-12,4.4050556670906e-06,0.888151243010812,0.887960029285804,-0.00308464721569026,0.897232152848274,0.883266743859059
"ELK3","ELK3","MA0759.1","9.46007",1.12256e-21,0.863434,0.827514,0.0611065,212,"False",2.97104213333333e-19,0.0027507281077751,0.000660199956491278,0.462471187976226,0.461226951289718,0.0954431541811112,0.749215042049724,0.846745811353226
"FEV","FEV","MA0156.2","9.19245",1.4417e-20,0.873756,0.840666,0.0568106,212,"False",2.8617745e-18,NA,NA,NA,NA,NA,NA,NA
"FLI1","FLI1","MA0475.2","8.98491",9.77308e-20,0.862384,0.82927,0.058946,212,"False",1.551965104e-17,NA,NA,NA,NA,NA,NA,NA
"ETS1","ETS1","MA0098.3","8.91625",1.85508e-19,0.877886,0.846278,0.0551891,212,"False",2.4548892e-17,1.11190689416626e-08,0.0156237668955435,0.921851112214014,0.921851579102261,-0.157274766391784,0.596309380328159,0.665255812069739
"ETS2","ETS2","MA1484.1","8.70803",1.17352e-18,0.879531,0.848397,0.0583939,212,"False",1.33110697142857e-16,2.39557833566981e-35,3.568637157862e-20,0.716056867281458,0.716627027243831,0.0467641558885695,0.383045069873415,0.759223793398908
"ERG","ERG","MA0474.2","8.48376",8.53888e-18,0.878163,0.84857,0.0550349,212,"False",8.4748384e-16,NA,NA,NA,NA,NA,NA,NA
"ERF","ERF","MA0760.1","8.36681",2.3442e-17,0.860219,0.83128,0.0540562,212,"False",2.06810533333333e-15,3.46832588186105e-16,1.32385343477526e-14,0.82418112007084,0.823636510425337,0.119866620777697,0.0129437787697362,0.0653044926785429
"ELF2","ELF2","MA1483.1","8.26948",5.19338e-17,0.819823,0.790052,0.0599382,212,"False",4.12354372e-15,4.86986407050099e-30,5.33712701371437e-12,0.825169800534343,0.824638352818643,-0.0859817096243307,0.152482983805996,0.765425224508755
