"Ensembl","Gene_Symbols","p_val","acrophase_AD","acrophase_CTL","amplitude_AD","amplitude_CTL","BHQ","Bonf","Log_AD_CTL_ampRatio"
"ENSG00000161281","COX7A1",1.4952243886685e-05,"2.99122187808513","2.75818209706732","8.27269780983754","17.1023806274243",0.0981016721405403,0.0981016721405403,-0.726256999532792
"ENSG00000211450","SELENOH",3.75356123745496e-05,"2.64549934273051","2.69663901406008","24.0164281299879","37.3875657775226",0.12313557639471,0.24627115278942,-0.442600081702695
"ENSG00000196422","PPP1R26",6.87341598137182e-05,"3.43000836087492","2.67152620650617","2.87148483999718","0.659759115642378",0.150321607512602,0.450964822537805,1.47070974871779
"ENSG00000182224","CYB5D1",0.000174188632698336,"3.44062541017299","2.99933148334905","2.64078153361931","1.49962368364782",0.19047526985563,1,0.56586070974523
"ENSG00000232838","PET117",0.000162264927896566,"2.66825180377749","2.91885475382504","1.89126632654223","3.94034344433664",0.19047526985563,1,-0.73402126936838
"ENSG00000100285","NEFH",0.000158746419471026,"3.67714958738354","3.51563000234384","38.8982751076884","15.9062093162783",0.19047526985563,1,0.894240351908327
"ENSG00000178796","RIIAD1",0.000246364838793583,"1.57372580450453","2.73771571596085","0.827174953865683","1.34325947177587",0.2282077519024,1,-0.484838155884307
"ENSG00000162244","RPL29",0.000545082634888734,"2.99148822478624","2.90135797227946","23.3259687634296","34.2082523664659",0.2282077519024,1,-0.38289963308921
"ENSG00000019582","CD74",0.000380195143649439,"0.100875007956155","2.599862022875","0.948098957812438","0.11207483665818",0.2282077519024,1,2.135292050078
"ENSG00000137168","PPIL1",0.000313052961608111,"2.00759986738905","2.73741222871437","1.1150233284599","2.74006583349979",0.2282077519024,1,-0.899106619857308
"ENSG00000197461","PDGFA",0.000556519437652552,"3.01124911012102","1.75618791687329","2.94457092433357","0.92887463900857",0.2282077519024,1,1.15374460130497
"ENSG00000233932","CTXN2",0.000462747425880255,"3.57871490408575","3.00170348629516","2.71153359201452","2.45724349466213",0.2282077519024,1,0.0984741848870168
"ENSG00000167962","ZNF598",0.000523157598077999,"3.19127024871244","2.23297857650699","2.22407921263498","0.768315555298633",0.2282077519024,1,1.0628977438732
"ENSG00000104979","C19orf53",0.000419473686270695,"3.00363484026694","2.76953073591973","9.93765192148512","14.3478330776533",0.2282077519024,1,-0.367268158201429
"ENSG00000105258","POLR2I",0.000505783188147746,"2.95004915846534","2.88894533783721","9.10629686549968","14.569188863453",0.2282077519024,1,-0.469942809497414
"ENSG00000187051","RPS19BP1",0.000289762402438362,"2.83453899723791","2.69554882261089","9.51931123167674","13.5844509300002",0.2282077519024,1,-0.355603328117294
"ENSG00000147669","POLR2K",0.000633308347402007,"3.04778761461256","2.88752097309651","12.714138155154","16.7842577861088",0.244419768664975,1,-0.277726795739812
"ENSG00000240891","PLCXD2",0.000686274210295086,"3.68722571214686","4.12181872930136","5.13502527968143","2.54625587047826",0.250146949652559,1,0.701460772288231
"ENSG00000164405","UQCRQ",0.000786018771292916,"2.75994224893415","2.62954776431784","8.79212660023964","15.3590609437651",0.26847662252287,1,-0.557848972898035
"ENSG00000121417","ZNF211",0.000818401531848407,"3.32992048092078","2.51100817010952","1.86304739663062","0.733707133354239",0.26847662252287,1,0.931858863190831
"ENSG00000162843","WDR64",0.000883827937811563,"4.91262921948821","5.31663603732825","7.61209172781482","2.47929544228157",0.27184068155262,1,1.12176357582382
"ENSG00000226479","TMEM185B",0.00112113368914027,"3.00981501819462","3.07737281694417","1.84147955860871","0.785109371902137",0.27184068155262,1,0.852501600079828
"ENSG00000124614","RPS10",0.000961992080308684,"2.9723037654378","2.76423621110026","11.2736655258032","17.5364392117314",0.27184068155262,1,-0.441811435270611
"ENSG00000112695","COX7A2",0.000976483501772233,"2.92840691667709","2.80345020531173","15.0866545024474","27.6946497050005",0.27184068155262,1,-0.607428697845559
"ENSG00000128609","NDUFA5",0.00104565086340371,"2.88882042031098","2.81912460622827","29.5255825572799","40.0907280633968",0.27184068155262,1,-0.3058879943408
"ENSG00000090266","NDUFB2",0.00112818815078154,"2.87100749785881","2.64607346001712","15.0336470302385","25.4191762418946",0.27184068155262,1,-0.525213034951957
"ENSG00000229117","RPL41",0.00124298436923923,"2.81524964551187","2.80985002752308","77.3675481349396","111.136647242047",0.27184068155262,1,-0.362193082485512
"ENSG00000175061","SNHG29",0.00101244241534031,"3.09511780637772","2.95822342678742","15.3040860966352","21.2828605427212",0.27184068155262,1,-0.329782221557005
"ENSG00000127540","UQCR11",0.0012282463434734,"2.97841487722462","2.80834274937385","17.6616282196008","28.575090172243",0.27184068155262,1,-0.481140976218731
"ENSG00000184076","UQCR10",0.00124124818670991,"3.0749561719096","2.89221225051707","23.2612919364346","36.1928677929111",0.27184068155262,1,-0.442071388308062
"ENSG00000162711","NLRP3",0.00133375463532396,"0.685094531092132","3.34974595685486","0.873710471960618","0.125940435345622",0.279777937786152,1,1.93693999316994
"ENSG00000135617","PRADC1",0.00142269455344822,"2.8060110201063","2.84795147483079","2.05969832257736","4.08950618933672",0.279777937786152,1,-0.685864699935503
"ENSG00000172428","COPS9",0.00150126303339535,"2.86637605213724","2.82199863031846","33.3368200166173","47.6318163007583",0.279777937786152,1,-0.356838455282663
"ENSG00000177556","ATOX1",0.00150793600926266,"2.78664807908037","2.76222434436514","9.68188314816062","15.6091083738318",0.279777937786152,1,-0.477598191519824
"ENSG00000257698","GIHCG",0.00153513271761949,"3.17713486069215","2.82261725334946","1.0864837741574","3.53812947211194",0.279777937786152,1,-1.18065160323058
