"TF_NAME","Pscan_TERM","MATRIX_ID","Z_SCORE","P_VALUE","SAMPLE_AVERAGE","BACKGROUND_AVERAGE","SAMPLE_DEVSTD","SAMPLE_SIZE","In_original_list","FDR","cycling_in_CTL_BHQ","cycling_in_AD_BHQ","DR_AR1_BHQ","DR_AR1_mthd2_BHQ","DR_logAmpRatio","diff_mesor","edgeR_DE_BHQ","diff_mesor_BHQ"
"RELA","RELA","MA0107.1","1.5567",0.0589636,0.831061,0.826197,0.0564136,295,"False",0.38670858852459,0.316465272781695,0.858330496127523,NA,NA,NA,0.435719451263477,0.77821031152388,0.435719451263477
"NFKB1","NFKB1","MA0105.4","1.55424",0.0594187,0.727049,0.722064,0.051702,295,"False",0.38670858852459,1.32526612606581e-06,4.00762710655951e-06,NA,NA,NA,0.000115027406030369,0.0168182834819852,0.000115027406030369
"NFKB2","NFKB2","MA0778.1","1.54904",0.059993,0.760813,0.755761,0.0543741,295,"False",0.387271886178862,NA,NA,NA,NA,NA,NA,NA,NA
"HES5","HES5","MA0821.1","1.48706",0.0678355,0.752847,0.748255,0.0490796,295,"False",0.4318127712,NA,NA,NA,NA,NA,NA,NA,NA
"GLIS3","GLIS3","MA0737.1","1.48601",0.0679806,0.746274,0.742723,0.037751,295,"False",0.4318127712,0.00113076176103921,0.0990147522308275,NA,NA,NA,0.00843655978975234,0.170323349455618,0.00843655978975234
"TCF12","TCF12","MA1648.1","1.47314",0.0697008,0.876361,0.871576,0.0509707,295,"False",0.439225676190476,2.79902146123809e-12,0.0739681105237214,0.116954792736043,0.117888843892195,-0.860530098897144,3.23544717402457e-06,0.00410320279775937,3.23544717402457e-06
"Atf1","Atf1","MA0604.1","1.45866",0.0713192,0.844075,0.839285,0.0636473,295,"False",0.445885392125984,5.9742164859843e-07,1.16775240718079e-05,0.65991239379855,0.661082812336543,0.285320519749345,0.0102641499516712,0.404057918177016,0.0102641499516712
"HES7","HES7","MA0822.1","1.42993",0.0756798,0.734969,0.730391,0.0506624,295,"False",0.467266537984496,NA,NA,NA,NA,NA,NA,NA,NA
"NFIB","NFIB","MA1643.1","1.42783",0.0759161,0.715593,0.711735,0.0447324,295,"False",0.467266537984496,0.053428458199218,0.112809332865001,NA,NA,NA,0.00739295557626464,0.100014517732003,0.00739295557626464
"ZBTB12","ZBTB12","MA1649.1","1.40539",0.0790666,0.845066,0.840757,0.0545439,295,"False",0.482914464615385,NA,NA,NA,NA,NA,NA,NA,NA
"EBF3","EBF3","MA1637.1","1.396",0.0806139,0.804273,0.799623,0.0541096,295,"False",0.488606386259542,NA,NA,NA,NA,NA,NA,NA,NA
"RXRG","RXRG","MA1556.1","1.37712",0.0832715,0.763816,0.760278,0.0472815,295,"False",0.500890689393939,0.0395239915283539,0.0128048965374803,0.814314479916059,0.813849267481223,0.453972313574165,0.0749442733218121,0.182611734768356,0.0749442733218121
"RREB1","RREB1","MA0073.1","1.34881",0.0878719,0.79927,0.795519,0.0469011,295,"False",0.524588636090226,NA,NA,NA,NA,NA,NA,NA,NA
"Znf281","Znf281","MA1630.1","1.33094",0.0909347,0.824482,0.819408,0.0575805,295,"False",0.538822028358209,0.587137396195582,0.244259840558605,NA,NA,NA,0.784717812709589,0.64818497221539,0.784717812709589
"MTF1","MTF1","MA0863.1","1.31381",0.0937287,0.731985,0.728912,0.0366105,295,"False",0.551263613333333,NA,NA,NA,NA,NA,NA,NA,NA
"NFIC","NFIC","MA1527.1","1.27355",0.100628,0.747083,0.743314,0.0475844,295,"True",0.583450905109489,6.3523107465988e-09,1.22453231421673e-09,0.218152121388129,0.219580423746946,0.523380605246357,0.0232544941854471,0.523753198781806,0.0232544941854471
"CEBPB","CEBPB","MA0466.2","1.27182",0.100671,0.815358,0.811598,0.0549398,295,"False",0.583450905109489,3.59052450381653e-06,8.04513275494258e-05,0.896874382866601,0.896993246149158,0.0602683694043098,0.0263991432945905,0.293824280641756,0.0263991432945905
"XBP1","XBP1","MA0844.1","1.24197",0.106137,0.757323,0.754141,0.0459074,295,"False",0.610672304347826,1.33486826411049e-12,1.21843141259669e-10,0.81913064341924,0.819017255921375,0.0527234351059098,2.53995180385837e-05,0.00252645425989178,2.53995180385837e-05
"ZBED1","ZBED1","MA0749.1","1.21412",0.11133,0.703845,0.700738,0.0463897,295,"True",0.635942589928058,0.239401141128395,0.0933487363721544,0.270211112837619,0.2703561607753,0.655501603491035,0.513704163324767,0.425912131217035,0.513704163324767
"CREB3","CREB3","MA0638.1","1.17509",0.118945,0.763472,0.760337,0.0483147,295,"False",0.669018924137931,5.45979393466241e-06,0.000337225825875713,0.997721109956083,0.997485546894885,-0.0104583215646815,0.0136105509309793,0.201241788735542,0.0136105509309793
"GLI3","GLI3","MA1491.1","1.16952",0.120321,0.785708,0.782675,0.0406163,295,"False",0.669018924137931,2.69033080290231e-06,0.00173614989101563,0.80815213913201,0.807772677971579,0.115575982018272,0.000440466591032826,0.00731545434989457,0.000440466591032826
"CREB3L4","CREB3L4","MA1475.1","1.16709",0.120377,0.783853,0.780213,0.0610125,295,"False",0.669018924137931,NA,NA,NA,NA,NA,NA,NA,NA
"CREB3L1","CREB3L1","MA0839.1","1.16373",0.121239,0.740119,0.73715,0.0459709,295,"False",0.669018924137931,NA,NA,NA,NA,NA,NA,NA,NA
"Arnt","Arnt","MA0004.1","1.15902",0.122107,0.865757,0.86117,0.0743021,295,"False",0.669018924137931,0.0174937797992605,0.116806791524892,NA,NA,NA,0.652439793633765,0.744383070556009,0.652439793633765
"Ebf2","Ebf2","MA1604.1","1.16006",0.122176,0.803231,0.799487,0.052407,295,"False",0.669018924137931,NA,NA,NA,NA,NA,NA,NA,NA
"TCF3","TCF3","MA0522.3","1.15373",0.123508,0.875435,0.871721,0.0510277,295,"False",0.669898340136054,0.503882104741733,0.547187389709418,NA,NA,NA,0.728503548244294,0.423032320687182,0.728503548244294
"CEBPE","CEBPE","MA0837.1","1.14984",0.124024,0.822986,0.819648,0.0535199,295,"False",0.669898340136054,NA,NA,NA,NA,NA,NA,NA,NA
"E2F3","E2F3","MA0469.3","1.1089",0.132736,0.696132,0.69333,0.0445977,295,"False",0.712110702702703,1.4999515945196e-05,1.17473406944892e-06,0.337387901876841,0.338404887695003,0.466033556357607,0.811462319587237,0.844428903712221,0.811462319587237
"NHLH1","NHLH1","MA0048.2","1.10276",0.134282,0.832378,0.828809,0.0504888,295,"False",0.715569852348993,NA,NA,NA,NA,NA,NA,NA,NA
"TFEC","TFEC","MA0871.2","1.08599",0.137702,0.799232,0.79543,0.0628362,295,"False",0.728902586666667,NA,NA,NA,NA,NA,NA,NA,NA
"ELF5","ELF5","MA0136.2","1.04966",0.145829,0.867158,0.864397,0.0486556,295,"False",0.766809443708609,NA,NA,NA,NA,NA,NA,NA,NA
"NFYC","NFYC","MA1644.1","1.03675",0.148839,0.821611,0.817713,0.0687994,295,"False",0.777487934210526,8.75764117179246e-06,0.117687433091877,NA,NA,NA,0.568302564047709,0.774288703643399,0.568302564047709
"ZBTB6","ZBTB6","MA1581.1","0.964851",0.166416,0.828995,0.826086,0.0500283,295,"False",0.863622901960784,1.83098131187282e-07,0.000120975188511793,0.815459603392206,0.814873557520255,0.159862629846357,0.0828138588525227,0.187231212146549,0.0828138588525227
"GLI2","GLI2","MA0734.2","0.948019",0.170759,0.767193,0.764694,0.0414479,295,"False",0.880406792207792,NA,NA,NA,NA,NA,NA,NA,NA
"OTX1","OTX1","MA0711.1","0.933971",0.17426,0.86178,0.858537,0.0578864,295,"False",0.892660903225806,NA,NA,NA,NA,NA,NA,NA,NA
"RFX7","RFX7","MA1554.1","0.919525",0.178029,0.886469,0.884452,0.0362382,295,"False",0.906121961538462,4.75428112184119e-16,8.69397897961777e-09,0.987787918336598,0.987147288608958,-0.0398052936003031,0.00633310070347821,0.182611734768356,0.00633310070347821
"TCF4","TCF4","MA0830.2","0.905334",0.181912,0.841797,0.838917,0.04797,295,"False",0.919988076433121,3.39495475495189e-10,4.44452075126362e-06,0.642612736584311,0.643784942052899,-0.0975693214872631,0.00152396825101363,0.0349135910955244,0.00152396825101363
"Lhx8","Lhx8","MA0705.1","0.891542",0.185297,0.866671,0.863363,0.0662017,295,"False",0.931176063291139,NA,NA,NA,NA,NA,NA,NA,NA
"SOX18","SOX18","MA1563.1","0.868526",0.191581,0.921134,0.919466,0.0335177,295,"False",0.956424782608696,NA,NA,NA,NA,NA,NA,NA,NA
"MAFA","MAFA","MA1521.1","0.861935",0.193339,0.76251,0.760444,0.0429505,295,"False",0.956424782608696,NA,NA,NA,NA,NA,NA,NA,NA
"REL","REL","MA0101.1","0.859701",0.193935,0.871966,0.869717,0.0473172,295,"False",0.956424782608696,0.896972540245189,0.505396308115061,NA,NA,NA,0.973806278358158,0.842363278575441,0.973806278358158
"PAX9","PAX9","MA0781.1","0.833249",0.201472,0.724368,0.722568,0.03608,295,"False",0.987253754601227,NA,NA,NA,NA,NA,NA,NA,NA
"Zic2","Zic2","MA1629.1","0.829476",0.202673,0.807321,0.804892,0.045008,295,"False",0.987253754601227,NA,NA,NA,NA,NA,NA,NA,NA
"PAX1","PAX1","MA0779.1","0.807691",0.208769,0.750098,0.74848,0.03335,295,"False",1,NA,NA,NA,NA,NA,NA,NA,NA
"ASCL1","ASCL1","MA1631.1","0.806264",0.209269,0.842915,0.840361,0.0499556,295,"False",1,3.79158266465995e-16,1.28597073573147e-06,0.743650901305923,0.745412809009136,-0.221093040977133,0.036971372786309,0.156808695364,0.036971372786309
"PBX3","PBX3","MA1114.1","0.744712",0.227294,0.759473,0.757345,0.0500689,295,"False",1,3.22816210426973e-07,6.51489672993758e-06,0.668454257691109,0.669012533982407,0.338232604459552,0.0221725538942105,0.143852060939715,0.0221725538942105
"RELB","RELB","MA1117.1","0.741723",0.228261,0.826607,0.824403,0.0503546,295,"False",1,NA,NA,NA,NA,NA,NA,NA,NA
"GCM1","GCM1","MA0646.1","0.737032",0.229788,0.806556,0.804757,0.0388805,295,"False",1,NA,NA,NA,NA,NA,NA,NA,NA
"MSANTD3","MSANTD3","MA1523.1","0.703352",0.240002,0.850118,0.848171,0.0488154,295,"False",1,0.000169375086092843,0.138280313094501,NA,NA,NA,0.814722094132666,0.511928729472447,0.814722094132666
"ARNT2","ARNT2","MA1464.1","0.678684",0.247797,0.806358,0.803892,0.0631206,295,"False",1,0.00354610784125982,1.38599278767853e-05,NA,NA,NA,0.670408312825888,0.208167241223543,0.670408312825888
"PKNOX1","PKNOX1","MA0782.2","0.669725",0.250572,0.772279,0.770201,0.0562778,295,"False",1,7.26032986208397e-07,0.000301620882883158,0.784338650926553,0.784902579956349,0.000898244036310868,0.96011307586765,0.282232274290468,0.96011307586765
"OVOL2","OVOL2","MA1545.1","0.636855",0.261215,0.788621,0.786856,0.0496251,295,"False",1,NA,NA,NA,NA,NA,NA,NA,NA
"Arntl","Arntl","MA0603.1","0.574607",0.281953,0.819459,0.817467,0.0616001,295,"False",1,0.694379640861019,0.000823368228762307,NA,NA,NA,0.214997476352131,0.841664983265933,0.214997476352131
"NR1I2","NR1I2","MA1533.1","0.571029",0.283301,0.786561,0.785427,0.0323051,295,"False",1,NA,NA,NA,NA,NA,NA,NA,NA
"Bach1","Bach1::Mafk","MA0591.1","0.569782",0.283654,0.767973,0.76653,0.043265,295,"False",1,4.40432186755558e-22,3.16894407084567e-09,0.473774976683574,0.47566537304659,-0.297831441211631,0.128194605276988,0.433301648824744,0.128194605276988
"Mafk","Bach1::Mafk","MA0591.1","0.569782",0.283654,0.767973,0.76653,0.043265,295,"False",1,1.98798132360433e-05,0.121120058769009,0.560525784570717,0.561534407478836,-0.308866349742546,0.703630311199723,0.685542612857607,0.703630311199723
"BARHL1","BARHL1","MA0877.2","0.552705",0.289502,0.885675,0.884044,0.0500061,295,"False",1,NA,NA,NA,NA,NA,NA,NA,NA
"RXRB","RXRB","MA1555.1","0.524878",0.298947,0.76504,0.763751,0.0466826,295,"False",1,0.0917194716343676,0.100541672203834,NA,NA,NA,0.0692280171240881,0.116332915417401,0.0692280171240881
"TBX3","TBX3","MA1566.1","0.508209",0.30501,0.883065,0.881918,0.0369866,295,"False",1,NA,NA,NA,NA,NA,NA,NA,NA
"PROX1","PROX1","MA0794.1","0.479551",0.315032,0.760108,0.758873,0.0462916,295,"False",1,1.53592239867728e-07,0.000654979877494897,0.96738090388599,0.966183194578511,0.00126151599292175,0.647471390952648,0.94678650675931,0.647471390952648
"RAX2","RAX2","MA0717.1","0.427198",0.333992,0.860941,0.859182,0.071211,295,"False",1,NA,NA,NA,NA,NA,NA,NA,NA
"GCM2","GCM2","MA0767.1","0.424853",0.334925,0.836277,0.835222,0.0402504,295,"False",1,NA,NA,NA,NA,NA,NA,NA,NA
"GBX1","GBX1","MA0889.1","0.420821",0.336275,0.818929,0.817305,0.0693571,295,"False",1,NA,NA,NA,NA,NA,NA,NA,NA
"Alx1","Alx1","MA0854.1","0.396403",0.345275,0.744516,0.743078,0.0648942,295,"False",1,NA,NA,NA,NA,NA,NA,NA,NA
"EBF1","EBF1","MA0154.4","0.395215",0.345814,0.783294,0.782074,0.050624,295,"False",1,NA,NA,NA,NA,NA,NA,NA,NA
"REST","REST","MA0138.2","0.37348",0.353844,0.691104,0.690243,0.0396109,295,"False",1,NA,NA,NA,NA,NA,NA,NA,NA
"ZEB1","ZEB1","MA0103.3","0.372967",0.354088,0.874966,0.87369,0.0558787,295,"False",1,1.79698331262843e-09,6.45979674897398e-06,0.602421351824945,0.603618847845221,0.116195760464834,0.0216071761095987,0.144116064137094,0.0216071761095987
"Creb3l2","Creb3l2","MA0608.1","0.372216",0.354276,0.832313,0.831136,0.0562643,295,"False",1,0.0158723034126972,0.206091571611561,NA,0.882434270648127,NA,0.898829011622573,0.705887891545886,0.898829011622573
"OSR1","OSR1","MA1542.1","0.363151",0.357758,0.834755,0.833809,0.0426098,295,"False",1,NA,NA,NA,NA,NA,NA,NA,NA
"UNCX","UNCX","MA0721.1","0.362966",0.357766,0.856817,0.855265,0.0741577,295,"False",1,NA,NA,NA,NA,NA,NA,NA,NA
"ZSCAN4","ZSCAN4","MA1155.1","0.357636",0.35975,0.731888,0.730937,0.0468281,295,"False",1,NA,NA,NA,NA,NA,NA,NA,NA
"Alx4","Alx4","MA0853.1","0.340694",0.366086,0.74207,0.74091,0.0624826,295,"False",1,NA,NA,NA,NA,NA,NA,NA,NA
"ARGFX","ARGFX","MA1463.1","0.335948",0.367939,0.776676,0.775068,0.083336,295,"False",1,NA,NA,NA,NA,NA,NA,NA,NA
"GSC2","GSC2","MA0891.1","0.313137",0.376613,0.851136,0.85018,0.0526025,295,"False",1,NA,NA,NA,NA,NA,NA,NA,NA
"BHLHE40","BHLHE40","MA0464.2","0.311283",0.377335,0.810826,0.809721,0.0601828,295,"False",1,0.669000201118665,0.742857268372954,NA,NA,NA,0.454747857318843,0.690151744369153,0.454747857318843
"HAND2","HAND2","MA1638.1","0.305445",0.379546,0.864992,0.863946,0.0592044,295,"False",1,NA,NA,NA,NA,NA,NA,NA,NA
"Znf423","Znf423","MA0116.1","0.301076",0.381278,0.826988,0.826226,0.0407508,295,"False",1,0.655724731489992,0.420509944874368,NA,NA,NA,0.887644667905436,0.887143412338443,0.887644667905436
"LBX2","LBX2","MA0699.1","0.287251",0.386475,0.847617,0.846595,0.0644088,295,"False",1,NA,NA,NA,NA,NA,NA,NA,NA
"MZF1","MZF1","MA0056.2","0.282766",0.388271,0.820182,0.819369,0.048027,295,"False",1,3.19730234362617e-07,0.309330485981304,0.233837622423147,0.235339862494739,-0.844672610786633,0.254434911662061,0.224199455645028,0.254434911662061
"DRGX","DRGX","MA1481.1","0.280265",0.389202,0.860372,0.859175,0.07407,295,"False",1,NA,NA,NA,NA,NA,NA,NA,NA
"HESX1","HESX1","MA0894.1","0.277925",0.390066,0.828082,0.826882,0.0780396,295,"False",1,NA,NA,NA,NA,NA,NA,NA,NA
"LHX6","LHX6","MA0658.1","0.271226",0.392651,0.808209,0.80722,0.0658295,295,"False",1,0.0527600063336199,0.00423704459116543,0.58757938504532,0.588861979371961,0.703303580429354,0.802689997198939,1,0.802689997198939
"ETV2","ETV2","MA0762.1","0.269784",0.393215,0.805891,0.805106,0.0520923,295,"False",1,NA,NA,NA,NA,NA,NA,NA,NA
"RAX","RAX","MA0718.1","0.263443",0.395673,0.838233,0.837121,0.0749923,295,"False",1,NA,NA,NA,NA,NA,NA,NA,NA
"TLX2","TLX2","MA1577.1","0.257439",0.398024,0.843448,0.842124,0.0885644,295,"False",1,NA,NA,NA,NA,NA,NA,NA,NA
"TP73","TP73","MA0861.1","0.254006",0.399325,0.743155,0.74256,0.0418193,295,"False",1,NA,NA,NA,NA,NA,NA,NA,NA
"ZSCAN29","ZSCAN29","MA1602.1","0.246794",0.402135,0.785083,0.784442,0.0457314,295,"False",1,0.679582845430388,0.665206009667339,NA,NA,NA,0.896394098685314,0.632310236549938,0.896394098685314
"NFIC","NFIC::TLX1","MA0119.1","0.243797",0.403376,0.739483,0.738771,0.0462709,295,"True",1,6.3523107465988e-09,1.22453231421673e-09,0.218152121388129,0.219580423746946,0.523380605246357,0.0232544941854471,0.523753198781806,0.0232544941854471
"TLX1","NFIC::TLX1","MA0119.1","0.243797",0.403376,0.739483,0.738771,0.0462709,295,"False",1,NA,NA,NA,NA,NA,NA,NA,NA
"E2F8","E2F8","MA0865.1","0.243102",0.403585,0.733261,0.732586,0.0479687,295,"False",1,NA,NA,NA,NA,NA,NA,NA,NA
"NFIX","NFIX","MA0671.1","0.230158",0.408675,0.930734,0.93025,0.0337574,295,"False",1,0.00349890485800597,0.0807929562479081,NA,NA,NA,0.00212255099815035,0.00936829406664611,0.00212255099815035
"PAX4","PAX4","MA0068.2","0.189798",0.424437,0.816351,0.81558,0.069861,295,"False",1,NA,NA,NA,NA,NA,NA,NA,NA
"SMAD5","SMAD5","MA1557.1","0.181995",0.427533,0.782207,0.781728,0.0433875,295,"False",1,0.000149032333776356,0.00095632629399809,NA,0.770977531467997,NA,0.397172952216047,0.62473337061323,0.397172952216047
"PRRX1","PRRX1","MA0716.1","0.160929",0.435821,0.850796,0.850064,0.0785419,295,"False",1,0.351713744389378,0.158625711635081,NA,NA,NA,0.962655784281998,0.792330856526787,0.962655784281998
"TBX18","TBX18","MA1565.1","0.144677",0.442256,0.815842,0.815464,0.0449217,295,"False",1,NA,NA,NA,NA,NA,NA,NA,NA
"MIXL1","MIXL1","MA0662.1","0.117511",0.453038,0.858329,0.85787,0.06795,295,"False",1,NA,NA,NA,NA,NA,NA,NA,NA
"GBX2","GBX2","MA0890.1","0.101165",0.459541,0.831994,0.831573,0.0734536,295,"False",1,NA,NA,NA,NA,NA,NA,NA,NA
"EN2","EN2","MA0642.1","0.0981228",0.460739,0.864626,0.86434,0.0538907,295,"False",1,NA,NA,NA,NA,NA,NA,NA,NA
"Spz1","Spz1","MA0111.1","0.0802794",0.467881,0.866679,0.866532,0.0313408,295,"False",1,NA,NA,NA,NA,NA,NA,NA,NA
"IRF5","IRF5","MA1420.1","0.0762166",0.469488,0.746736,0.74655,0.0443134,295,"False",1,NA,NA,NA,NA,NA,NA,NA,NA
"MAX","MAX","MA0058.3","0.0718292",0.471237,0.823804,0.823549,0.0656706,295,"False",1,3.3880737270915e-07,0.0516050647101421,0.415007841632972,0.416317096203809,-0.737430374128988,0.684850696471875,0.748818357339388,0.684850696471875
"MAX","MAX::MYC","MA0059.1","0.0688515",0.472443,0.797831,0.797632,0.0502062,295,"False",1,3.3880737270915e-07,0.0516050647101421,0.415007841632972,0.416317096203809,-0.737430374128988,0.684850696471875,0.748818357339388,0.684850696471875
"MYC","MAX::MYC","MA0059.1","0.0688515",0.472443,0.797831,0.797632,0.0502062,295,"False",1,NA,NA,NA,NA,NA,NA,NA,NA
"MYBL2","MYBL2","MA0777.1","0.058694",0.476498,0.711987,0.71184,0.0446287,295,"False",1,NA,NA,NA,NA,NA,NA,NA,NA
"Ascl2","Ascl2","MA0816.1","0.0565027",0.477388,0.837563,0.83739,0.0507552,295,"False",1,NA,NA,NA,NA,NA,NA,NA,NA
"ASCL1","ASCL1","MA1100.2","0.0438385",0.482457,0.874925,0.874797,0.0462513,295,"False",1,3.79158266465995e-16,1.28597073573147e-06,0.743650901305923,0.745412809009136,-0.221093040977133,0.036971372786309,0.156808695364,0.036971372786309
"ESX1","ESX1","MA0644.1","0.03736",0.485036,0.844366,0.844224,0.0674294,295,"False",1,NA,NA,NA,NA,NA,NA,NA,NA
"ZNF341","ZNF341","MA1655.1","0.0297189",0.488104,0.822179,0.822091,0.0476653,295,"False",1,0.0843975679557361,0.291867688417526,NA,NA,NA,0.869502613195606,0.543603028005603,0.869502613195606
"ALX3","ALX3","MA0634.1","0.0193418",0.492256,0.832676,0.8326,0.0655355,295,"False",1,NA,NA,NA,NA,NA,NA,NA,NA
"MSX2","MSX2","MA0708.1","0.00826211",0.496691,0.839419,0.839384,0.0727264,295,"False",1,NA,NA,NA,NA,NA,NA,NA,NA
"ZFP42","ZFP42","MA1651.1","0.00782186",0.496866,0.733023,0.732999,0.0539588,295,"False",1,NA,NA,NA,NA,NA,NA,NA,NA
"ELF1","ELF1","MA0473.3","-0.0111903",0.504482,0.807126,0.80716,0.0527789,295,"False",1,0.614585429976922,0.949404139237116,NA,NA,NA,0.658742593458731,0.781952476166463,0.658742593458731
"ETV4","ETV4","MA0764.2","-0.0314943",0.51261,0.883652,0.883767,0.0611594,295,"False",1,1.43756812512e-11,1.6421022264683e-05,0.725535957651591,0.726925694984276,-0.183217000907516,0.0723551511719946,0.195774334360405,0.0723551511719946
"NR2F1","NR2F1","MA1538.1","-0.0371213",0.51486,0.736643,0.736735,0.0409874,295,"False",1,5.0177386185504e-05,6.18123333230923e-05,0.479015588816396,0.481125180661059,0.315331805315562,0.806733688274543,0.883657240569642,0.806733688274543
"Msx3","Msx3","MA0709.1","-0.039107",0.515658,0.845067,0.845244,0.0769563,295,"False",1,NA,NA,NA,NA,NA,NA,NA,NA
"MNT","MNT","MA0825.1","-0.0396206",0.515874,0.834895,0.83503,0.062531,295,"False",1,0.111237042478379,0.0321321526844429,0.679008224708813,0.679372112688405,0.695300161812896,0.115317917569863,0.155605586567154,0.115317917569863
"STAT1","STAT1","MA0137.3","-0.0397634",0.515926,0.825582,0.82571,0.0571019,295,"False",1,8.07179666707381e-08,0.0149718236688827,0.354654999729914,0.355162873682796,-0.582159657657805,0.0177634567296093,0.0150952150122767,0.0177634567296093
"VENTX","VENTX","MA0724.1","-0.0441235",0.517666,0.821273,0.821439,0.0641149,295,"False",1,NA,NA,NA,NA,NA,NA,NA,NA
"ZNF16","ZNF16","MA1654.1","-0.0586221",0.523454,0.700226,0.700343,0.0318917,295,"False",1,0.201702727962293,0.28546741139018,NA,NA,NA,0.901145206047967,0.980528949474632,0.901145206047967
"CEBPD","CEBPD","MA0836.2","-0.0604637",0.524205,0.776587,0.776794,0.0594777,295,"False",1,0.10110278929104,0.316887461151997,NA,NA,NA,0.494139213549341,0.493316185961682,0.494139213549341
"NR2F6","NR2F6","MA1539.1","-0.0732125",0.529288,0.721863,0.722049,0.0418072,295,"False",1,7.83800112096831e-09,0.00260951776783122,0.38991214616334,0.391118562557093,-0.140495677843034,0.104761165026884,0.275348645125863,0.104761165026884
"GSC","GSC","MA0648.1","-0.0817723",0.532712,0.832751,0.833033,0.0585167,295,"False",1,NA,NA,NA,NA,NA,NA,NA,NA
"SHOX","SHOX","MA0630.1","-0.0821582",0.532875,0.857217,0.857587,0.0792048,295,"False",1,NA,NA,NA,NA,NA,NA,NA,NA
"MGA","MGA","MA0801.1","-0.0865332",0.534631,0.856468,0.856725,0.0538153,295,"False",1,0.00984206072700095,0.0524448838150645,NA,NA,NA,0.670517219578413,0.24069694744422,0.670517219578413
"Shox2","Shox2","MA0720.1","-0.0882614",0.535313,0.850993,0.85139,0.0795775,295,"False",1,NA,NA,NA,NA,NA,NA,NA,NA
"NKX2-2","NKX2-2","MA1645.1","-0.120963",0.54832,0.812675,0.813013,0.0467657,295,"False",1,NA,NA,NA,NA,NA,NA,NA,NA
"mix-a","mix-a","MA0621.1","-0.124145",0.549591,0.761456,0.762142,0.0938749,295,"False",1,NA,NA,NA,NA,NA,NA,NA,NA
"JUNB","JUNB","MA1140.2","-0.12776",0.551093,0.718656,0.719098,0.0678788,295,"False",1,0.675190526055226,0.351601298971008,NA,NA,NA,0.938704374647668,0.961898088388136,0.938704374647668
"Hmx1","Hmx1","MA0896.1","-0.131627",0.552572,0.757838,0.758219,0.0502816,295,"False",1,NA,NA,NA,NA,NA,NA,NA,NA
"PRRX2","PRRX2","MA0075.3","-0.149055",0.559483,0.812775,0.8135,0.0844289,295,"False",1,NA,NA,NA,NA,NA,NA,NA,NA
"MAF","MAF","MA1520.1","-0.156414",0.562403,0.750279,0.750653,0.0420025,295,"False",1,0.00204212447842691,2.58971752415128e-05,0.553540862799807,0.555616487114691,0.45898969912123,0.211174055846973,0.505810931242317,0.211174055846973
"Mlxip","Mlxip","MA0622.1","-0.183351",0.573083,0.823112,0.823892,0.0801943,295,"False",1,0.01567056010237,0.0412464270132939,NA,NA,NA,0.919820957818775,0.584368247130429,0.919820957818775
"EN1","EN1","MA0027.2","-0.188115",0.574907,0.864935,0.86567,0.0680083,295,"False",1,NA,NA,NA,NA,NA,NA,NA,NA
"TFE3","TFE3","MA0831.2","-0.199891",0.579563,0.851612,0.852278,0.0603727,295,"False",1,0.00448441506441203,0.233903059540924,NA,NA,NA,0.260251566412858,0.261297092948775,0.260251566412858
"HIC2","HIC2","MA0738.1","-0.203718",0.581069,0.904393,0.90489,0.044471,295,"False",1,9.33214846221444e-05,0.11659855629915,0.840484325773452,0.840964409261311,-0.333227838316178,0.871365484873495,0.75351602324408,0.871365484873495
"HES6","HES6","MA1493.1","-0.218988",0.587008,0.800653,0.801229,0.045156,295,"False",1,0.000189974688730165,0.0826307194566592,0.931446194475021,0.930657186789934,-0.20113066192432,0.921809044363485,0.975783629037729,0.921809044363485
"MSX1","MSX1","MA0666.1","-0.226366",0.589897,0.860573,0.861427,0.0653179,295,"False",1,NA,NA,NA,NA,NA,NA,NA,NA
"Dmbx1","Dmbx1","MA0883.1","-0.227624",0.590378,0.784032,0.784689,0.0493106,295,"False",1,NA,NA,NA,NA,NA,NA,NA,NA
"MYOG","MYOG","MA0500.2","-0.254767",0.600874,0.826821,0.827764,0.05813,295,"False",1,NA,NA,NA,NA,NA,NA,NA,NA
"LMX1A","LMX1A","MA0702.2","-0.257709",0.602087,0.796201,0.797493,0.0870064,295,"False",1,NA,NA,NA,NA,NA,NA,NA,NA
"ISX","ISX","MA0654.1","-0.261751",0.603678,0.840197,0.841417,0.0834549,295,"False",1,NA,NA,NA,NA,NA,NA,NA,NA
"PPARG","PPARG","MA0066.1","-0.261712",0.603703,0.740444,0.740964,0.0371495,295,"False",1,1.62112938045234e-05,0.0949383941699264,0.782312287524077,0.78284877905673,-0.366402862715901,0.00614568995147202,0.102248737488678,0.00614568995147202
"ZNF528","ZNF528","MA1597.1","-0.276885",0.609501,0.705735,0.70641,0.0425404,295,"False",1,0.0512609492978142,0.0265342499187497,0.685063739815002,0.685414161886053,0.579779770845307,0.600071979407585,0.161428117953508,0.600071979407585
"BHLHE41","BHLHE41","MA0636.1","-0.285412",0.612718,0.774589,0.775543,0.0539135,295,"False",1,5.30306451292405e-10,0.0022397771615651,0.605175147219752,0.606225733753681,-0.4256828106044,0.0395055375912522,0.170885971903098,0.0395055375912522
"ATOH1","ATOH1","MA1467.1","-0.287116",0.61344,0.829225,0.83003,0.0490112,295,"False",1,NA,NA,NA,NA,NA,NA,NA,NA
