"TF_NAME","Pscan_TERM","MATRIX_ID","Z_SCORE","P_VALUE","SAMPLE_AVERAGE","BACKGROUND_AVERAGE","SAMPLE_DEVSTD","SAMPLE_SIZE","In_original_list","FDR","cycling_in_CTL_BHQ","cycling_in_AD_BHQ","DR_AR1_BHQ","DR_AR1_mthd2_BHQ","DR_logAmpRatio","diff_mesor","edgeR_DE_BHQ","diff_mesor_BHQ","cycling_PRTN_CTL_BHQ","cycling_PRTN_AD_BHQ","DR_PRTN_BHQ","DM_PRTN_BHQ"
"TFEB","TFEB","MA0692.1","4.48745",2.9856e-06,0.832306,0.821723,0.0604581,528,"False",2.23638339622642e-05,0.00156723814897942,0.0385875525233122,0.880354343599455,0.880771143360916,-0.215674637439368,0.317299706015958,0.642770330445658,0.317299706015958,NA,NA,NA,NA
"ZBTB7B","ZBTB7B","MA0694.1","4.47298",3.36207e-06,0.805564,0.796231,0.045914,528,"False",2.49484446728972e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ZNF148","ZNF148","MA1653.1","4.42327",4.46401e-06,0.865783,0.850645,0.0600615,528,"False",3.28187401851852e-05,2.44981491718035e-09,0.053941903498311,NA,NA,NA,0.0698440925145701,0.653738983977228,0.0698440925145701,0.720492130913634,0.832563051062031,NA,0.599376764820855
"Klf1","Klf1","MA0493.1","4.4019",4.81404e-06,0.875482,0.865753,0.0439366,528,"False",3.50674106422018e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KLF10","KLF10","MA1511.1","4.36645",5.66586e-06,0.872035,0.861439,0.0485913,528,"False",4.08972076363636e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CREM","CREM","MA0609.2","4.33884",5.86822e-06,0.738324,0.727025,0.0708532,528,"False",4.19762763963964e-05,0.0014716026769734,0.0984595810516735,NA,NA,NA,0.529559804063605,0.188452966581522,0.529559804063605,NA,NA,NA,NA
"KLF4","KLF4","MA0039.4","4.27986",8.49255e-06,0.892508,0.879556,0.0582383,528,"False",6.02061133928571e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ZFP42","ZFP42","MA1651.1","4.21245",1.05436e-05,0.742668,0.732999,0.0611946,528,"False",7.40851185840708e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MTF1","MTF1","MA0863.1","4.21927",1.08546e-05,0.736313,0.728912,0.038371,528,"False",7.56013368421053e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ZSCAN29","ZSCAN29","MA1602.1","4.2075",1.10323e-05,0.792641,0.784442,0.0485786,528,"False",7.61708365217391e-05,0.679582845430388,0.665206009667339,NA,NA,NA,0.896394098685314,0.632310236549938,0.896394098685314,NA,NA,NA,NA
"IRF6","IRF6","MA1509.1","4.20135",1.13726e-05,0.801228,0.792275,0.052666,528,"False",7.78434862068966e-05,NA,NA,NA,NA,NA,NA,NA,NA,0.656765055536744,0.472806747856337,NA,0.905801989985427
"HES7","HES7","MA0822.1","4.19638",1.22913e-05,0.740453,0.730391,0.0475034,528,"False",8.34127538461538e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GABPA","GABPA","MA0062.3","4.17704",1.29057e-05,0.815726,0.806282,0.0525863,528,"False",8.68400491525424e-05,1.26881335758408e-05,0.0913072832345154,NA,NA,NA,0.442443951279141,0.694600735560215,0.442443951279141,0.667650152408214,0.970360144370485,NA,0.397645161368152
"MAZ","MAZ","MA1522.1","4.17121",1.39227e-05,0.891823,0.877914,0.0616164,528,"False",9.28959983193277e-05,0.0980598580763489,0.378813150782559,NA,NA,NA,0.468938457619758,0.4359137964672,0.468938457619758,NA,NA,NA,NA
"GLIS3","GLIS3","MA0737.1","4.16244",1.40551e-05,0.750178,0.742723,0.0383896,528,"False",9.29979116666667e-05,0.00113076176103921,0.0990147522308275,NA,NA,NA,0.00843655978975234,0.170323349455618,0.00843655978975234,NA,NA,NA,NA
"ATF3","ATF3","MA0605.2","4.11283",1.63793e-05,0.749109,0.737623,0.0752952,528,"False",0.000107480695867769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ZIC1","ZIC1","MA0696.1","4.06007",2.21384e-05,0.78287,0.774242,0.0443617,528,"False",0.000144081062295082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ZNF740","ZNF740","MA0753.2","4.04678",2.37675e-05,0.81515,0.803708,0.0549947,528,"False",0.000153425975609756,0.0968876275054715,0.730481077452253,NA,NA,NA,0.548268878590269,0.542212727547952,0.548268878590269,NA,NA,NA,NA
"KLF13","KLF13","MA0657.1","3.98643",3.00567e-05,0.746934,0.739248,0.0423112,528,"False",0.000192459837096774,0.480951922188092,0.402985200935648,NA,NA,NA,0.803034632545519,0.850080875160929,0.803034632545519,NA,NA,NA,NA
"PLAG1","PLAG1","MA0163.1","3.90162",4.37077e-05,0.809134,0.800424,0.0451025,528,"False",0.0002776313104,0.000145962360983419,0.216194480544597,0.445070220157088,0.446880309697702,-0.292216041701491,0.488992218027619,0.409479431732321,0.488992218027619,NA,NA,NA,NA
"MAX","MAX::MYC","MA0059.1","3.8839",4.5636e-05,0.80607,0.797632,0.0508676,528,"False",0.000285314834645669,3.3880737270915e-07,0.0516050647101421,0.415007841632972,0.416317096203809,-0.737430374128988,0.684850696471875,0.748818357339388,0.684850696471875,0.660937547589121,0.475304663521133,NA,0.419322524637367
"MYC","MAX::MYC","MA0059.1","3.8839",4.5636e-05,0.80607,0.797632,0.0508676,528,"False",0.000285314834645669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ETV1","ETV1","MA0761.2","3.86651",4.93781e-05,0.822387,0.813569,0.0519517,528,"True",0.0003062985265625,3.13843026593813e-11,0.000216034424740588,0.249978143657395,0.251643762874359,-0.0818117583013739,0.725560571430702,0.995735344542885,0.725560571430702,NA,NA,NA,NA
"ZNF682","ZNF682","MA1599.1","3.83193",5.85565e-05,0.775691,0.766683,0.04643,528,"False",0.000360417527131783,0.555883102535779,0.759378967239156,NA,NA,NA,0.7832203763163,0.57005578236662,0.7832203763163,NA,NA,NA,NA
"KLF17","KLF17","MA1514.1","3.81351",6.25249e-05,0.791004,0.782544,0.0463844,528,"False",0.000381882850769231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NHLH2","NHLH2","MA1529.1","3.78091",7.08655e-05,0.744309,0.736319,0.0460242,528,"False",0.000427227339393939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ZBTB7C","ZBTB7C","MA0695.1","3.77812",7.10252e-05,0.829516,0.822194,0.0441037,528,"False",0.000427227339393939,0.000146387311627334,0.0615306436003341,0.841730009710151,0.842052380969885,-0.111113598555839,0.114819001187304,0.5207126601296,0.114819001187304,NA,NA,NA,NA
"FOSL1","FOSL1::JUN","MA1129.1","3.74026",8.0446e-05,0.775055,0.765238,0.0673477,528,"False",0.000476672567164179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JUN","FOSL1::JUN","MA1129.1","3.74026",8.0446e-05,0.775055,0.765238,0.0673477,528,"False",0.000476672567164179,8.243298215986e-07,0.034828872650036,0.694164762928851,0.694682526526075,-0.303755421619273,0.0244249520408038,0.287869680210983,0.0244249520408038,NA,NA,NA,NA
"NFYA","NFYA","MA0060.3","3.67451",0.000106433,0.829094,0.818924,0.066527,528,"False",0.000625983718518519,0.775043217150689,0.678386797817695,NA,NA,NA,0.609052322024312,0.289852380605596,0.609052322024312,NA,NA,NA,NA
"TFAP2B","TFAP2B","MA0811.1","3.63716",0.000129079,0.865242,0.857551,0.0392238,528,"False",0.000753593573529412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ATF7","ATF7","MA0834.1","3.61816",0.000130337,0.737307,0.727749,0.068922,528,"False",0.000753695869565217,1.42935485121592e-07,0.000178705957551815,0.602301477944029,0.603589821901222,0.107713300067256,0.0486211119826962,0.299346349362899,0.0486211119826962,NA,NA,NA,NA
"NFYB","NFYB","MA0502.2","3.62206",0.000130995,0.812335,0.803189,0.0605562,528,"False",0.000753695869565217,1.75633598383374e-05,0.203297302239033,0.488317555508378,0.490328599411045,-0.889141432686776,0.683186410497695,0.420344016712901,0.683186410497695,0.813933918962299,0.689620709287861,NA,0.696290405960868
"FOSB","FOSB::JUNB","MA1136.1","3.57137",0.000156914,0.789244,0.780211,0.0652844,528,"False",0.000889926542857143,NA,NA,NA,NA,NA,NA,NA,NA,0.847372963419524,0.411341869507962,NA,0.822827959564133
"JUNB","FOSB::JUNB","MA1136.1","3.57137",0.000156914,0.789244,0.780211,0.0652844,528,"False",0.000889926542857143,0.675190526055226,0.351601298971008,NA,NA,NA,0.938704374647668,0.961898088388136,0.938704374647668,NA,NA,NA,NA
"RFX7","RFX7","MA1554.1","3.56726",0.00016403,0.890319,0.884452,0.0373122,528,"False",0.000919328985915493,4.75428112184119e-16,8.69397897961777e-09,0.987787918336598,0.987147288608958,-0.0398052936003031,0.00633310070347821,0.182611734768356,0.00633310070347821,NA,NA,NA,NA
"JDP2","JDP2","MA0656.1","3.55766",0.000164414,0.748136,0.738511,0.0716139,528,"False",0.000919328985915493,0.0115949704476004,0.378784087245361,NA,NA,NA,0.766617243445059,0.850080875160929,0.766617243445059,NA,NA,NA,NA
"HES5","HES5","MA0821.1","3.54968",0.0001789,0.756466,0.748255,0.0469403,528,"False",0.000993332867132867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FOSL1","FOSL1::JUND","MA1143.1","3.52958",0.000184317,0.818075,0.80978,0.0607864,528,"False",0.00100929446896552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JUND","FOSL1::JUND","MA1143.1","3.52958",0.000184317,0.818075,0.80978,0.0607864,528,"False",0.00100929446896552,0.105116966589457,0.0261799615490139,0.667368639048203,0.668247069610718,0.724600956797381,0.939359027733481,0.961870328545092,0.939359027733481,0.0702013129310858,0.191449865455824,0.358392089182732,0.940993839305649
"ELF3","ELF3","MA0640.2","3.52697",0.000191948,0.827826,0.820002,0.0497202,528,"False",0.0010438815890411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OSR1","OSR1","MA1542.1","3.49563",0.000217851,0.840635,0.833809,0.0419869,528,"False",0.00117669179591837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NFKB2","NFKB2","MA0778.1","3.48282",0.000227038,0.764277,0.755761,0.0548214,528,"False",0.00121802818918919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OVOL2","OVOL2","MA1545.1","3.46509",0.000240351,0.794057,0.786856,0.0491377,528,"False",0.00128079660402685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ZNF449","ZNF449","MA1656.1","3.39058",0.000322948,0.808384,0.800995,0.0466634,528,"False",0.00170947141333333,0.000232062846987522,0.0110711342233109,0.918229745742718,0.917827920553407,0.0511103553881532,0.907660351308991,0.870752974153176,0.907660351308991,NA,NA,NA,NA
"TFAP2C","TFAP2C","MA0524.2","3.36869",0.000356608,0.860746,0.853662,0.0391699,528,"False",0.00187514405298013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ZNF135","ZNF135","MA1587.1","3.29439",0.000454522,0.793239,0.785202,0.0552971,528,"False",0.00237427939473684,4.83295979234228e-08,0.000390708730525244,0.324643644253904,0.32577731887921,0.312909894701788,0.91593241932755,0.535246587661357,0.91593241932755,NA,NA,NA,NA
"FOSL2","FOSL2::JUND","MA1145.1","3.27932",0.000467297,0.764666,0.756443,0.0653456,528,"False",0.00240931050649351,0.261376706033256,0.248725718329522,NA,NA,NA,0.970493389204502,0.701508261376025,0.970493389204502,NA,NA,NA,NA
"JUND","FOSL2::JUND","MA1145.1","3.27932",0.000467297,0.764666,0.756443,0.0653456,528,"False",0.00240931050649351,0.105116966589457,0.0261799615490139,0.667368639048203,0.668247069610718,0.724600956797381,0.939359027733481,0.961870328545092,0.939359027733481,0.0702013129310858,0.191449865455824,0.358392089182732,0.940993839305649
"FOSB","FOSB::JUN","MA1127.1","3.23515",0.000547712,0.762204,0.753617,0.0690184,528,"False",0.00278771364102564,NA,NA,NA,NA,NA,NA,NA,NA,0.847372963419524,0.411341869507962,NA,0.822827959564133
"JUN","FOSB::JUN","MA1127.1","3.23515",0.000547712,0.762204,0.753617,0.0690184,528,"False",0.00278771364102564,8.243298215986e-07,0.034828872650036,0.694164762928851,0.694682526526075,-0.303755421619273,0.0244249520408038,0.287869680210983,0.0244249520408038,NA,NA,NA,NA
"TFAP2A","TFAP2A","MA0003.4","3.18066",0.000691313,0.826537,0.81862,0.0504036,528,"False",0.00349619440764331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRF5","IRF5","MA1420.1","3.16031",0.000728466,0.752321,0.74655,0.0422028,528,"False",0.00366077217721519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Creb5","Creb5","MA0840.1","3.10568",0.00086398,0.764882,0.756349,0.0705144,528,"False",0.00431446616352201,0.0795366954827995,0.896597822729986,0.643085230294129,NA,-1.26782812785518,0.0459051989238392,0.0630219064864964,0.0459051989238392,NA,NA,NA,NA
"NFYC","NFYC","MA1644.1","3.09462",0.000908564,0.826438,0.817713,0.0674733,528,"False",0.00450874885,8.75764117179246e-06,0.117687433091877,NA,NA,NA,0.568302564047709,0.774288703643399,0.568302564047709,0.952164790392463,0.918547219404385,NA,0.745821975550354
"ZNF263","ZNF263","MA0528.2","3.02741",0.00116949,0.864975,0.856546,0.0551436,528,"False",0.00576754695652174,0.119039055427212,0.30278161607353,NA,NA,NA,0.653602788471038,0.612004028071349,0.653602788471038,NA,NA,NA,NA
"XBP1","XBP1","MA0844.1","3.00842",0.0012229,0.759919,0.754141,0.0442055,528,"False",0.00599371975308642,1.33486826411049e-12,1.21843141259669e-10,0.81913064341924,0.819017255921375,0.0527234351059098,2.53995180385837e-05,0.00252645425989178,2.53995180385837e-05,NA,NA,NA,NA
"IRF8","IRF8","MA0652.1","2.97902",0.00134765,0.722468,0.716154,0.0489537,528,"False",0.0065646263803681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLAGL2","PLAGL2","MA1548.1","2.91429",0.00170998,0.855244,0.846444,0.0548105,528,"False",0.0082788056097561,NA,NA,NA,NA,NA,NA,0.463531546009391,NA,NA,NA,NA,NA
"Znf423","Znf423","MA0116.1","2.87146",0.00193353,0.83167,0.826226,0.0401073,528,"False",0.00930438072727273,0.655724731489992,0.420509944874368,NA,NA,NA,0.887644667905436,0.887143412338443,0.887644667905436,NA,NA,NA,NA
"CREB3L1","CREB3L1","MA0839.1","2.8643",0.0019664,0.742625,0.73715,0.0425767,528,"False",0.00940555180722892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E2F3","E2F3","MA0469.3","2.76866",0.00264917,0.698575,0.69333,0.0434053,528,"False",0.0125954549700599,1.4999515945196e-05,1.17473406944892e-06,0.337387901876841,0.338404887695003,0.466033556357607,0.811462319587237,0.844428903712221,0.811462319587237,NA,NA,NA,NA
"KLF9","KLF9","MA1107.2","2.75478",0.00280927,0.801789,0.794726,0.0505894,528,"False",0.0132771451190476,0.0253061073771051,0.358562756734065,NA,NA,NA,0.350657424031714,0.422347409921093,0.350657424031714,NA,NA,NA,NA
"FOSL2","FOSL2::JUN","MA1131.1","2.71125",0.00311158,0.784634,0.777587,0.0671643,528,"False",0.0145329089411765,0.261376706033256,0.248725718329522,NA,NA,NA,0.970493389204502,0.701508261376025,0.970493389204502,NA,NA,NA,NA
"JUN","FOSL2::JUN","MA1131.1","2.71125",0.00311158,0.784634,0.777587,0.0671643,528,"False",0.0145329089411765,8.243298215986e-07,0.034828872650036,0.694164762928851,0.694682526526075,-0.303755421619273,0.0244249520408038,0.287869680210983,0.0244249520408038,NA,NA,NA,NA
"VEZF1","VEZF1","MA1578.1","2.69212",0.00340376,0.87466,0.867548,0.0518634,528,"False",0.0158045932163743,0.0140586242885703,0.0421450138653392,0.87384771260217,0.874393877899727,0.367979095164418,0.366708516332676,0.46165522933884,0.366708516332676,NA,NA,NA,NA
"JUN","JUN::JUNB","MA1133.1","2.6458",0.00379148,0.776948,0.770415,0.0642716,528,"False",0.0174013590751445,8.243298215986e-07,0.034828872650036,0.694164762928851,0.694682526526075,-0.303755421619273,0.0244249520408038,0.287869680210983,0.0244249520408038,NA,NA,NA,NA
"JUNB","JUN::JUNB","MA1133.1","2.6458",0.00379148,0.776948,0.770415,0.0642716,528,"False",0.0174013590751445,0.675190526055226,0.351601298971008,NA,NA,NA,0.938704374647668,0.961898088388136,0.938704374647668,NA,NA,NA,NA
"Wt1","Wt1","MA1627.1","2.60705",0.0043975,0.835906,0.828844,0.0518387,528,"False",0.0200667528735632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NFKB1","NFKB1","MA0105.4","2.5955",0.00449278,0.728306,0.722064,0.0531184,528,"False",0.0203843846857143,1.32526612606581e-06,4.00762710655951e-06,NA,NA,NA,0.000115027406030369,0.0168182834819852,0.000115027406030369,0.523118531057797,0.919703624975877,NA,0.748844156377275
"Pax2","Pax2","MA0067.1","2.54435",0.00519187,0.930846,0.926513,0.0394187,528,"False",0.0234224135227273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FOSL2","FOSL2::JUNB","MA1139.1","2.51877",0.00551666,0.755487,0.74857,0.0710849,528,"False",0.0246080226966292,0.261376706033256,0.248725718329522,NA,NA,NA,0.970493389204502,0.701508261376025,0.970493389204502,NA,NA,NA,NA
"JUNB","FOSL2::JUNB","MA1139.1","2.51877",0.00551666,0.755487,0.74857,0.0710849,528,"False",0.0246080226966292,0.675190526055226,0.351601298971008,NA,NA,NA,0.938704374647668,0.961898088388136,0.938704374647668,NA,NA,NA,NA
"ATF6","ATF6","MA1466.1","2.50758",0.00580607,0.740677,0.735722,0.0431373,528,"False",0.0257542993296089,5.47741182731884e-06,0.14029541483375,NA,NA,NA,0.846407300257457,0.928787360696086,0.846407300257457,NA,NA,NA,NA
"GCM2","GCM2","MA0767.1","2.50056",0.00594896,0.839875,0.835222,0.0386909,528,"False",0.0262415235555556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPIB","SPIB","MA0081.2","2.47797",0.00624954,0.783054,0.777921,0.0502899,528,"False",0.0274151091712707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPIC","SPIC","MA0687.1","2.44044",0.00700052,0.808615,0.803793,0.0445857,528,"False",0.0305407301098901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRF4","IRF4","MA1419.1","2.42832",0.00723418,0.705623,0.700638,0.0468536,528,"False",0.0313758593478261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HES6","HES6","MA1493.1","2.42728",0.00727098,0.806015,0.801229,0.0439661,528,"False",0.0313758593478261,0.000189974688730165,0.0826307194566592,0.931446194475021,0.930657186789934,-0.20113066192432,0.921809044363485,0.975783629037729,0.921809044363485,NA,NA,NA,NA
"ZKSCAN5","ZKSCAN5","MA1652.1","2.41926",0.00737396,0.82685,0.821351,0.055123,528,"False",0.0316482391351351,0.295331786908979,0.00592668115038846,0.361688097381747,0.362905106780193,1.09042455012363,0.484306763894514,0.901459321829965,0.484306763894514,NA,NA,NA,NA
"NR5A1","NR5A1","MA1540.1","2.36665",0.00855006,0.85049,0.845569,0.0491734,528,"False",0.0364986432258064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GLI2","GLI2","MA0734.2","2.33397",0.00939644,0.769308,0.764694,0.0440355,528,"False",0.0398971837433155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FERD3L","FERD3L","MA1485.1","2.31537",0.00986129,0.774852,0.770135,0.046372,528,"False",0.0416482141489362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zic1","Zic1::Zic2","MA1628.1","2.18213",0.0140807,0.874732,0.869542,0.049783,528,"False",0.0588425042105263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zic2","Zic1::Zic2","MA1628.1","2.18213",0.0140807,0.874732,0.869542,0.049783,528,"False",0.0588425042105263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GCM1","GCM1","MA0646.1","2.16024",0.0148989,0.808708,0.804757,0.0379138,528,"False",0.0619357413612565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GLI3","GLI3","MA1491.1","2.14962",0.0152547,0.786855,0.782675,0.0423884,528,"False",0.063084540625,2.69033080290231e-06,0.00173614989101563,0.80815213913201,0.807772677971579,0.115575982018272,0.000440466591032826,0.00731545434989457,0.000440466591032826,NA,NA,NA,NA
"Plagl1","Plagl1","MA1615.1","2.05979",0.0192042,0.831433,0.825969,0.0520118,528,"False",0.0790058797927461,0.00222497960109377,0.00256330808393796,0.366239923260334,0.36805733692327,0.476358653359398,0.574059391728259,0.323317315338056,0.574059391728259,NA,NA,NA,NA
"TCF12","TCF12","MA1648.1","2.04818",0.0197752,0.876557,0.871576,0.0468006,528,"False",0.080935612371134,2.79902146123809e-12,0.0739681105237214,0.116954792736043,0.117888843892195,-0.860530098897144,3.23544717402457e-06,0.00410320279775937,3.23544717402457e-06,NA,NA,NA,NA
"RXRG","RXRG","MA1556.1","2.00458",0.0218974,0.764132,0.760278,0.0395846,528,"False",0.089161721025641,0.0395239915283539,0.0128048965374803,0.814314479916059,0.813849267481223,0.453972313574165,0.0749442733218121,0.182611734768356,0.0749442733218121,NA,NA,NA,NA
"MITF","MITF","MA0620.3","1.89782",0.0277855,0.755875,0.751349,0.0605331,528,"False",0.11255962755102,0.000142085705473803,0.149799263896066,0.471951568173403,0.473943716682802,-0.441734395526844,0.000625291867612905,0.019888034351978,0.000625291867612905,NA,NA,NA,NA
"SMAD5","SMAD5","MA1557.1","1.89841",0.0279715,0.785477,0.781728,0.044566,528,"False",0.112737923857868,0.000149032333776356,0.00095632629399809,NA,0.770977531467997,NA,0.397172952216047,0.62473337061323,0.397172952216047,0.803897461509383,0.88419765785745,NA,0.939363979738092
"TCF3","TCF3","MA0522.3","1.83854",0.0323365,0.876151,0.871721,0.0458369,528,"False",0.129672631313131,0.503882104741733,0.547187389709418,NA,NA,NA,0.728503548244294,0.423032320687182,0.728503548244294,NA,NA,NA,NA
"MZF1","MZF1","MA0057.1","1.81109",0.0342096,0.913037,0.909997,0.0358306,528,"False",0.136494584924623,3.19730234362617e-07,0.309330485981304,0.233837622423147,0.235339862494739,-0.844672610786633,0.254434911662061,0.224199455645028,0.254434911662061,NA,NA,NA,NA
"ZBTB6","ZBTB6","MA1581.1","1.78111",0.0365822,0.830109,0.826086,0.0476387,528,"False",0.145231334,1.83098131187282e-07,0.000120975188511793,0.815459603392206,0.814873557520255,0.159862629846357,0.0828138588525227,0.187231212146549,0.0828138588525227,NA,NA,NA,NA
"ZNF143","ZNF143","MA0088.2","1.75445",0.0382322,0.74976,0.746474,0.0502535,528,"False",0.151026700497512,0.0511374169130731,0.377210929835357,NA,NA,NA,0.213228761129389,0.344795836359772,0.213228761129389,NA,NA,NA,NA
"MYBL1","MYBL1","MA0776.1","1.71149",0.0423599,0.746398,0.74297,0.0464478,528,"False",0.166503765346535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Npas2","Npas2","MA0626.1","1.69777",0.0436391,0.844741,0.840522,0.0572041,528,"False",0.170686923152709,1.72502955719853e-05,0.015547354246931,NA,NA,NA,0.615235191624403,0.764764733182462,0.615235191624403,NA,NA,NA,NA
"IRF9","IRF9","MA0653.1","1.6725",0.0460773,0.693146,0.68948,0.0497397,528,"False",0.179340079411765,0.0536109304618979,0.229646252852583,0.676672836998804,0.676974162351561,-0.138500313780989,0.238554128085192,0.0665418591362636,0.238554128085192,0.982503199555317,0.534919203109195,NA,0.96489878365434
"MSANTD3","MSANTD3","MA1523.1","1.63518",0.0497811,0.851564,0.848171,0.0479373,528,"False",0.192810699512195,0.000169375086092843,0.138280313094501,NA,NA,NA,0.814722094132666,0.511928729472447,0.814722094132666,NA,NA,NA,NA
"Znf281","Znf281","MA1630.1","1.63335",0.0502097,0.824075,0.819408,0.0592182,528,"False",0.19352670776699,0.587137396195582,0.244259840558605,NA,NA,NA,0.784717812709589,0.64818497221539,0.784717812709589,NA,NA,NA,NA
"FOS","FOS::JUN","MA1126.1","1.61902",0.0512056,0.752184,0.74861,0.0562681,528,"False",0.195467530769231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JUN","FOS::JUN","MA1126.1","1.61902",0.0512056,0.752184,0.74861,0.0562681,528,"False",0.195467530769231,8.243298215986e-07,0.034828872650036,0.694164762928851,0.694682526526075,-0.303755421619273,0.0244249520408038,0.287869680210983,0.0244249520408038,NA,NA,NA,NA
"ZNF341","ZNF341","MA1655.1","1.61136",0.0525171,0.825664,0.822091,0.0464997,528,"False",0.199514724401914,0.0843975679557361,0.291867688417526,NA,NA,NA,0.869502613195606,0.543603028005603,0.869502613195606,NA,NA,NA,NA
"PROX1","PROX1","MA0794.1","1.56762",0.0572539,0.761898,0.758873,0.0432402,528,"False",0.21647426952381,1.53592239867728e-07,0.000654979877494897,0.96738090388599,0.966183194578511,0.00126151599292175,0.647471390952648,0.94678650675931,0.647471390952648,NA,NA,NA,NA
"ETV4","ETV4","MA0764.2","1.53605",0.0610139,0.887972,0.883767,0.060891,528,"False",0.22959732985782,1.43756812512e-11,1.6421022264683e-05,0.725535957651591,0.726925694984276,-0.183217000907516,0.0723551511719946,0.195774334360405,0.0723551511719946,NA,NA,NA,NA
"REST","REST","MA0138.2","1.51488",0.0635372,0.692861,0.690243,0.0398027,528,"False",0.237964796226415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smad4","Smad4","MA1153.1","1.48699",0.0671964,0.859641,0.855839,0.0570903,528,"False",0.250487988732394,2.6143173958053e-06,0.000415163766704799,NA,NA,NA,0.987751854577839,0.881859982037229,0.987751854577839,0.000136563971243083,0.497430855397399,0.319833398128021,0.00157033366263951
"NR2C2","NR2C2","MA0504.1","1.44078",0.0735794,0.826144,0.823751,0.0354561,528,"False",0.273000203738318,0.402056473031875,0.277010757371613,NA,NA,NA,0.114398968750216,0.431767702098037,0.114398968750216,0.791453766976742,0.832682418542537,NA,0.811558803946183
"NR1I2","NR1I2","MA1533.1","1.4128",0.0774034,0.787531,0.785427,0.0339983,528,"False",0.28585255627907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RARB","RARB","MA1552.1","1.36786",0.0843488,0.757001,0.754601,0.0377337,528,"False",0.310059940740741,0.22503778140359,0.0991450997362806,NA,NA,NA,0.308105979004078,0.713732404528281,0.308105979004078,NA,NA,NA,NA
"THRB","THRB","MA1575.1","1.35685",0.0859409,0.741511,0.739063,0.0407034,528,"False",0.314456564976959,0.0212607867330875,0.54816952053287,NA,NA,NA,0.484306763894514,0.886270496976538,0.484306763894514,NA,NA,NA,NA
"REL","REL","MA0101.1","1.34249",0.0882967,0.872347,0.869717,0.0432379,528,"False",0.321594402752294,0.896972540245189,0.505396308115061,NA,NA,NA,0.973806278358158,0.842363278575441,0.973806278358158,0.855909714634138,0.825188804646378,NA,0.64721327574003
"PAX9","PAX9","MA0781.1","1.26501",0.10147,0.724617,0.722568,0.0355074,528,"False",0.367886666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
