"TF_NAME","Pscan_TERM","MATRIX_ID","Z_SCORE","P_VALUE","SAMPLE_AVERAGE","BACKGROUND_AVERAGE","SAMPLE_DEVSTD","SAMPLE_SIZE","In_original_list","FDR","cycling_in_CTL_BHQ","cycling_in_AD_BHQ","DR_AR1_BHQ","DR_AR1_mthd2_BHQ","DR_logAmpRatio","diff_mesor_BHQ","edgeR_DE_BHQ","cycling_PRTN_CTL_BHQ","cycling_PRTN_AD_BHQ","DR_PRTN_BHQ","DM_PRTN_BHQ"
"ELK1","ELK1","MA0028.2","13.0064",1.15035e-40,0.827552,0.805366,0.0689761,1296,"False",9.133779e-38,0.0041690652570815,0.00425795957755273,0.536946345710963,0.535252845654692,0.573834639981018,0.870088888845472,0.898464179674233,NA,NA,NA,NA
"KLF15","KLF15","MA1513.1","12.5841",1.64074e-37,0.895446,0.860109,0.0862552,1296,"False",6.5137378e-35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NRF1","NRF1","MA0506.1","12.4773",4.36829e-37,0.869098,0.844252,0.0667824,1296,"False",1.15614075333333e-34,3.00037733708396e-05,0.121783865573205,NA,NA,NA,0.399691895689708,0.951789520255054,NA,NA,NA,NA
"ZBTB7A","ZBTB7A","MA0750.2","12.4158",6.2175e-37,0.850314,0.829929,0.0597426,1296,"False",1.23417375e-34,3.50348140210382e-08,1.67362124743937e-06,0.434763680098521,0.43329768539502,0.478695492727338,0.011953665651392,0.403348069965854,0.184114186503812,0.898898033394353,NA,0.787845757961382
"ELK4","ELK4","MA0076.2","12.2483",4.01993e-36,0.872,0.852902,0.0595044,1296,"False",6.38364884e-34,0.38501207651341,0.193038616195455,NA,NA,NA,0.752539042631744,0.638636448532551,NA,NA,NA,NA
"ELK3","ELK3","MA0759.1","12.1691",7.93432e-36,0.846552,0.827514,0.0627742,1296,"False",1.04997501333333e-33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ZBTB33","ZBTB33","MA0527.1","12.1832",1.51456e-35,0.791369,0.772676,0.0537383,1296,"False",1.71794377142857e-33,0.0356772039060901,0.00719014055445673,0.560702183863406,0.559492936043709,0.749728461118118,0.287103336454833,0.19554222026195,NA,NA,NA,NA
"ZBTB14","ZBTB14","MA1650.1","11.6705",1.57382e-32,0.844589,0.820331,0.0633181,1296,"False",1.56201635e-30,0.000651080514941902,0.592639913260179,0.572134418613209,0.570205455051864,-0.841825990974275,0.589298160696364,0.592907261783362,NA,NA,NA,NA
"FLI1","FLI1","MA0475.2","11.5394",2.23363e-32,0.846782,0.82927,0.0600147,1296,"False",1.97055802222222e-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HINFP","HINFP","MA0131.2","11.5759",4.0738e-32,0.837762,0.819262,0.0511606,1296,"False",3.2345972e-30,0.0073480530726374,0.75873785669812,NA,NA,NA,0.00101801379391762,0.000829199852099876,NA,NA,NA,NA
