"TF_NAME","Pscan_TERM","MATRIX_ID","Z_SCORE","P_VALUE","SAMPLE_AVERAGE","BACKGROUND_AVERAGE","SAMPLE_DEVSTD","SAMPLE_SIZE","In_original_list","FDR","cycling_in_CTL_BHQ","cycling_in_AD_BHQ","DR_AR1_BHQ","DR_AR1_mthd2_BHQ","DR_logAmpRatio","diff_mesor","edgeR_DE_BHQ","diff_mesor_BHQ","cycling_PRTN_CTL_BHQ","cycling_PRTN_AD_BHQ","DR_PRTN_BHQ","DM_PRTN_BHQ"
"ETV5","ETV5","MA0765.2","11.8843",2.02303e-33,0.8817,0.853063,0.0615263,532,"False",1.46025983636364e-31,1.55710763469331e-65,3.92862471590314e-30,0.566279651364164,0.567394843946028,-0.0991789326619443,0.522678906783712,0.403126347872561,0.522678906783712,NA,NA,NA,NA
"ETV3","ETV3","MA0763.1","11.3006",1.71471e-30,0.859701,0.835857,0.0581921,532,"False",1.13456645e-28,0.00250706931348498,0.00184111286956937,0.799273361705527,0.799619672407888,0.369060773288238,0.371919648238596,0.329456421841823,0.371919648238596,NA,NA,NA,NA
"ETV6","ETV6","MA0645.1","11.2428",4.07252e-30,0.877682,0.851358,0.0596985,532,"False",2.48736990769231e-28,0.00254558615242309,0.11529977794899,NA,NA,NA,0.0985824253984127,0.459487113852795,0.0985824253984127,NA,NA,NA,NA
"ELF2","ELF2","MA1483.1","11.0007",5.9978e-29,0.815194,0.790052,0.0601418,532,"False",3.37754366666667e-27,3.67868709383811e-12,0.000550557409944469,NA,NA,NA,0.5868245754344,0.908071014187523,0.5868245754344,NA,NA,NA,NA
"YY2","YY2","MA0748.2","11.0166",6.38075e-29,0.851922,0.821895,0.0638845,532,"False",3.37754366666667e-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ELF4","ELF4","MA0641.1","10.517",1.2666e-26,0.804302,0.779983,0.060673,532,"False",6.2855025e-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ETV2","ETV2","MA0762.1","10.1924",4.3323e-25,0.827277,0.805106,0.0548409,532,"False",2.02343894117647e-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gmeb1","Gmeb1","MA0615.1","9.98945",4.91529e-24,0.836267,0.817285,0.0379917,532,"False",2.16818903333333e-22,0.0242344839257439,0.07399055695837,0.743146246056045,0.745067477059806,0.393481609330756,0.253536387034573,0.409823938626197,0.253536387034573,NA,NA,NA,NA
"ZBTB33","ZBTB33","MA0527.1","9.94807",6.22294e-24,0.796275,0.772676,0.0548741,532,"False",2.60053387368421e-22,0.0393061091653766,0.00595092762497336,0.568551551213686,0.570581068380403,0.725928074085639,0.253906250737912,0.360091955411573,0.253906250737912,NA,NA,NA,NA
"HINFP","HINFP","MA0131.2","9.7485",5.66965e-23,0.843368,0.819262,0.048595,532,"False",2.25085105e-21,0.00552671008612972,0.786868709464686,NA,NA,NA,0.000184101194557793,0.00141924431989144,0.000184101194557793,NA,NA,NA,NA
"NRF1","NRF1","MA0506.1","9.50984",5.53984e-22,0.873533,0.844252,0.0645709,532,"False",2.09458712380952e-20,3.27021819603819e-06,0.151681117684159,NA,NA,NA,0.291124951068865,0.910530018183984,0.291124951068865,NA,NA,NA,NA
"Atf1","Atf1","MA0604.1","9.31744",2.75166e-21,0.862154,0.839285,0.0624297,532,"False",9.93099109090909e-20,5.9742164859843e-07,1.16775240718079e-05,0.65991239379855,0.661082812336543,0.285320519749345,0.0102641499516712,0.404057918177016,0.0102641499516712,NA,NA,NA,NA
"E2F1","E2F1","MA0024.3","8.89214",1.78159e-19,0.787862,0.7698,0.0444837,532,"False",6.15035852173913e-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E2F2","E2F2","MA0864.2","8.85204",2.52397e-19,0.772533,0.755513,0.0427652,532,"False",8.35013408333333e-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TCFL5","TCFL5","MA0632.2","8.78822",5.2322e-19,0.861149,0.835763,0.0542635,532,"False",1.66174672e-17,0.503071333960818,0.946498457928511,NA,NA,NA,0.773359736245657,0.57996203594556,0.773359736245657,NA,NA,NA,NA
"E2F4","E2F4","MA0470.2","8.73621",7.1324e-19,0.764443,0.747338,0.0438134,532,"False",2.17812523076923e-17,0.0117361814400315,0.0144022076630948,0.421846293035785,0.423099506217322,0.313543270381471,0.362763337930231,0.474596970455689,0.362763337930231,NA,NA,NA,NA
"HES1","HES1","MA1099.2","8.62744",2.12365e-18,0.877123,0.85239,0.056078,532,"False",6.24510407407407e-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TFDP1","TFDP1","MA1122.1","8.55221",4.30841e-18,0.874278,0.849665,0.0528323,532,"False",1.22174197857143e-16,0.0467095530159475,0.613466894354662,NA,NA,NA,0.261502758518537,0.0998171693916154,0.261502758518537,NA,NA,NA,NA
"KLF15","KLF15","MA1513.1","8.20195",8.89274e-17,0.895748,0.860109,0.0764281,532,"False",2.43477088275862e-15,NA,NA,NA,NA,NA,NA,0.946483405777615,NA,NA,NA,NA,NA
"CREB3L4","CREB3L4","MA1475.1","8.1414",1.01534e-16,0.799208,0.780213,0.0623498,532,"False",2.68726653333333e-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ELF5","ELF5","MA0136.2","8.14279",1.10321e-16,0.880408,0.864397,0.0486567,532,"False",2.82564109677419e-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ZBTB14","ZBTB14","MA1650.1","8.17058",1.16654e-16,0.846613,0.820331,0.055704,532,"False",2.894477375e-15,7.75786510956457e-05,0.55090117228194,0.560525784570717,0.561534407478836,-0.888922123687766,0.736621036426304,0.612394195387746,0.736621036426304,NA,NA,NA,NA
"ARNT","ARNT::HIF1A","MA0259.1","8.05863",2.67062e-16,0.911691,0.890666,0.0529813,532,"False",6.23668317647059e-15,0.0174937797992605,0.116806791524892,NA,NA,NA,0.652439793633765,0.744383070556009,0.652439793633765,NA,NA,NA,NA
"HIF1A","ARNT::HIF1A","MA0259.1","8.05863",2.67062e-16,0.911691,0.890666,0.0529813,532,"False",6.23668317647059e-15,0.000302344691196479,0.00121092221392744,0.61652393386657,0.617317541563475,0.423643696333801,0.484306763894514,0.564965483098805,0.484306763894514,NA,NA,NA,NA
"HIF1A","HIF1A","MA1106.1","8.01622",3.50486e-16,0.854631,0.833935,0.0577145,532,"False",7.95102525714286e-15,0.000302344691196479,0.00121092221392744,0.61652393386657,0.617317541563475,0.423643696333801,0.484306763894514,0.564965483098805,0.484306763894514,NA,NA,NA,NA
"SPDEF","SPDEF","MA0686.1","7.90639",7.86757e-16,0.818093,0.801715,0.0509106,532,"False",1.73523627222222e-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SP1","SP1","MA0079.4","7.81766",1.83032e-15,0.834355,0.812589,0.0596044,532,"False",3.85372078947368e-14,0.000994485006887694,0.024800432107589,0.854719423344633,0.855329011820536,-0.155203394594898,0.441069173275815,0.748818357339388,0.441069173275815,NA,NA,NA,NA
"SP4","SP4","MA0685.1","7.81684",1.84435e-15,0.812988,0.791926,0.0575996,532,"False",3.85372078947368e-14,0.00091696099579803,0.0899023015098918,NA,NA,NA,0.553031319078968,0.985242068935939,0.553031319078968,NA,NA,NA,NA
"HES2","HES2","MA0616.2","7.67073",6.19632e-15,0.828843,0.807232,0.0562154,532,"False",1.2615072e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARNT2","ARNT2","MA1464.1","7.63113",7.24876e-15,0.824623,0.803892,0.0658965,532,"False",1.43887886e-13,0.00354610784125982,1.38599278767853e-05,NA,NA,NA,0.670408312825888,0.208167241223543,0.670408312825888,0.903347896688452,0.82992585368626,NA,0.474107905469332
"SP9","SP9","MA1564.1","7.62159",9.7356e-15,0.887005,0.865208,0.0508596,532,"False",1.88538204878049e-13,7.32924474384911e-10,0.00275317132415032,0.679008224708813,0.679372112688405,-0.210967358919731,0.372032564657556,0.54611810670305,0.372032564657556,NA,NA,NA,NA
"KLF3","KLF3","MA1516.1","7.50902",2.19771e-14,0.866167,0.846119,0.052858,532,"False",4.15471842857143e-13,0.104388823672148,0.103764143197439,NA,NA,NA,0.0832397723623701,0.265883519067963,0.0832397723623701,NA,NA,NA,NA
"BHLHE40","BHLHE40","MA0464.2","7.41561",3.87091e-14,0.829405,0.809721,0.0643767,532,"False",7.14768032558139e-13,0.669000201118665,0.742857268372954,NA,NA,NA,0.454747857318843,0.690151744369153,0.454747857318843,NA,NA,NA,NA
"ZFP57","ZFP57","MA1583.1","7.37164",6.43068e-14,0.839988,0.822293,0.045654,532,"False",1.16044543636364e-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SP3","SP3","MA0746.2","7.16598",3.02692e-13,0.873067,0.852593,0.0530347,532,"False",5.34083217777778e-12,0.0670760985687042,0.00945206584004817,NA,NA,NA,0.0785093885259795,0.190497264315216,0.0785093885259795,NA,NA,NA,NA
"BHLHE41","BHLHE41","MA0636.1","7.09078",4.22728e-13,0.79329,0.775543,0.0639923,532,"False",7.29665286956522e-12,5.30306451292405e-10,0.0022397771615651,0.605175147219752,0.606225733753681,-0.4256828106044,0.0395055375912522,0.170885971903098,0.0395055375912522,NA,NA,NA,NA
"KLF2","KLF2","MA1515.1","7.10139",4.89149e-13,0.913499,0.894352,0.0494002,532,"False",8.26349587234043e-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arnt","Arnt","MA0004.1","6.98412",9.75883e-13,0.881813,0.86117,0.0705065,532,"False",1.61427312916667e-11,0.0174937797992605,0.116806791524892,NA,NA,NA,0.652439793633765,0.744383070556009,0.652439793633765,NA,NA,NA,NA
"SP2","SP2","MA0516.2","6.9853",1.06241e-12,0.806007,0.78945,0.0492712,532,"False",1.72153783673469e-11,0.14624771027964,0.303469038840229,NA,NA,NA,0.985075302460173,0.936367154571206,0.985075302460173,NA,NA,NA,NA
"HEY1","HEY1","MA0823.1","6.97989",1.1167e-12,0.824665,0.805772,0.0552125,532,"False",1.7733196e-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TFEC","TFEC","MA0871.2","6.93451",1.34654e-12,0.813584,0.79543,0.065268,532,"False",2.09637796078431e-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOHLH2","SOHLH2","MA1560.1","6.93528",1.46258e-12,0.820328,0.802357,0.0574119,532,"False",2.23324715384615e-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KLF5","KLF5","MA0599.1","6.92066",1.79146e-12,0.946043,0.92756,0.0495102,532,"False",2.68380988679245e-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KLF14","KLF14","MA0740.1","6.89661",2.03818e-12,0.835761,0.818128,0.0515998,532,"False",2.99092581818182e-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arntl","Arntl","MA0603.1","6.8753",2.0718e-12,0.835285,0.817467,0.064077,532,"False",2.99092581818182e-11,0.694379640861019,0.000823368228762307,NA,NA,NA,0.214997476352131,0.841664983265933,0.214997476352131,NA,NA,NA,NA
"MLX","MLX","MA0663.1","6.66286",8.9648e-12,0.789552,0.77323,0.0626795,532,"False",1.27108057142857e-10,4.03519585761193e-09,0.000107010699210604,0.689313640510985,0.689910191553051,-0.0876032774033511,0.477332045124646,0.524765679705527,0.477332045124646,NA,NA,NA,NA
"EGR2","EGR2","MA0472.2","6.67998",9.52462e-12,0.824122,0.808129,0.04593,532,"False",1.32676285614035e-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GMEB2","GMEB2","MA0862.1","6.55198",2.00143e-11,0.828079,0.813104,0.0553489,532,"False",2.73988865517241e-10,0.523133859433627,0.60552972961011,NA,NA,NA,0.839814097126083,0.61220407766448,0.839814097126083,NA,NA,NA,NA
"CENPB","CENPB","MA0637.1","6.47744",3.54247e-11,0.793178,0.78272,0.035126,532,"False",4.76732403389831e-10,3.27157912855731e-09,0.000564328840066553,0.883148430496944,0.883273393265773,-0.137749813406483,0.00307062785573352,0.190008692966558,0.00307062785573352,NA,NA,NA,NA
"EGR3","EGR3","MA0732.1","6.4504",4.56434e-11,0.798301,0.780667,0.051044,532,"False",6.04014326666667e-10,0.931899948885277,0.332811309569395,NA,NA,NA,0.453960487135005,NA,0.453960487135005,NA,NA,NA,NA
"GLIS1","GLIS1","MA0735.1","6.35421",8.03036e-11,0.713922,0.701599,0.0422482,532,"False",1.04526325245902e-09,4.39140704024171e-11,0.0065917324773616,0.753734695321017,0.755329782792218,-0.290234292067122,0.872841695034211,0.649807073238282,0.872841695034211,NA,NA,NA,NA
"YY1","YY1","MA0095.2","6.13945",2.82109e-10,0.812857,0.796807,0.0705515,532,"False",3.61281525806452e-09,0.0472173512656153,0.109903419665039,NA,NA,NA,0.927367548052344,0.443098219003713,0.927367548052344,0.627732509500388,0.969508128147537,NA,0.811269443848896
"EGR1","EGR1","MA0162.4","6.10523",4.33581e-10,0.831081,0.812172,0.0559895,532,"False",5.46449704761905e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TFAP2B","TFAP2B","MA0813.1","6.04793",6.06609e-10,0.831304,0.816155,0.0484812,532,"False",7.52574290625e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CREB3L4","CREB3L4","MA1474.1","6.03755",6.16544e-10,0.807328,0.795119,0.0438449,532,"False",7.53132209230769e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TFAP2C","TFAP2C","MA0815.1","6.00285",8.09475e-10,0.825293,0.809526,0.0498841,532,"False",9.73822954545455e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KLF6","KLF6","MA1517.1","5.99835",8.23122e-10,0.895428,0.880258,0.049504,532,"False",9.75460997014925e-09,0.734701345634589,0.68767627238193,NA,NA,NA,0.509268360060863,0.667488138803003,0.509268360060863,NA,NA,NA,NA
"Zfx","Zfx","MA0146.2","5.85644",1.95484e-09,0.871805,0.855406,0.0559381,532,"False",2.28256317647059e-08,0.556800751944705,0.168063249296086,NA,NA,NA,0.0522166574196875,0.257445501097556,0.0522166574196875,NA,NA,NA,NA
"TFAP2A","TFAP2A","MA0872.1","5.82352",2.42798e-09,0.819963,0.804318,0.0511936,532,"False",2.7939364057971e-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ahr","Ahr::Arnt","MA0006.1","5.79674",2.70935e-09,0.929699,0.913397,0.0611645,532,"False",3.02989281690141e-08,1.5596867764787e-10,0.00575697917429244,0.715139405512206,0.716153926596011,-0.317537630122562,0.508364865099555,0.66163177394438,0.508364865099555,NA,NA,NA,NA
"Arnt","Ahr::Arnt","MA0006.1","5.79674",2.70935e-09,0.929699,0.913397,0.0611645,532,"False",3.02989281690141e-08,0.0174937797992605,0.116806791524892,NA,NA,NA,0.652439793633765,0.744383070556009,0.652439793633765,NA,NA,NA,NA
"HEY2","HEY2","MA0649.1","5.79629",2.80103e-09,0.828647,0.814695,0.0486363,532,"False",3.08891363888889e-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KLF11","KLF11","MA1512.1","5.76786",3.39842e-09,0.880634,0.865068,0.0512158,532,"False",3.69636367123288e-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Klf12","Klf12","MA0742.1","5.72665",4.17006e-09,0.822339,0.809666,0.0469414,532,"False",4.47436167567568e-08,0.00935045075252866,0.0517126788555227,NA,NA,NA,0.631603016957751,0.894700653714394,0.631603016957751,0.18893883639127,0.628059260060968,NA,0.968009836222104
"MYCN","MYCN","MA0104.4","5.70898",4.52788e-09,0.802572,0.788166,0.056411,532,"False",4.79351562666667e-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Creb3l2","Creb3l2","MA0608.1","5.67495",5.42967e-09,0.84454,0.831136,0.055112,532,"False",5.67257628947368e-08,0.0158723034126972,0.206091571611561,NA,0.882434270648127,NA,0.898829011622573,0.705887891545886,0.898829011622573,NA,NA,NA,NA
"EGR4","EGR4","MA0733.1","5.67253",5.94054e-09,0.792673,0.780201,0.0427315,532,"False",6.12569968831169e-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SP8","SP8","MA0747.1","5.66809",6.14156e-09,0.883368,0.870403,0.0435156,532,"False",6.25179312820513e-08,0.0738561260032527,0.0233201675346577,0.489674303021828,0.491509014189112,0.610156461538826,0.254434911662061,0.3759277822583,0.254434911662061,NA,NA,NA,NA
"GLIS2","GLIS2","MA0736.1","5.63234",7.41531e-09,0.799438,0.7882,0.0404071,532,"False",7.45285587341772e-08,0.0818894312497024,0.617361657347814,0.987229232062437,NA,-0.19636386581106,0.758648691210538,0.552538839505653,0.758648691210538,NA,NA,NA,NA
"TFAP2E","TFAP2E","MA1569.1","5.54288",1.2749e-08,0.891615,0.876258,0.052619,532,"False",1.26533825e-07,0.957860088784154,0.843546397076076,NA,NA,NA,0.383299289705684,0.249405103683996,0.383299289705684,NA,NA,NA,NA
"E2F6","E2F6","MA0471.2","5.48719",1.7499e-08,0.866018,0.852237,0.0481533,532,"False",1.71533407407407e-07,0.0254386621253323,0.0057825017508549,NA,0.647651659585844,NA,0.544844919818492,0.533628725817631,0.544844919818492,NA,NA,NA,NA
"CTCF","CTCF","MA0139.1","5.45957",1.93229e-08,0.789806,0.779428,0.0427793,532,"False",1.87102226829268e-07,4.84807928799479e-10,0.000677365593218238,0.980178453189282,0.97919213546869,0.035084249109359,0.224347289636522,0.0880201141891233,0.224347289636522,0.771502239191367,0.899747450097321,NA,0.811927095122464
"CTCFL","CTCFL","MA1102.2","5.44902",2.1719e-08,0.855575,0.839568,0.056577,532,"False",2.07769710843373e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PAX5","PAX5","MA0014.3","5.30171",4.83694e-08,0.824613,0.813171,0.0449431,532,"False",4.57205995238095e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"THAP11","THAP11","MA1573.1","5.24628",5.59389e-08,0.726869,0.713794,0.0722881,532,"False",5.22535136470588e-07,0.153699636289666,0.0318758558656622,0.24533647959175,0.246751349953081,0.84212135827332,0.696745192032705,0.662535428630224,0.696745192032705,NA,NA,NA,NA
"Mlxip","Mlxip","MA0622.1","5.17082",9.54305e-08,0.840313,0.823892,0.0732651,532,"False",8.81067639534884e-07,0.01567056010237,0.0412464270132939,NA,NA,NA,0.919820957818775,0.584368247130429,0.919820957818775,NA,NA,NA,NA
"ZNF460","ZNF460","MA1596.1","5.15114",1.10297e-07,0.794091,0.777914,0.0651798,532,"False",1.00661859770115e-06,0.154296583740618,0.0170821400572209,0.285385838258403,0.285933651772624,1.04771434825597,0.974452230221434,0.545485029429376,0.974452230221434,NA,NA,NA,NA
"MLXIPL","MLXIPL","MA0664.1","5.0549",1.71049e-07,0.807829,0.795318,0.0625618,532,"False",1.54332847727273e-06,8.52669430946701e-06,0.391019237794169,0.423612183895433,0.424889074919165,-1.0165372475596,0.407724549068799,0.848003937486497,0.407724549068799,NA,NA,NA,NA
"KLF16","KLF16","MA0741.1","5.06008",1.83374e-07,0.885465,0.870747,0.056092,532,"False",1.61865722222222e-06,0.669556299344003,0.106800470575565,NA,NA,NA,0.457423030253991,0.928963320862248,0.457423030253991,NA,NA,NA,NA
"TFE3","TFE3","MA0831.2","5.04341",1.83475e-07,0.86483,0.852278,0.0616799,532,"False",1.61865722222222e-06,0.00448441506441203,0.233903059540924,NA,NA,NA,0.260251566412858,0.261297092948775,0.260251566412858,0.533985977415169,0.758774356187414,NA,0.976786526694263
"ZIC5","ZIC5","MA1584.1","5.04758",1.93068e-07,0.78497,0.774101,0.043728,532,"False",1.68457134065934e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SREBF2","SREBF2","MA0828.1","5.01043",2.15253e-07,0.793079,0.780952,0.0619844,532,"False",1.85772697826087e-06,0.0400072292907096,0.857774172906381,NA,NA,NA,0.669729197103397,0.484769765369795,0.669729197103397,0.594932408980798,0.638697886232213,NA,0.63385050585134
"MNT","MNT","MA0825.1","5.00807",2.24102e-07,0.847765,0.83503,0.0611537,532,"False",1.91330094623656e-06,0.111237042478379,0.0321321526844429,0.679008224708813,0.679372112688405,0.695300161812896,0.115317917569863,0.155605586567154,0.115317917569863,NA,NA,NA,NA
"ZBED1","ZBED1","MA0749.1","4.99362",2.38891e-07,0.71029,0.700738,0.047343,532,"False",2.01786653191489e-06,0.239401141128395,0.0933487363721544,0.270211112837619,0.2703561607753,0.655501603491035,0.513704163324767,0.425912131217035,0.513704163324767,NA,NA,NA,NA
"EHF","EHF","MA0598.3","4.92784",3.45114e-07,0.81423,0.803084,0.0527543,532,"False",2.88442648421053e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TFAP2B","TFAP2B","MA0812.1","4.87332",4.81456e-07,0.865065,0.853532,0.046837,532,"False",3.98204233333333e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MYC","MYC","MA0147.3","4.85657",5.05597e-07,0.820088,0.807524,0.0579017,532,"False",4.13859812371134e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JUNB","JUNB","MA1140.2","4.8151",5.82885e-07,0.731545,0.719098,0.0688103,532,"False",4.72255806122449e-06,0.675190526055226,0.351601298971008,NA,NA,NA,0.938704374647668,0.961898088388136,0.938704374647668,NA,NA,NA,NA
"ZIC4","ZIC4","MA0751.1","4.79385",7.10156e-07,0.815708,0.806296,0.0410432,532,"False",5.69559458585859e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ZIC3","ZIC3","MA0697.1","4.78464",7.42763e-07,0.796116,0.786209,0.0435169,532,"False",5.89753822e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MAX","MAX","MA0058.3","4.75196",8.38752e-07,0.836159,0.823549,0.0635526,532,"False",6.59375334653465e-06,3.3880737270915e-07,0.0516050647101421,0.415007841632972,0.416317096203809,-0.737430374128988,0.684850696471875,0.748818357339388,0.684850696471875,0.660937547589121,0.475304663521133,NA,0.419322524637367
"TFAP2C","TFAP2C","MA0814.2","4.76045",8.56126e-07,0.837491,0.825276,0.0498839,532,"False",6.66435337254902e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TFAP2A","TFAP2A","MA0810.1","4.67677",1.31667e-06,0.883643,0.873406,0.0397211,532,"False",1.00827311538462e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ELF1","ELF1","MA0473.3","4.66285",1.32066e-06,0.817812,0.80716,0.053095,532,"False",1.00827311538462e-05,0.614585429976922,0.949404139237116,NA,NA,NA,0.658742593458731,0.781952476166463,0.658742593458731,NA,NA,NA,NA
"TFEB","TFEB","MA0692.1","4.64261",1.40495e-06,0.832631,0.821723,0.0604446,532,"False",1.0615180754717e-05,0.00156723814897942,0.0385875525233122,0.880354343599455,0.880771143360916,-0.215674637439368,0.317299706015958,0.642770330445658,0.317299706015958,NA,NA,NA,NA
"CREB3","CREB3","MA0638.1","4.64908",1.41714e-06,0.769599,0.760337,0.0459238,532,"False",1.0615180754717e-05,5.45979393466241e-06,0.000337225825875713,0.997721109956083,0.997485546894885,-0.0104583215646815,0.0136105509309793,0.201241788735542,0.0136105509309793,NA,NA,NA,NA
"IRF6","IRF6","MA1509.1","4.56822",2.03859e-06,0.801976,0.792275,0.0534488,532,"False",1.51274809345794e-05,NA,NA,NA,NA,NA,NA,NA,NA,0.656765055536744,0.472806747856337,NA,0.905801989985427
"CREM","CREM","MA0609.2","4.48031",3.01191e-06,0.738649,0.727025,0.0707735,532,"False",2.21431161111111e-05,0.0014716026769734,0.0984595810516735,NA,NA,NA,0.529559804063605,0.188452966581522,0.529559804063605,NA,NA,NA,NA
"ZBTB7B","ZBTB7B","MA0694.1","4.46752",3.45096e-06,0.805518,0.796231,0.0457031,532,"False",2.51381856880734e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HES7","HES7","MA0822.1","4.41982",4.42468e-06,0.740949,0.730391,0.0476418,532,"False",3.19381447272727e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
